statId,as_of_ts,statNm,addr,lat,lng,coord_ok,total_chargers,available_count,observed_count,unobserved_count,availability_ratio_observed,unobserved_rate,has_confirmed_available,status_age_minutes,reliability_grade,observation_age_minutes,observation_grade,reliability_grade_effective,observation_state,is_operating_now,limitYn,access_restricted,name_suggests_residential,recommend_public_default,usage_level,sessions_per_charger,usage_weekday_avg,usage_weekend_avg,usage_charger_type,history_observed,eta_minutes,poi_count_1km,nearest_parking_m,parking_remaining_spaces,parking_total_spaces,parking_occupancy_rate,parking_congestion_status,parking_matched_id,parking_has_realtime,parking_remaining_std_1h,parking_remaining_delta_1h,parking_realtime_ticks_1h,parking_is_mock,parking_source,nearest_incident_m,nearest_link_id,nearest_link_m,link_speed_kph,link_cong_grade,link_cong_grade_nm,traffic_is_mock,traffic_source,source_status,schema_version
CV000547,2026-07-31T08:12:11+09:00,대구시_고성동 행정복지센터,대구광역시 북구 고성로31길 21,35.881917,128.5836099,True,1,1,1,0,1.0,0.0,True,66.91666666666667,CHECK_REQUIRED,60.18333333333333,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,N,False,False,True,보통,1.9730250481695568,4.3002680965147455,3.041095890410959,급속,True,,2,45.6,,,,,154-1-000030,False,,,,False,team5_pis,,1540024300.0,239.7,14.0,3.0,정체,False,utic,sandbox_series,station_feature_v1
CV000561,2026-07-31T08:12:11+09:00,대구시_침산푸르지오,대구광역시 북구 옥산로 103,35.884521,128.58669,True,3,2,3,0,0.6666666666666666,0.0,True,26.933333333333334,CHECK_REQUIRED,20.05,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,N,False,False,True,,,,,,False,,1,80.3,,,,,154-1-000205,False,,,,False,team5_pis,,1540025802.0,81.1,25.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
CV002570,2026-07-31T08:12:11+09:00,대구시민운동장,대구광역시 북구 고성로 191,35.8816742,128.5892109,True,4,4,4,0,1.0,0.0,True,6.8,NORMAL,0.0,HIGH,HIGH,FRESH,Y,N,False,False,True,,,,,,False,,1,202.6,,,,,154-1-000105,False,,,,False,team5_pis,,1540022900.0,64.6,19.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
CV003134,2026-07-31T08:12:11+09:00,대구시_대구은행 제2본점영업부,대구광역시 북구 옥산로 111,35.884442,128.588217,True,1,1,1,0,1.0,0.0,True,616.4666666666667,CHECK_REQUIRED,614.2,CHECK_REQUIRED,CHECK_REQUIRED,STALE,N,N,False,False,True,적음,1.4678899082568808,1.4936170212765958,1.4021739130434785,급속,True,,1,111.6,,,,,154-1-000205,False,,,,False,team5_pis,,1540025802.0,101.8,25.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
CV003459,2026-07-31T08:12:11+09:00,대구시_북구청,대구광역시 북구 옥산로 65,35.8852353,128.5832902,True,2,1,2,0,0.5,0.0,True,541.3833333333333,CHECK_REQUIRED,534.0166666666667,CHECK_REQUIRED,CHECK_REQUIRED,STALE,N,N,False,False,True,많음,4.943074003795067,5.156498673740053,4.406666666666666,급속,True,,1,21.4,,,,,154-3-000001,False,,,,False,team5_pis,,1540026900.0,72.9,44.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
CV003535,2026-07-31T08:12:11+09:00,대구은행 제2본점영업부,대구광역시 북구 옥산로 111,35.884422713,128.58852277,True,6,4,4,2,1.0,0.3333333333333333,True,841.3166666666667,CHECK_REQUIRED,835.0,CHECK_REQUIRED,CHECK_REQUIRED,STALE,N,N,False,False,True,,,,,,False,,1,134.9,,,,,154-1-000205,False,,,,False,team5_pis,,1540025701.0,121.5,44.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
CV004674,2026-07-31T08:12:11+09:00,기아 대구지점,대구광역시 북구 칠성남로 71,35.879276,128.588495,True,1,1,1,0,1.0,0.0,True,16.45,CHECK_REQUIRED,10.016666666666667,NORMAL,NORMAL,NORMAL,Y,N,False,False,True,,,,,,False,,2,106.8,24.0,31.0,22.58,여유(점유 50%미만),154-1-000104,True,0.0,0.0,7.0,False,team5_pis,950.5,1540020700.0,46.0,19.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
EZ001955,2026-07-31T08:12:11+09:00,대구광역시립북부도서관,대구광역시 북구 옥산로 75,35.885182,128.5839,True,2,0,0,2,,1.0,False,,CHECK_REQUIRED,,CHECK_REQUIRED,CHECK_REQUIRED,UNOBSERVED,Y,N,False,False,True,,,,,,False,,2,39.7,,,,,154-3-000002,False,,,,False,team5_pis,,1540026900.0,44.8,44.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
IN053035,2026-07-31T08:12:11+09:00,경남센트로팰리스,대구광역시 중구 태평로 47,35.8778,128.5837,True,9,1,7,2,0.1428571428571428,0.2222222222222222,True,630.8666666666667,CHECK_REQUIRED,624.2166666666667,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,Y,True,False,False,,,,,,False,,2,305.0,,,,,154-1-000232,False,,,,False,team5_pis,,1500024201.0,106.9,46.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
KP003268,2026-07-31T08:12:11+09:00,대성주유소,대구광역시 북구 칠성동2가 66,35.8816453456,128.5899248515,True,1,0,0,1,,1.0,False,,CHECK_REQUIRED,,CHECK_REQUIRED,CHECK_REQUIRED,UNOBSERVED,Y,N,False,False,True,,,,,,False,,1,245.9,,,,,154-1-000294,False,,,,False,team5_pis,,1540022900.0,38.9,19.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
KP004805,2026-07-31T08:12:11+09:00,대구복합스포츠타운,대구광역시 북구 고성로 191,35.88297688,128.58804465,True,3,3,3,0,1.0,0.0,True,541.9333333333333,CHECK_REQUIRED,534.0166666666667,CHECK_REQUIRED,CHECK_REQUIRED,STALE,N,N,False,False,True,,,,,,False,,1,23.8,,,,,154-1-000105,False,,,,False,team5_pis,,1540025802.0,129.8,25.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
KP004863,2026-07-31T08:12:11+09:00,중구보건소,대구광역시 중구 태평로 45,35.877879698,128.58331865,True,1,0,0,1,,1.0,False,,CHECK_REQUIRED,,CHECK_REQUIRED,CHECK_REQUIRED,UNOBSERVED,N,N,False,False,True,,,,,,False,,2,278.6,,,,,154-1-000232,False,,,,False,team5_pis,,1500024201.0,83.3,46.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
KP010627,2026-07-31T08:12:11+09:00,대구복합스포츠타운 P1주차장,대구광역시 북구 고성로 191,35.8803174,128.5876054,True,2,1,2,0,0.5,0.0,True,2081.75,CHECK_REQUIRED,2072.05,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,N,False,False,True,,,,,,False,,2,35.8,24.0,31.0,22.58,여유(점유 50%미만),154-1-000104,True,0.0,0.0,7.0,False,team5_pis,,1540020800.0,145.1,19.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
LU100059,2026-07-31T08:12:11+09:00,오페라센텀파크 서한이다음,대구광역시 북구 고성로37길 1,35.88099,128.584656,True,29,23,29,0,0.7931034482758621,0.0,True,4.433333333333334,HIGH,0.0,HIGH,HIGH,FRESH,Y,Y,True,False,False,,,,,,False,,2,104.9,,,,,154-1-000030,False,,,,False,team5_pis,,1540024300.0,351.6,14.0,3.0,정체,False,utic,sandbox_series,station_feature_v1
LU101324,2026-07-31T08:12:11+09:00,고성아파트,대구광역시 북구 고성북로 3,35.8806791,128.5815704,True,2,2,2,0,1.0,0.0,True,12.083333333333334,NORMAL,10.016666666666667,NORMAL,NORMAL,NORMAL,Y,Y,True,True,False,,,,,,False,,2,74.0,,,,,154-1-000232,False,,,,False,team5_pis,,1540022300.0,90.2,14.0,3.0,정체,False,utic,sandbox_series,station_feature_v1
LU101555,2026-07-31T08:12:11+09:00,대구오페라스위첸,대구광역시 북구 칠성남로 70,35.8788421,128.5874605,True,25,16,25,0,0.64,0.0,True,16.983333333333334,CHECK_REQUIRED,10.016666666666667,NORMAL,NORMAL,NORMAL,Y,Y,True,False,False,,,,,,False,,2,132.5,24.0,31.0,22.58,여유(점유 50%미만),154-1-000104,True,0.0,0.0,7.0,False,team5_pis,965.9,1540020700.0,150.2,19.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
PI122225,2026-07-31T08:12:11+09:00,케이티북대구빌딩,대구광역시 북구 고성로 141,35.8819,128.582,True,6,3,5,1,0.6,0.1666666666666666,True,840.15,CHECK_REQUIRED,835.0,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,N,True,False,False,,,,,,False,,2,41.6,,,,,154-1-000009,False,,,,False,team5_pis,,1540024300.0,95.0,14.0,3.0,정체,False,utic,sandbox_series,station_feature_v1
PI645420,2026-07-31T08:12:11+09:00,BMW차징스테이션 대구리치프라자 by한독모터스,대구광역시 북구 옥산로17길 14,35.885905,128.585908,True,4,4,4,0,1.0,0.0,True,654.2333333333333,CHECK_REQUIRED,644.2666666666667,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,N,False,False,True,,,,,,False,,2,237.3,,,,,154-3-000002,False,,,,False,team5_pis,,1540025801.0,180.6,25.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
PI762875,2026-07-31T08:12:11+09:00,오페라트루엘시민의숲,대구광역시 북구 고성북로 34,35.883170363,128.58412093,True,18,12,16,2,0.75,0.1111111111111111,True,31.683333333333334,CHECK_REQUIRED,30.116666666666667,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,Y,True,False,False,,,,,,False,,2,65.3,,,,,154-1-000031,False,,,,False,team5_pis,,1540025801.0,168.6,25.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
PI773847,2026-07-31T08:12:11+09:00,대구중앙교회,대구광역시 북구 옥산로17길 10,35.8852831,128.5857173,True,2,2,2,0,1.0,0.0,True,2157.8,CHECK_REQUIRED,2152.2833333333333,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,N,False,False,True,,,,,,False,,1,200.9,,,,,154-1-000205,False,,,,False,team5_pis,,1540025801.0,109.7,25.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
PIH00408,2026-07-31T08:12:11+09:00,태왕아너스로뎀플러스오피스텔,대구광역시 북구 옥산로 87,35.884798,128.5853399,True,8,6,6,2,1.0,0.25,True,349.6,CHECK_REQUIRED,341.25,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,N,True,False,False,,,,,,False,,2,171.1,,,,,154-3-000002,False,,,,False,team5_pis,,1540025801.0,48.6,25.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
PW000462,2026-07-31T08:12:11+09:00,침산1차푸르지오2단지-203동,대구광역시 북구 옥산로 103,35.8845215,128.5866897,True,3,2,3,0,0.6666666666666666,0.0,True,608.0,CHECK_REQUIRED,604.1833333333333,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,Y,True,True,False,,,,,,False,,1,80.4,,,,,154-1-000205,False,,,,False,team5_pis,,1540025802.0,81.2,25.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
