sample_group,selection,selection_rank,selection_rule,snapshotId,statId,chgerId,stat,statUpdDt,fetchedAt,pageNo,source_file,raw_row_order
same_status_duplicate,removed,1,"latest statUpdDt, then pageNo, then raw row order",20260725_200427,LU101043,02,3,20260725195437,2026-07-25 20:04:27,4,docs/data/loops/loop1/snapshots/20260725/daegu_charger_status_20260725_200427.csv,418373
same_status_duplicate,selected,2,"latest statUpdDt, then pageNo, then raw row order",20260725_200427,LU101043,02,3,20260725195437,2026-07-25 20:04:27,5,docs/data/loops/loop1/snapshots/20260725/daegu_charger_status_20260725_200427.csv,418426
same_status_duplicate,removed,1,"latest statUpdDt, then pageNo, then raw row order",20260726_182924,LU100146,39,3,20260726182713,2026-07-26 18:29:24,4,docs/data/loops/loop1/snapshots/20260726/daegu_charger_status_20260726_182924.csv,479820
same_status_duplicate,selected,2,"latest statUpdDt, then pageNo, then raw row order",20260726_182924,LU100146,39,3,20260726182713,2026-07-26 18:29:24,5,docs/data/loops/loop1/snapshots/20260726/daegu_charger_status_20260726_182924.csv,479827
same_status_duplicate,removed,1,"latest statUpdDt, then pageNo, then raw row order",20260727_083327,PL031434,02,2,20260727082647,2026-07-27 08:33:27,5,docs/data/loops/loop1/snapshots/20260727/daegu_charger_status_20260727_083327.csv,517578
same_status_duplicate,selected,2,"latest statUpdDt, then pageNo, then raw row order",20260727_083327,PL031434,02,2,20260727082647,2026-07-27 08:33:27,6,docs/data/loops/loop1/snapshots/20260727/daegu_charger_status_20260727_083327.csv,517621
same_status_duplicate,removed,1,"latest statUpdDt, then pageNo, then raw row order",20260727_183520,PI713588,03,2,20260727183108,2026-07-27 18:35:20,5,docs/data/loops/loop1/snapshots/20260727/daegu_charger_status_20260727_183520.csv,549354
same_status_duplicate,selected,2,"latest statUpdDt, then pageNo, then raw row order",20260727_183520,PI713588,03,2,20260727183108,2026-07-27 18:35:20,6,docs/data/loops/loop1/snapshots/20260727/daegu_charger_status_20260727_183520.csv,549378
same_status_duplicate,removed,1,"latest statUpdDt, then pageNo, then raw row order",20260728_000626,ME19W401,18,2,20260727235954,2026-07-28 00:06:26,1,docs/data/loops/loop1/snapshots/20260728/daegu_charger_status_20260728_000626.csv,565766
same_status_duplicate,selected,2,"latest statUpdDt, then pageNo, then raw row order",20260728_000626,ME19W401,18,2,20260728000455,2026-07-28 00:06:26,2,docs/data/loops/loop1/snapshots/20260728/daegu_charger_status_20260728_000626.csv,565781
same_status_duplicate,removed,1,"latest statUpdDt, then pageNo, then raw row order",20260728_000626,ME19X404,44,2,20260728000338,2026-07-28 00:06:26,1,docs/data/loops/loop1/snapshots/20260728/daegu_charger_status_20260728_000626.csv,565769
same_status_duplicate,selected,2,"latest statUpdDt, then pageNo, then raw row order",20260728_000626,ME19X404,44,2,20260728000338,2026-07-28 00:06:26,2,docs/data/loops/loop1/snapshots/20260728/daegu_charger_status_20260728_000626.csv,565784
same_status_duplicate,removed,1,"latest statUpdDt, then pageNo, then raw row order",20260728_080920,PI796974,17,2,20260728080353,2026-07-28 08:09:20,5,docs/data/loops/loop1/snapshots/20260728/daegu_charger_status_20260728_080920.csv,584761
same_status_duplicate,selected,2,"latest statUpdDt, then pageNo, then raw row order",20260728_080920,PI796974,17,2,20260728080353,2026-07-28 08:09:20,6,docs/data/loops/loop1/snapshots/20260728/daegu_charger_status_20260728_080920.csv,584782
same_status_duplicate,removed,1,"latest statUpdDt, then pageNo, then raw row order",20260729_225019,PIH01792,03,3,20260729224036,2026-07-29 22:50:19,4,docs/data/loops/loop1/snapshots/20260729/daegu_charger_status_20260729_225019.csv,700226
same_status_duplicate,selected,2,"latest statUpdDt, then pageNo, then raw row order",20260729_225019,PIH01792,03,3,20260729224036,2026-07-29 22:50:19,5,docs/data/loops/loop1/snapshots/20260729/daegu_charger_status_20260729_225019.csv,700248
same_status_duplicate,removed,1,"latest statUpdDt, then pageNo, then raw row order",20260730_033321,LU002944,02,3,20260730033042,2026-07-30 03:33:21,3,docs/data/loops/loop1/snapshots/20260730/daegu_charger_status_20260730_033321.csv,710536
same_status_duplicate,selected,2,"latest statUpdDt, then pageNo, then raw row order",20260730_033321,LU002944,02,3,20260730033042,2026-07-30 03:33:21,4,docs/data/loops/loop1/snapshots/20260730/daegu_charger_status_20260730_033321.csv,710575
same_status_duplicate,removed,1,"latest statUpdDt, then pageNo, then raw row order",20260730_081419,PL031141,20,2,20260730080454,2026-07-30 08:14:19,5,docs/data/loops/loop1/snapshots/20260730/daegu_charger_status_20260730_081419.csv,722805
same_status_duplicate,selected,2,"latest statUpdDt, then pageNo, then raw row order",20260730_081419,PL031141,20,2,20260730080454,2026-07-30 08:14:19,6,docs/data/loops/loop1/snapshots/20260730/daegu_charger_status_20260730_081419.csv,722835
same_status_duplicate,removed,1,"latest statUpdDt, then pageNo, then raw row order",20260730_081419,PL032057,12,2,20260730081200,2026-07-30 08:14:19,5,docs/data/loops/loop1/snapshots/20260730/daegu_charger_status_20260730_081419.csv,722824
same_status_duplicate,selected,2,"latest statUpdDt, then pageNo, then raw row order",20260730_081419,PL032057,12,2,20260730081200,2026-07-30 08:14:19,6,docs/data/loops/loop1/snapshots/20260730/daegu_charger_status_20260730_081419.csv,722856
