sample_group,selection,selection_rank,selection_rule,snapshotId,statId,chgerId,stat,statUpdDt,fetchedAt,pageNo,source_file,raw_row_order
same_status_duplicate,removed,1,"latest statUpdDt, then pageNo, then raw row order",20260723_120716,PC000548,19,2,20260723115913,2026-07-23 12:07:16,4,docs/data/loops/loop1/snapshots/20260723/daegu_charger_status_20260723_120716.csv,244879
same_status_duplicate,selected,2,"latest statUpdDt, then pageNo, then raw row order",20260723_120716,PC000548,19,2,20260723115913,2026-07-23 12:07:16,5,docs/data/loops/loop1/snapshots/20260723/daegu_charger_status_20260723_120716.csv,244884
same_status_duplicate,removed,1,"latest statUpdDt, then pageNo, then raw row order",20260724_053319,LU100153,06,3,20260724052900,2026-07-24 05:33:19,3,docs/data/loops/loop1/snapshots/20260724/daegu_charger_status_20260724_053319.csv,289725
same_status_duplicate,selected,2,"latest statUpdDt, then pageNo, then raw row order",20260724_053319,LU100153,06,3,20260724052900,2026-07-24 05:33:19,4,docs/data/loops/loop1/snapshots/20260724/daegu_charger_status_20260724_053319.csv,289762
same_status_duplicate,removed,1,"latest statUpdDt, then pageNo, then raw row order",20260725_075120,LI000059,27,2,20260725074436,2026-07-25 07:51:20,3,docs/data/loops/loop1/snapshots/20260725/daegu_charger_status_20260725_075120.csv,352914
same_status_duplicate,selected,2,"latest statUpdDt, then pageNo, then raw row order",20260725_075120,LI000059,27,2,20260725074436,2026-07-25 07:51:20,4,docs/data/loops/loop1/snapshots/20260725/daegu_charger_status_20260725_075120.csv,352934
same_status_duplicate,removed,1,"latest statUpdDt, then pageNo, then raw row order",20260727_010219,PI001681,01,9,20260727005310,2026-07-27 01:02:19,3,docs/data/loops/loop1/snapshots/20260727/daegu_charger_status_20260727_010219.csv,498920
same_status_duplicate,selected,2,"latest statUpdDt, then pageNo, then raw row order",20260727_010219,PI001681,01,9,20260727005310,2026-07-27 01:02:19,4,docs/data/loops/loop1/snapshots/20260727/daegu_charger_status_20260727_010219.csv,498930
same_status_duplicate,removed,1,"latest statUpdDt, then pageNo, then raw row order",20260727_082324,PIS00594,29,3,20260727081835,2026-07-27 08:23:24,5,docs/data/loops/loop1/snapshots/20260727/daegu_charger_status_20260727_082324.csv,516943
same_status_duplicate,selected,2,"latest statUpdDt, then pageNo, then raw row order",20260727_082324,PIS00594,29,3,20260727081835,2026-07-27 08:23:24,6,docs/data/loops/loop1/snapshots/20260727/daegu_charger_status_20260727_082324.csv,516973
same_status_duplicate,removed,1,"latest statUpdDt, then pageNo, then raw row order",20260727_083327,PL007870,35,3,20260727083021,2026-07-27 08:33:27,5,docs/data/loops/loop1/snapshots/20260727/daegu_charger_status_20260727_083327.csv,517568
same_status_duplicate,selected,2,"latest statUpdDt, then pageNo, then raw row order",20260727_083327,PL007870,35,3,20260727083021,2026-07-27 08:33:27,6,docs/data/loops/loop1/snapshots/20260727/daegu_charger_status_20260727_083327.csv,517610
same_status_duplicate,removed,1,"latest statUpdDt, then pageNo, then raw row order",20260727_183520,ME25C424,21,2,20260727183256,2026-07-27 18:35:20,2,docs/data/loops/loop1/snapshots/20260727/daegu_charger_status_20260727_183520.csv,549050
same_status_duplicate,selected,2,"latest statUpdDt, then pageNo, then raw row order",20260727_183520,ME25C424,21,2,20260727183402,2026-07-27 18:35:20,3,docs/data/loops/loop1/snapshots/20260727/daegu_charger_status_20260727_183520.csv,549060
same_status_duplicate,removed,1,"latest statUpdDt, then pageNo, then raw row order",20260727_183520,PI713588,03,2,20260727183108,2026-07-27 18:35:20,5,docs/data/loops/loop1/snapshots/20260727/daegu_charger_status_20260727_183520.csv,549354
same_status_duplicate,selected,2,"latest statUpdDt, then pageNo, then raw row order",20260727_183520,PI713588,03,2,20260727183108,2026-07-27 18:35:20,6,docs/data/loops/loop1/snapshots/20260727/daegu_charger_status_20260727_183520.csv,549378
same_status_duplicate,removed,1,"latest statUpdDt, then pageNo, then raw row order",20260728_120020,PL032360,03,2,20260728115417,2026-07-28 12:00:20,4,docs/data/loops/loop1/snapshots/20260728/daegu_charger_status_20260728_120020.csv,596463
same_status_duplicate,selected,2,"latest statUpdDt, then pageNo, then raw row order",20260728_120020,PL032360,03,2,20260728115417,2026-07-28 12:00:20,5,docs/data/loops/loop1/snapshots/20260728/daegu_charger_status_20260728_120020.csv,596479
same_status_duplicate,removed,1,"latest statUpdDt, then pageNo, then raw row order",20260729_072719,PL032775,00,2,20260729072445,2026-07-29 07:27:19,5,docs/data/loops/loop1/snapshots/20260729/daegu_charger_status_20260729_072719.csv,650140
same_status_duplicate,selected,2,"latest statUpdDt, then pageNo, then raw row order",20260729_072719,PL032775,00,2,20260729072445,2026-07-29 07:27:19,6,docs/data/loops/loop1/snapshots/20260729/daegu_charger_status_20260729_072719.csv,650160
same_status_duplicate,removed,1,"latest statUpdDt, then pageNo, then raw row order",20260729_225019,PIS00586,06,3,20260729224053,2026-07-29 22:50:19,4,docs/data/loops/loop1/snapshots/20260729/daegu_charger_status_20260729_225019.csv,700232
same_status_duplicate,selected,2,"latest statUpdDt, then pageNo, then raw row order",20260729_225019,PIS00586,06,3,20260729224053,2026-07-29 22:50:19,5,docs/data/loops/loop1/snapshots/20260729/daegu_charger_status_20260729_225019.csv,700254
same_status_duplicate,removed,1,"latest statUpdDt, then pageNo, then raw row order",20260731_234616,KL001617,03,2,20260731233701,2026-07-31 23:46:16,3,docs/data/loops/loop1/snapshots/20260731/daegu_charger_status_20260731_234616.csv,845018
same_status_duplicate,selected,2,"latest statUpdDt, then pageNo, then raw row order",20260731_234616,KL001617,03,2,20260731233701,2026-07-31 23:46:16,4,docs/data/loops/loop1/snapshots/20260731/daegu_charger_status_20260731_234616.csv,845035
same_status_duplicate,removed,1,"latest statUpdDt, then pageNo, then raw row order",20260801_095016,PW800748,05,2,20260801094311,2026-08-01 09:50:16,5,docs/data/loops/loop1/snapshots/20260801/daegu_charger_status_20260801_095016.csv,871027
same_status_duplicate,selected,2,"latest statUpdDt, then pageNo, then raw row order",20260801_095016,PW800748,05,2,20260801094311,2026-08-01 09:50:16,6,docs/data/loops/loop1/snapshots/20260801/daegu_charger_status_20260801_095016.csv,871060
same_status_duplicate,removed,1,"latest statUpdDt, then pageNo, then raw row order",20260802_081715,PL032109,01,2,20260802081402,2026-08-02 08:17:15,4,docs/data/loops/loop1/snapshots/20260802/daegu_charger_status_20260802_081715.csv,932889
same_status_duplicate,selected,2,"latest statUpdDt, then pageNo, then raw row order",20260802_081715,PL032109,01,2,20260802081402,2026-08-02 08:17:15,5,docs/data/loops/loop1/snapshots/20260802/daegu_charger_status_20260802_081715.csv,932901
same_status_duplicate,removed,1,"latest statUpdDt, then pageNo, then raw row order",20260802_210921,PI740524,05,3,20260802210510,2026-08-02 21:09:21,5,docs/data/loops/loop1/snapshots/20260802/daegu_charger_status_20260802_210921.csv,974286
same_status_duplicate,selected,2,"latest statUpdDt, then pageNo, then raw row order",20260802_210921,PI740524,05,3,20260802210510,2026-08-02 21:09:21,6,docs/data/loops/loop1/snapshots/20260802/daegu_charger_status_20260802_210921.csv,974303
