statId,as_of_ts,statNm,addr,lat,lng,coord_ok,total_chargers,available_count,observed_count,unobserved_count,availability_ratio_observed,unobserved_rate,has_confirmed_available,status_age_minutes,reliability_grade,observation_age_minutes,observation_grade,reliability_grade_effective,observation_state,is_operating_now,limitYn,access_restricted,name_suggests_residential,recommend_public_default,usage_level,sessions_per_charger,usage_weekday_avg,usage_weekend_avg,usage_charger_type,history_observed,eta_minutes,poi_count_1km,nearest_parking_m,parking_remaining_spaces,parking_total_spaces,parking_occupancy_rate,parking_congestion_status,parking_matched_id,parking_has_realtime,parking_remaining_std_1h,parking_remaining_delta_1h,parking_realtime_ticks_1h,parking_is_mock,parking_source,nearest_incident_m,nearest_link_id,nearest_link_m,link_speed_kph,link_cong_grade,link_cong_grade_nm,traffic_is_mock,traffic_source,source_status,schema_version
ME18C175,2026-07-31T08:12:11+09:00,대명1동 행정복지센터,대구광역시 남구 두류공원로 38,35.841448784,128.57357283,True,1,1,1,0,1.0,0.0,True,5.983333333333333,NORMAL,0.0,HIGH,HIGH,FRESH,Y,N,False,False,True,,,,,,False,,2,99.1,,,,,153-2-000041,False,,,,False,team5_pis,,1530027300.0,114.8,20.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
CV003062,2026-07-31T08:12:11+09:00,홈플러스 남대구점,대구광역시 남구 대명로 116,35.83892,128.570358,True,6,2,2,4,1.0,0.6666666666666666,True,841.4,CHECK_REQUIRED,835.0,CHECK_REQUIRED,CHECK_REQUIRED,STALE,N,N,False,False,True,,,,,,False,,2,186.2,,,,,153-1-000069,False,,,,False,team5_pis,,1530011302.0,55.4,21.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
CV003127,2026-07-31T08:12:11+09:00,대구시_대명9동 행정복지센터,대구광역시 남구 큰골길 53,35.837225,128.579385,True,1,1,1,0,1.0,0.0,True,276.5833333333333,CHECK_REQUIRED,270.96666666666664,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,N,False,False,True,많음,2.1391129032258065,2.054441260744986,2.3401360544217686,완속,True,,2,92.7,,,,,153-2-000005,False,,,,False,team5_pis,,1530009100.0,45.8,20.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
EV013088,2026-07-31T08:12:11+09:00,대구남구 개나리맨션,대구광역시 남구 대명로 117,35.839872789,128.57003713,True,3,3,3,0,1.0,0.0,True,1321.4,CHECK_REQUIRED,1317.3166666666666,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,Y,True,False,False,,,,,,False,,2,106.0,,,,,153-1-000002,False,,,,False,team5_pis,,1530011402.0,66.0,29.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
EV019067,2026-07-31T08:12:11+09:00,대구남구 용마맨션 1,대구광역시 남구 대명로 145,35.8394639,128.5736919,True,3,2,2,1,1.0,0.3333333333333333,True,1283.0,CHECK_REQUIRED,1277.1833333333334,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,Y,True,False,False,,,,,,False,,1,128.0,,,,,153-1-000043,False,,,,False,team5_pis,,1530010800.0,90.3,21.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
HM710014,2026-07-31T08:12:11+09:00,_KT&G 코스모대구사업소,대구광역시 남구 대명로 124,35.8386299,128.5711945,True,4,2,4,0,0.5,0.0,True,45.81666666666667,CHECK_REQUIRED,40.13333333333333,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,N,False,False,True,,,,,,False,,2,106.1,,,,,153-1-000069,False,,,,False,team5_pis,,1530011401.0,97.4,29.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
KP002173,2026-07-31T08:12:11+09:00,홈플러스 남대구점,대구광역시 남구 대명로 116,35.8386903425,128.5698545725,True,1,0,0,1,,1.0,False,,CHECK_REQUIRED,,CHECK_REQUIRED,CHECK_REQUIRED,UNOBSERVED,UNKNOWN,N,False,False,True,,,,,,False,,2,176.8,,,,,153-1-000068,False,,,,False,team5_pis,,1530011302.0,98.7,21.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
KRC10171,2026-07-31T08:12:11+09:00,하지스퀘어,대구광역시 남구 두류공원로5길 45-8,35.839863,128.572208,True,2,2,2,0,1.0,0.0,True,1942.2333333333331,CHECK_REQUIRED,1941.6833333333332,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,N,False,False,True,,,,,,False,,1,113.4,,,,,153-1-000046,False,,,,False,team5_pis,,1530010800.0,79.5,21.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
LU003963,2026-07-31T08:12:11+09:00,대명동파크맨션,대구광역시 남구 대명복개로 230,35.84113,128.57112,True,6,4,6,0,0.6666666666666666,0.0,True,88.65,CHECK_REQUIRED,80.41666666666667,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,Y,True,False,False,,,,,,False,,1,62.1,,,,,153-1-000001,False,,,,False,team5_pis,,1530027300.0,145.1,20.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
LU004142,2026-07-31T08:12:11+09:00,동신점보아파트,대구광역시 남구 대명로 177,35.839376,128.577147,True,2,1,2,0,0.5,0.0,True,317.18333333333334,CHECK_REQUIRED,311.15,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,Y,True,True,False,,,,,,False,,2,43.9,,,,,153-1-000096,False,,,,False,team5_pis,,1530010500.0,50.2,21.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
