hour,public_pct,public_ticks,special_pct,special_ticks,apt_name_pct,apt_ticks
0,72.89198208422897,71,39.237146292725,71,40.03945968264237,71
1,72.34245199985929,72,39.72539874372365,72,40.907864471692186,72
2,73.19896758466056,72,41.03118079242599,72,42.227215611060664,72
3,74.27017141086246,72,42.41373689982593,72,43.93135446164233,72
4,75.35748283935419,72,44.03685689241774,72,45.62913139355244,72
5,76.32849695656509,72,47.23009592893163,72,48.87111049807109,72
6,77.06700118758063,72,52.7074500184833,72,54.249643586996754,72
7,80.02972024904838,92,64.47076173640603,92,65.1421575270917,92
8,80.14515123441929,124,73.81423941521551,124,74.21537672747317,124
9,77.7071683360435,91,76.6346791440619,91,77.14856289145072,91
10,77.28566450321816,90,78.71889218022372,90,79.03351719039968,90
11,77.48372203561337,89,79.52711856654476,89,79.49689900428285,89
12,77.33671663712657,89,79.3484237348897,89,79.37385764915284,89
13,77.23176247695665,91,78.15431657677884,91,78.486629617187,91
14,76.3985621743354,94,76.68054274370148,94,77.18968061968566,94
15,76.02241676250446,98,75.04273437471092,98,75.77761910444401,98
16,74.77987888063171,89,70.54329765876827,89,71.21039997872575,89
17,74.91676293227188,79,68.16866995708163,79,68.90707149099251,79
18,75.2208546291723,66,64.86432786571086,66,66.12018005035462,66
19,72.94739832537137,66,58.93332914839513,66,60.45559207661283,66
20,71.25386814010518,81,48.52942605406843,81,50.09578850825353,81
21,69.24078724729145,84,43.61829392639791,84,44.75633029456967,84
22,68.8208525091689,73,40.46879392209393,73,41.52138815769547,73
23,70.29878846859138,60,42.229072808150455,60,43.35637407372072,60
