station_id,station_name,as_of,status_updated_at,status_observed_at,status_age_minutes,observation_age_minutes,freshness_flag,lat,lng,total_chargers,available_count,observed_count,observation_coverage,observed_available,static_candidate_ready,recheck_required,availability_guaranteed,data_quality_flags,request_vehicle_model,request_current_soc_percent,request_eta_minutes,request_route_distance_km,arrival_soc_percent,soc_risk_level,is_operating_now,schema_version
CV002289,화성그랜드파크아파트 306동,2026-07-28T16:43:43.293342+09:00,2026-07-27 21:45:30+00:00,2026-07-27 21:49:04.999999998+00:00,598.2215557,594.6382223666666,CHECK_REQUIRED,35.9393187,128.5678452,2,2,2,1.0,True,False,True,False,CHECK_REQUIRED|ACCESS_RESTRICTED,,,,,,,Y,station_feature_v1
CV002290,화성그랜드파크아파트 305동,2026-07-28T16:43:43.293342+09:00,2026-07-28 06:50:34.000000002+00:00,2026-07-28 06:52:09+00:00,53.15488903333333,51.5715557,CHECK_REQUIRED,35.9388149,128.5674697,2,1,2,1.0,True,False,True,False,CHECK_REQUIRED|ACCESS_RESTRICTED,,,,,,,Y,station_feature_v1
CV002291,화성그랜드파크아파트 302동,2026-07-28T16:43:43.293342+09:00,2026-07-28 07:30:36+00:00,2026-07-28 07:32:16.999999998+00:00,13.1215557,11.438222366666668,AGING,35.9398081,128.5665685,1,0,1,1.0,False,False,True,False,AGING|ACCESS_RESTRICTED,,,,,,,Y,station_feature_v1
CV002292,화성그랜드파크아파트 301동,2026-07-28T16:43:43.293342+09:00,2026-07-27 02:30:46.999999998+00:00,2026-07-27 02:33:49.000000002+00:00,1752.9382223666669,1749.9048890333331,CHECK_REQUIRED,35.9393274,128.5665041,2,2,2,1.0,True,False,True,False,CHECK_REQUIRED|ACCESS_RESTRICTED,,,,,,,Y,station_feature_v1
CV002298,십분의칠,2026-07-28T16:43:43.293342+09:00,2026-07-27 18:15:33+00:00,2026-07-27 18:18:34.999999999+00:00,808.1715557,805.1382223666666,CHECK_REQUIRED,35.9873235,128.6363865,2,2,2,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002302,서리지 주차장,2026-07-28T16:43:43.293342+09:00,2026-07-28 02:30:28.000000002+00:00,2026-07-28 02:40:18+00:00,313.25488903333337,303.4215557,CHECK_REQUIRED,35.9667225,128.5629765,3,2,3,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002320,한국섬유개발연구원,2026-07-28T16:43:43.293342+09:00,2026-07-28 05:55:34.000000002+00:00,2026-07-28 06:01:37.000000002+00:00,108.15488903333332,102.10488903333334,CHECK_REQUIRED,35.868472,128.546082,2,2,2,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002321,티스테이션 남대구IC점,2026-07-28T16:43:43.293342+09:00,2026-07-28 04:35:33+00:00,2026-07-28 04:41:12.000000001+00:00,188.17155570000003,182.5215557,CHECK_REQUIRED,35.837586,128.530973,1,1,1,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002324,월광5주차장,2026-07-28T16:43:43.293342+09:00,2026-07-27 18:50:31.000000002+00:00,2026-07-27 18:58:40.000000002+00:00,773.2048890333333,765.0548890333333,CHECK_REQUIRED,35.7946656,128.5490195,2,2,2,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002336,두류수영장,2026-07-28T16:43:43.293342+09:00,,,,,UNOBSERVED,35.8465691,128.5620682,6,0,0,0.0,False,False,True,False,UNOBSERVED|STATUS_MISSING,,,,,,,Y,station_feature_v1
CV002346,대구체육관,2026-07-28T16:43:43.293342+09:00,2026-07-28 07:20:24+00:00,2026-07-28 07:22:13.000000002+00:00,23.3215557,21.50488903333333,CHECK_REQUIRED,35.894272,128.6030415,2,1,2,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002347,대구영일택시,2026-07-28T16:43:43.293342+09:00,2026-07-28 03:25:28.999999998+00:00,2026-07-28 03:30:43.000000002+00:00,258.23822236666666,253.0048890333333,CHECK_REQUIRED,35.951463,128.579023,4,3,4,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002348,달성농수산물종합유통센터,2026-07-28T16:43:43.293342+09:00,2026-07-28 07:25:25.999999998+00:00,2026-07-28 07:32:16.999999998+00:00,18.288222366666663,11.438222366666668,CHECK_REQUIRED,35.8001304,128.486948,13,8,10,0.7692307692307693,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002350,큰골주차장,2026-07-28T16:43:43.293342+09:00,2026-07-27 17:45:31.999999998+00:00,2026-07-27 17:48:33+00:00,838.1882223666667,835.1715557,CHECK_REQUIRED,35.7924387,128.5298469,2,2,2,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002351,대구삼성라이온즈파크 달구벌주차장,2026-07-28T16:43:43.293342+09:00,2026-07-28 00:05:33+00:00,2026-07-28 00:09:37.999999998+00:00,458.1715557,454.0882223666667,CHECK_REQUIRED,35.8411906,128.6831342,24,22,22,0.9166666666666666,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002358,화랑공원,2026-07-28T16:43:43.293342+09:00,2026-07-28 06:55:27+00:00,2026-07-28 07:02:10.000000003+00:00,48.2715557,41.55488903333333,CHECK_REQUIRED,35.8718129,128.6405384,2,1,2,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002371,앞산빨래터 공영주차장,2026-07-28T16:43:43.293342+09:00,2026-07-28 06:45:24+00:00,2026-07-28 06:52:09+00:00,58.3215557,51.5715557,CHECK_REQUIRED,35.832393,128.56572,2,2,2,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002372,시지공영주차장,2026-07-28T16:43:43.293342+09:00,2026-07-28 06:20:25.999999998+00:00,2026-07-28 06:21:39+00:00,83.28822236666666,82.0715557,CHECK_REQUIRED,35.8414988,128.7063509,2,1,2,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002377,파계사 공영주차장,2026-07-28T16:43:43.293342+09:00,2026-07-28 07:30:28.000000002+00:00,2026-07-28 07:32:16.999999998+00:00,13.254889033333336,11.438222366666668,AGING,35.990756,128.637254,3,3,3,1.0,True,True,False,False,AGING,,,,,,,Y,station_feature_v1
CV002388,대구테크노폴리스LH천년나무3단지,2026-07-28T16:43:43.293342+09:00,2026-07-28 00:10:34.000000002+00:00,2026-07-28 00:19:39+00:00,453.15488903333335,444.0715557,CHECK_REQUIRED,35.6938607,128.4573548,15,8,11,0.7333333333333333,True,False,True,False,CHECK_REQUIRED|ACCESS_RESTRICTED,,,,,,,Y,station_feature_v1
CV002389,대구농수산물도매시장(수산),2026-07-28T16:43:43.293342+09:00,2026-07-28 07:25:28.000000002+00:00,2026-07-28 07:32:16.999999998+00:00,18.25488903333333,11.438222366666668,CHECK_REQUIRED,35.9019778,128.5409467,1,0,1,1.0,False,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002390,대구농수산물도매시장(농산),2026-07-28T16:43:43.293342+09:00,2026-07-28 06:30:30+00:00,2026-07-28 06:31:40.999999998+00:00,73.2215557,72.03822236666666,CHECK_REQUIRED,35.9018489,128.5417826,2,2,2,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002393,갓바위2공영주차장,2026-07-28T16:43:43.293342+09:00,2026-07-27 21:00:33+00:00,2026-07-27 21:09:00+00:00,643.1715557,634.7215557,CHECK_REQUIRED,35.9696977,128.7263117,2,2,2,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002394,갓바위1공영주차장,2026-07-28T16:43:43.293342+09:00,2026-07-27 23:00:31.999999998+00:00,2026-07-27 23:09:19.999999998+00:00,523.1882223666667,514.3882223666667,CHECK_REQUIRED,35.9693577,128.7251075,4,4,4,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002397,테크노폴리스천년나무1단지,2026-07-28T16:43:43.293342+09:00,2026-07-28 07:20:31.999999998+00:00,2026-07-28 07:22:13.000000002+00:00,23.188222366666665,21.50488903333333,CHECK_REQUIRED,35.6894553,128.4495862,24,14,19,0.7916666666666666,True,False,True,False,CHECK_REQUIRED|ACCESS_RESTRICTED,,,,,,,Y,station_feature_v1
CV002401,동대구역더샵센터시티아파트,2026-07-28T16:43:43.293342+09:00,2026-07-28 07:30:31.000000002+00:00,2026-07-28 07:32:16.999999998+00:00,13.204889033333334,11.438222366666668,AGING,35.876749,128.623464,17,15,17,1.0,True,False,False,False,AGING|ACCESS_RESTRICTED,,,,,,,Y,station_feature_v1
CV002431,침산화성파크드림,2026-07-28T16:43:43.293342+09:00,2026-07-28 07:30:31.999999998+00:00,2026-07-28 07:32:16.999999998+00:00,13.188222366666668,11.438222366666668,AGING,35.8920455,128.5913775,38,27,36,0.9473684210526315,True,False,False,False,AGING|ACCESS_RESTRICTED,,,,,,,Y,station_feature_v1
CV002440,수성데시앙리버뷰아파트,2026-07-28T16:43:43.293342+09:00,2026-07-28 06:50:34.999999999+00:00,2026-07-28 06:52:09+00:00,53.13822236666667,51.5715557,CHECK_REQUIRED,35.846308,128.608299,4,2,4,1.0,True,False,True,False,CHECK_REQUIRED|ACCESS_RESTRICTED,,,,,,,Y,station_feature_v1
CV002468,영신고등학교,2026-07-28T16:43:43.293342+09:00,2026-07-28 07:10:36+00:00,2026-07-28 07:12:12.000000001+00:00,33.1215557,31.5215557,CHECK_REQUIRED,35.9187253,128.6459583,3,3,3,1.0,True,False,True,False,CHECK_REQUIRED|ACCESS_RESTRICTED,,,,,,,Y,station_feature_v1
CV002471,국채보상운동기념공원주차장,2026-07-28T16:43:43.293342+09:00,2026-07-28 07:25:24+00:00,2026-07-28 07:32:16.999999998+00:00,18.3215557,11.438222366666668,CHECK_REQUIRED,35.868889,128.60341,7,4,7,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002516,달성군교육문화복지센터,2026-07-28T16:43:43.293342+09:00,2026-07-28 04:05:28.000000002+00:00,2026-07-28 04:11:09+00:00,218.2548890333333,212.5715557,CHECK_REQUIRED,35.6915366,128.4570871,4,2,3,0.75,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002570,대구시민운동장,2026-07-28T16:43:43.293342+09:00,2026-07-28 07:05:27+00:00,2026-07-28 07:12:12.000000001+00:00,38.2715557,31.5215557,CHECK_REQUIRED,35.8816742,128.5892109,4,2,4,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002607,수성롯데캐슬더퍼스트아파트 301동,2026-07-28T16:43:43.293342+09:00,2026-07-27 16:20:37.000000002+00:00,2026-07-27 16:28:25.000000002+00:00,923.1048890333332,915.3048890333332,CHECK_REQUIRED,35.8554568,128.6110056,1,1,1,1.0,True,False,True,False,CHECK_REQUIRED|ACCESS_RESTRICTED,,,,,,,Y,station_feature_v1
CV002608,수성롯데캐슬더퍼스트아파트 206동,2026-07-28T16:43:43.293342+09:00,2026-07-27 20:10:27+00:00,2026-07-27 20:18:52.999999998+00:00,693.2715556999999,684.8382223666666,CHECK_REQUIRED,35.855001,128.610077,2,2,2,1.0,True,False,True,False,CHECK_REQUIRED|ACCESS_RESTRICTED,,,,,,,Y,station_feature_v1
CV002609,수성롯데캐슬더퍼스트 아파트 107동,2026-07-28T16:43:43.293342+09:00,2026-07-28 07:15:22.000000002+00:00,2026-07-28 07:22:13.000000002+00:00,28.354889033333333,21.50488903333333,CHECK_REQUIRED,35.8565643,128.6094523,2,0,2,1.0,False,False,True,False,CHECK_REQUIRED|ACCESS_RESTRICTED,,,,,,,Y,station_feature_v1
CV002620,티스테이션 달서점,2026-07-28T16:43:43.293342+09:00,2026-07-28 07:25:34.000000002+00:00,2026-07-28 07:32:16.999999998+00:00,18.154889033333333,11.438222366666668,CHECK_REQUIRED,35.858501,128.537055,1,0,1,1.0,False,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002623,신월초등학교,2026-07-28T16:43:43.293342+09:00,,,,,UNOBSERVED,35.8201909,128.5233988,2,0,0,0.0,False,False,True,False,UNOBSERVED|ACCESS_RESTRICTED|STATUS_MISSING,,,,,,,UNKNOWN,station_feature_v1
CV002633,티스테이션 대구강북점,2026-07-28T16:43:43.293342+09:00,2026-07-28 03:45:31.000000002+00:00,2026-07-28 03:50:55.999999998+00:00,238.20488903333336,232.78822236666667,CHECK_REQUIRED,35.9431235,128.5509946,2,1,2,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002669,한실초등학교,2026-07-28T16:43:43.293342+09:00,2026-07-27 02:30:54+00:00,2026-07-27 02:33:49.000000002+00:00,1752.8215557,1749.9048890333331,CHECK_REQUIRED,35.7980935,128.5290481,2,1,1,0.5,True,False,True,False,CHECK_REQUIRED|ACCESS_RESTRICTED,,,,,,,UNKNOWN,station_feature_v1
CV002689,대구시_대구국가산업단지2공영주차장,2026-07-28T16:43:43.293342+09:00,2026-07-27 18:30:36+00:00,2026-07-27 18:38:37.999999998+00:00,793.1215556999999,785.0882223666666,CHECK_REQUIRED,35.6496956,128.4245628,5,5,5,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002690,대구시_대구국가산업단지1공영주차장,2026-07-28T16:43:43.293342+09:00,2026-07-27 06:05:33+00:00,2026-07-27 06:14:45+00:00,1538.1715557,1528.9715557000002,CHECK_REQUIRED,35.6496956,128.4245628,5,5,5,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002715,범어월드메르디앙이스턴카운티아파트,2026-07-28T16:43:43.293342+09:00,2026-07-28 06:45:39+00:00,2026-07-28 06:52:09+00:00,58.0715557,51.5715557,CHECK_REQUIRED,35.8640434,128.6206328,5,4,5,1.0,True,False,True,False,CHECK_REQUIRED|ACCESS_RESTRICTED,,,,,,,Y,station_feature_v1
CV002733,한국농어촌공사 경북지역본부,2026-07-28T16:43:43.293342+09:00,2026-07-28 07:30:40.999999998+00:00,2026-07-28 07:32:16.999999998+00:00,13.038222366666668,11.438222366666668,AGING,35.931381,128.557719,2,1,2,1.0,True,True,True,False,AGING,,,,,,,Y,station_feature_v1
CV002735,대구옥포LH천년나무2단지 206동,2026-07-28T16:43:43.293342+09:00,2026-07-28 06:15:31.000000002+00:00,2026-07-28 06:21:39+00:00,88.20488903333333,82.0715557,CHECK_REQUIRED,35.7816313,128.4377475,10,1,2,0.2,True,False,True,False,CHECK_REQUIRED|ACCESS_RESTRICTED,,,,,,,Y,station_feature_v1
CV002736,대구옥포LH천년나무2단지 209동,2026-07-28T16:43:43.293342+09:00,2026-07-28 04:05:36+00:00,2026-07-28 04:11:09+00:00,218.1215557,212.5715557,CHECK_REQUIRED,35.7798131,128.4383376,10,8,8,0.8,True,False,True,False,CHECK_REQUIRED|ACCESS_RESTRICTED,,,,,,,Y,station_feature_v1
CV002766,대구칠곡부영7단지아파트 707동,2026-07-28T16:43:43.293342+09:00,2026-07-28 01:15:37.000000002+00:00,2026-07-28 01:19:48+00:00,388.1048890333333,383.9215557,CHECK_REQUIRED,35.933736,128.5644711,6,5,6,1.0,True,False,True,False,CHECK_REQUIRED|ACCESS_RESTRICTED,,,,,,,Y,station_feature_v1
CV002767,대구칠곡부영7단지아파트 703동,2026-07-28T16:43:43.293342+09:00,2026-07-28 07:05:34.999999999+00:00,2026-07-28 07:12:12.000000001+00:00,38.13822236666667,31.5215557,CHECK_REQUIRED,35.9343605,128.5655869,3,1,1,0.3333333333333333,True,False,True,False,CHECK_REQUIRED|ACCESS_RESTRICTED,,,,,,,Y,station_feature_v1
CV002776,월성동삼성래미안아파트,2026-07-28T16:43:43.293342+09:00,2026-07-28 07:00:37.999999998+00:00,2026-07-28 07:02:10.000000003+00:00,43.08822236666666,41.55488903333333,CHECK_REQUIRED,35.820088,128.528362,6,4,5,0.8333333333333334,True,False,True,False,CHECK_REQUIRED|ACCESS_RESTRICTED,,,,,,,Y,station_feature_v1
CV002798,알파센트럴빌딩,2026-07-28T16:43:43.293342+09:00,2026-07-27 23:25:36+00:00,2026-07-27 23:29:24+00:00,498.1215557,494.3215557,CHECK_REQUIRED,35.839115,128.6884309,2,2,2,1.0,True,False,True,False,CHECK_REQUIRED|ACCESS_RESTRICTED,,,,,,,Y,station_feature_v1
CV002819,대구범어초등학교,2026-07-28T16:43:43.293342+09:00,,,,,UNOBSERVED,35.8598858,128.6325226,3,0,0,0.0,False,False,True,False,UNOBSERVED|ACCESS_RESTRICTED|STATUS_MISSING,,,,,,,Y,station_feature_v1
CV002838,대구MBC,2026-07-28T16:43:43.293342+09:00,,,,,UNOBSERVED,35.824589,128.70537399,2,0,0,0.0,False,False,True,False,UNOBSERVED|ACCESS_RESTRICTED|STATUS_MISSING,,,,,,,Y,station_feature_v1
CV002855,학정청아람아파트 103동,2026-07-28T16:43:43.293342+09:00,2026-07-28 07:10:39+00:00,2026-07-28 07:12:12.000000001+00:00,33.0715557,31.5215557,CHECK_REQUIRED,35.9542235,128.567566,6,4,6,1.0,True,False,True,False,CHECK_REQUIRED|ACCESS_RESTRICTED,,,,,,,Y,station_feature_v1
CV002856,학정청아람아파트 102동,2026-07-28T16:43:43.293342+09:00,2026-07-27 23:15:34.000000002+00:00,2026-07-27 23:19:21+00:00,508.15488903333335,504.3715557,CHECK_REQUIRED,35.9535635,128.5680058,6,6,6,1.0,True,False,True,False,CHECK_REQUIRED|ACCESS_RESTRICTED,,,,,,,Y,station_feature_v1
CV002857,학정청아람아파트 101동,2026-07-28T16:43:43.293342+09:00,2026-07-28 06:30:37.999999998+00:00,2026-07-28 06:31:40.999999998+00:00,73.08822236666667,72.03822236666666,CHECK_REQUIRED,35.9528687,128.568156,6,6,6,1.0,True,False,True,False,CHECK_REQUIRED|ACCESS_RESTRICTED,,,,,,,Y,station_feature_v1
CV002862,대구시_구지창리주차장,2026-07-28T16:43:43.293342+09:00,2026-07-27 08:35:37.999999998+00:00,2026-07-27 08:45:09+00:00,1388.0882223666667,1378.5715557,CHECK_REQUIRED,35.6574498,128.4067921,1,1,1,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002872,대구다사주공2단지아파트,2026-07-28T16:43:43.293342+09:00,2026-07-28 00:25:39+00:00,2026-07-28 00:29:40.000000002+00:00,438.0715557,434.0548890333333,CHECK_REQUIRED,35.867027,128.45559,7,7,7,1.0,True,False,True,False,CHECK_REQUIRED|ACCESS_RESTRICTED,,,,,,,Y,station_feature_v1
CV002913,대구시_하빈무등리공영주차장,2026-07-28T16:43:43.293342+09:00,2026-07-27 02:31:00+00:00,2026-07-27 02:33:49.000000002+00:00,1752.7215557000002,1749.9048890333331,CHECK_REQUIRED,35.9188237,128.4637087,1,1,1,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002914,대구시_옻골동산,2026-07-28T16:43:43.293342+09:00,2026-07-28 05:45:39+00:00,2026-07-28 05:51:36+00:00,118.0715557,112.1215557,CHECK_REQUIRED,35.9446349,128.5760467,1,1,1,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002915,대구시_대구서구청소년수련관,2026-07-28T16:43:43.293342+09:00,2026-07-28 07:00:45+00:00,2026-07-28 07:02:10.000000003+00:00,42.9715557,41.55488903333333,CHECK_REQUIRED,35.8737879,128.5460031,1,1,1,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002939,수성유원지주차장,2026-07-28T16:43:43.293342+09:00,2026-07-28 07:20:49.000000002+00:00,2026-07-28 07:22:13.000000002+00:00,22.904889033333333,21.50488903333333,CHECK_REQUIRED,35.828761,128.6121138,6,4,6,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002940,제2석굴암 주차장2,2026-07-28T16:43:43.293342+09:00,2026-07-27 22:15:37.999999998+00:00,2026-07-27 22:19:09+00:00,568.0882223666666,564.5715557,CHECK_REQUIRED,36.049952,128.645877,3,3,3,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002949,종합운동장,2026-07-28T16:43:43.293342+09:00,2026-07-28 03:25:36+00:00,2026-07-28 03:30:43.000000002+00:00,258.1215557,253.0048890333333,CHECK_REQUIRED,35.2467046,128.5570553,4,3,3,0.75,True,False,True,False,CHECK_REQUIRED|COORDINATE_EXCLUDED,,,,,,,Y,station_feature_v1
CV002950,문화회관,2026-07-28T16:43:43.293342+09:00,2026-07-28 03:35:36+00:00,2026-07-28 03:40:49.000000002+00:00,248.1215557,242.90488903333332,CHECK_REQUIRED,36.2368115,128.5744738,4,4,4,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002951,군위보건소,2026-07-28T16:43:43.293342+09:00,2026-07-27 06:00:49.000000002+00:00,2026-07-27 06:04:42+00:00,1542.9048890333331,1539.0215557,CHECK_REQUIRED,36.2295049,128.569452,2,2,2,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002952,농업기술센터 주차장,2026-07-28T16:43:43.293342+09:00,2026-07-28 07:00:43.999999998+00:00,2026-07-28 07:02:10.000000003+00:00,42.98822236666667,41.55488903333333,CHECK_REQUIRED,36.180858,128.5928408,2,1,2,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002956,대구시_연경체육공원,2026-07-28T16:43:43.293342+09:00,2026-07-28 05:45:39+00:00,2026-07-28 05:51:36+00:00,118.0715557,112.1215557,CHECK_REQUIRED,35.9441419,128.6258759,1,1,1,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002973,송해공원 5주차장,2026-07-28T16:43:43.293342+09:00,2026-07-28 07:15:40.999999998+00:00,2026-07-28 07:22:13.000000002+00:00,28.038222366666663,21.50488903333333,CHECK_REQUIRED,35.7657777,128.4890989,6,5,6,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV002995,황금빌딩,2026-07-28T16:43:43.293342+09:00,2026-07-27 02:31:01.999999998+00:00,2026-07-27 02:33:49.000000002+00:00,1752.6882223666669,1749.9048890333331,CHECK_REQUIRED,35.840337,128.623548,2,2,2,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV003039,대구화성파크드림갤러리,2026-07-28T16:43:43.293342+09:00,2026-07-28 05:30:46.999999998+00:00,2026-07-28 05:31:34.000000002+00:00,132.93822236666668,132.15488903333332,CHECK_REQUIRED,35.888803,128.583606,3,1,2,0.6666666666666666,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV003040,대구스타디움 제2주차장,2026-07-28T16:43:43.293342+09:00,2026-07-28 07:30:40.999999998+00:00,2026-07-28 07:32:16.999999998+00:00,13.038222366666668,11.438222366666668,AGING,35.831454,128.6927191,7,6,7,1.0,True,True,False,False,AGING,,,,,,,Y,station_feature_v1
CV003041,대구스타디움 제1주차장,2026-07-28T16:43:43.293342+09:00,2026-07-27 07:00:39+00:00,2026-07-27 07:04:52.999999998+00:00,1483.0715557,1478.8382223666667,CHECK_REQUIRED,35.832181,128.6884592,23,16,16,0.6956521739130435,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV003042,대구소방안전본부,2026-07-28T16:43:43.293342+09:00,2026-07-27 22:20:37.999999998+00:00,2026-07-27 22:29:10.000000003+00:00,563.0882223666666,554.5548890333333,CHECK_REQUIRED,35.8546135,128.5356894,2,1,2,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV003062,홈플러스 남대구점,2026-07-28T16:43:43.293342+09:00,2026-07-27 15:15:37.999999998+00:00,2026-07-27 15:18:19.000000002+00:00,988.0882223666666,985.4048890333332,CHECK_REQUIRED,35.83892,128.570358,6,6,6,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV003063,대구시_한국도로공사 칠곡영업소,2026-07-28T16:43:43.293342+09:00,2026-07-28 05:30:46.999999998+00:00,2026-07-28 05:31:34.000000002+00:00,132.93822236666668,132.15488903333332,CHECK_REQUIRED,35.93452,128.539332,1,1,1,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV003064,대구시_파동교네거리주차장,2026-07-28T16:43:43.293342+09:00,2026-07-28 07:15:40.000000002+00:00,2026-07-28 07:22:13.000000002+00:00,28.05488903333333,21.50488903333333,CHECK_REQUIRED,35.8112114,128.6217825,1,0,1,1.0,False,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV003065,대구시_파계사주차장,2026-07-28T16:43:43.293342+09:00,2026-07-27 09:00:46.000000002+00:00,2026-07-27 09:05:13.000000002+00:00,1362.9548890333333,1358.5048890333337,CHECK_REQUIRED,35.99078,128.637051,2,2,2,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV003066,대구시_월광수변공원주차장,2026-07-28T16:43:43.293342+09:00,2026-07-27 03:05:46.000000002+00:00,2026-07-27 03:13:58.000000002+00:00,1717.9548890333333,1709.7548890333337,CHECK_REQUIRED,35.7987433,128.5488022,1,1,1,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV003067,대구시_아이빌,2026-07-28T16:43:43.293342+09:00,2026-07-27 08:20:40.999999998+00:00,2026-07-27 08:25:06+00:00,1403.0382223666668,1398.6215557,CHECK_REQUIRED,35.901809,128.576856,1,1,1,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV003068,대구시_복현장미공원,2026-07-28T16:43:43.293342+09:00,2026-07-28 02:50:39+00:00,2026-07-28 03:00:19.999999998+00:00,293.07155570000003,283.3882223666667,CHECK_REQUIRED,35.893358,128.617298,1,1,1,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV003069,대구시_대구체육관,2026-07-28T16:43:43.293342+09:00,2026-07-28 07:15:40.999999998+00:00,2026-07-28 07:22:13.000000002+00:00,28.038222366666663,21.50488903333333,CHECK_REQUIRED,35.894317,128.6029155,1,0,1,1.0,False,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV003070,대구시_대구은행 본리동지점,2026-07-28T16:43:43.293342+09:00,2026-07-27 02:31:01.999999998+00:00,2026-07-27 02:33:49.000000002+00:00,1752.6882223666669,1749.9048890333331,CHECK_REQUIRED,35.836892,128.547416,1,1,1,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV003071,대구시_대구상공회의소,2026-07-28T16:43:43.293342+09:00,2026-07-28 05:55:42+00:00,2026-07-28 06:01:37.000000002+00:00,108.0215557,102.10488903333334,CHECK_REQUIRED,35.871083,128.624964,1,1,1,1.0,True,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV003072,대구시_대구명복공원,2026-07-28T16:43:43.293342+09:00,2026-07-28 03:35:37.999999998+00:00,2026-07-28 03:40:49.000000002+00:00,248.08822236666668,242.90488903333332,CHECK_REQUIRED,35.8575333,128.6585246,1,0,1,1.0,False,True,True,False,CHECK_REQUIRED,,,,,,,Y,station_feature_v1
CV003073,(임시운영중지)대구시_대구국제사격장,2026-07-28T16:43:43.293342+09:00,,,,,UNOBSERVED,35.9122933,128.5217602,1,0,0,0.0,False,False,True,False,UNOBSERVED|STATUS_MISSING,,,,,,,Y,station_feature_v1
