hour,mean_pct,median_pct,ticks,days
0,47.046172085451694,50.40017203999189,48,6
1,44.71427501799383,45.2532591555972,48,6
2,45.82272513912784,45.4610954134201,48,6
3,47.50826769336552,48.44777177365403,48,6
4,49.31606425375609,51.364960853496186,48,6
5,52.4259384087041,54.60258701046182,48,6
6,57.446883581910186,58.56002662133662,48,6
7,69.9518635555603,68.68751902669776,68,9
8,76.63976837396046,78.6674420036924,98,12
9,76.73614818833235,77.76119402985074,67,11
10,77.73371921958108,78.5822908229278,66,11
11,78.09619017531375,79.15098285236303,65,11
12,77.70541610097646,77.71329077190946,65,11
13,76.76832654134283,76.3134927561529,67,12
14,75.1145092230027,74.99811945583473,70,12
15,73.50875442678924,72.32353572194809,73,12
16,69.37785195944772,69.26853215513009,65,12
17,66.76320825788035,65.51569506726457,55,11
18,64.05690487083072,64.54442172402284,42,8
19,59.12090582327673,59.369976202411166,42,8
20,52.43652100403771,53.43125060228548,58,11
21,46.23230589595111,49.69632857171426,60,11
22,42.42791081818936,47.36971888870623,49,8
23,44.16445798202387,48.5990561985907,36,5
