hour,public_pct,public_ticks,special_pct,special_ticks,apt_name_pct,apt_ticks
0,72.17323715552898,48,34.467978436747686,48,34.957578376555865,48
1,71.19194267653137,48,35.2009246700483,48,36.2406847044872,48
2,72.22733961719682,48,37.13104600719417,48,38.12051308541792,48
3,73.52072960904466,48,39.016897332158614,48,40.45765296009463,48
4,74.80972822505699,48,41.04989129014765,48,42.544871181810144,48
5,75.83167424431242,48,44.98531881671759,48,46.55377425202007,48
6,76.61633077131715,48,51.53688686107454,48,53.00281593926874,48
7,80.25961556653589,68,65.92352980499155,68,66.24773136407016,68
8,79.8727521504826,98,75.29081159133594,98,75.43422950840278,98
9,76.15476526594955,67,77.29394586509306,67,77.68126435436115,67
10,75.41514630797927,66,78.80551755572657,66,79.0520356108536,66
11,75.52770801378473,65,79.14025428423678,65,79.00593370706991,65
12,75.42088911661469,65,78.57001264333398,65,78.50496510592214,65
13,75.46535002189417,67,76.88835432388291,67,77.21565966478795,67
14,74.58106054858733,70,75.03534220342497,70,75.52441301276039,70
15,74.21899290624964,73,73.1488671016741,73,73.95275906490932,73
16,72.60612019406562,65,67.39169546612546,65,68.09935589006398,65
17,72.49723862600769,55,64.66113846817187,55,65.38453203972178,55
18,72.73969260126486,42,61.24533215125443,42,62.57896468569639,42
19,70.55081397483188,42,55.53427040105858,42,57.066989421545316,42
20,69.43952014022865,58,43.894552373950376,58,45.477541211505894,58
21,66.97091718220987,60,38.658484844864496,60,39.62697469863836,60
22,66.1722896932434,49,34.60140291985513,49,35.439545549761654,49
23,67.76393154617324,36,36.89402910509916,36,37.86311367579831,36
