statId,statNm,addr,lat,lng,chgerId,chgerType,output,useTime,busiNm,parkingFree,delYn,fetchedAt,lat_f,lng_f,dist_m
CV000535,대구시_중구청,대구광역시 중구 국채보상로139길 1,35.869326,128.6061579,01,06,50,24시간 이용가능,채비,N,N,2026-07-25T20:38:50+09:00,35.869326,128.6061579,172.41114335343448
CV001941,대구 중구청 주차장,대구광역시 중구 국채보상로139길 1,35.8699221,128.6057341,01,04,100,24시간 이용가능,채비,N,N,2026-07-25T20:38:50+09:00,35.8699221,128.6057341,178.35155842786583
CV003570,대구시_동인동 행정복지센터,대구광역시 중구 국채보상로142길 19-5,35.867917,128.609132,01,02,7,24시간 이용가능,채비,N,N,2026-07-25T20:38:50+09:00,35.867917,128.609132,294.63374043947994
DG110009,동인동행정복지센터,대구광역시 중구 국채보상로142길 19-5,35.867832,128.609096,01,02,,24시간 이용가능,대구환경공단,Y,N,2026-07-25T20:38:50+09:00,35.867832,128.609096,301.7036070929243
PW801191,동인삼정그린코아 관리사무소(SP),대구광역시 중구 동덕로30길 53,35.86722285,128.60654157,06,02,7,24시간 이용가능,파워큐브(SP),Y,N,2026-07-25T20:38:50+09:00,35.86722285,128.60654157,355.0516325557936
PW801191,동인삼정그린코아 관리사무소(SP),대구광역시 중구 동덕로30길 53,35.86722285,128.60654157,05,02,7,24시간 이용가능,파워큐브(SP),Y,N,2026-07-25T20:38:50+09:00,35.86722285,128.60654157,355.0516325557936
PW801191,동인삼정그린코아 관리사무소(SP),대구광역시 중구 동덕로30길 53,35.86722285,128.60654157,01,02,7,24시간 이용가능,파워큐브(SP),Y,N,2026-07-25T20:38:50+09:00,35.86722285,128.60654157,355.0516325557936
PW801191,동인삼정그린코아 관리사무소(SP),대구광역시 중구 동덕로30길 53,35.86722285,128.60654157,02,02,7,24시간 이용가능,파워큐브(SP),Y,N,2026-07-25T20:38:50+09:00,35.86722285,128.60654157,355.0516325557936
PW801191,동인삼정그린코아 관리사무소(SP),대구광역시 중구 동덕로30길 53,35.86722285,128.60654157,10,02,7,24시간 이용가능,파워큐브(SP),Y,N,2026-07-25T20:38:50+09:00,35.86722285,128.60654157,355.0516325557936
PW801191,동인삼정그린코아 관리사무소(SP),대구광역시 중구 동덕로30길 53,35.86722285,128.60654157,09,02,7,24시간 이용가능,파워큐브(SP),Y,N,2026-07-25T20:38:50+09:00,35.86722285,128.60654157,355.0516325557936
PW801191,동인삼정그린코아 관리사무소(SP),대구광역시 중구 동덕로30길 53,35.86722285,128.60654157,03,02,7,24시간 이용가능,파워큐브(SP),Y,N,2026-07-25T20:38:50+09:00,35.86722285,128.60654157,355.0516325557936
PW801191,동인삼정그린코아 관리사무소(SP),대구광역시 중구 동덕로30길 53,35.86722285,128.60654157,04,02,7,24시간 이용가능,파워큐브(SP),Y,N,2026-07-25T20:38:50+09:00,35.86722285,128.60654157,355.0516325557936
PW801191,동인삼정그린코아 관리사무소(SP),대구광역시 중구 동덕로30길 53,35.86722285,128.60654157,07,02,7,24시간 이용가능,파워큐브(SP),Y,N,2026-07-25T20:38:50+09:00,35.86722285,128.60654157,355.0516325557936
PW801191,동인삼정그린코아 관리사무소(SP),대구광역시 중구 동덕로30길 53,35.86722285,128.60654157,08,02,7,24시간 이용가능,파워큐브(SP),Y,N,2026-07-25T20:38:50+09:00,35.86722285,128.60654157,355.0516325557936
LU100941,동인태왕아너스라플란드아파트,대구광역시 중구 국채보상로151길 55,35.8709053,128.6115982,01,02,7,24시간 이용가능,LG유플러스볼트업,Y,N,2026-07-25T20:38:50+09:00,35.8709053,128.6115982,361.3055121393213
LU100941,동인태왕아너스라플란드아파트,대구광역시 중구 국채보상로151길 55,35.8709053,128.6115982,04,02,7,24시간 이용가능,LG유플러스볼트업,Y,N,2026-07-25T20:38:50+09:00,35.8709053,128.6115982,361.3055121393213
LU100941,동인태왕아너스라플란드아파트,대구광역시 중구 국채보상로151길 55,35.8709053,128.6115982,05,02,7,24시간 이용가능,LG유플러스볼트업,Y,N,2026-07-25T20:38:50+09:00,35.8709053,128.6115982,361.3055121393213
LU100941,동인태왕아너스라플란드아파트,대구광역시 중구 국채보상로151길 55,35.8709053,128.6115982,06,02,7,24시간 이용가능,LG유플러스볼트업,Y,N,2026-07-25T20:38:50+09:00,35.8709053,128.6115982,361.3055121393213
