statId,as_of_ts,statNm,addr,lat,lng,coord_ok,total_chargers,available_count,observed_count,unobserved_count,availability_ratio_observed,unobserved_rate,has_confirmed_available,status_age_minutes,reliability_grade,observation_age_minutes,observation_grade,reliability_grade_effective,observation_state,is_operating_now,limitYn,access_restricted,name_suggests_residential,recommend_public_default,usage_level,sessions_per_charger,usage_weekday_avg,usage_weekend_avg,usage_charger_type,history_observed,eta_minutes,poi_count_1km,nearest_parking_m,parking_remaining_spaces,parking_total_spaces,parking_occupancy_rate,parking_congestion_status,parking_matched_id,parking_has_realtime,parking_remaining_std_1h,parking_remaining_delta_1h,parking_realtime_ticks_1h,parking_is_mock,parking_source,nearest_incident_m,nearest_link_id,nearest_link_m,link_speed_kph,link_cong_grade,link_cong_grade_nm,traffic_is_mock,traffic_source,source_status,schema_version
CV000535,2026-07-31T08:12:11+09:00,대구시_중구청,대구광역시 중구 국채보상로139길 1,35.869326,128.6061579,True,1,0,1,0,0.0,0.0,False,1.9333333333333331,HIGH,0.0,HIGH,HIGH,FRESH,Y,N,False,False,True,많음,5.365200764818356,5.657824933687003,4.609589041095891,급속,True,,2,165.7,,,,,150-1-000145,False,,,,False,team5_pis,,1500014900.0,45.1,21.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
CV001941,2026-07-31T08:12:11+09:00,대구 중구청 주차장,대구광역시 중구 국채보상로139길 1,35.8699221,128.6057341,True,1,0,1,0,0.0,0.0,False,6.783333333333333,NORMAL,0.0,HIGH,HIGH,FRESH,Y,N,False,False,True,,,,,,False,,2,237.2,,,,,150-1-000145,False,,,,False,team5_pis,,1500014900.0,91.3,21.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
CV002471,2026-07-31T08:12:11+09:00,국채보상운동기념공원주차장,대구광역시 중구 국채보상로 670,35.868889,128.60341,True,7,5,7,0,0.7142857142857143,0.0,True,11.616666666666667,NORMAL,10.016666666666667,NORMAL,NORMAL,NORMAL,Y,N,False,False,True,,,,,,False,,2,206.1,,,,,150-1-000151,False,,,,False,team5_pis,903.5,1500015300.0,61.9,21.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
CV003570,2026-07-31T08:12:11+09:00,대구시_동인동 행정복지센터,대구광역시 중구 국채보상로142길 19-5,35.867917,128.609132,True,1,0,1,0,0.0,0.0,False,31.45,CHECK_REQUIRED,30.116666666666667,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,N,False,False,True,많음,2.2915851272015657,2.242506811989101,2.4166666666666665,완속,True,,2,20.7,,,,,150-1-000172,False,,,,False,team5_pis,,1500028100.0,85.0,22.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
DG110009,2026-07-31T08:12:11+09:00,동인동행정복지센터,대구광역시 중구 국채보상로142길 19-5,35.867832,128.609096,True,1,0,0,1,,1.0,False,,CHECK_REQUIRED,,CHECK_REQUIRED,CHECK_REQUIRED,UNOBSERVED,Y,Y,True,False,False,,,,,,False,,2,14.1,,,,,150-1-000172,False,,,,False,team5_pis,,1500028100.0,94.0,22.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
KP002419,2026-07-31T08:12:11+09:00,삼덕청아람리슈빌,대구광역시 중구 삼덕동3가 달구벌대로447길 77,35.8665057187,128.6064811551,True,4,4,4,0,1.0,0.0,True,161.98333333333332,CHECK_REQUIRED,160.61666666666667,CHECK_REQUIRED,CHECK_REQUIRED,STALE,UNKNOWN,Y,True,False,False,,,,,,False,,2,55.5,,,,,150-1-000144,False,,,,False,team5_pis,,1500014600.0,265.2,22.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
LU100941,2026-07-31T08:12:11+09:00,동인태왕아너스라플란드아파트,대구광역시 중구 국채보상로151길 55,35.8709053,128.6115982,True,6,5,6,0,0.8333333333333334,0.0,True,58.7,CHECK_REQUIRED,50.15,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,Y,True,True,False,,,,,,False,,2,403.0,,,,,150-1-000158,False,,,,False,team5_pis,,1500044600.0,252.6,53.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
LU101290,2026-07-31T08:12:11+09:00,삼덕청아람리슈빌,대구광역시 중구 달구벌대로447길 77,35.8663821,128.6064877,True,15,9,15,0,0.6,0.0,True,8.433333333333334,NORMAL,0.0,HIGH,HIGH,FRESH,Y,Y,True,False,False,,,,,,False,,2,49.0,,,,,150-1-000144,False,,,,False,team5_pis,,1500014600.0,278.6,22.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
PC000552,2026-07-31T08:12:11+09:00,경북대학교 의과대학(대구),대구광역시 중구 국채보상로 680,35.8677861,128.6046094,True,2,1,2,0,0.5,0.0,True,824.3666666666667,CHECK_REQUIRED,814.7333333333333,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,N,False,False,True,,,,,,False,,2,154.3,,,,,150-1-000145,False,,,,False,team5_pis,,1500015000.0,147.1,22.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
PI202733,2026-07-31T08:12:11+09:00,케이티대구타워,대구광역시 중구 동덕로 167,35.8696592,128.6033867,True,4,3,4,0,0.75,0.0,True,26.133333333333333,CHECK_REQUIRED,20.05,CHECK_REQUIRED,CHECK_REQUIRED,STALE,N,Y,True,False,False,,,,,,False,,2,228.8,39.0,146.0,73.29,혼잡(점유 90%미만),150-2-000030,True,21.67195121321001,-62.0,7.0,False,team5_pis,871.4,1500015300.0,24.4,21.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
PI202801,2026-07-31T08:12:11+09:00,케이티대구타워,"대구광역시 중구 동덕로 167 (동인동2가, KT대구지사(동인동우체국))",35.8696115,128.603585,True,4,4,4,0,1.0,0.0,True,545.8666666666667,CHECK_REQUIRED,544.0333333333333,CHECK_REQUIRED,CHECK_REQUIRED,STALE,N,Y,True,False,False,,,,,,False,,2,246.4,39.0,146.0,73.29,혼잡(점유 90%미만),150-2-000030,True,21.67195121321001,-62.0,7.0,False,team5_pis,890.1,1500015300.0,28.7,21.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
PW014511,2026-07-31T08:12:11+09:00,한국은행대구경북본부(SP),대구광역시 중구 동덕로 145,35.867939,128.6033679,True,3,2,2,1,1.0,0.3333333333333333,True,3855.5,CHECK_REQUIRED,3850.016666666667,CHECK_REQUIRED,CHECK_REQUIRED,STALE,N,Y,True,False,False,,,,,,False,,2,112.2,,,,,150-1-000151,False,,,,False,team5_pis,946.6,1500015300.0,167.2,21.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
PW801191,2026-07-31T08:12:11+09:00,동인삼정그린코아 관리사무소(SP),대구광역시 중구 동덕로30길 53,35.86722285,128.60654157,True,10,5,10,0,0.5,0.0,True,12.8,NORMAL,10.016666666666667,NORMAL,NORMAL,NORMAL,Y,Y,True,False,False,,,,,,False,,2,71.7,,,,,150-1-000145,False,,,,False,team5_pis,,1500014600.0,186.0,22.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
PWE00145,2026-07-31T08:12:11+09:00,삼덕청아람리슈빌아파트,대구광역시 중구 달구벌대로447길 77,35.866382084,128.60648773,True,18,4,4,14,1.0,0.7777777777777778,True,628.0333333333333,CHECK_REQUIRED,624.2166666666667,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,Y,True,True,False,,,,,,False,,2,49.0,,,,,150-1-000144,False,,,,False,team5_pis,,1500014600.0,278.6,22.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
ST271102,2026-07-31T08:12:11+09:00,히로텔모텔(투숙객 전용),대구광역시 중구 국채보상로 657-12,35.870012,128.603037,True,1,1,1,0,1.0,0.0,True,1364.75,CHECK_REQUIRED,1357.5666666666666,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,Y,True,False,False,,,,,,False,,2,180.6,39.0,146.0,73.29,혼잡(점유 90%미만),150-2-000030,True,21.67195121321001,-62.0,7.0,False,team5_pis,829.8,1500015300.0,69.1,21.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
