status,model_family,target,report_dir,best_valid_spec,best_valid_pr_auc,best_valid_neg_recall,best_valid_brier,best_test_pr_auc,best_test_neg_recall,best_test_brier,recommended_features,contract,profile,final_selection
DA1_HGB_ARRIVAL_ETA_FITNESS_READY,HistGradientBoostingClassifier,target_available_at_arrival,docs/data/analysis/hgb_arrival_eta_fitness_20260808,D_horizon_only_eta_family,0.9840856906632983,0.8439543389116702,0.14280950150768074,0.9830030251029342,0.8337172473365966,0.1501760044522259,"available_count,total_chargers,known_charger_count,observation_coverage,single_charger,hour,weekday,is_weekend,avail_rate_lag_15m,avail_rate_lag_60m,horizon_minutes,tmap_eta_min,haversine_km","{""accuracy_forbidden"": true, ""primary_metrics"": [""pr_auc"", ""neg_recall"", ""brier""], ""eta_family_pick_one"": true, ""eta_is_proxy_train"": false, ""serving_eta"": ""backend TMAP for final 3~5""}","{""rows_sampled"": 453830, ""stations"": 1612, ""pos_rate_sampled"": 0.8813873036158915, ""feature_as_of_min"": ""2026-07-17 13:41:56"", ""feature_as_of_max"": ""2026-08-08 11:07:45"", ""split_counts"": {""train"": 298658, ""valid"": 85294, ""test"": 69878}, ""eta_is_proxy_rate"": 0.0, ""labels"": ""apps/data-pipeline/evaluation/results/datasets/arrival_labels_tmap_eta_v1_with_derived.parquet"", ""panel"": ""apps/data-pipeline/evaluation/results/datasets/station_feature_panel_latest.parquet"", ""note"": ""negatives kept in full; positives subsampled for fit speed""}","{""derived_needed"": false, ""features"": [""available_count"", ""total_chargers"", ""known_charger_count"", ""observation_coverage"", ""hour"", ""weekday"", ""avail_rate_lag_15m"", ""avail_rate_lag_60m"", ""tmap_eta_min""], ""reliability_pass"": false, ""validity_pass"": true, ""test"": {""pr_auc"": 0.9812916256968585, ""roc_auc"": 0.8539038265407574, ""brier"": 0.16031623550651145, ""neg_recall"": 0.8337172473365966, ""n"": 69878, ""pos_rate"": 0.9005981854088554}}"
