spec,train_pr_auc,valid_pr_auc,test_pr_auc,gap_train_valid_pr,gap_train_test_pr,gap_valid_test_pr,train_neg_recall,valid_neg_recall,test_neg_recall,gap_train_test_neg,train_brier,valid_brier,test_brier,gap_train_test_brier,n_features,n_iter,features
minimal5,0.9690877862122887,0.9781154525094544,0.9786532459181688,-0.0090276662971655,-0.00956545970588,-0.0005377934087145,0.8543091835926151,0.8850714839853707,0.8949035416066801,-0.0405943580140649,0.1885979271242285,0.1770785219523105,0.1805829138301369,-0.0080150132940916,5,200,"available_count,total_chargers,known_charger_count,observation_coverage,tmap_eta_min"
final9,0.9765138355939824,0.9821403470410882,0.9812916256968583,-0.0056265114471059,-0.0047777901028761,0.0008487213442297,0.8528036766065344,0.8405186744985038,0.8337172473365966,0.0190864292699378,0.1684291643512454,0.1531939304810744,0.1603162355065114,-0.0081129288447339,9,200,"available_count,total_chargers,known_charger_count,observation_coverage,hour,weekday,avail_rate_lag_15m,avail_rate_lag_60m,tmap_eta_min"
final9_plus_horizon_hav,0.9789381106281994,0.9840857966904086,0.9830030161386968,-0.0051476860622092,-0.0040649055104973,0.0010827805517119,0.8616254192969018,0.8439543389116702,0.8337172473365966,0.0279081719603052,0.1604432394387349,0.1428087760493776,0.1501760676581218,-0.010267171780613,11,200,"available_count,total_chargers,known_charger_count,observation_coverage,hour,weekday,avail_rate_lag_15m,avail_rate_lag_60m,tmap_eta_min,horizon_minutes,haversine_km"
final9_plus_single_charger,0.9765138355939824,0.9821403470410882,0.9812916256968583,-0.0056265114471059,-0.0047777901028761,0.0008487213442297,0.8528036766065344,0.8405186744985038,0.8337172473365966,0.0190864292699378,0.1684291643512454,0.1531939304810744,0.1603162355065114,-0.0081129288447339,10,200,"available_count,total_chargers,known_charger_count,observation_coverage,hour,weekday,avail_rate_lag_15m,avail_rate_lag_60m,tmap_eta_min,single_charger"
