status,model,target,final_features,n_features,train,valid,test,gaps,label_shuffle_test_pr_auc,high_corr_pairs_abs_ge_0_7,verdict,guidance
OVERFIT_RISK_PASS,HistGradientBoostingClassifier,target_available_at_arrival,"[""available_count"", ""total_chargers"", ""known_charger_count"", ""observation_coverage"", ""hour"", ""weekday"", ""avail_rate_lag_15m"", ""avail_rate_lag_60m"", ""tmap_eta_min""]",9,"{""pr_auc"": 0.9765138355939823, ""roc_auc"": 0.8554032300247568, ""brier"": 0.16842916435124544, ""neg_recall"": 0.8528036766065344, ""n"": 298658, ""pos_rate"": 0.8732295803226433}","{""pr_auc"": 0.9821403470410882, ""roc_auc"": 0.8663718464665577, ""brier"": 0.1531939304810744, ""neg_recall"": 0.8405186744985038, ""n"": 85294, ""pos_rate"": 0.8942129575351139}","{""pr_auc"": 0.9812916256968585, ""roc_auc"": 0.8539038265407574, ""brier"": 0.16031623550651145, ""neg_recall"": 0.8337172473365966, ""n"": 69878, ""pos_rate"": 0.9005981854088554}","{""train_valid_pr"": -0.0056265114471059086, ""train_test_pr"": -0.004777790102876156, ""valid_test_pr"": 0.0008487213442297525, ""train_test_neg"": 0.019086429269937866}",0.9103001336587502,"[{""a"": ""available_count"", ""b"": ""total_chargers"", ""corr"": 0.7036065453890893}, {""a"": ""available_count"", ""b"": ""known_charger_count"", ""corr"": 0.9187665065446122}, {""a"": ""total_chargers"", ""b"": ""known_charger_count"", ""corr"": 0.7644242924428529}]","{""overall"": ""PASS"", ""checks"": [{""code"": ""TRAIN_VALID_PR_GAP"", ""value"": -0.0056265114471059086, ""rule"": ""<=0.03"", ""status"": ""PASS""}, {""code"": ""TRAIN_TEST_PR_GAP"", ""value"": -0.004777790102876156, ""rule"": ""<=0.04"", ""status"": ""PASS""}, {""code"": ""VALID_TEST_PR_STABLE"", ""value"": 0.0008487213442297525, ""rule"": ""abs<=0.02"", ""status"": ""PASS""}, {""code"": ""LABEL_SHUFFLE_COLLAPSE"", ""value"": 0.07099149203810828, ""shuffle_test_pr_auc"": 0.9103001336587502, ""rule"": ""real - shuffle PR-AUC >= 0.05"", ""status"": ""PASS""}]}","{""use_final9"": true, ""avoid_eta_stack"": true, ""avoid_extra_derived"": true, ""note"": ""accuracy 금지 · PR-AUC/neg-recall/Brier + 시간분할로만 판단""}"
