status,model_family,target,derived_features_needed,derived_verdict,final_features,n_features,final_valid,final_test,reliability,validity,eta_pick,source_fitness
DA1_FINAL_FEATURE_SELECTION_HGB,HistGradientBoostingClassifier,target_available_at_arrival,False,추가 파생 불필요. single_charger·eta_bucket·avail_ratio_t0는 HGB+total_chargers+tmap_eta_min 조합에서 증분 타당도 없음.,"[""available_count"", ""total_chargers"", ""known_charger_count"", ""observation_coverage"", ""hour"", ""weekday"", ""avail_rate_lag_15m"", ""avail_rate_lag_60m"", ""tmap_eta_min""]",9,"{""pr_auc"": 0.9821403470410882, ""roc_auc"": 0.8663718464665577, ""brier"": 0.1531939304810744, ""neg_recall"": 0.8405186744985038, ""n"": 85294, ""pos_rate"": 0.8942129575351139}","{""pr_auc"": 0.9812916256968585, ""roc_auc"": 0.8539038265407574, ""brier"": 0.16031623550651145, ""neg_recall"": 0.8337172473365966, ""n"": 69878, ""pos_rate"": 0.9005981854088554}","{""definition"": ""동일 구성·시간분할에서 지표가 안정적인가 (측정 일관성)"", ""valid_test_delta"": {""pr_auc"": -0.0008487213442297525, ""neg_recall"": -0.006801427161907236, ""brier"": 0.007122305025437037, ""pass_rule"": ""|ΔPR-AUC|<=0.02 and |Δneg_recall|<=0.05 and |ΔBrier|<=0.03"", ""pass"": true}, ""seed_stability_test"": {""pr_auc_std"": 6.760718984401292e-05, ""neg_recall_std"": 0.00033247927969455224, ""brier_std"": 0.00020123192005907606, ""pass_rule"": ""std(PR-AUC)<0.005 and std(neg_recall)<0.02"", ""pass"": true, ""seeds"": [{""seed"": 7, ""pr_auc"": 0.9812095761283285, ""roc_auc"": 0.8533495808958116, ""brier"": 0.1601993199690042, ""neg_recall"": 0.8337172473365966, ""n"": 69878, ""pos_rate"": 0.9005981854088554}, {""seed"": 21, ""pr_auc"": 0.981157525149992, ""roc_auc"": 0.8531022710100632, ""brier"": 0.15992426473236068, ""neg_recall"": 0.8331413763317017, ""n"": 69878, ""pos_rate"": 0.9005981854088554}, {""seed"": 42, ""pr_auc"": 0.9812916256968585, ""roc_auc"": 0.8539038265407574, ""brier"": 0.16031623550651145, ""neg_recall"": 0.8337172473365966, ""n"": 69878, ""pos_rate"": 0.9005981854088554}]}, ""temporal_block_cv"": {""blocks"": [{""pr_auc"": 0.9439500105898229, ""roc_auc"": 0.7710378597851646, ""brier"": 0.2006523563967541, ""neg_recall"": 0.7159016393442623, ""n"": 73183, ""pos_rate"": 0.8332946176024486, ""block"": 1, ""date_min"": ""2026-07-17 00:00:00"", ""date_max"": ""2026-07-24 00:00:00""}, {""pr_auc"": 0.9739838161506164, ""roc_auc"": 0.8395209410558312, ""brier"": 0.16244105747698384, ""neg_recall"": 0.8087431693989071, ""n"": 197944, ""pos_rate"": 0.8825880046881946, ""block"": 2, ""date_min"": ""2026-07-25 00:00:00"", ""date_max"": ""2026-08-01 00:00:00""}, {""pr_auc"": 0.9820361664752755, ""roc_auc"": 0.8599416783157481, ""brier"": 0.15195014314560387, ""neg_recall"": 0.8297895480994073, ""n"": 182703, ""pos_rate"": 0.8993503117080727, ""block"": 3, ""date_min"": ""2026-08-02 00:00:00"", ""date_max"": ""2026-08-08 00:00:00""}], ""pr_auc_mean"": 0.9666566644052382, ""pr_auc_std"": 0.02007247324216917, ""neg_recall_mean"": 0.7848114522808589, ""neg_recall_std"": 0.06059834365161121, ""pass_rule"": ""std(PR-AUC across blocks)<0.02"", ""pass"": false}, ""feature_null_reliability"": {""available_count"": 0.0, ""total_chargers"": 0.0, ""known_charger_count"": 0.0, ""observation_coverage"": 0.0, ""hour"": 0.0, ""weekday"": 0.0, ""avail_rate_lag_15m"": 0.0145651547924381, ""avail_rate_lag_60m"": 0.0304160611803467, ""tmap_eta_min"": 0.0}, ""label_proxy_rate"": 0.0}","{""definition"": ""도착 가용(construct)을 제대로 측정·예측하는가"", ""construct_target"": ""target_available_at_arrival (도착 시점 가용; 실제 충전성공 ≠)"", ""criterion_validity_test"": {""pr_auc"": 0.9812916256968585, ""roc_auc"": 0.8539038265407574, ""brier"": 0.16031623550651145, ""neg_recall"": 0.8337172473365966, ""n"": 69878, ""pos_rate"": 0.9005981854088554, ""primary"": [""pr_auc"", ""neg_recall"", ""brier""], ""accuracy_forbidden"": true, ""pass_rule"": ""PR-AUC>=0.95 and neg_recall>=0.70 and Brier<=0.25"", ""pass"": true}, ""content_validity"": {""keeps_domain_core"": [""available_count"", ""total_chargers"", ""known_charger_count"", ""observation_coverage"", ""tmap_eta_min""], ""freshness_note"": ""observation_age_minutes는 D2 station panel에 없어 미포함(게이트는 서빙/규칙층)""}, ""convergent_validity"": {""tmap_vs_horizon_valid_pr_auc"": {""horizon"": 0.980679537684152, ""tmap_eta"": 0.9821403470410882, ""haversine"": 0.9823028480638084, ""stack_all_three"": 0.9840856906632984}, ""note"": ""셋 모두 유사 · 스택(D)이 소폭 우세하나 다중공선·택1 계약 위반 → 실측 tmap 1개만""}, ""discriminant_validity"": {""eta_is_proxy_excluded"": true, ""usage_hold_sparse"": true, ""parking_score_excluded"": true, ""avail_ratio_t0_excluded"": true, ""single_charger_excluded_as_redundant"": true}, ""incremental_validity_derived"": {""single_charger"": {""needed"": false, ""evidence"": ""LOO_drop_single_charger metrics identical to A_mvp_horizon"", ""valid_pr_auc_delta"": 0.0}, ""avail_ratio_t0"": {""needed"": false, ""evidence"": ""A_plus_avail_ratio ≈ A_mvp_horizon"", ""valid_pr_auc_delta"": 6.797486141629783e-06}, ""eta_family_stack"": {""needed"": false, ""evidence"": ""D beats B by ~0.002 PR-AUC only; pick-one contract"", ""d_minus_b_valid_pr"": 0.001945343622210216}}}",tmap_eta_min,docs/data/analysis/hgb_arrival_eta_fitness_20260808
