statId,statNm,lat,lng,available_count,total_chargers,availability_ratio_observed,reliability_grade,reliability_grade_effective,observation_age_minutes,as_of_ts,recommend_public_default,parking_is_mock,traffic_is_mock
ME23B186,망우당공원 택시쉼터,35.8762776,128.6561679,0,1,0.0,HIGH,HIGH,0.0,2026-08-09T07:23:21+09:00,True,False,False
ME24A243,대구광역시 군위군청,36.2419899,128.5722207,2,2,1.0,HIGH,HIGH,0.0,2026-08-09T07:23:21+09:00,True,False,False
ME24A244,군위 전투전승기념공원,36.1107933,128.7465163,2,2,1.0,HIGH,HIGH,0.0,2026-08-09T07:23:21+09:00,True,False,False
ME24A248,비슬산관광지 주차장,35.6925406,128.5048722,2,2,1.0,HIGH,HIGH,0.0,2026-08-09T07:23:21+09:00,True,False,False
ME24B142,성서운동장,35.860444,128.506337,1,1,1.0,HIGH,HIGH,0.0,2026-08-09T07:23:21+09:00,True,False,False
ME24B143,장기공원 주차장,35.843916,128.522143,1,1,1.0,NORMAL,HIGH,0.0,2026-08-09T07:23:21+09:00,True,False,False
ME24B144,효령면행정복지센터,36.156755,128.585307,1,1,1.0,NORMAL,HIGH,0.0,2026-08-09T07:23:21+09:00,True,False,False
ME24B207,대구경북지방중소벤처기업청 청사,35.85,128.514873,2,2,1.0,HIGH,HIGH,0.0,2026-08-09T07:23:21+09:00,True,False,False
ME24B208,한국수자원공사 달성보,35.736518,128.419961,2,2,1.0,HIGH,HIGH,0.0,2026-08-09T07:23:21+09:00,True,False,False
ME25C165,군위농산물 푸드유통센터,36.2437766,128.5652236,1,1,1.0,HIGH,HIGH,0.0,2026-08-09T07:23:21+09:00,True,False,False
ME25C166,농기계사업소 동부분소,36.1466208,128.7124166,1,1,1.0,HIGH,HIGH,0.0,2026-08-09T07:23:21+09:00,True,False,False
