statId,statNm,lat,lng,available_count,total_chargers,availability_ratio_observed,reliability_grade,reliability_grade_effective,observation_age_minutes,as_of_ts,recommend_public_default,parking_is_mock,traffic_is_mock
CV001632,신매3공영주차장,35.838637379,128.70394893,3,3,1.0,CHECK_REQUIRED,CHECK_REQUIRED,190.1833333333333,2026-08-09T07:23:21+09:00,True,False,False
CV001634,본리1공영주차장,35.841770545,128.52952183,1,1,1.0,CHECK_REQUIRED,NORMAL,10.016666666666667,2026-08-09T07:23:21+09:00,True,False,False
CV001635,대구월곡공영주차장,35.818452878,128.54675892,1,2,0.5,NORMAL,HIGH,0.0,2026-08-09T07:23:21+09:00,True,False,False
CV001636,대구시각장애인복지관,35.8534289,128.524943,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,6022.283333333334,2026-08-09T07:23:21+09:00,True,False,False
CV001637,달성군노인복지관,35.789036,128.471728,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,190.1833333333333,2026-08-09T07:23:21+09:00,True,False,False
CV001638,달구벌재활스포츠센터,35.8527936,128.5250758,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,240.21666666666667,2026-08-09T07:23:21+09:00,True,False,False
CV001646,대구광역시립남부도서관,35.8326946,128.580919,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,664.8,2026-08-09T07:23:21+09:00,True,False,False
CV001678,월광수변공원주차장,35.798686,128.5487215,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,40.06666666666667,2026-08-09T07:23:21+09:00,True,False,False
CV001687,연암공원 남편주차장,35.8986452,128.5999265,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,240.21666666666667,2026-08-09T07:23:21+09:00,True,False,False
CV001701,범어공영주차장,35.8569187,128.633352,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,604.7333333333333,2026-08-09T07:23:21+09:00,True,False,False
CV001706,현풍백년도깨비시장 공영주차장,35.694973,128.44074,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,330.31666666666666,2026-08-09T07:23:21+09:00,True,False,False
CV001707,침산공원 주차장,35.8941225,128.5833076,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,704.8333333333334,2026-08-09T07:23:21+09:00,True,False,False
CV001710,용산1공영주차장,35.8569574,128.5313916,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,845.0666666666667,2026-08-09T07:23:21+09:00,True,False,False
CV001719,관음제1공영주차장,35.9410235,128.5448307,0,2,,CHECK_REQUIRED,CHECK_REQUIRED,,2026-08-09T07:23:21+09:00,True,False,False
CV001767,대구문화예술회관,35.844526,128.5604713,2,3,0.6666666666666666,CHECK_REQUIRED,CHECK_REQUIRED,40.06666666666667,2026-08-09T07:23:21+09:00,True,False,False
CV001768,달성종합스포츠파크,35.701252,128.4425252,8,9,0.8888888888888888,HIGH,HIGH,0.0,2026-08-09T07:23:21+09:00,True,False,False
CV001779,화원자연휴양림,35.7723182,128.5364497,4,4,1.0,CHECK_REQUIRED,CHECK_REQUIRED,1105.4666666666667,2026-08-09T07:23:21+09:00,True,False,False
CV001851,대구서구문화회관,35.8717661,128.5462981,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,80.1,2026-08-09T07:23:21+09:00,True,False,False
CV001885,호림1공영주차장,35.8366325,128.4899261,4,4,1.0,CHECK_REQUIRED,CHECK_REQUIRED,604.7333333333333,2026-08-09T07:23:21+09:00,True,False,False
CV001891,호림2공영주차장,35.8379449,128.4897144,6,6,1.0,CHECK_REQUIRED,CHECK_REQUIRED,180.1833333333333,2026-08-09T07:23:21+09:00,True,False,False
CV001894,종합유통단지 전자상가 공영주차장,35.906135,128.605965,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,835.0666666666667,2026-08-09T07:23:21+09:00,True,False,False
CV001895,종합유통단지 산업용재관남편공영주차장,35.9035522,128.6076558,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,120.11666666666666,2026-08-09T07:23:21+09:00,True,False,False
CV001904,범물공원공영주차장,35.8180102,128.642833,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,290.25,2026-08-09T07:23:21+09:00,True,False,False
CV001906,한국도로교통공단 대구지부,35.829921,128.560665,3,3,1.0,CHECK_REQUIRED,CHECK_REQUIRED,120.11666666666666,2026-08-09T07:23:21+09:00,True,False,False
CV001941,대구 중구청 주차장,35.8699221,128.6057341,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,270.2333333333333,2026-08-09T07:23:21+09:00,True,False,False
CV001967,종합유통단지 코스트코서편공영주차장,35.9065606,128.6164074,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,330.31666666666666,2026-08-09T07:23:21+09:00,True,False,False
CV001969,수성못동편공영주차장,35.8257516,128.6243189,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,170.18333333333334,2026-08-09T07:23:21+09:00,True,False,False
CV001970,성당시장 공영주차장,35.849502,128.573691,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,1565.9833333333331,2026-08-09T07:23:21+09:00,True,False,False
CV001971,방촌공영주차장,35.8811215,128.6628063,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,210.2,2026-08-09T07:23:21+09:00,True,False,False
CV001972,동구자원재활용센터선별장,35.9041066,128.6313904,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,120.11666666666666,2026-08-09T07:23:21+09:00,True,False,False
CV001973,대구동구청,35.8864666,128.636044,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,90.1,2026-08-09T07:23:21+09:00,True,False,False
CV001974,대구 북구청 노원공영주차장,35.8880346,128.5804379,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,80.1,2026-08-09T07:23:21+09:00,True,False,False
CV001976,경상감영공영주차장,35.8723319,128.5931109,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,865.1333333333333,2026-08-09T07:23:21+09:00,True,False,False
CV002012,월촌공영주차장,35.812784,128.54894399,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,260.2333333333333,2026-08-09T07:23:21+09:00,True,False,False
CV002014,와룡아랫공원지하공영주차장,35.8563668,128.5000245,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,260.2333333333333,2026-08-09T07:23:21+09:00,True,False,False
CV002033,상인2공영주차장,35.813685519,128.54555254,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,120.11666666666666,2026-08-09T07:23:21+09:00,True,False,False
CV002034,상인1공영주차장,35.8124331,128.5467143,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,110.11666666666666,2026-08-09T07:23:21+09:00,True,False,False
CV002048,달서구 청사 부설주차장,35.8294824,128.5329537,2,3,0.6666666666666666,NORMAL,NORMAL,10.016666666666667,2026-08-09T07:23:21+09:00,True,False,False
CV002069,나라키움 대구통합청사,35.8787466,128.7347675,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,100.1,2026-08-09T07:23:21+09:00,True,False,False
CV002072,침산1동ECO주차장,35.89283,128.581023,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,220.21666666666667,2026-08-09T07:23:21+09:00,True,False,False
CV002085,가창체육공원,35.7676417,128.6496305,3,4,0.75,HIGH,HIGH,0.0,2026-08-09T07:23:21+09:00,True,False,False
CV002087,차량등록사업소 본소,35.866468,128.6393267,0,2,0.0,CHECK_REQUIRED,CHECK_REQUIRED,40.06666666666667,2026-08-09T07:23:21+09:00,True,False,False
CV002099,한국뇌연구원 제1주차장,35.881813,128.7293279,3,3,1.0,CHECK_REQUIRED,CHECK_REQUIRED,290.25,2026-08-09T07:23:21+09:00,True,False,False
CV002107,수성구청,35.8584503,128.6311087,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,150.16666666666666,2026-08-09T07:23:21+09:00,True,False,False
CV002115,혁신도시 공영주차장,35.878997744,128.73511421,3,4,0.75,CHECK_REQUIRED,NORMAL,10.016666666666667,2026-08-09T07:23:21+09:00,True,False,False
CV002128,안심공영주차장,35.8688091,128.7349969,5,6,1.0,CHECK_REQUIRED,CHECK_REQUIRED,40.06666666666667,2026-08-09T07:23:21+09:00,True,False,False
CV002131,동부여성문화회관 주차장,35.8907436,128.6216261,3,3,1.0,CHECK_REQUIRED,CHECK_REQUIRED,454.51666666666665,2026-08-09T07:23:21+09:00,True,False,False
CV002134,도로교통공단 대구운전면허시험장,35.9250561,128.5507096,6,7,1.0,CHECK_REQUIRED,CHECK_REQUIRED,280.25,2026-08-09T07:23:21+09:00,True,False,False
CV002139,대구공항1공영주차장,35.897555,128.6387164,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,925.25,2026-08-09T07:23:21+09:00,True,False,False
CV002144,올림픽기념국민생활관,35.8335919,128.5409839,3,3,1.0,CHECK_REQUIRED,CHECK_REQUIRED,150.16666666666666,2026-08-09T07:23:21+09:00,True,False,False
CV002150,서재문화체육센터,35.8845783,128.5046434,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,240.21666666666667,2026-08-09T07:23:21+09:00,True,False,False
CV002155,달성군청소년센터,35.7235719,128.4550746,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,180.1833333333333,2026-08-09T07:23:21+09:00,True,False,False
CV002163,외환들공영주차장,35.828936495,128.6741066,7,8,1.0,CHECK_REQUIRED,CHECK_REQUIRED,80.1,2026-08-09T07:23:21+09:00,True,False,False
CV002169,대구스케일업허브,35.871777,128.624853,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,935.2666666666668,2026-08-09T07:23:21+09:00,True,False,False
CV002174,축산물도매시장(농수산물도매시장),35.9155777,128.6106315,3,3,1.0,CHECK_REQUIRED,CHECK_REQUIRED,935.2666666666668,2026-08-09T07:23:21+09:00,True,False,False
CV002181,상인공영주차장,35.818115999,128.539833,6,6,1.0,CHECK_REQUIRED,CHECK_REQUIRED,290.25,2026-08-09T07:23:21+09:00,True,False,False
CV002188,SW융합테크비즈센터,35.8354467,128.6825827,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,2380.833333333333,2026-08-09T07:23:21+09:00,True,False,False
CV002189,평화시장공영주차장,35.884099,128.620423,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,250.2333333333333,2026-08-09T07:23:21+09:00,True,False,False
CV002191,성서국민체육센터,35.8596553,128.5069031,1,2,0.5,CHECK_REQUIRED,CHECK_REQUIRED,280.25,2026-08-09T07:23:21+09:00,True,False,False
CV002196,대구경북디자인진흥원,35.871416,128.624825,3,3,1.0,CHECK_REQUIRED,CHECK_REQUIRED,120.11666666666666,2026-08-09T07:23:21+09:00,True,False,False
CV002197,남산공영주차장,35.858906,128.5891533,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,400.3666666666667,2026-08-09T07:23:21+09:00,True,False,False
CV002201,율하체육공원,35.8595586,128.6994643,2,4,1.0,CHECK_REQUIRED,CHECK_REQUIRED,714.85,2026-08-09T07:23:21+09:00,True,False,False
CV002202,위남마을공용주차장,35.9290215,128.6355269,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,180.1833333333333,2026-08-09T07:23:21+09:00,True,False,False
CV002203,다사체육공원,35.8903369,128.4767402,4,4,1.0,CHECK_REQUIRED,CHECK_REQUIRED,220.21666666666667,2026-08-09T07:23:21+09:00,True,False,False
CV002237,한국뇌연구원주차장,35.8841529,128.7310873,3,3,1.0,CHECK_REQUIRED,CHECK_REQUIRED,1105.4666666666667,2026-08-09T07:23:21+09:00,True,False,False
CV002238,대구수목원관리사무소 3주차장,35.8036342,128.519332,5,5,1.0,HIGH,HIGH,0.0,2026-08-09T07:23:21+09:00,True,False,False
CV002243,티스테이션 수성점,35.8446704,128.6173232,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,160.16666666666666,2026-08-09T07:23:21+09:00,True,False,False
CV002249,두산레포츠센터 부설주차장,35.8233797,128.6213861,1,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,13746.166666666666,2026-08-09T07:23:21+09:00,True,False,False
CV002250,두산레포츠센터 부설주차장 지하1층,35.8233797,128.6213861,1,3,1.0,CHECK_REQUIRED,CHECK_REQUIRED,8921.35,2026-08-09T07:23:21+09:00,True,False,False
CV002253,달성군청사 주차장,35.7755975,128.4320276,16,16,1.0,CHECK_REQUIRED,CHECK_REQUIRED,20.016666666666666,2026-08-09T07:23:21+09:00,True,False,False
CV002279,봉무공원제1주차장,35.9201417,128.6476393,1,3,0.3333333333333333,NORMAL,HIGH,0.0,2026-08-09T07:23:21+09:00,True,False,False
CV002298,십분의칠,35.9873235,128.6363865,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,140.16666666666666,2026-08-09T07:23:21+09:00,True,False,False
CV002302,서리지 주차장,35.9667225,128.5629765,3,3,1.0,CHECK_REQUIRED,CHECK_REQUIRED,90.1,2026-08-09T07:23:21+09:00,True,False,False
CV002320,한국섬유개발연구원,35.868472,128.546082,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,40.06666666666667,2026-08-09T07:23:21+09:00,True,False,False
CV002321,티스테이션 남대구IC점,35.837586,128.530973,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,90.1,2026-08-09T07:23:21+09:00,True,False,False
CV002324,월광5주차장,35.7946656,128.5490195,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,524.6333333333333,2026-08-09T07:23:21+09:00,True,False,False
CV002336,두류수영장,35.8465691,128.5620682,0,6,,CHECK_REQUIRED,CHECK_REQUIRED,,2026-08-09T07:23:21+09:00,True,False,False
CV002346,대구체육관,35.894272,128.6030415,1,2,0.5,NORMAL,HIGH,0.0,2026-08-09T07:23:21+09:00,True,False,False
CV002347,대구영일택시,35.951463,128.579023,4,4,1.0,CHECK_REQUIRED,CHECK_REQUIRED,300.26666666666665,2026-08-09T07:23:21+09:00,True,False,False
CV002348,달성농수산물종합유통센터,35.8001304,128.486948,13,13,1.0,CHECK_REQUIRED,CHECK_REQUIRED,30.03333333333333,2026-08-09T07:23:21+09:00,True,False,False
CV002350,큰골주차장,35.7924387,128.5298469,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,250.2333333333333,2026-08-09T07:23:21+09:00,True,False,False
CV002351,대구삼성라이온즈파크 달구벌주차장,35.8411906,128.6831342,24,24,1.0,CHECK_REQUIRED,CHECK_REQUIRED,50.06666666666667,2026-08-09T07:23:21+09:00,True,False,False
CV002358,화랑공원,35.8718129,128.6405384,1,2,0.5,CHECK_REQUIRED,NORMAL,10.016666666666667,2026-08-09T07:23:21+09:00,True,False,False
CV002371,앞산빨래터 공영주차장,35.832393,128.56572,1,2,0.5,CHECK_REQUIRED,CHECK_REQUIRED,180.1833333333333,2026-08-09T07:23:21+09:00,True,False,False
CV002372,시지공영주차장,35.8414988,128.7063509,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,360.3333333333333,2026-08-09T07:23:21+09:00,True,False,False
CV002377,파계사 공영주차장,35.990756,128.637254,3,3,1.0,CHECK_REQUIRED,CHECK_REQUIRED,170.18333333333334,2026-08-09T07:23:21+09:00,True,False,False
CV002389,대구농수산물도매시장(수산),35.9019778,128.5409467,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,744.9,2026-08-09T07:23:21+09:00,True,False,False
CV002390,대구농수산물도매시장(농산),35.9018489,128.5417826,1,2,0.5,NORMAL,NORMAL,10.016666666666667,2026-08-09T07:23:21+09:00,True,False,False
CV002393,갓바위2공영주차장,35.9696977,128.7263117,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,1606.05,2026-08-09T07:23:21+09:00,True,False,False
CV002394,갓바위1공영주차장,35.9693577,128.7251075,4,4,1.0,CHECK_REQUIRED,CHECK_REQUIRED,170.18333333333334,2026-08-09T07:23:21+09:00,True,False,False
CV002471,국채보상운동기념공원주차장,35.868889,128.60341,7,7,1.0,HIGH,HIGH,0.0,2026-08-09T07:23:21+09:00,True,False,False
CV002516,달성군교육문화복지센터,35.6915366,128.4570871,3,4,1.0,CHECK_REQUIRED,CHECK_REQUIRED,1035.3666666666666,2026-08-09T07:23:21+09:00,True,False,False
CV002570,대구시민운동장,35.8816742,128.5892109,2,4,0.6666666666666666,NORMAL,HIGH,0.0,2026-08-09T07:23:21+09:00,True,False,False
CV002620,티스테이션 달서점,35.858501,128.537055,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,724.85,2026-08-09T07:23:21+09:00,True,False,False
CV002633,티스테이션 대구강북점,35.9431235,128.5509946,1,2,0.5,HIGH,HIGH,0.0,2026-08-09T07:23:21+09:00,True,False,False
CV002689,대구시_대구국가산업단지2공영주차장,35.6496956,128.4245628,5,5,1.0,CHECK_REQUIRED,CHECK_REQUIRED,1265.65,2026-08-09T07:23:21+09:00,True,False,False
CV002690,대구시_대구국가산업단지1공영주차장,35.6496956,128.4245628,5,5,1.0,CHECK_REQUIRED,CHECK_REQUIRED,714.85,2026-08-09T07:23:21+09:00,True,False,False
CV002733,한국농어촌공사 경북지역본부,35.931381,128.557719,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,150.16666666666666,2026-08-09T07:23:21+09:00,True,False,False
CV002862,대구시_구지창리주차장,35.6574498,128.4067921,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,674.8,2026-08-09T07:23:21+09:00,True,False,False
CV002913,대구시_하빈무등리공영주차장,35.9188237,128.4637087,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,8841.283333333333,2026-08-09T07:23:21+09:00,True,False,False
CV002914,대구시_옻골동산,35.9446349,128.5760467,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,1025.3666666666666,2026-08-09T07:23:21+09:00,True,False,False
CV002915,대구시_대구서구청소년수련관,35.8737879,128.5460031,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,524.6333333333333,2026-08-09T07:23:21+09:00,True,False,False
CV002939,수성유원지주차장,35.828761,128.6121138,6,6,1.0,CHECK_REQUIRED,CHECK_REQUIRED,30.03333333333333,2026-08-09T07:23:21+09:00,True,False,False
CV002940,제2석굴암 주차장2,36.049952,128.645877,3,3,1.0,CHECK_REQUIRED,CHECK_REQUIRED,594.7333333333333,2026-08-09T07:23:21+09:00,True,False,False
CV002949,종합운동장,35.2467046,128.5570553,4,4,1.0,CHECK_REQUIRED,CHECK_REQUIRED,240.21666666666667,2026-08-09T07:23:21+09:00,True,False,False
CV002950,문화회관,36.2368115,128.5744738,4,4,1.0,CHECK_REQUIRED,CHECK_REQUIRED,865.1333333333333,2026-08-09T07:23:21+09:00,True,False,False
CV002951,군위보건소,36.2295049,128.569452,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,290.25,2026-08-09T07:23:21+09:00,True,False,False
CV002952,농업기술센터 주차장,36.180858,128.5928408,0,2,,CHECK_REQUIRED,CHECK_REQUIRED,,2026-08-09T07:23:21+09:00,True,False,False
CV002956,대구시_연경체육공원,35.9441419,128.6258759,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,70.08333333333333,2026-08-09T07:23:21+09:00,True,False,False
CV002973,송해공원 5주차장,35.7657777,128.4890989,5,6,0.8333333333333334,CHECK_REQUIRED,CHECK_REQUIRED,30.03333333333333,2026-08-09T07:23:21+09:00,True,False,False
CV002995,황금빌딩,35.840337,128.623548,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,3806.75,2026-08-09T07:23:21+09:00,True,False,False
CV003039,대구화성파크드림갤러리,35.888803,128.583606,2,3,0.6666666666666666,CHECK_REQUIRED,NORMAL,10.016666666666667,2026-08-09T07:23:21+09:00,True,False,False
CV003040,대구스타디움 제2주차장,35.831454,128.6927191,6,7,1.0,CHECK_REQUIRED,CHECK_REQUIRED,494.55,2026-08-09T07:23:21+09:00,True,False,False
CV003041,대구스타디움 제1주차장,35.832181,128.6884592,19,23,1.0,CHECK_REQUIRED,CHECK_REQUIRED,140.16666666666666,2026-08-09T07:23:21+09:00,True,False,False
CV003042,대구소방안전본부,35.8546135,128.5356894,1,2,0.5,CHECK_REQUIRED,CHECK_REQUIRED,130.15,2026-08-09T07:23:21+09:00,True,False,False
CV003062,홈플러스 남대구점,35.83892,128.570358,5,6,1.0,CHECK_REQUIRED,CHECK_REQUIRED,464.53333333333336,2026-08-09T07:23:21+09:00,True,False,False
CV003063,대구시_한국도로공사 칠곡영업소,35.93452,128.539332,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,714.85,2026-08-09T07:23:21+09:00,True,False,False
CV003064,대구시_파동교네거리주차장,35.8112114,128.6217825,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,140.16666666666666,2026-08-09T07:23:21+09:00,True,False,False
CV003065,대구시_파계사주차장,35.99078,128.637051,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,624.7666666666667,2026-08-09T07:23:21+09:00,True,False,False
CV003066,대구시_월광수변공원주차장,35.7987433,128.5488022,0,1,0.0,CHECK_REQUIRED,CHECK_REQUIRED,20.016666666666666,2026-08-09T07:23:21+09:00,True,False,False
CV003067,대구시_아이빌,35.901809,128.576856,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,2090.233333333333,2026-08-09T07:23:21+09:00,True,False,False
CV003068,대구시_복현장미공원,35.893358,128.617298,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,945.2666666666668,2026-08-09T07:23:21+09:00,True,False,False
CV003069,대구시_대구체육관,35.894317,128.6029155,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,744.9,2026-08-09T07:23:21+09:00,True,False,False
CV003070,대구시_대구은행 본리동지점,35.836892,128.547416,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,2421.0333333333333,2026-08-09T07:23:21+09:00,True,False,False
CV003071,대구시_대구상공회의소,35.871083,128.624964,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,524.6333333333333,2026-08-09T07:23:21+09:00,True,False,False
CV003072,대구시_대구명복공원,35.8575333,128.6585246,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,935.2666666666668,2026-08-09T07:23:21+09:00,True,False,False
CV003073,(임시운영중지)대구시_대구국제사격장,35.9122933,128.5217602,0,1,,CHECK_REQUIRED,CHECK_REQUIRED,,2026-08-09T07:23:21+09:00,True,False,False
CV003075,대구시_구암동행정복지센터,35.938936,128.566052,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,905.2333333333332,2026-08-09T07:23:21+09:00,True,False,False
CV003076,대구시_DGB대구은행 파동지점,35.825977,128.609883,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,454.51666666666665,2026-08-09T07:23:21+09:00,True,False,False
CV003077,대구시_DGB대구은행 시지지점,35.840143,128.706152,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,694.8166666666667,2026-08-09T07:23:21+09:00,True,False,False
CV003078,대구시_현풍읍행정복지센터,35.69724,128.447565,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,370.3333333333333,2026-08-09T07:23:21+09:00,True,False,False
CV003079,대구시_해안동행복복지센터,35.882082,128.671682,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,644.7833333333333,2026-08-09T07:23:21+09:00,True,False,False
CV003080,대구시_한국산업단지공단달성사무소,35.640941,128.419429,0,1,,CHECK_REQUIRED,CHECK_REQUIRED,,2026-08-09T07:23:21+09:00,True,False,False
CV003081,대구시_펙스코 패션디자인개발지원센터,35.9054152,128.6119038,0,1,0.0,CHECK_REQUIRED,CHECK_REQUIRED,30.03333333333333,2026-08-09T07:23:21+09:00,True,False,False
CV003082,대구시_충혼탑,35.83280548,128.58535035,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,30.03333333333333,2026-08-09T07:23:21+09:00,True,False,False
CV003083,대구시_첨단의료산업진흥재단,35.878639,128.736121,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,2300.75,2026-08-09T07:23:21+09:00,True,False,False
CV003084,대구시_진천동행정복지센터,35.8122616,128.522469,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,805.0333333333333,2026-08-09T07:23:21+09:00,True,False,False
CV003085,대구시_지산공영주차장,35.820922,128.637602,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,915.2333333333332,2026-08-09T07:23:21+09:00,True,False,False
CV003086,대구시_이천동행정복지센터,35.853696,128.599411,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,70.08333333333333,2026-08-09T07:23:21+09:00,True,False,False
CV003087,대구시_이곡1동행정복지센터,35.85164,128.510669,1,1,1.0,NORMAL,HIGH,0.0,2026-08-09T07:23:21+09:00,True,False,False
CV003088,대구시_유니버시아드 레포츠센터,35.927965,128.597938,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,754.9166666666666,2026-08-09T07:23:21+09:00,True,False,False
CV003089,대구시_월성2동행정복지센터,35.830948,128.528279,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,624.7666666666667,2026-08-09T07:23:21+09:00,True,False,False
CV003090,대구시_월성1동행정복지센터,35.819505,128.522835,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,240.21666666666667,2026-08-09T07:23:21+09:00,True,False,False
CV003091,대구시_원대동행정복지센터,35.885192,128.573469,2,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,30.03333333333333,2026-08-09T07:23:21+09:00,True,False,False
CV003092,대구시_용산2동행정복지센터,35.858445,128.523001,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,584.7166666666667,2026-08-09T07:23:21+09:00,True,False,False
CV003093,대구시_용산1동행정복지센터,35.856667,128.531222,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,170.18333333333334,2026-08-09T07:23:21+09:00,True,False,False
CV003096,대구시_앞산공원 공영주차장,35.8312708,128.5889103,1,1,1.0,CHECK_REQUIRED,NORMAL,10.016666666666667,2026-08-09T07:23:21+09:00,True,False,False
CV003097,대구시_아양아트센터,35.879555,128.651934,1,2,0.5,NORMAL,HIGH,0.0,2026-08-09T07:23:21+09:00,True,False,False
CV003098,대구시_신암공원,35.88797,128.622964,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,200.2,2026-08-09T07:23:21+09:00,True,False,False
CV003099,대구시_송현1동행정복지센터,35.829226,128.554748,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,464.53333333333336,2026-08-09T07:23:21+09:00,True,False,False
CV003100,대구시_송현1동2공영주차장,35.8254128,128.5537839,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,290.25,2026-08-09T07:23:21+09:00,True,False,False
CV003102,대구시_성서체육공원주차장,35.832448,128.495559,4,4,1.0,CHECK_REQUIRED,CHECK_REQUIRED,905.2333333333332,2026-08-09T07:23:21+09:00,True,False,False
CV003103,대구시_성당동행정복지센터,35.840614,128.553137,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,310.26666666666665,2026-08-09T07:23:21+09:00,True,False,False
CV003104,대구시_서부법원 노상주차장,35.8518456,128.526426,4,4,1.0,CHECK_REQUIRED,CHECK_REQUIRED,504.55,2026-08-09T07:23:21+09:00,True,False,False
CV003105,대구시_서대구산업단지근로자복지회관,35.868472,128.544749,1,1,1.0,CHECK_REQUIRED,CHECK_REQUIRED,3756.7,2026-08-09T07:23:21+09:00,True,False,False
CV003106,대구시_서구국민체육센터,35.873416,128.540999,1,2,1.0,CHECK_REQUIRED,CHECK_REQUIRED,594.7333333333333,2026-08-09T07:23:21+09:00,True,False,False
