stamp,generated_at,as_of,pull,role,plain_names
20260809,2026-08-09T09:01:37+09:00,2026-08-09T07:23:21+09:00,from_lightsail_20260809_072742,DA① Power BI import pack — no recommendation scores,"{'현재표': 'snapshot', '시간표': 'panel'}"
