generated_at_kst,d1_as_of_ts,d1_rows,public_candidates,public_candidates_coord_ok,public_confirmed_available,public_available_coord_ok,parking_1km_static_matches,parking_realtime_matches,utic_matches_in_d1_snapshot,utic_matches_current_join,usage_history_matches,reliability_effective_counts,mvp_verdict,not_ready_for
2026-08-09T08:48:03+09:00,2026-08-09T07:23:21+09:00,4210,1853,1848,1504,1499,3922,428,942,942,200,"{""CHECK_REQUIRED"": 3769, ""HIGH"": 287, ""NORMAL"": 154}",INPUT_READY_WITH_FRESHNESS_GUARD,"[""arrival-success probability model"", ""parking congestion time profile"", ""route-specific ETA or traffic score""]"
