train_frac,train_n,test_pr_auc,test_roc_auc,test_brier,test_neg_recall,test_n,test_pos_rate
0.2,59731,0.9769843327272512,0.8291486469822343,0.1354313054761395,0.7021307227181112,69878,0.9005981854088554
0.4,119463,0.9801470778072794,0.8479855502515533,0.1483846682334207,0.7935502447451771,69878,0.9005981854088554
0.6,179194,0.9810493905629888,0.8535199586722053,0.1579812298774083,0.8308378923121221,69878,0.9005981854088554
0.8,238926,0.9812049235913604,0.853300537791338,0.1562767483780883,0.8234955369997121,69878,0.9005981854088554
1.0,298658,0.9812954171154188,0.8540503496211953,0.1607568332122935,0.8430751511661387,69878,0.9005981854088554
