seed,pr_auc,roc_auc,brier,neg_recall,n,pos_rate
7,0.9812095761283284,0.8533495808958116,0.1601993199690042,0.8337172473365966,69878,0.9005981854088554
21,0.981157525149992,0.8531022710100632,0.1599242647323606,0.8331413763317017,69878,0.9005981854088554
42,0.9812916256968583,0.8539038265407574,0.1603162355065114,0.8337172473365966,69878,0.9005981854088554
