station_id_daegu,station_name_daegu,lat,lng,statId,statNm,distance_m,radius_m,matched
DGSI0001,(RS)대구시_달비골복합문화센터,35.810034,128.550166,CV000816,대구시_상인3동행정복지센터,0.0,80.0,True
DGSL0001,(RS)대구시_칠성동,35.879194,128.599966,CV000809,대구시_칠성동,0.0,80.0,True
DGSR0001,(RS)대구시_진천삼성래미안,35.807018,128.517471,CV000564,대구시_진천삼성래미안,0.0,80.0,True
DGSS0001,(RS)대구시_차량등록사업소,35.86672073,128.6391515,CV002087,차량등록사업소 본소,32.2,80.0,True
DGSS0002,(RS)대구시_수성의료지구,35.83427654,128.6934631,CV000569,대구시_수성의료지구,11.0,80.0,True
DGSS0003,(RS)대구시_수성의료지구(대구도시공사),35.83705572,128.6812466,CV000048,대구시_수성의료지구(대구도시공사),0.0,80.0,True
DGST0001,(RS)대구시_신암1동 행정복지센터,35.884277,128.616326,CV000906,대구시_신암1동 행정복지센터,0.0,80.0,True
DGSW0001,(RS)대구시_삼덕동,35.865501,128.608938,CV000812,대구시_삼덕동,0.0,80.0,True
DGSY0001,(RS)대구시_신매공원,35.83252619,128.7096089,CV000783,대구시_신매공원,0.0,80.0,True
DGTC0001,(RS)대구시_대구테크노파크 신기술산업지원센터,35.833493,128.488693,CV000508,대구시_대구테크노파크 신기술산업지원센터,0.0,80.0,True
DGTJ0001,(RS)대구시_태전1동 행정복지센터,35.924071,128.543235,CV000550,대구시_태전1동 행정복지센터,0.0,80.0,True
DGUC0001,(RS)대구시_유천동 행정복지센터,35.817079,128.513943,CV001048,대구시_유천동 행정복지센터,0.0,80.0,True
DGUG0001,(RS)대구시_유가읍 행정복지센터,35.69384506,128.4598884,CV000565,대구시_유가읍 행정복지센터,8.0,80.0,True
DGYM0002,(RS)대구시_대구체육관,35.893747,128.603021,CV002346,대구체육관,58.4,80.0,True
DGYT0001,(RS)대구시_대구유통단지 전자관,35.90816324,128.606681,CV000510,대구시_대구유통단지 전자관,0.0,80.0,True
DHBH0001,(RS)대구시_제3산단 혁신지원센터 및 복합문화센터,35.897135,128.572885,KP002188,대구오토월드,69.9,80.0,True
DHDH0001,(RS)대구시_대현동 행정복지센터,35.8823276,128.6059835,CV000506,대구시_대현동 행정복지센터,0.0,80.0,True
DISR0002,(RS)대구시_대구국제사격장,35.9113,128.524334,,,,80.0,False
DJMT0001,(RS)대구시_시지근린공원,35.841365,128.706041,CV003451,대구시_시지근린공원,0.0,80.0,True
DJSG0001,(RS)대구시_대구서구청소년수련관,35.8737879,128.5460032,CV002915,대구시_대구서구청소년수련관,0.0,80.0,True
DMHJ0001,(RS)대구시_대명11동 행정복지센터,35.836241,128.560636,CV000507,대구시_대명11동 행정복지센터,0.0,80.0,True
DNSM0003,(RS)대구시_농수산물도매시장,35.90169247,128.541738,CV002390,대구농수산물도매시장(농산),17.9,80.0,True
DOGG0002,(RS)대구시_동구청,35.88646658,128.6358402,CV001973,대구동구청,18.4,80.0,True
DRPK0003,(RS)대구시_고산1동행정복지센터,35.837087,128.712401,CV003120,대구시_고산1동행정복지센터,0.0,80.0,True
DSGN0002,(RS)대구시_달성군청,35.7738625,128.4309761,,,,80.0,False
DSGS0001,(RS)대구시_공산동 행정복지센터,35.940049,128.644129,CV000908,대구시_공산동 행정복지센터,0.0,80.0,True
DWJY0001,(RS)대구시_수성대학교 입구(우),35.855252,128.649601,CV003453,대구시_수성대학교 입구(좌),0.0,80.0,True
DWJY0002,(RS)대구시_수성대학교 입구(좌),35.855252,128.649601,CV003453,대구시_수성대학교 입구(좌),0.0,80.0,True
EHPK0001,(RS)대구시_서문주차빌딩,35.868916,128.580774,CV003482,대구시_서문주차빌딩,0.0,80.0,True
FVTV0001,(RS)대구시_서구청,35.87195568,128.5588703,CV003483,대구시_서구청,35.0,80.0,True
GDTS0001,(RS)대구시_진천환승공영주차장,35.81229805,128.5232555,CV004690,대구시_진천환승공영주차장,0.0,80.0,True
GEUM0002,(RS)대구시_관음제1공영주차장,35.941047,128.544693,CV001719,관음제1공영주차장,12.7,80.0,True
GJCR0001,(RS)대구시_구지창리주차장,35.6574498,128.4067921,CV002862,대구시_구지창리주차장,0.0,80.0,True
GMHJ0001,(RS)대구시_관문동행정복지센터,35.89675399,128.5146504,CV003148,대구시_관문동행정복지센터,8.7,80.0,True
GRDG0002,(RS)대구시_대구과학관,35.686631,128.46523,CV003137,대구시_대구과학관,0.0,80.0,True
GWGR0001,(RS)대구시_상동행정복지센터,35.832115,128.615465,CV003455,대구시_상동행정복지센터,0.0,80.0,True
HBMD0001,(RS)대구시_하빈무등리공영주차장,35.9188237,128.4637087,CV002913,대구시_하빈무등리공영주차장,0.0,80.0,True
HGDR0001,(RS)대구시_한국도로공사(유천IC),35.81085518,128.5015557,CV000500,대구시_한국도로공사(유천IC),0.0,80.0,True
IBIL0002,(RS)대구시_아이빌,35.924938,128.540971,,,,80.0,False
JGGY0001,(RS)대구시_장기공영주차장,35.843349,128.529975,PI530332,대구시 달서구 케이티장기빌딩,0.1,80.0,True
JSDC0001,(RS)대구시_저소득층 밀집지구 지식산업센터,35.835319,128.682449,CV000501,대구시_저소득층 밀집지구 지식산업센터,0.0,80.0,True
KSTX0001,(RS)대구시_KS택시주식회사,35.84612,128.623417,CV000515,대구시_KS택시주식회사,0.0,80.0,True
MCGR0001,(RS)대구시_매천경로당,35.906023,128.540166,CV003118,대구시_매천경로당,0.0,80.0,True
NTSG0001,(RS)대구시_대구국가산업단지2공영주차장,35.6527738,128.4240522,CV004267,보그워너디티씨,52.3,80.0,True
NTSG0002,(RS)대구시_대구국가산업단지1공영주차장,35.6496956,128.4245628,CV002689,대구시_대구국가산업단지2공영주차장,0.0,80.0,True
OEHD0002,(RS)대구시_외환들공영주차장,35.82873598,128.6738729,CV002163,외환들공영주차장,30.7,80.0,True
OKGL0001,(RS)대구시_옻골동산,35.94463487,128.5760468,CV002914,대구시_옻골동산,0.0,80.0,True
PGSA0002,(RS)대구시_파계사주차장,36.00223295,128.6404586,,,,80.0,False
SAHJ0001,(RS)대구시_남산2동 행정복지센터,35.864089,128.589564,CV000513,대구시_남산2동 행정복지센터,0.0,80.0,True
SBAT0001,(RS)대구시_성서산업단지 공영주차장,35.846912,128.497344,CV003801,대구시_성서4공영주차장,0.0,80.0,True
SDGP0001,(RS)대구시_서대구역4광장주차장,35.8788479,128.5404412,CV004318,대구시_서대구역광장1주차장,0.0,80.0,True
SDGP0002,(RS)대구시_서대구역3광장주차장,35.8777931,128.5400319,CV004317,대구시_서대구역광장2주차장,0.0,80.0,True
SDJC0001,(RS)대구시_서대구역(남측) 주차장,35.880536,128.538969,CV001171,대구시_서대구역(남측) 주차장,0.0,80.0,True
SGYG0001,(RS)대구시_성서산업단지공영주차장2,35.836431,128.514621,CV004305,대구시_성서3공영주차장,0.0,80.0,True
SHLG0001,(RS)대구시_상호림공원,35.83776353,128.4794008,,,,80.0,False
SSCY0002,(RS)대구시_성서체육공원주차장,35.8322526,128.4947623,CV003102,대구시_성서체육공원주차장,75.0,80.0,True
SSFS0001,(RS)대구시_수성소방서,35.82525101,128.6444477,CV000978,한국산업기술평가관리원,0.0,80.0,True
SSGC0002,(RS)대구시_수성아트피아,35.82940181,128.6276973,CV003452,대구시_수성아트피아,53.3,80.0,True
SSSD0001,(RS)대구시_성서2공영주차장,35.84723078,128.5154193,CV003800,대구시_성서2공영주차장,0.0,80.0,True
SSTN0001,(RS)대구시_문양역공영주차장,35.86378097,128.4379147,CV003117,대구시_문양역공영주차장,0.0,80.0,True
TJPK0001,(RS)대구시_태전공원,35.931466,128.544637,CV000980,대구시_태전공원,0.0,80.0,True
WAJG0001,(RS)대구시_운암지 공영주차장,35.93148742,128.5650522,CV000504,대구시_운암지 공영주차장,0.0,80.0,True
WCGW0001,(RS)대구시_월촌공원주차장,35.812783,128.548951,CV000503,대구시_월촌공원주차장,0.0,80.0,True
WOLG0004,(RS)대구시_월광수변공원주차장,35.7987433,128.5488022,CV003066,대구시_월광수변공원주차장,0.0,80.0,True
YECE0001,(RS)대구시_염색공단제2공영주차장,35.888108,128.549498,CV001605,대구시_염색공단제2공영주차장,0.0,80.0,True
YECE0002,(RS)대구시_염색공단제1공영주차장,35.88631541,128.544615,CV001606,대구시_염색공단제1공영주차장,0.0,80.0,True
