statId,statNm,matched_id,matched_name,distance_m,radius_m,matched,remaining_spaces,total_spaces,occupancy_rate,congestion_status,has_realtime,parking_lat,parking_lng,parking_source
CV002431,침산화성파크드림,154-1-000165,성북로13길,91.1,1000.0,True,,,,,False,35.892416,128.590475,team5_pis
CV002440,수성데시앙리버뷰아파트,153-1-000080,용두방천2길,245.0,1000.0,True,,,,,False,35.845749,128.60567,team5_pis
CV002468,영신고등학교,151-2-000028,봉무공원 제1주차장,232.5,1000.0,True,,,,,False,35.920759,128.646559,team5_pis
CV002471,국채보상운동기념공원주차장,150-1-000151,공평로10길 노상무료,206.1,1000.0,True,,,,,False,35.867165,128.602569,team5_pis
CV002516,달성군교육문화복지센터,,,,1000.0,False,,,,,False,,,team5_pis
CV002570,대구시민운동장,154-1-000105,대구시민운동장북측,202.6,1000.0,True,,,,,False,35.883134,128.587865,team5_pis
CV002607,수성롯데캐슬더퍼스트아파트 301동,153-1-000079,용두방천1길,407.5,1000.0,True,,,,,False,35.853712,128.60703,team5_pis
CV002608,수성롯데캐슬더퍼스트아파트 206동,153-1-000079,용두방천1길,309.8,1000.0,True,,,,,False,35.853712,128.60703,team5_pis
CV002609,수성롯데캐슬더퍼스트 아파트 107동,150-1-000129,대백프라자 주변 노상유료,336.8,1000.0,True,,,,,False,35.855877,128.605813,team5_pis
CV002620,티스테이션 달서점,152-1-000046,대구의료원 북측,290.3,1000.0,True,,,,,False,35.859996,128.539696,team5_pis
CV002623,신월초등학교,,,,1000.0,False,,,,,False,,,team5_pis
CV002633,티스테이션 대구강북점,154-1-000227,칠곡중앙대로(1),73.9,1000.0,True,,,,,False,35.942476,128.550809,team5_pis
CV002669,한실초등학교,,,,1000.0,False,,,,,False,,,team5_pis
CV002689,대구시_대구국가산업단지2공영주차장,,,,1000.0,False,,,,,False,,,team5_pis
CV002690,대구시_대구국가산업단지1공영주차장,,,,1000.0,False,,,,,False,,,team5_pis
CV002715,범어월드메르디앙이스턴카운티아파트,151-1-000006,국채보상로171길,479.6,1000.0,True,,,,,False,35.868089,128.622478,team5_pis
CV002733,한국농어촌공사 경북지역본부,154-1-000083,한국농어촌공사앞,101.2,1000.0,True,,,,,False,35.931737,128.556684,team5_pis
CV002735,대구옥포LH천년나무2단지 206동,,,,1000.0,False,,,,,False,,,team5_pis
CV002736,대구옥포LH천년나무2단지 209동,,,,1000.0,False,,,,,False,,,team5_pis
CV002766,대구칠곡부영7단지아파트 707동,154-1-000084,구암로(2),251.8,1000.0,True,,,,,False,35.931545,128.563764,team5_pis
CV002767,대구칠곡부영7단지아파트 703동,154-1-000084,구암로(2),353.5,1000.0,True,,,,,False,35.931545,128.563764,team5_pis
CV002776,월성동삼성래미안아파트,,,,1000.0,False,,,,,False,,,team5_pis
CV002798,알파센트럴빌딩,,,,1000.0,False,,,,,False,,,team5_pis
CV002819,대구범어초등학교,151-1-000026,동부로30길 (1),918.0,1000.0,True,,,,,False,35.867534,128.628687,team5_pis
CV002838,대구MBC,,,,1000.0,False,,,,,False,,,team5_pis
CV002855,학정청아람아파트 103동,,,,1000.0,False,,,,,False,,,team5_pis
CV002856,학정청아람아파트 102동,,,,1000.0,False,,,,,False,,,team5_pis
CV002857,학정청아람아파트 101동,,,,1000.0,False,,,,,False,,,team5_pis
CV002862,대구시_구지창리주차장,,,,1000.0,False,,,,,False,,,team5_pis
CV002872,대구다사주공2단지아파트,,,,1000.0,False,,,,,False,,,team5_pis
CV002913,대구시_하빈무등리공영주차장,,,,1000.0,False,,,,,False,,,team5_pis
CV002914,대구시_옻골동산,,,,1000.0,False,,,,,False,,,team5_pis
CV002915,대구시_대구서구청소년수련관,152-2-000027,서구청소년수련관,13.8,1000.0,True,,,,,False,35.873778,128.54585,team5_pis
CV002939,수성유원지주차장,153-2-000025,고산골 공영주차장,782.2,1000.0,True,,,,,False,35.829817,128.603536,team5_pis
CV002940,제2석굴암 주차장2,,,,1000.0,False,,,,,False,,,team5_pis
CV002950,문화회관,150-3-000001,군위군보건소 주차장,963.8,1000.0,True,,,,,False,36.229147961,128.569452693,team5_pis
CV002951,군위보건소,150-3-000001,군위군보건소 주차장,39.7,1000.0,True,,,,,False,36.229147961,128.569452693,team5_pis
CV002952,농업기술센터 주차장,,,,1000.0,False,,,,,False,,,team5_pis
CV002956,대구시_연경체육공원,151-2-000096,지묘동 1351 공한지주차장,258.9,1000.0,True,,,,,False,35.944443404,128.628727852,team5_pis
CV002973,송해공원 5주차장,,,,1000.0,False,,,,,False,,,team5_pis
CV002995,황금빌딩,,,,1000.0,False,,,,,False,,,team5_pis
CV003039,대구화성파크드림갤러리,154-1-000154,북구청2,159.3,1000.0,True,5,14,64.29,보통(점유 70%미만),True,35.887669,128.582525,team5_pis
CV003040,대구스타디움 제2주차장,,,,1000.0,False,,,,,False,,,team5_pis
CV003041,대구스타디움 제1주차장,,,,1000.0,False,,,,,False,,,team5_pis
CV003042,대구소방안전본부,152-1-000078,서남중학교 주변,641.0,1000.0,True,,,,,False,35.857601,128.541772,team5_pis
CV003062,홈플러스 남대구점,153-1-000069,안지랑로18길,186.2,1000.0,True,,,,,False,35.83802,128.5721,team5_pis
CV003063,대구시_한국도로공사 칠곡영업소,154-1-000081,관음중앙로7길,524.2,1000.0,True,,,,,False,35.938231,128.542923,team5_pis
CV003064,대구시_파동교네거리주차장,,,,1000.0,False,,,,,False,,,team5_pis
CV003065,대구시_파계사주차장,,,,1000.0,False,,,,,False,,,team5_pis
CV003066,대구시_월광수변공원주차장,,,,1000.0,False,,,,,False,,,team5_pis
CV003067,대구시_아이빌,154-1-000004,3공단로(4),122.0,1000.0,True,,,,,False,35.901982,128.575519,team5_pis
CV003068,대구시_복현장미공원,154-1-000020,경대로27길(1),79.5,1000.0,True,,,,,False,35.894023,128.617621,team5_pis
CV003069,대구시_대구체육관,154-1-000180,연암공원로10길,73.3,1000.0,True,,,,,False,35.89436,128.602103,team5_pis
CV003070,대구시_대구은행 본리동지점,150-1-000171,대명천로(2),574.3,1000.0,True,,,,,False,35.838174,128.553587,team5_pis
CV003071,대구시_대구상공회의소,151-1-000073,상공회의소 뒤편3주차장,70.7,1000.0,True,,,,,False,35.871627,128.624557,team5_pis
CV003072,대구시_대구명복공원,,,,1000.0,False,,,,,False,,,team5_pis
CV003073,(임시운영중지)대구시_대구국제사격장,,,,1000.0,False,,,,,False,,,team5_pis
CV003074,대구시_대구공공시설관리공단달서천사업소,152-1-000032,달서천로(달서교~평리교)-1,324.5,1000.0,True,,,,,False,35.883146,128.538663,team5_pis
CV003075,대구시_구암동행정복지센터,154-1-000084,구암로(2),847.3,1000.0,True,,,,,False,35.931545,128.563764,team5_pis
CV003076,대구시_DGB대구은행 파동지점,153-2-000025,고산골 공영주차장,714.0,1000.0,True,,,,,False,35.829817,128.603536,team5_pis
CV003077,대구시_DGB대구은행 시지지점,,,,1000.0,False,,,,,False,,,team5_pis
CV003078,대구시_현풍읍행정복지센터,,,,1000.0,False,,,,,False,,,team5_pis
CV003079,대구시_해안동행복복지센터,151-1-000062,방촌동 813-49 노상주차장,111.0,1000.0,True,,,,,False,35.882854,128.670901,team5_pis
CV003080,대구시_한국산업단지공단달성사무소,,,,1000.0,False,,,,,False,,,team5_pis
CV003081,대구시_펙스코 패션디자인개발지원센터,154-1-000113,대불로5길,353.0,1000.0,True,,,,,False,35.902246,128.611672,team5_pis
CV003082,대구시_충혼탑,153-2-000026,충혼탑 주차장,25.0,1000.0,True,,,,,False,35.832888,128.585092,team5_pis
CV003083,대구시_첨단의료산업진흥재단,151-2-000005,혁신도시 공영주차장,127.7,1000.0,True,83,175,52.57,보통(점유 70%미만),True,35.878961,128.73476,team5_pis
CV003084,대구시_진천동행정복지센터,,,,1000.0,False,,,,,False,,,team5_pis
CV003085,대구시_지산공영주차장,,,,1000.0,False,,,,,False,,,team5_pis
CV003086,대구시_이천동행정복지센터,153-1-000083,이천동행정복지센터 앞,15.8,1000.0,True,,,,,False,35.853838,128.599413,team5_pis
CV003087,대구시_이곡1동행정복지센터,,,,1000.0,False,,,,,False,,,team5_pis
CV003088,대구시_유니버시아드 레포츠센터,154-1-000137,동서리치모아동측,466.3,1000.0,True,,,,,False,35.92379,128.598426,team5_pis
CV003089,대구시_월성2동행정복지센터,,,,1000.0,False,,,,,False,,,team5_pis
CV003090,대구시_월성1동행정복지센터,,,,1000.0,False,,,,,False,,,team5_pis
CV003091,대구시_원대동행정복지센터,152-2-000005,공한지주차장(임시공영주차장),147.3,1000.0,True,,,,,False,35.884947,128.571862,team5_pis
CV003092,대구시_용산2동행정복지센터,,,,1000.0,False,,,,,False,,,team5_pis
CV003093,대구시_용산1동행정복지센터,152-2-000028,상리공원 주차장,750.2,1000.0,True,,,,,False,35.863067,128.533857,team5_pis
CV003096,대구시_앞산공원 공영주차장,153-2-000009,앞산공원 공영주차장,50.4,1000.0,True,42,71,40.85,여유(점유 50%미만),True,35.831673,128.588653,team5_pis
CV003097,대구시_아양아트센터,151-2-000003,동촌유원지 1 공영주차장,197.1,1000.0,True,115,154,25.32,여유(점유 50%미만),True,35.878982,128.649864,team5_pis
CV003098,대구시_신암공원,151-2-000027,신암근린공원 주차장,37.2,1000.0,True,,,,,False,35.887976,128.622551,team5_pis
CV003099,대구시_송현1동행정복지센터,153-2-000023,관문시장 제2공영유료주차장,620.9,1000.0,True,,,,,False,35.833863,128.558586,team5_pis
CV003100,대구시_송현1동2공영주차장,153-2-000059,임시 공영주차장(공한지),992.1,1000.0,True,,,,,False,35.831702,128.56159,team5_pis
CV003102,대구시_성서체육공원주차장,,,,1000.0,False,,,,,False,,,team5_pis
CV003103,대구시_성당동행정복지센터,150-1-000171,대명천로(2),274.3,1000.0,True,,,,,False,35.838174,128.553587,team5_pis
CV003104,대구시_서부법원 노상주차장,,,,1000.0,False,,,,,False,,,team5_pis
CV003105,대구시_서대구산업단지근로자복지회관,152-1-000077,서구영어도서관 북측,23.1,1000.0,True,,,,,False,35.86848,128.545005,team5_pis
CV003106,대구시_서구국민체육센터,152-2-000026,서구국민체육센터,53.6,1000.0,True,,,,,False,35.87383,128.540695,team5_pis
CV003107,대구시_상중이동행정복지센터,152-1-000093,슈퍼섬유융합소재센터 남측,81.2,1000.0,True,,,,,False,35.867179,128.545246,team5_pis
CV003109,대구시_상인2동행정복지센터,,,,1000.0,False,,,,,False,,,team5_pis
CV003110,대구시_상인1동행정복지센터,,,,1000.0,False,,,,,False,,,team5_pis
CV003111,대구시_비슬산자연휴양림공영주차장,,,,1000.0,False,,,,,False,,,team5_pis
CV003115,대구시_본동행정복지센터,,,,1000.0,False,,,,,False,,,team5_pis
CV003116,대구시_반야월공영주차장,151-2-000002,반야월 서편공영주차장,9.8,1000.0,True,58,69,15.94,여유(점유 50%미만),True,35.872427,128.702019,team5_pis
CV003117,대구시_문양역공영주차장,,,,1000.0,False,,,,,False,,,team5_pis
CV003118,대구시_매천경로당,154-1-000142,매천동로17길,134.1,1000.0,True,,,,,False,35.907065,128.540916,team5_pis
CV003119,대구시_두류공원1공영주차장,153-1-000035,대명복개로 (2),436.2,1000.0,True,,,,,False,35.84085,128.564128,team5_pis
CV003120,대구시_고산1동행정복지센터,,,,1000.0,False,,,,,False,,,team5_pis
CV003121,대구시_두류 12동 행정복지센터,152-1-000021,달구벌대로 373길,490.8,1000.0,True,,,,,False,35.862136,128.568148,team5_pis
CV003122,대구시_동촌유원지,151-2-000003,동촌유원지 1 공영주차장,39.8,1000.0,True,115,154,25.32,여유(점유 50%미만),True,35.878982,128.649864,team5_pis
CV003123,대구시_동대구복합환승센터,151-1-000030,동부로32길 (2),317.3,1000.0,True,,,,,False,35.876655,128.630293,team5_pis
CV003124,대구시_동구청,151-1-000034,동서타운2차 아파트 앞,113.3,1000.0,True,,,,,False,35.887512,128.635035,team5_pis
CV003125,대구시_도원동 행정복지센터,,,,1000.0,False,,,,,False,,,team5_pis
CV003126,대구시_도시관리본부,153-2-000023,관문시장 제2공영유료주차장,620.9,1000.0,True,,,,,False,35.833863,128.558586,team5_pis
CV003127,대구시_대명9동 행정복지센터,153-2-000005,앞산 카페거리 공영주차장,92.7,1000.0,True,,,,,False,35.836391,128.579387,team5_pis
CV003128,대구시_대명5동행정복지센터,153-2-000049,임시 공영주차장(공한지),239.0,1000.0,True,,,,,False,35.844481,128.589953,team5_pis
CV003129,대구시_대덕승마장,,,,1000.0,False,,,,,False,,,team5_pis
CV003130,(임시운영중지)대구시_대구환경공단 안심관리소,151-1-000121,용계동 768-2 주차장,543.2,1000.0,True,,,,,False,35.870226,128.686179,team5_pis
CV003131,대구시_대구테크노파크 동대구캠퍼스 2동,151-1-000072,상공회의소 뒤편2주차장,20.6,1000.0,True,,,,,False,35.87335,128.624604,team5_pis
CV003132,대구시_대구차량등록사업소 서부분소,,,,1000.0,False,,,,,False,,,team5_pis
CV003133,대구시_대구의료원,152-1-000046,대구의료원 북측,87.9,1000.0,True,,,,,False,35.859996,128.539696,team5_pis
CV003134,대구시_대구은행 제2본점영업부,154-1-000205,옥산로,111.6,1000.0,True,,,,,False,35.88391,128.587166,team5_pis
CV003136,대구시_대구부광교회,154-1-000147,부광어린이집 남측,42.4,1000.0,True,,,,,False,35.921375,128.549202,team5_pis
CV003137,대구시_대구과학관,,,,1000.0,False,,,,,False,,,team5_pis
CV003138,대구시_대구공공시설관리공단서부사업소,,,,1000.0,False,,,,,False,,,team5_pis
CV003139,대구시_대구공공시설관리공단 상리사업소,152-2-000024,달서교하부공영주차장(화물차전용주차장),450.9,1000.0,True,,,,,False,35.880836,128.533862,team5_pis
CV003140,대구시_달성문화센터,,,,1000.0,False,,,,,False,,,team5_pis
CV003141,대구시_달성군청,,,,1000.0,False,,,,,False,,,team5_pis
CV003142,대구시_달성군농업기술센터,,,,1000.0,False,,,,,False,,,team5_pis
CV003143,대구시_다사읍 행정복지센터 서재출장소,,,,1000.0,False,,,,,False,,,team5_pis
CV003144,대구시_농수산물도매시장,154-1-000142,매천동로17길,482.1,1000.0,True,,,,,False,35.907065,128.540916,team5_pis
CV003145,대구시_논공읍공단출장소,,,,1000.0,False,,,,,False,,,team5_pis
CV003146,대구시_논공읍 행정복지센터,,,,1000.0,False,,,,,False,,,team5_pis
CV003148,대구시_관문동행정복지센터,,,,1000.0,False,,,,,False,,,team5_pis
CV003149,대구시_갓바위공영5주차장,151-2-000045,갓바위 5공영주차장,32.8,1000.0,True,113,124,8.87,여유(점유 50%미만),True,35.97019686,128.726563413,team5_pis
CV003150,대구시_가창면행정복지센터,,,,1000.0,False,,,,,False,,,team5_pis
CV003158,대구시_다사읍사무소,,,,1000.0,False,,,,,False,,,team5_pis
CV003159,대구시_다사체육공원,,,,1000.0,False,,,,,False,,,team5_pis
CV003162,영남이공대학교 행복기숙사,153-2-000044,공한지 무료주차장,358.3,1000.0,True,,,,,False,35.84686,128.578303,team5_pis
CV003163,영남이공대학교 사회관,153-2-000044,공한지 무료주차장,304.6,1000.0,True,,,,,False,35.84686,128.578303,team5_pis
CV003165,대구시_고산노인복지관,,,,1000.0,False,,,,,False,,,team5_pis
CV003176,미리샘마을주공2단지아파트 P-4주차장,,,,1000.0,False,,,,,False,,,team5_pis
CV003177,미리샘마을주공2단지아파트 P-3주차장,,,,1000.0,False,,,,,False,,,team5_pis
CV003178,미리샘마을주공2단지아파트 P-2주차장,,,,1000.0,False,,,,,False,,,team5_pis
CV003179,미리샘마을주공2단지아파트 P-1주차장,,,,1000.0,False,,,,,False,,,team5_pis
CV003181,대구시_대구공공시설관리공단 동부사업소,,,,1000.0,False,,,,,False,,,team5_pis
CV003185,근로복지공단대구병원,154-1-000139,동암로7길(2),781.0,1000.0,True,,,,,False,35.949223,128.556527,team5_pis
CV003193,수성데시앙리버뷰 지하2층,153-1-000080,용두방천2길,246.6,1000.0,True,,,,,False,35.845749,128.60567,team5_pis
CV003194,수성데시앙리버뷰 지하1층,153-1-000080,용두방천2길,246.6,1000.0,True,,,,,False,35.845749,128.60567,team5_pis
CV003205,한국전자통신연구원 대경권연구센터,,,,1000.0,False,,,,,False,,,team5_pis
CV003209,대구다사주공1단지아파트,,,,1000.0,False,,,,,False,,,team5_pis
CV003237,대구 장애인 국민체육센터,,,,1000.0,False,,,,,False,,,team5_pis
CV003256,삼국유사테마파크,,,,1000.0,False,,,,,False,,,team5_pis
CV003258,군위군청 주차장,,,,1000.0,False,,,,,False,,,team5_pis
CV003276,서대구세무서,152-1-000006,광장타운2차 북측,290.8,1000.0,True,,,,,False,35.85649,128.54995,team5_pis
CV003282,대구의료원본관,152-1-000046,대구의료원 북측,139.3,1000.0,True,,,,,False,35.859996,128.539696,team5_pis
CV003283,대구의료원라파엘관,152-1-000046,대구의료원 북측,116.5,1000.0,True,,,,,False,35.859996,128.539696,team5_pis
CV003284,대구의료원국화원,152-1-000046,대구의료원 북측,82.9,1000.0,True,,,,,False,35.859996,128.539696,team5_pis
CV003286,남대구세무서,153-1-000034,대명복개로 (1),132.3,1000.0,True,,,,,False,35.840622,128.563784,team5_pis
CV003304,시지6차태왕리더스,,,,1000.0,False,,,,,False,,,team5_pis
CV003315,복현3차서한이다음,154-1-000014,검단로(2),527.1,1000.0,True,,,,,False,35.905233,128.616433,team5_pis
CV003352,대구신서혁신LH천년나무14단지아파트,151-2-000076,사복동 844-2 공한지 주차장,678.1,1000.0,True,,,,,False,35.876105,128.751241,team5_pis
CV003353,대구신서혁신LH천년나무13단지아파트,151-2-000076,사복동 844-2 공한지 주차장,596.6,1000.0,True,,,,,False,35.876105,128.751241,team5_pis
CV003360,죽곡휴먼시아1단지아파트,,,,1000.0,False,,,,,False,,,team5_pis
CV003428,대구시_검단동행정복지센터,154-1-000012,검단동로,221.7,1000.0,True,,,,,False,35.914184,128.624917,team5_pis
CV003437,대구광역시선거관리위원회,152-1-000112,중리중학교 동측,339.6,1000.0,True,,,,,False,35.863178,128.551984,team5_pis
CV003444,대구시_고산3동행정복지센터,,,,1000.0,False,,,,,False,,,team5_pis
CV003445,대구시_올브랜서편공영주차장,154-1-000113,대불로5길,317.9,1000.0,True,,,,,False,35.902246,128.611672,team5_pis
CV003446,대구시_평리3동행정복지센터,152-2-000049,임시무료공영주차장,23.7,1000.0,True,,,,,False,35.876125,128.561439,team5_pis
CV003447,대구시_평리1동행정복지센터,152-1-000116,통학로,60.3,1000.0,True,,,,,False,35.87611,128.563535,team5_pis
CV003449,대구시_신매3공영주차장,,,,1000.0,False,,,,,False,,,team5_pis
CV003450,대구시_시청별관,154-1-000158,산격로1길,239.6,1000.0,True,,,,,False,35.89166,128.60283,team5_pis
CV003451,대구시_시지근린공원,,,,1000.0,False,,,,,False,,,team5_pis
CV003452,대구시_수성아트피아,,,,1000.0,False,,,,,False,,,team5_pis
CV003453,대구시_수성대학교 입구(좌),,,,1000.0,False,,,,,False,,,team5_pis
CV003454,대구시_수성대학교 입구(우),,,,1000.0,False,,,,,False,,,team5_pis
CV003455,대구시_상동행정복지센터,153-2-000063,임시 공영주차장,981.7,1000.0,True,,,,,False,35.832363,128.60458,team5_pis
CV003456,대구시_산격2동행정복지센터,154-1-000155,산격대우아파트상가북측,46.5,1000.0,True,,,,,False,35.899401,128.612307,team5_pis
CV003457,대구시_비산4동행정복지센터,152-2-000011,비산4동 공영주차장,82.0,1000.0,True,,,,,False,35.8701,128.573501,team5_pis
CV003458,대구시_비산1동행정복지센터,152-1-000068,비산1동 주민센터 앞· 남측,43.9,1000.0,True,,,,,False,35.880819,128.569203,team5_pis
CV003459,대구시_북구청,154-1-000275,태평보성아파트남측,123.7,1000.0,True,,,,,False,35.884278,128.582591,team5_pis
CV003460,대구시_복현2동행정복지센터,154-1-000136,동북로57길,137.8,1000.0,True,,,,,False,35.895117,128.623991,team5_pis
CV003461,대구시_매천역환승공영주차장,154-1-000142,매천동로17길,717.1,1000.0,True,,,,,False,35.907065,128.540916,team5_pis
CV003462,대구시_만촌3동행정복지센터,,,,1000.0,False,,,,,False,,,team5_pis
CV003463,대구시_만촌2동행정복지센터,,,,1000.0,False,,,,,False,,,team5_pis
CV003464,대구시_두산오거리,,,,1000.0,False,,,,,False,,,team5_pis
CV003465,대구시_동천동행정복지센터,154-1-000115,대천어린이공원주변,350.8,1000.0,True,,,,,False,35.939357,128.555211,team5_pis
CV003466,대구시_동림플라자,,,,1000.0,False,,,,,False,,,team5_pis
CV003468,대구시_관음동행정복지센터,154-1-000041,관음동 민원주차,12.4,1000.0,True,,,,,False,35.944183,128.547448,team5_pis
CV003479,대구시_율하체육공원3주차장,151-2-000034,율하체육공원 주차장,32.4,1000.0,True,,,,,False,35.8597,128.6992,team5_pis
CV003480,대구시_수성구청,,,,1000.0,False,,,,,False,,,team5_pis
CV003482,대구시_서문주차빌딩,150-2-000017,서문주차빌딩 주차장,0.8,1000.0,True,70,520,86.54,혼잡(점유 90%미만),True,35.868909,128.580775,team5_pis
CV003483,대구시_서구청,152-1-000044,대구광역시립서부도서관 서측,184.7,1000.0,True,,,,,False,35.872257,128.557212,team5_pis
CV003484,대구시_달서구청,,,,1000.0,False,,,,,False,,,team5_pis
CV003485,대구시_갓바위공영3주차장,,,,1000.0,False,,,,,False,,,team5_pis
CV003535,대구은행 제2본점영업부,154-1-000205,옥산로,134.9,1000.0,True,,,,,False,35.88391,128.587166,team5_pis
CV003559,대구은행 본점,150-2-000008,김광석길 공영주차장,768.9,1000.0,True,,,,,False,35.859307,128.606405,team5_pis
CV003560,대구은행 국가산단지점,,,,1000.0,False,,,,,False,,,team5_pis
CV003565,대구시_외환들공영주차장,,,,1000.0,False,,,,,False,,,team5_pis
CV003566,대구시_어린이회관,,,,1000.0,False,,,,,False,,,team5_pis
CV003567,대구시_오리1리마을회관,,,,1000.0,False,,,,,False,,,team5_pis
CV003568,대구시_지산1동행정복지센터,,,,1000.0,False,,,,,False,,,team5_pis
CV003569,대구시_중동행정복지센터,153-1-000080,용두방천2길,866.0,1000.0,True,,,,,False,35.845749,128.60567,team5_pis
CV003570,대구시_동인동 행정복지센터,150-1-000172,동인동행정복지센터 앞 노상무료,20.7,1000.0,True,,,,,False,35.867740771,128.60920467,team5_pis
CV003571,대구시_대구시청 지상1층,150-2-000030,시청광장(부설) 공영주차장,49.1,1000.0,True,66,146,54.79,보통(점유 70%미만),True,35.870887,128.601349,team5_pis
CV003572,대구시_남산4동 행정복지센터,150-1-000108,남산4동행정복지센터 부근 노상유료,60.9,1000.0,True,,,,,False,35.8583,128.57991,team5_pis
CV003573,대구시_국채보상운동기념공원주차장,150-2-000002,국채보상운동기념공원 공영주차장,135.1,1000.0,True,61,505,87.92,혼잡(점유 90%미만),True,35.868824,128.600292,team5_pis
CV003646,신암뜨란채 109동,151-1-000112,아양로7길 (2),123.3,1000.0,True,,,,,False,35.883059,128.616821,team5_pis
CV003647,신암뜨란채 106동,151-2-000008,평화시장 공영주차장,148.4,1000.0,True,21,60,65.0,보통(점유 70%미만),True,35.88414,128.620031,team5_pis
CV003648,신암뜨란채 103동,151-1-000112,아양로7길 (2),116.0,1000.0,True,,,,,False,35.883059,128.616821,team5_pis
CV003672,대구노원한신더휴아파트 지하2층,154-1-000094,노원로10길(1),88.9,1000.0,True,,,,,False,35.891856,128.569401,team5_pis
CV003673,대구노원한신더휴아파트 지하1층,154-1-000094,노원로10길(1),88.6,1000.0,True,,,,,False,35.891856,128.569401,team5_pis
CV003674,대구노원한신더휴아파트,154-1-000094,노원로10길(1),197.5,1000.0,True,,,,,False,35.891856,128.569401,team5_pis
CV003698,하나로마트 군위유통센터,,,,1000.0,False,,,,,False,,,team5_pis
CV003716,하나로마트 군위유통센터,,,,1000.0,False,,,,,False,,,team5_pis
CV003728,대구은행 성서공단영업부,,,,1000.0,False,,,,,False,,,team5_pis
CV003763,하나로마트 농협성서점,,,,1000.0,False,,,,,False,,,team5_pis
CV003786,홈플러스 대구수성점,,,,1000.0,False,,,,,False,,,team5_pis
CV003792,신천역센트럴리버파크 지상1층,151-1-000092,신천LH 아파트 앞,164.5,1000.0,True,,,,,False,35.874334,128.61445,team5_pis
CV003800,대구시_성서2공영주차장,,,,1000.0,False,,,,,False,,,team5_pis
CV003801,대구시_성서4공영주차장,,,,1000.0,False,,,,,False,,,team5_pis
CV003862,범어유림노르웨이숲 지하2층 103동,,,,1000.0,False,,,,,False,,,team5_pis
CV003863,범어유림노르웨이숲 지하2층,,,,1000.0,False,,,,,False,,,team5_pis
CV003864,범어유림노르웨이숲 지하1층,,,,1000.0,False,,,,,False,,,team5_pis
CV003871,군위서부LH천년나무1단지,150-3-000001,군위군보건소 주차장,273.6,1000.0,True,,,,,False,36.229147961,128.569452693,team5_pis
CV003914,침산제일아파트,154-1-000206,옥산로17길,69.7,1000.0,True,,,,,False,35.888692,128.586386,team5_pis
CV003916,율하휴먼시아10단지,151-2-000034,율하체육공원 주차장,383.7,1000.0,True,,,,,False,35.8597,128.6992,team5_pis
CV003917,율하휴먼시아6단지 603동,151-1-000124,율하3 공영주차장,42.7,1000.0,True,,,,,False,35.863557,128.696043,team5_pis
CV003918,율하휴먼시아6단지 601동611동,151-1-000122,율하2 공영주차장,198.6,1000.0,True,,,,,False,35.863123,128.695122,team5_pis
CV004040,화성그랜드파크 지하1층303동,154-1-000084,구암로(2),898.7,1000.0,True,,,,,False,35.931545,128.563764,team5_pis
CV004041,화성그랜드파크 지상1층308동,,,,1000.0,False,,,,,False,,,team5_pis
CV004042,화성그랜드파크 지상1층307동,,,,1000.0,False,,,,,False,,,team5_pis
CV004043,화성그랜드파크 지상1층301동,154-1-000084,구암로(2),898.7,1000.0,True,,,,,False,35.931545,128.563764,team5_pis
CV004072,화성그랜드파크 지하2층 307동,154-1-000084,구암로(2),898.7,1000.0,True,,,,,False,35.931545,128.563764,team5_pis
CV004086,대구시엠월드,152-1-000055,문화로(장산로~와룡로),174.1,1000.0,True,,,,,False,35.874363,128.535247,team5_pis
CV004097,영남네오빌 112동,151-1-000043,동촌로42길,75.9,1000.0,True,,,,,False,35.881273,128.662067,team5_pis
CV004098,영남네오빌 108동,151-1-000043,동촌로42길,146.3,1000.0,True,,,,,False,35.881273,128.662067,team5_pis
CV004099,영남네오빌 107동,151-1-000043,동촌로42길,165.3,1000.0,True,,,,,False,35.881273,128.662067,team5_pis
CV004100,영남네오빌 106동,151-1-000043,동촌로42길,163.1,1000.0,True,,,,,False,35.881273,128.662067,team5_pis
CV004101,영남네오빌 105동,151-1-000043,동촌로42길,171.7,1000.0,True,,,,,False,35.881273,128.662067,team5_pis
CV004102,영남네오빌 102동,151-1-000042,동촌로25길 (3),140.4,1000.0,True,,,,,False,35.884105,128.6608,team5_pis
CV004103,영남네오빌,151-1-000042,동촌로25길 (3),152.2,1000.0,True,,,,,False,35.884105,128.6608,team5_pis
CV004104,수성구 제2구민운동장,151-2-000034,율하체육공원 주차장,931.4,1000.0,True,,,,,False,35.8597,128.6992,team5_pis
CV004108,농협경제지주 대구태평로공판장,154-1-000040,공평로(3),156.9,1000.0,True,,,,,False,35.87531,128.601203,team5_pis
CV004116,대구공항2공영주차장,151-1-000060,방천로 (3),102.8,1000.0,True,,,,,False,35.898005,128.636491,team5_pis
CV004134,가천졸음쉼터(대구방향),,,,1000.0,False,,,,,False,,,team5_pis
CV004253,전통시장,,,,1000.0,False,,,,,False,,,team5_pis
CV004267,보그워너디티씨,,,,1000.0,False,,,,,False,,,team5_pis
CV004296,대구광역시 도시관리본부,,,,1000.0,False,,,,,False,,,team5_pis
CV004302,평리3동공공복합청사 주차장,152-2-000049,임시무료공영주차장,113.5,1000.0,True,,,,,False,35.876125,128.561439,team5_pis
CV004305,대구시_성서3공영주차장,,,,1000.0,False,,,,,False,,,team5_pis
