layer,radius_m,reason,poi_id,name
city_tour,,NO_COORDINATES,CITYTOUR-0194,이월드(E-World)
city_tour,,NO_COORDINATES,CITYTOUR-0195,이천동 고미술거리
city_tour,,NO_COORDINATES,CITYTOUR-0196,이현공원
city_tour,,NO_COORDINATES,CITYTOUR-0197,인각사
city_tour,,NO_COORDINATES,CITYTOUR-0198,인흥마을(남평문씨 본리 세거지)
city_tour,,NO_COORDINATES,CITYTOUR-0199,인흥서원
city_tour,,NO_COORDINATES,CITYTOUR-0200,일연공원
city_tour,,NO_COORDINATES,CITYTOUR-0201,일연테마로드
city_tour,,NO_COORDINATES,CITYTOUR-0202,자동차 부속상 거리
city_tour,,NO_COORDINATES,CITYTOUR-0203,자연염색박물관
city_tour,,NO_COORDINATES,CITYTOUR-0204,장곡자연휴양림
city_tour,,NO_COORDINATES,CITYTOUR-0205,조길방 가옥
city_tour,,NO_COORDINATES,CITYTOUR-0206,지보사
city_tour,,NO_COORDINATES,CITYTOUR-0207,창평지생태공원
city_tour,,NO_COORDINATES,CITYTOUR-0208,첨단의료복합단지
city_tour,,NO_COORDINATES,CITYTOUR-0209,청라언덕
city_tour,,NO_COORDINATES,CITYTOUR-0210,추억의학교 엄마아빠어렸을적에(화본마을)
city_tour,,NO_COORDINATES,CITYTOUR-0211,칠곡향교
city_tour,,NO_COORDINATES,CITYTOUR-0212,코오롱야외음악당
city_tour,,NO_COORDINATES,CITYTOUR-0213,퀸스로드
city_tour,,NO_COORDINATES,CITYTOUR-0214,태고정
city_tour,,NO_COORDINATES,CITYTOUR-0215,파계사
city_tour,,NO_COORDINATES,CITYTOUR-0216,파군재
city_tour,,NO_COORDINATES,CITYTOUR-0217,팔공산 하늘정원
city_tour,,NO_COORDINATES,CITYTOUR-0218,팔공산국립공원
city_tour,,NO_COORDINATES,CITYTOUR-0219,팔공산케이블카
city_tour,,NO_COORDINATES,CITYTOUR-0220,패션디자인개발지원센터
city_tour,,NO_COORDINATES,CITYTOUR-0221,패션쥬얼리 체험
city_tour,,NO_COORDINATES,CITYTOUR-0222,하목정
city_tour,,NO_COORDINATES,CITYTOUR-0223,하이마트 고전음악감상실
city_tour,,NO_COORDINATES,CITYTOUR-0224,하중도
city_tour,,NO_COORDINATES,CITYTOUR-0225,학소대
city_tour,,NO_COORDINATES,CITYTOUR-0226,한국섬유개발연구원
city_tour,,NO_COORDINATES,CITYTOUR-0227,한국영상 박물관
city_tour,,NO_COORDINATES,CITYTOUR-0228,한국은행 화폐 전시관
city_tour,,NO_COORDINATES,CITYTOUR-0229,한밤마을
city_tour,,NO_COORDINATES,CITYTOUR-0230,한방 화장품 만들기 체험
city_tour,,NO_COORDINATES,CITYTOUR-0231,한천서원
city_tour,,NO_COORDINATES,CITYTOUR-0232,항일독립운동기념탑
city_tour,,NO_COORDINATES,CITYTOUR-0233,현풍곽씨 12정려각
city_tour,,NO_COORDINATES,CITYTOUR-0234,현풍석빙고
city_tour,,NO_COORDINATES,CITYTOUR-0235,현풍향교
city_tour,,NO_COORDINATES,CITYTOUR-0236,화본역
city_tour,,NO_COORDINATES,CITYTOUR-0237,화산마을(화산산성)
city_tour,,NO_COORDINATES,CITYTOUR-0238,화원동산
city_tour,,NO_COORDINATES,CITYTOUR-0239,힐링파크포니목장
