statId,statNm,matched_id,matched_name,distance_m,radius_m,matched,traffic_source
EV007656,대구북구 칠곡2차영남타운3,,,,1000,False,utic
EV007657,대구달서 상인역모아엘가파크뷰2,,,,1000,False,utic
EV007658,대구달서 상인역모아엘가파크뷰3,,,,1000,False,utic
EV007739,대구광역시 신암보성1차타운,,,,1000,False,utic
EV007837,대구중구 반월당삼정그린코아,,,,1000,False,utic
EV007970,대구동구 문화아파트,,,,1000,False,utic
EV008138,대구수성 범어숲화성파크드림1,,,,1000,False,utic
EV008139,대구수성 범어숲화성파크드림2,,,,1000,False,utic
EV008140,대구수성 범어숲화성파크드림3,,,,1000,False,utic
EV008152,대구북구 연경숲아파트1,,,,1000,False,utic
EV008153,대구북구 연경숲아파트2,,,,1000,False,utic
EV008162,대구달서 상인서한타운1,,,,1000,False,utic
