statId,parking_matched_id,parking_remaining_std_1h,parking_remaining_delta_1h,parking_realtime_ticks_1h
KE000897,156-2-000071,2.2946254863155757,-6.0,7.0
KE000898,156-2-000071,2.2946254863155757,-6.0,7.0
KE000899,156-2-000071,2.2946254863155757,-6.0,7.0
KE000987,151-1-000188,,,
KE001011,155-1-000114,,,
KE001046,154-1-000256,,,
KE001051,155-2-000016,2.6649654437396637,-7.0,7.0
KE001052,155-1-000204,,,
KE001062,154-1-000230,,,
KE001089,154-1-000138,,,
KE001090,154-1-000138,,,
KE001196,156-2-000068,,,
KE001252,151-1-000105,,,
KE001333,155-2-000048,,,
KE001402,150-2-000016,,,
KE001516,151-2-000072,,,
KE001517,152-1-000044,,,
KE001518,157-1-000127,,,
KL001131,156-2-000059,,,
KL001282,155-1-000167,,,
KL001438,154-1-000296,,,
KL001439,154-1-000296,,,
KL001440,154-1-000296,,,
KL001494,155-1-000200,,,
KL001616,155-1-000174,,,
KL001617,155-1-000174,,,
KL001618,155-1-000174,,,
KL001672,150-4-000113,0.0,0.0,7.0
KL001677,156-2-000005,,,
KL001678,156-2-000005,,,
KL001679,156-2-000005,,,
KL001809,154-2-000055,0.34992710611188255,0.0,7.0
KL001825,151-2-000101,,,
KL001847,154-2-000039,0.8806305718527111,2.0,7.0
KL001924,154-1-000274,,,
KL001990,155-1-000100,,,
KL002459,155-1-000105,1.979486637221571,-5.0,7.0
KL002465,154-1-000083,,,
KL002550,151-2-000036,,,
KL002650,156-2-000068,,,
KL002700,150-2-000015,1.0497813183356481,0.0,7.0
KL002703,154-2-000072,,,
KP000060,157-1-000133,,,
KP000061,154-1-000154,0.49487165930539406,-1.0,7.0
KP000062,151-1-000168,,,
KP000156,152-1-000023,,,
KP000230,154-4-000012,7.0797209676365105,-21.0,7.0
KP000231,154-2-000058,,,
KP000232,155-2-000055,,,
KP000233,155-2-000054,,,
KP000234,151-2-000059,,,
KP000235,151-2-000039,,,
KP000236,151-2-000065,,,
KP000237,155-3-000008,2.381904571504724,6.0,7.0
KP000238,156-2-000097,,,
KP000239,156-2-000092,,,
KP000240,157-1-000140,,,
KP000241,157-1-000126,,,
KP000334,155-1-000105,1.979486637221571,-5.0,7.0
KP000401,154-2-000034,3.0572763655761013,-10.0,7.0
KP000402,156-2-000012,,,
KP000470,157-1-000096,,,
KP000471,156-2-000032,0.7284313590846837,0.0,7.0
KP000472,156-2-000044,,,
KP000473,156-2-000044,,,
KP000474,157-1-000128,,,
KP000475,157-4-000007,,,
KP000476,155-1-000109,,,
KP000477,155-1-000103,,,
KP000478,155-1-000004,,,
KP000479,155-2-000105,,,
KP000480,155-4-000024,,,
KP000481,151-2-000017,,,
KP000483,153-1-000020,,,
KP000484,150-1-000168,,,
KP000639,150-1-000165,,,
KP000640,154-1-000123,,,
KP000641,154-1-000121,,,
KP000642,154-2-000071,,,
KP000643,156-2-000018,,,
KP000644,156-1-000005,,,
KP000645,156-2-000071,2.2946254863155757,-6.0,7.0
KP000656,157-1-000001,,,
KP000657,156-2-000076,,,
KP000658,156-2-000061,,,
KP000659,156-4-000012,2.6572964625340596,-7.0,7.0
KP000660,156-2-000057,,,
KP000661,156-1-000042,,,
KP000662,156-2-000076,,,
KP000663,156-2-000040,,,
KP000664,157-1-000123,,,
KP000665,151-1-000010,,,
KP000666,151-1-000033,,,
KP000667,155-2-000012,,,
KP000668,155-1-000013,,,
KP000669,155-1-000087,,,
KP000670,155-1-000105,1.979486637221571,-5.0,7.0
KP000671,155-1-000072,,,
KP000672,155-4-000027,,,
KP000673,155-3-000005,0.8806305718527113,-2.0,7.0
KP000674,155-3-000005,0.8806305718527113,-2.0,7.0
KP000675,155-2-000107,,,
KP000676,155-1-000123,,,
KP000677,155-2-000043,,,
KP001101,150-2-000018,,,
KP001102,156-1-000086,,,
KP001107,156-1-000037,,,
KP001109,156-2-000103,,,
KP001111,151-2-000033,,,
KP001112,155-2-000103,,,
KP001114,151-1-000121,,,
KP001115,151-2-000078,,,
KP001594,154-1-000138,,,
KP001595,154-2-000069,,,
KP001596,150-2-000023,,,
KP001597,154-1-000145,,,
KP001598,154-1-000161,,,
KP001599,154-1-000277,,,
KP001600,150-1-000157,,,
KP001602,154-1-000260,,,
KP001603,154-1-000254,,,
KP001604,150-1-000168,,,
KP001613,153-1-000085,,,
KP001614,156-2-000098,,,
KP001615,156-2-000028,,,
KP001616,156-2-000071,2.2946254863155757,-6.0,7.0
KP001617,156-1-000004,,,
KP001618,156-1-000044,,,
KP001620,156-2-000075,,,
KP001637,156-1-000093,,,
KP001639,156-1-000037,,,
KP001640,156-2-000090,,,
KP001641,156-2-000031,3.010186786529356,-8.0,7.0
KP001642,156-1-000097,,,
KP001643,156-2-000012,,,
KP001644,156-2-000094,,,
KP001645,156-2-000061,,,
KP001647,156-2-000031,3.010186786529356,-8.0,7.0
KP001650,156-1-000093,,,
KP001651,156-2-000056,,,
KP001652,156-2-000057,,,
KP001653,156-2-000068,,,
KP001654,156-2-000067,1.1248582677159733,1.0,7.0
KP001655,156-2-000091,,,
KP001656,156-1-000110,,,
KP001657,157-1-000139,,,
KP001658,156-2-000105,0.0,0.0,7.0
KP001659,156-2-000079,,,
KP001660,157-4-000007,,,
KP001661,157-1-000132,,,
KP001662,157-4-000007,,,
KP001663,157-4-000007,,,
KP001664,157-1-000133,,,
KP001666,155-1-000003,,,
KP001667,151-2-000077,,,
KP001668,151-2-000072,,,
KP001669,155-1-000167,,,
KP001670,155-1-000100,,,
KP001671,155-1-000044,,,
KP001672,155-4-000026,,,
KP001673,155-1-000145,,,
KP001674,155-1-000158,,,
KP001675,155-1-000158,,,
KP001676,155-2-000073,,,
KP001677,155-2-000107,,,
KP001678,151-1-000112,,,
KP001679,155-4-000024,,,
KP001681,155-1-000151,,,
KP001682,151-1-000123,,,
KP001683,151-2-000101,,,
KP001684,151-1-000156,,,
KP001687,150-1-000112,,,
KP001953,153-2-000056,,,
KP001959,156-2-000079,,,
KP001960,156-1-000001,,,
KP001961,156-1-000096,,,
KP001962,156-1-000110,,,
KP001963,157-4-000007,,,
KP001964,156-2-000078,,,
KP001965,156-1-000096,,,
KP001966,151-1-000165,,,
KP001967,151-1-000092,,,
KP001968,155-1-000152,,,
KP002172,156-1-000045,,,
KP002173,153-1-000068,,,
KP002174,152-1-000018,,,
KP002180,156-2-000076,,,
KP002182,151-1-000060,,,
KP002183,151-2-000065,,,
KP002184,151-1-000119,,,
KP002186,151-1-000040,,,
KP002187,154-1-000301,,,
KP002188,154-1-000108,,,
KP002189,150-1-000129,,,
KP002190,154-1-000251,,,
KP002192,154-1-000140,,,
KP002319,156-2-000061,,,
KP002320,151-1-000194,,,
KP002321,155-1-000042,,,
KP002322,151-1-000148,,,
KP002323,154-1-000206,,,
KP002324,154-2-000066,,,
KP002325,154-1-000226,,,
KP002416,157-1-000115,,,
KP002417,156-2-000091,,,
KP002418,157-1-000102,,,
KP002419,150-1-000144,,,
KP002514,157-1-000102,,,
KP002633,151-1-000105,,,
KP002663,154-1-000136,,,
KP002736,156-1-000035,,,
KP002737,154-1-000196,,,
KP002757,156-1-000022,,,
KP002769,157-1-000072,,,
KP002797,150-1-000165,,,
KP002861,156-1-000001,,,
KP002898,155-2-000048,,,
KP002973,156-1-000042,,,
KP003004,156-1-000085,,,
KP003010,157-1-000075,,,
KP003014,154-1-000296,,,
KP003157,154-1-000084,,,
KP003158,154-1-000084,,,
KP003173,156-3-000001,,,
KP003174,157-1-000128,,,
KP003196,151-1-000127,,,
KP003197,154-1-000140,,,
KP003222,151-1-000036,,,
KP003223,154-1-000147,,,
KP003224,154-1-000246,,,
KP003239,151-1-000098,,,
KP003268,154-1-000294,,,
KP003278,151-2-000078,,,
KP003291,155-1-000123,,,
KP003311,151-1-000081,,,
KP003343,156-2-000076,,,
KP003423,154-2-000034,3.0572763655761013,-10.0,7.0
KP003424,151-1-000002,,,
KP003444,156-2-000098,,,
KP003475,156-1-000035,,,
KP003631,155-2-000066,,,
KP003696,151-2-000076,,,
KP003697,154-1-000231,,,
KP003698,152-1-000093,,,
KP003772,156-2-000023,,,
KP003774,156-1-000042,,,
KP003775,155-2-000057,1.0690449676496967,0.0,7.0
KP003776,153-2-000003,,,
KP003777,154-1-000188,,,
KP003780,156-2-000027,,,
KP003782,156-2-000041,,,
KP003783,156-1-000080,,,
KP003784,154-1-000083,,,
KP003786,154-2-000039,0.8806305718527111,2.0,7.0
KP003788,151-2-000101,,,
KP003789,155-2-000049,1.178030178747903,-1.0,7.0
KP003790,154-1-000140,,,
KP003870,156-1-000085,,,
KP003871,151-1-000194,,,
KP004005,152-1-000044,,,
KP004007,155-2-000089,,,
KP004009,154-1-000140,,,
KP004010,154-1-000011,,,
KP004011,154-1-000293,,,
KP004018,155-2-000101,,,
KP004022,152-1-000093,,,
KP004024,157-1-000143,,,
KP004025,157-1-000095,,,
KP004028,157-1-000096,,,
KP004412,154-1-000152,,,
KP004413,157-4-000007,,,
KP004416,156-2-000028,,,
KP004433,157-1-000055,,,
KP004798,151-1-000109,,,
KP004799,155-1-000153,,,
KP004800,157-1-000124,,,
KP004805,154-1-000105,,,
KP004806,154-1-000227,,,
KP004851,156-4-000011,,,
KP004852,156-1-000040,,,
KP004857,150-1-000108,,,
KP004863,154-1-000232,,,
KP004864,154-1-000206,,,
KP005266,150-1-000153,,,
KP005267,150-1-000153,,,
KP005271,150-1-000173,,,
KP005311,157-1-000085,,,
KP005312,157-1-000085,,,
KP005376,361-1-000003,,,
KP005545,156-1-000066,,,
KP005644,155-3-000002,4.642307659791977,-10.0,7.0
KP005723,157-1-000095,,,
KP005769,156-2-000057,,,
KP005822,157-1-000090,,,
KP005831,157-1-000054,,,
KP005832,157-1-000048,,,
KP005833,157-1-000009,,,
KP005834,157-1-000007,,,
KP005872,157-1-000108,,,
KP005873,152-2-000004,,,
KP006964,361-2-000046,,,
KP008088,157-1-000133,,,
KP010445,151-2-000046,0.45175395145262554,0.0,7.0
KP010627,154-1-000104,0.0,0.0,7.0
KRC10171,153-1-000046,,,
KRC10237,154-1-000140,,,
L3004597,155-2-000063,1.030157507275429,2.0,7.0
L3004610,154-1-000288,,,
LD270002,151-2-000012,,,
LI000046,157-1-000115,,,
LI000058,152-1-000103,,,
LI000059,152-1-000103,,,
LI000076,157-1-000115,,,
LU000034,156-2-000084,7.60504665954638,-22.0,7.0
LU000035,151-2-000102,,,
LU000083,151-2-000029,,,
LU000118,155-4-000017,,,
LU000119,154-1-000293,,,
LU000120,154-1-000139,,,
LU000200,155-4-000002,,,
LU000228,150-2-000018,,,
LU000231,154-2-000063,,,
LU000302,361-2-000035,,,
LU000335,157-1-000072,,,
LU000361,157-1-000007,,,
LU000437,157-1-000105,,,
LU000458,155-1-000006,,,
LU000479,155-1-000094,,,
LU000561,155-1-000149,,,
LU000568,155-1-000158,,,
LU000587,156-2-000096,,,
LU000636,154-1-000254,,,
LU000677,155-1-000130,,,
LU000684,156-1-000066,,,
LU000742,156-1-000037,,,
LU000769,157-1-000133,,,
LU000799,154-1-000140,,,
LU000904,151-1-000010,,,
LU000912,154-1-000022,,,
LU001022,151-2-000035,,,
LU001036,157-1-000069,,,
LU001061,152-1-000018,,,
LU001081,152-2-000019,,,
LU001220,157-1-000072,,,
LU001249,150-2-000016,,,
LU001276,151-2-000102,,,
LU001290,151-1-000007,,,
LU001508,156-2-000076,,,
LU001561,151-2-000067,,,
LU001601,157-1-000048,,,
LU001641,156-1-000090,,,
LU001682,153-2-000005,,,
LU001780,154-1-000284,,,
LU001804,151-1-000058,,,
LU001877,154-1-000230,,,
LU001878,150-1-000104,,,
LU001880,154-4-000022,1.0497813183356355,-3.0,7.0
LU001998,155-2-000039,,,
LU002093,150-2-000032,,,
LU002099,154-1-000113,,,
LU002120,157-1-000133,,,
LU002133,157-4-000007,,,
LU002217,152-1-000018,,,
LU002226,156-2-000105,0.0,0.0,7.0
LU002230,155-2-000039,,,
LU002259,155-4-000008,,,
LU002303,155-2-000081,,,
LU002345,156-2-000105,0.0,0.0,7.0
LU002360,157-1-000116,,,
LU002365,154-2-000066,,,
LU002373,150-1-000118,,,
LU002386,156-1-000005,,,
LU002435,157-1-000076,,,
LU002484,156-2-000068,,,
LU002488,151-1-000009,,,
LU002535,154-2-000071,,,
LU002588,156-1-000093,,,
LU002597,155-1-000174,,,
LU002687,151-2-000083,,,
LU002753,156-1-000089,,,
LU002810,156-4-000014,,,
LU002824,155-2-000053,1.0690449676497016,2.0,7.0
LU002867,156-2-000079,,,
LU002878,156-1-000096,,,
LU002944,155-4-000015,,,
LU003018,150-2-000016,,,
LU003020,157-1-000130,,,
LU003071,151-1-000195,,,
LU003073,156-1-000037,,,
LU003121,154-2-000040,0.5345224838248477,-2.0,7.0
LU003123,151-1-000012,,,
LU003127,156-2-000032,0.7284313590846837,0.0,7.0
LU003143,151-2-000101,,,
LU003147,151-2-000035,,,
LU003165,155-1-000081,,,
LU003182,155-1-000176,,,
LU003218,156-2-000101,,,
LU003223,155-1-000125,,,
LU003352,154-1-000084,,,
LU003353,155-2-000073,,,
LU003361,156-4-000014,,,
LU003376,155-4-000002,,,
LU003389,150-2-000013,,,
LU003423,156-2-000031,3.010186786529356,-8.0,7.0
LU003428,153-1-000011,,,
LU003552,154-1-000303,2.2314999074018975,-5.0,7.0
LU003557,154-1-000251,,,
LU003594,151-2-000023,,,
LU003646,154-1-000206,,,
LU003650,154-1-000274,,,
LU003651,157-1-000132,,,
LU003668,155-2-000047,0.9897433186107882,1.0,7.0
LU003669,155-1-000166,,,
LU003670,155-1-000095,,,
LU003675,151-2-000100,,,
LU003683,150-1-000112,,,
LU003732,157-4-000007,,,
LU003738,156-1-000091,,,
LU003743,155-1-000081,,,
LU003746,156-2-000031,3.010186786529356,-8.0,7.0
LU003747,157-1-000133,,,
LU003750,156-1-000091,,,
LU003800,155-1-000042,,,
LU003848,156-2-000056,,,
LU003877,155-1-000102,,,
LU003878,155-1-000005,,,
LU003901,155-1-000094,,,
LU003904,154-1-000115,,,
LU003907,155-1-000160,,,
LU003911,155-1-000151,,,
LU003915,154-1-000170,,,
LU003923,155-1-000170,,,
LU003926,154-1-000206,,,
LU003962,154-1-000296,,,
LU003963,153-1-000001,,,
LU003964,154-1-000145,,,
LU003965,154-1-000223,,,
LU003966,154-1-000206,,,
LU004017,151-1-000188,,,
LU004019,151-1-000092,,,
LU004020,156-2-000091,,,
LU004027,155-4-000008,,,
LU004073,154-1-000296,,,
LU004079,155-1-000173,,,
LU004085,150-1-000112,,,
LU004135,157-1-000143,,,
LU004142,153-1-000096,,,
LU004153,156-2-000040,,,
LU004175,155-1-000025,,,
LU004183,151-1-000131,,,
LU004184,151-1-000045,,,
LU004185,151-1-000045,,,
LU004186,156-1-000107,,,
LU004191,154-1-000296,,,
LU004213,156-2-000091,,,
LU004272,151-2-000072,,,
LU004309,156-2-000067,1.1248582677159733,1.0,7.0
LU100024,156-2-000032,0.7284313590846837,0.0,7.0
LU100057,154-2-000072,,,
LU100059,154-1-000030,,,
LU100067,154-1-000140,,,
LU100094,151-1-000162,,,
LU100103,156-2-000003,,,
LU100144,151-2-000026,,,
LU100145,151-2-000023,,,
LU100146,151-1-000156,,,
LU100148,154-1-000302,,,
LU100149,154-1-000274,,,
LU100150,155-1-000005,,,
LU100151,157-1-000072,,,
LU100152,157-1-000138,,,
LU100153,157-4-000007,,,
LU100191,151-1-000080,,,
LU100230,155-2-000085,,,
LU100306,154-1-000296,,,
LU100310,155-1-000014,,,
LU100316,155-1-000004,,,
LU100345,156-1-000004,,,
LU100348,156-1-000084,,,
LU100349,151-2-000095,,,
LU100350,151-1-000043,,,
LU100498,155-1-000174,,,
LU100499,156-3-000001,,,
LU100685,154-1-000152,,,
LU100689,157-4-000007,,,
LU100748,151-1-000148,,,
LU100755,157-1-000133,,,
LU100804,151-1-000045,,,
LU100903,156-2-000003,,,
LU100907,154-1-000251,,,
LU100925,156-1-000002,,,
LU100941,150-1-000158,,,
LU100945,152-1-000093,,,
LU100946,151-2-000017,,,
LU100964,156-2-000105,0.0,0.0,7.0
LU100966,156-2-000029,0.638876564999938,2.0,7.0
LU100967,155-1-000204,,,
LU100968,151-1-000017,,,
LU100986,151-1-000124,,,
LU100988,154-2-000072,,,
LU100989,151-1-000195,,,
LU100990,151-1-000127,,,
LU100991,154-2-000069,,,
LU100992,151-1-000126,,,
LU100993,154-1-000014,,,
LU101005,151-1-000054,,,
LU101007,155-1-000173,,,
LU101011,151-1-000175,,,
LU101015,155-1-000160,,,
LU101018,157-1-000102,,,
LU101019,156-4-000012,2.6572964625340596,-7.0,7.0
LU101020,155-2-000106,,,
LU101021,155-1-000149,,,
LU101022,156-2-000061,,,
LU101024,156-2-000071,2.2946254863155757,-6.0,7.0
LU101042,154-1-000302,,,
LU101043,152-1-000070,,,
LU101076,157-1-000072,,,
LU101077,156-2-000032,0.7284313590846837,0.0,7.0
LU101079,156-1-000096,,,
LU101118,151-1-000045,,,
LU101135,154-2-000072,,,
LU101138,155-1-000157,,,
LU101139,151-2-000072,,,
LU101149,154-1-000056,,,
LU101150,151-2-000033,,,
LU101151,151-1-000126,,,
LU101179,155-4-000027,,,
LU101180,155-4-000024,,,
LU101181,151-1-000006,,,
LU101191,156-1-000003,,,
LU101192,156-1-000085,,,
LU101193,156-1-000037,,,
LU101194,155-2-000049,1.178030178747903,-1.0,7.0
LU101195,157-1-000132,,,
LU101196,157-1-000096,,,
LU101199,156-1-000003,,,
LU101200,156-2-000012,,,
LU101201,157-1-000142,,,
LU101202,156-2-000005,,,
LU101203,156-3-000001,,,
LU101227,151-2-000098,,,
LU101237,155-1-000025,,,
LU101255,151-1-000025,,,
LU101259,154-1-000188,,,
LU101273,151-1-000123,,,
LU101282,151-1-000097,,,
LU101288,155-2-000020,,,
LU101290,150-1-000144,,,
LU101311,151-1-000119,,,
LU101314,154-1-000147,,,
LU101315,154-1-000136,,,
LU101316,155-1-000159,,,
LU101318,151-1-000119,,,
LU101320,151-2-000065,,,
LU101324,154-1-000232,,,
LU101327,153-1-000076,,,
LU101331,156-1-000048,,,
LU101332,151-1-000074,,,
LU101333,152-1-000111,,,
LU101335,155-4-000024,,,
LU101423,150-2-000029,,,
LU101483,157-1-000103,,,
LU101490,151-2-000078,,,
LU101492,151-1-000165,,,
LU101535,155-1-000140,,,
LU101541,153-1-000038,,,
LU101542,156-2-000025,,,
LU101543,155-4-000002,,,
LU101552,156-1-000045,,,
LU101555,154-1-000104,0.0,0.0,7.0
LU101563,153-1-000038,,,
LU101611,151-1-000195,,,
LU101612,155-1-000097,,,
LU101613,155-1-000109,,,
LU101626,156-1-000022,,,
LU101627,156-2-000078,,,
LU101629,151-1-000017,,,
LU101632,156-2-000071,2.2946254863155757,-6.0,7.0
LU101678,155-1-000025,,,
MO271701,152-1-000134,,,
MO910154,150-2-000025,,,
NH270001,361-1-000001,,,
NS850022,150-2-000014,,,
NT100021,154-1-000222,,,
NT100092,157-1-000127,,,
NT100105,156-2-000068,,,
NT100108,154-2-000069,,,
NT100145,157-1-000129,,,
NT100174,156-2-000068,,,
NT100233,154-1-000225,,,
NT100237,156-1-000065,,,
NT100238,155-1-000111,,,
NT100239,157-1-000002,,,
NT100399,156-2-000076,,,
NT100469,153-2-000033,,,
NT100521,153-1-000080,,,
NT100595,151-2-000005,1.1605769149479936,0.0,7.0
NT100596,151-2-000005,1.1605769149479936,0.0,7.0
NT100656,154-1-000144,,,
NT100842,157-1-000094,,,
NT100890,157-4-000007,,,
NT100893,151-2-000005,1.1605769149479936,0.0,7.0
NT100925,157-1-000078,,,
NT101228,150-1-000177,,,
NT101295,155-2-000090,,,
NT101300,150-2-000026,,,
NT101301,157-1-000055,,,
NT101302,155-1-000123,,,
NT101390,154-2-000072,,,
NT101499,156-1-000095,,,
NT101503,154-2-000072,,,
NT101504,154-2-000072,,,
NT101508,156-1-000065,,,
NT101554,154-1-000224,,,
NT101559,154-2-000067,,,
NT101614,156-2-000068,,,
NT101674,156-2-000096,,,
NT101785,155-4-000010,,,
NT101834,154-2-000055,0.34992710611188255,0.0,7.0
NT101931,156-2-000071,2.2946254863155757,-6.0,7.0
NT101991,152-1-000002,,,
NT102057,157-1-000127,,,
NT102179,153-1-000068,,,
NT102180,153-1-000069,,,
NT102272,156-2-000003,,,
NT102386,155-1-000105,1.979486637221571,-5.0,7.0
NT300021,151-1-000195,,,
NT300050,155-1-000117,,,
NUNR0042,157-1-000002,,,
NX000017,157-1-000080,,,
NX000018,151-1-000080,,,
NX000019,153-1-000107,,,
NX000020,156-3-000001,,,
NX000023,155-1-000018,,,
NX000024,155-1-000119,,,
PC000017,154-1-000161,,,
PC000025,155-1-000158,,,
PC000027,156-1-000040,,,
PC000100,155-2-000046,0.0,0.0,7.0
PC000120,157-4-000007,,,
PC000132,151-2-000084,,,
PC000159,157-1-000103,,,
PC000164,150-1-000108,,,
PC000165,152-1-000012,,,
PC000166,151-1-000038,,,
PC000206,156-2-000105,0.0,0.0,7.0
PC000220,150-1-000112,,,
PC000226,157-1-000126,,,
PC000227,156-1-000092,,,
PC000228,154-1-000274,,,
PC000229,156-2-000020,,,
PC000235,154-1-000136,,,
PC000264,155-2-000107,,,
PC000270,154-2-000072,,,
PC000294,154-1-000223,,,
PC000296,154-1-000188,,,
PC000305,154-1-000058,,,
PC000306,156-2-000078,,,
PC000307,157-1-000008,,,
PC000330,151-1-000025,,,
PC000331,156-4-000012,2.6572964625340596,-7.0,7.0
PC000442,156-2-000017,,,
PC000466,151-2-000077,,,
PC000530,154-1-000152,,,
PC000537,154-1-000014,,,
PC000548,154-1-000301,,,
PC000550,154-1-000016,,,
PC000551,154-1-000138,,,
PC000552,150-1-000145,,,
PC000553,150-1-000146,,,
PC000603,151-1-000119,,,
PC000610,156-3-000001,,,
PC000623,157-1-000010,,,
PC000629,153-1-000085,,,
PC000631,153-2-000035,,,
PC000632,156-1-000110,,,
PC000634,157-1-000002,,,
PC000640,150-1-000168,,,
PC000654,154-1-000229,,,
PC000655,155-2-000085,,,
PC000704,156-2-000071,2.2946254863155757,-6.0,7.0
PC000724,154-1-000219,,,
PC000830,155-2-000065,0.34992710611188277,-1.0,7.0
PC000833,155-1-000017,,,
PC001094,156-2-000071,2.2946254863155757,-6.0,7.0
PC001102,154-1-000239,,,
PC001105,154-1-000020,,,
PC001106,154-1-000029,,,
PC001117,150-2-000012,,,
PC001118,157-1-000069,,,
PC001124,155-1-000107,1.124858267715973,2.0,7.0
PC001128,157-4-000007,,,
PC001130,151-1-000195,,,
PC001131,150-1-000129,,,
PC001132,151-1-000081,,,
PC001144,150-1-000112,,,
PC001162,157-1-000132,,,
PC001205,154-1-000084,,,
PC001247,156-2-000095,,,
PC001250,154-1-000083,,,
PC001251,151-2-000015,,,
PC001255,150-1-000148,,,
PC001268,154-1-000266,,,
PC001277,154-1-000302,,,
PC001278,151-1-000102,,,
PC001280,156-2-000056,,,
PC001284,157-4-000007,,,
PC001285,153-1-000042,,,
PC001286,150-1-000138,,,
PC001294,155-1-000143,,,
PC001310,156-4-000014,,,
PC001314,151-1-000014,,,
PC001315,155-2-000079,,,
PC001316,154-1-000161,,,
PC001321,155-1-000158,,,
PC001327,151-2-000078,,,
PC001338,155-1-000117,,,
PC001339,150-4-000113,0.0,0.0,7.0
PC001340,155-2-000104,,,
PC001341,151-2-000077,,,
PC001344,151-1-000195,,,
PC001345,155-1-000035,,,
PC001346,156-1-000087,,,
PC001347,156-1-000001,,,
PC001487,155-1-000117,,,
PC001513,150-1-000144,,,
PC001520,151-1-000121,,,
PC001544,155-1-000143,,,
PC001547,155-2-000107,,,
PC001562,156-2-000101,,,
PC001566,155-1-000006,,,
PC001576,157-1-000143,,,
PC001577,157-1-000072,,,
PC001739,157-1-000116,,,
PC001754,155-1-000114,,,
PC001755,155-2-000011,,,
PC001756,156-2-000029,0.638876564999938,2.0,7.0
PC001758,156-2-000094,,,
PC001762,157-1-000069,,,
PC001802,155-1-000021,,,
PC001827,157-4-000007,,,
PC001830,151-2-000099,,,
PC001831,155-2-000028,,,
PC001839,151-1-000122,,,
PC001965,155-1-000029,,,
PC001966,150-2-000023,,,
PI000126,156-2-000031,3.010186786529356,-8.0,7.0
PI000129,154-1-000288,,,
PI000131,156-4-000014,,,
PI000132,155-3-000002,4.642307659791977,-10.0,7.0
PI000133,156-1-000065,,,
PI000235,157-1-000097,,,
PI000236,157-1-000072,,,
PI000237,152-1-000035,,,
PI000239,151-1-000017,,,
PI000241,154-1-000239,,,
PI000253,153-2-000020,,,
PI000645,155-1-000112,,,
PI000700,150-1-000123,,,
PI001681,154-2-000072,,,
PI019056,155-1-000176,,,
PI067893,155-2-000011,,,
PI068147,155-2-000011,,,
PI070275,150-1-000171,,,
PI070443,156-2-000091,,,
PI121897,156-2-000025,,,
PI121974,154-1-000251,,,
PI122169,151-1-000176,,,
PI122225,154-1-000009,,,
PI122336,157-1-000072,,,
PI122356,154-1-000136,,,
PI202102,155-1-000151,,,
PI202109,154-1-000161,,,
PI202153,151-1-000147,,,
PI202230,154-1-000161,,,
PI202257,151-2-000081,,,
PI202313,155-1-000172,,,
PI202438,155-4-000030,2.3299294900428658,-6.0,7.0
PI202502,155-4-000008,,,
PI202534,155-4-000008,,,
PI202568,155-1-000095,,,
PI202619,155-1-000093,,,
PI202707,155-1-000166,,,
PI202729,151-1-000102,,,
PI202733,150-2-000030,21.671951213210015,-62.0,7.0
PI202743,151-2-000068,,,
PI202778,153-1-000069,,,
PI202801,150-2-000030,21.671951213210015,-62.0,7.0
PI202853,151-2-000088,,,
PI202889,154-1-000162,,,
PI202911,154-1-000219,,,
PI202986,155-1-000105,1.979486637221571,-5.0,7.0
PI203006,151-1-000166,,,
PI203015,156-2-000043,,,
PI306068,150-4-000113,0.0,0.0,7.0
PI306072,156-4-000012,2.6572964625340596,-7.0,7.0
PI306085,154-2-000066,,,
PI306105,155-1-000149,,,
PI306150,155-1-000093,,,
PI530032,151-2-000076,,,
PI530033,154-1-000296,,,
PI530034,153-2-000033,,,
PI530037,155-2-000103,,,
PI530042,156-3-000001,,,
PI530043,156-2-000025,,,
PI530044,150-1-000171,,,
PI530048,152-1-000051,,,
PI530050,156-1-000008,,,
PI530054,155-2-000068,,,
PI530057,154-1-000196,,,
PI530061,153-1-000099,,,
PI530062,154-1-000276,,,
PI530065,154-1-000125,,,
PI530074,155-4-000017,,,
PI530077,156-2-000015,,,
PI530079,156-1-000096,,,
PI530082,154-1-000172,,,
PI530086,157-1-000140,,,
PI530087,152-2-000050,0.349927106111882,-1.0,7.0
PI530265,156-4-000014,,,
PI530271,155-1-000178,,,
PI530273,157-4-000007,,,
PI530274,157-4-000007,,,
PI530275,151-1-000195,,,
PI530277,156-1-000096,,,
PI530278,157-1-000132,,,
PI530279,155-1-000161,,,
PI530280,154-2-000066,,,
PI530281,156-4-000014,,,
PI530282,153-2-000027,,,
PI530283,155-1-000109,,,
PI530284,157-4-000007,,,
PI530285,153-1-000002,,,
PI530286,153-1-000029,,,
PI530287,155-1-000094,,,
PI530288,152-1-000113,,,
PI530289,155-4-000016,,,
PI530290,156-2-000017,,,
PI530291,154-1-000064,,,
PI530292,151-1-000042,,,
PI530293,152-1-000021,,,
PI530294,155-1-000160,,,
PI530295,151-1-000043,,,
PI530299,156-4-000012,2.6572964625340596,-7.0,7.0
PI530300,155-1-000172,,,
PI530302,154-1-000158,,,
PI530303,155-1-000195,,,
PI530304,151-1-000102,,,
PI530306,156-2-000095,,,
PI530307,155-4-000020,,,
PI530310,151-1-000195,,,
PI530311,156-2-000091,,,
PI530312,153-2-000044,,,
PI530313,156-2-000080,6.253162465211225,-19.0,7.0
PI530314,361-1-000002,,,
PI530315,155-2-000023,,,
