statId,nearest_link_id,nearest_link_m,link_speed_kph,link_cong_grade,link_cong_grade_nm
CV003571,1500016100,119.1,17.0,2.0,지체
CV003572,1500003502,119.0,27.0,1.0,원활
CV003573,1500015400,131.8,22.0,2.0,지체
CV003646,1510035100,59.2,34.0,1.0,원활
CV003647,1510035100,198.2,34.0,1.0,원활
CV003648,1510035100,239.0,34.0,1.0,원활
CV003672,1540032102,262.4,28.0,1.0,원활
CV003673,1540032102,259.5,28.0,1.0,원활
CV003674,1540033100,185.2,28.0,1.0,원활
CV003698,,,,,
CV003716,,,,,
CV003728,1560031303,54.6,27.0,1.0,원활
CV003763,1560003802,228.4,28.0,1.0,원활
CV003786,1550025001,38.5,44.0,1.0,원활
CV003792,1510025804,83.7,39.0,1.0,원활
CV003800,,,,,
CV003801,,,,,
CV003862,1550035604,320.1,28.0,1.0,원활
CV003863,1550035603,353.6,28.0,1.0,원활
CV003864,1550035604,273.9,28.0,1.0,원활
CV003871,,,,,
CV003914,1540116500,108.8,18.0,2.0,지체
CV003916,,,,,
CV003917,1510000702,389.1,34.0,1.0,원활
CV003918,1510596300,373.9,40.0,1.0,원활
CV004040,1540081803,175.8,41.0,1.0,원활
CV004041,1540081801,72.5,41.0,1.0,원활
CV004042,1540081801,45.3,41.0,1.0,원활
CV004043,1540081803,175.8,41.0,1.0,원활
CV004072,1540081803,175.8,41.0,1.0,원활
CV004086,1520011800,313.1,22.0,2.0,지체
CV004097,1510006903,378.9,33.0,1.0,원활
CV004098,,,,,
CV004099,1510006903,341.5,33.0,1.0,원활
CV004100,1510006903,304.2,33.0,1.0,원활
CV004101,1510006903,282.6,33.0,1.0,원활
CV004102,1510006903,249.5,33.0,1.0,원활
CV004103,1510006903,299.3,33.0,1.0,원활
CV004104,,,,,
CV004108,1500022700,107.2,56.0,1.0,원활
CV004116,1510038500,38.7,28.0,1.0,원활
CV004134,,,,,
CV004253,,,,,
CV004267,,,,,
CV004296,,,,,
CV004302,1520017300,260.5,32.0,1.0,원활
CV004305,1560033601,26.7,26.0,1.0,원활
CV004317,1520016701,172.3,13.0,3.0,정체
CV004318,1520016701,119.2,13.0,3.0,정체
CV004321,1510056606,200.0,47.0,1.0,원활
CV004326,,,,,
CV004336,1560022302,343.6,42.0,1.0,원활
CV004339,,,,,
CV004351,1510038604,100.0,22.0,2.0,지체
CV004353,,,,,
CV004390,1540108200,84.4,29.0,1.0,원활
CV004391,1550024902,134.3,30.0,1.0,원활
CV004423,1560037600,359.4,24.0,2.0,지체
CV004427,1550020200,193.8,44.0,1.0,원활
CV004428,,,,,
CV004443,,,,,
CV004463,1560020600,248.8,24.0,2.0,지체
CV004464,,,,,
CV004465,,,,,
CV004476,1560032400,129.7,33.0,1.0,원활
CV004482,1560247000,160.6,59.0,1.0,원활
CV004491,1520040500,257.3,22.0,2.0,지체
CV004500,1570002711,204.1,44.0,1.0,원활
CV004510,,,,,
CV004532,1560094500,71.3,24.0,2.0,지체
CV004541,1550007000,237.5,40.0,1.0,원활
CV004550,1550035704,179.0,36.0,1.0,원활
CV004551,,,,,
CV004553,,,,,
CV004555,1550032800,105.7,36.0,1.0,원활
CV004556,,,,,
CV004568,,,,,
CV004598,1530017300,315.4,24.0,2.0,지체
CV004606,,,,,
CV004614,1560103500,338.6,28.0,1.0,원활
CV004674,1540020700,46.0,19.0,2.0,지체
CV004690,1560103500,295.5,28.0,1.0,원활
CV004698,1500026500,86.0,22.0,2.0,지체
CV004699,1510053404,276.9,52.0,1.0,원활
CV004700,1500037001,92.5,50.0,1.0,원활
CV004701,1510036000,134.0,27.0,1.0,원활
CV004702,1570037300,331.3,34.0,1.0,원활
CV004714,1540002806,387.8,73.0,1.0,원활
CV004736,,,,,
DC530001,1560102400,194.8,53.0,1.0,원활
DC530002,1550031100,246.0,19.0,2.0,지체
DC530003,1550031100,374.3,19.0,2.0,지체
DC530004,1550031100,335.0,19.0,2.0,지체
DC530005,1500009400,179.9,19.0,2.0,지체
DC530006,1560005001,305.8,29.0,1.0,원활
DC530007,1560064702,316.3,26.0,1.0,원활
DC530008,1560064702,228.2,26.0,1.0,원활
DC530009,1560064702,183.7,26.0,1.0,원활
DC530010,,,,,
DC530011,,,,,
DC530012,1550031500,72.6,60.0,1.0,원활
DC530013,1550031500,137.7,60.0,1.0,원활
DC530014,1550031500,148.7,60.0,1.0,원활
DC530015,1560004501,269.9,38.0,1.0,원활
DC530016,1560004501,281.3,38.0,1.0,원활
DC530017,1540109901,171.1,37.0,1.0,원활
DC530018,1510035100,381.3,34.0,1.0,원활
DC530019,,,,,
DC530020,1540116200,98.5,14.0,3.0,정체
DC530021,1500002901,163.7,47.0,1.0,원활
DC530022,,,,,
DC530023,,,,,
DC530024,1540116500,174.1,18.0,2.0,지체
DC530025,1540116500,229.2,18.0,2.0,지체
DC530029,1560000402,279.7,22.0,2.0,지체
DG110009,1500028100,94.0,22.0,2.0,지체
DO000034,1530003900,29.2,42.0,1.0,원활
DYME2012,1520000203,50.7,29.0,1.0,원활
EBSSBILL,1500026800,106.6,34.0,1.0,원활
EC000049,1500007206,66.5,25.0,2.0,지체
EC000100,,,,,
EC000145,1540038401,115.9,14.0,3.0,정체
EC000154,1510015302,102.8,35.0,1.0,원활
EC000155,1510015302,68.7,35.0,1.0,원활
EC000411,1540031300,165.0,28.0,1.0,원활
EC000412,1540031300,217.2,28.0,1.0,원활
EC000430,1520001301,40.0,17.0,2.0,지체
EC000431,1520001301,56.6,17.0,2.0,지체
EC000505,1550043503,60.8,32.0,1.0,원활
EC000506,1550043503,60.8,32.0,1.0,원활
EC003284,,,,,
EC003465,,,,,
EC003466,,,,,
EC004338,1560055200,67.3,29.0,1.0,원활
EC005054,1500035000,85.8,38.0,1.0,원활
EC005057,1540102502,259.4,29.0,1.0,원활
EC005058,1540102502,260.9,29.0,1.0,원활
EC005059,,,,,
EC270001,,,,,
EC270004,1550007000,222.1,40.0,1.0,원활
EC270005,1560099000,70.9,24.0,2.0,지체
EC270006,1560099000,102.4,24.0,2.0,지체
EC270007,,,,,
EC270008,,,,,
EC270009,,,,,
EC270010,,,,,
EC270011,1540091308,255.5,16.0,2.0,지체
EO000005,1560001900,168.4,37.0,1.0,원활
EO000079,,,,,
EO000301,1560300700,85.9,27.0,1.0,원활
EP190042,,,,,
EP190043,1560007200,40.3,19.0,2.0,지체
EP190050,1560037500,140.4,25.0,2.0,지체
EP200069,,,,,
EP200079,1570432000,145.0,49.0,1.0,원활
EP200246,,,,,
EP200247,1520016802,56.5,40.0,1.0,원활
EP200248,1520011800,191.1,22.0,2.0,지체
EP200250,1520016802,146.1,40.0,1.0,원활
EP200251,1520011800,49.6,22.0,2.0,지체
EP220264,1560007200,147.7,19.0,2.0,지체
EP220609,1530018300,27.2,30.0,1.0,원활
EP220738,1500023900,258.8,27.0,1.0,원활
EP230165,1560055200,67.3,29.0,1.0,원활
EP230284,1540031300,127.0,28.0,1.0,원활
EP240074,,,,,
EP530200,1510038701,138.0,29.0,1.0,원활
EP530318,,,,,
EP530700,1550028700,327.9,25.0,2.0,지체
ER000286,,,,,
ER000292,1570430200,242.0,28.0,1.0,원활
ER000293,1570430200,242.0,28.0,1.0,원활
ER000294,1570430200,242.0,28.0,1.0,원활
ER000295,1570430200,242.0,28.0,1.0,원활
ER000384,1500023302,55.1,40.0,1.0,원활
ER000408,1540075900,72.8,42.0,1.0,원활
ER000478,,,,,
ER000488,1500003808,82.3,32.0,1.0,원활
ER000494,1560094500,369.6,24.0,2.0,지체
ER000546,,,,,
ER000597,1510051200,223.3,37.0,1.0,원활
ER000605,1510015302,71.8,35.0,1.0,원활
ER000606,1510015302,101.6,35.0,1.0,원활
EV000329,,,,,
EV000654,1510000702,338.2,34.0,1.0,원활
EV000669,,,,,
EV000673,1570422000,284.7,28.0,1.0,원활
EV000674,1570422000,221.6,28.0,1.0,원활
EV001238,1500000800,219.0,34.0,1.0,원활
EV001570,1560012700,268.1,32.0,1.0,원활
EV002118,1510025804,252.5,39.0,1.0,원활
EV002119,1500044600,205.4,53.0,1.0,원활
EV002287,1520000203,214.7,29.0,1.0,원활
EV002294,1560075100,161.0,27.0,1.0,원활
EV002295,1560075100,213.3,27.0,1.0,원활
EV003507,1560003802,291.6,28.0,1.0,원활
EV003702,,,,,
EV003703,,,,,
EV003704,,,,,
EV003741,1540011700,112.7,32.0,1.0,원활
EV003782,1510006100,33.9,38.0,1.0,원활
EV003858,1510030102,43.1,27.0,1.0,원활
EV003869,,,,,
EV003928,1540011700,106.1,32.0,1.0,원활
EV003933,,,,,
EV003987,1540101610,82.0,31.0,1.0,원활
EV003988,1510056202,235.7,48.0,1.0,원활
EV004105,,,,,
EV004401,,,,,
EV004402,,,,,
EV004924,,,,,
EV004925,,,,,
EV005065,1550012502,74.1,17.0,2.0,지체
EV005066,1550012502,53.4,17.0,2.0,지체
EV005191,1560003702,306.6,38.0,1.0,원활
EV005192,1560003702,373.6,38.0,1.0,원활
EV005193,1560003100,383.0,8.0,3.0,정체
EV005228,,,,,
EV005229,,,,,
EV005230,,,,,
EV005267,,,,,
EV005268,,,,,
EV005269,,,,,
EV005349,1560077803,235.4,28.0,1.0,원활
EV005350,1560077803,213.5,28.0,1.0,원활
EV005432,,,,,
EV005433,,,,,
EV005511,,,,,
EV005512,,,,,
EV005513,,,,,
EV005514,,,,,
EV005515,,,,,
EV005516,,,,,
EV005517,,,,,
EV005518,,,,,
EV005519,,,,,
EV005709,1560003702,311.2,38.0,1.0,원활
EV005710,1560003702,379.5,38.0,1.0,원활
EV005711,,,,,
EV005837,,,,,
EV005838,,,,,
EV005961,,,,,
EV005962,,,,,
EV005963,,,,,
EV005964,,,,,
EV005965,,,,,
EV005966,,,,,
EV005967,,,,,
EV006185,,,,,
EV006186,,,,,
EV006187,,,,,
EV006188,,,,,
EV006219,,,,,
EV006220,,,,,
EV006225,,,,,
EV006226,,,,,
EV006227,,,,,
EV006228,,,,,
EV006229,,,,,
EV006284,1550050100,352.4,36.0,1.0,원활
EV006285,1550050100,316.1,36.0,1.0,원활
EV006286,1550050100,388.2,36.0,1.0,원활
EV006297,1550031100,260.9,19.0,2.0,지체
EV006481,,,,,
EV006497,1560012700,220.3,32.0,1.0,원활
EV006504,,,,,
EV006505,,,,,
EV006610,1540064902,330.2,42.0,1.0,원활
EV006614,,,,,
EV006615,,,,,
EV006616,,,,,
EV006617,,,,,
EV006712,1510028002,217.2,24.0,2.0,지체
EV006766,1540091201,242.5,25.0,2.0,지체
EV006767,1540091201,272.0,25.0,2.0,지체
EV006768,1540091201,237.2,25.0,2.0,지체
EV006840,,,,,
EV006878,1550041201,173.6,51.0,1.0,원활
EV006879,1550041101,144.8,41.0,1.0,원활
EV006886,1540101307,219.2,44.0,1.0,원활
EV007027,1500036202,48.6,33.0,1.0,원활
EV007037,,,,,
EV007155,1540088102,108.3,29.0,1.0,원활
EV007156,1540088102,86.4,29.0,1.0,원활
EV007238,1540025900,100.5,21.0,2.0,지체
EV007253,1540032102,104.4,28.0,1.0,원활
EV007254,1540001400,111.9,29.0,1.0,원활
EV007255,1540001400,176.4,29.0,1.0,원활
EV007305,1540099300,163.8,29.0,1.0,원활
EV007345,1510016703,97.1,35.0,1.0,원활
EV007346,,,,,
EV007493,1540071800,215.8,57.0,1.0,원활
EV007494,1540071800,215.8,57.0,1.0,원활
EV007630,,,,,
EV007654,1540076501,143.4,44.0,1.0,원활
EV007655,1540076501,143.4,44.0,1.0,원활
EV007656,1540076501,143.4,44.0,1.0,원활
EV007657,1560012700,205.4,32.0,1.0,원활
EV007658,1560012700,193.6,32.0,1.0,원활
EV007739,1510036100,264.2,29.0,1.0,원활
EV007837,1500007206,96.2,25.0,2.0,지체
EV007970,1510008400,210.9,33.0,1.0,원활
EV008138,1550047006,183.4,34.0,1.0,원활
EV008139,1550047006,183.3,34.0,1.0,원활
EV008140,1550047006,227.5,34.0,1.0,원활
EV008152,,,,,
EV008153,,,,,
EV008162,1560017000,316.0,53.0,1.0,원활
EV008163,1560017000,396.9,53.0,1.0,원활
EV008164,,,,,
EV008233,,,,,
EV008234,,,,,
EV008289,1540032102,233.7,28.0,1.0,원활
EV008290,1540001400,236.5,29.0,1.0,원활
EV008365,1510025100,122.4,24.0,2.0,지체
EV008499,1500035000,237.6,38.0,1.0,원활
EV008555,,,,,
EV008582,1540076602,214.9,41.0,1.0,원활
EV008583,1540099300,94.3,29.0,1.0,원활
EV008584,1540099300,280.1,29.0,1.0,원활
EV008597,1510056203,179.9,48.0,1.0,원활
EV008719,1540076602,170.6,41.0,1.0,원활
EV008720,1540076501,312.3,44.0,1.0,원활
EV008877,1500022800,212.0,32.0,1.0,원활
EV008882,,,,,
EV008883,,,,,
EV008884,,,,,
EV008937,,,,,
EV008938,,,,,
EV008939,,,,,
EV008940,,,,,
EV008969,,,,,
EV008970,1550050900,78.3,36.0,1.0,원활
EV008971,1550050900,83.6,36.0,1.0,원활
EV010181,1540091207,223.5,25.0,2.0,지체
EV010182,1540091302,207.7,16.0,2.0,지체
EV010192,1540025900,34.1,21.0,2.0,지체
EV010196,1540025900,60.7,21.0,2.0,지체
EV010197,1540025900,106.5,21.0,2.0,지체
EV010198,1540025900,127.4,21.0,2.0,지체
EV010418,1540081804,125.2,41.0,1.0,원활
EV010419,1540081804,125.2,41.0,1.0,원활
EV010420,1540081804,125.2,41.0,1.0,원활
EV010542,1500044600,234.9,53.0,1.0,원활
EV010543,1500044600,234.8,53.0,1.0,원활
EV011212,1560077803,213.5,28.0,1.0,원활
EV011762,1540101307,106.5,44.0,1.0,원활
EV012251,,,,,
EV012379,,,,,
EV012380,,,,,
EV012381,1550057400,111.9,29.0,1.0,원활
EV012411,1520001601,227.5,23.0,2.0,지체
EV012412,1520001601,227.5,23.0,2.0,지체
EV012413,1520001601,227.5,23.0,2.0,지체
EV012414,1520001601,227.5,23.0,2.0,지체
EV012548,1510035100,65.0,34.0,1.0,원활
EV012553,1560094702,390.1,26.0,1.0,원활
EV012621,,,,,
EV012622,,,,,
EV012623,,,,,
EV012624,,,,,
EV012641,1520000102,181.3,26.0,1.0,원활
EV012778,1550041605,105.4,24.0,2.0,지체
EV012779,1550041605,105.4,24.0,2.0,지체
EV012895,1560007303,346.8,23.0,2.0,지체
EV013088,1530011402,66.0,29.0,1.0,원활
EV013291,1510006903,252.5,33.0,1.0,원활
EV013465,,,,,
EV013466,,,,,
EV013467,,,,,
EV013468,,,,,
EV013469,,,,,
EV013470,,,,,
EV013471,,,,,
EV013472,,,,,
EV013667,,,,,
EV013751,1540071800,396.2,57.0,1.0,원활
EV013752,1540094900,170.3,18.0,2.0,지체
EV013753,1540091201,181.0,25.0,2.0,지체
EV013761,1550041605,128.8,24.0,2.0,지체
EV013869,,,,,
EV013892,1510050204,76.2,19.0,2.0,지체
EV013893,1540071800,398.6,57.0,1.0,원활
EV013896,1560103500,157.7,28.0,1.0,원활
EV013929,1540012902,85.9,32.0,1.0,원활
EV013997,1540065001,323.2,39.0,1.0,원활
EV013998,1540012102,206.2,32.0,1.0,원활
EV013999,1540091201,376.0,25.0,2.0,지체
EV014112,,,,,
EV014490,1530003700,343.3,28.0,1.0,원활
EV014530,1520013204,34.3,22.0,2.0,지체
EV014531,1520013103,38.1,25.0,2.0,지체
EV014532,1520013103,38.1,25.0,2.0,지체
EV014533,1520013204,36.1,22.0,2.0,지체
EV014534,1520013204,35.0,22.0,2.0,지체
EV014535,1520013204,33.0,22.0,2.0,지체
EV014536,1520013204,34.7,22.0,2.0,지체
EV014537,1520013104,41.0,25.0,2.0,지체
EV014538,1520013103,38.1,25.0,2.0,지체
EV014686,1530027103,335.9,21.0,2.0,지체
EV014687,1530027103,335.9,21.0,2.0,지체
EV014736,1510030102,43.1,27.0,1.0,원활
EV014737,1510030102,43.1,27.0,1.0,원활
EV014775,1510025100,122.4,24.0,2.0,지체
EV014804,1560093000,76.6,26.0,1.0,원활
EV015277,,,,,
EV015650,1550037500,85.4,60.0,1.0,원활
EV016067,,,,,
EV016178,,,,,
EV016197,1500044500,88.6,60.0,1.0,원활
EV016303,1560048300,359.4,25.0,2.0,지체
EV016304,1560048300,359.4,25.0,2.0,지체
EV016305,1560048300,359.4,25.0,2.0,지체
EV016306,1560048300,359.4,25.0,2.0,지체
EV016307,1560048300,359.4,25.0,2.0,지체
EV016308,1560048300,359.4,25.0,2.0,지체
EV016309,1560048300,359.4,25.0,2.0,지체
EV016310,1560048300,359.4,25.0,2.0,지체
EV016311,1560048300,359.4,25.0,2.0,지체
EV016312,1560048300,359.4,25.0,2.0,지체
EV016313,1560048300,359.4,25.0,2.0,지체
EV016314,1560048300,359.4,25.0,2.0,지체
EV016315,1560048300,359.4,25.0,2.0,지체
EV016316,1560048300,359.4,25.0,2.0,지체
EV016317,1560048300,359.4,25.0,2.0,지체
EV016318,1560048300,359.4,25.0,2.0,지체
EV016319,1560048300,359.4,25.0,2.0,지체
EV016320,1560048300,359.4,25.0,2.0,지체
EV016321,,,,,
EV016322,,,,,
EV016323,,,,,
EV016324,,,,,
EV016325,,,,,
EV016459,,,,,
EV016544,1550046700,56.8,60.0,1.0,원활
EV016545,1550046700,56.8,60.0,1.0,원활
EV016603,,,,,
EV016752,1500003002,117.7,26.0,1.0,원활
EV016944,,,,,
EV017604,1560020600,277.4,24.0,2.0,지체
EV017605,1560020600,277.4,24.0,2.0,지체
EV017606,1560077306,394.8,25.0,2.0,지체
EV017607,1560077306,394.8,25.0,2.0,지체
EV017608,1560077306,394.8,25.0,2.0,지체
EV017609,1560077306,394.8,25.0,2.0,지체
EV017708,,,,,
EV017709,,,,,
EV017710,,,,,
EV017808,1540019104,87.9,60.0,1.0,원활
EV017809,1540019104,77.4,60.0,1.0,원활
EV017810,1540019104,91.2,60.0,1.0,원활
EV017811,1540019104,130.3,60.0,1.0,원활
EV017812,1540019104,91.2,60.0,1.0,원활
EV017819,1500000504,126.1,22.0,2.0,지체
EV017820,1500000504,190.1,22.0,2.0,지체
EV017838,1560023400,316.4,60.0,1.0,원활
EV017846,1540076501,268.8,44.0,1.0,원활
EV017873,1560094702,204.6,26.0,1.0,원활
EV017874,1560094702,149.8,26.0,1.0,원활
EV017875,1560094702,97.1,26.0,1.0,원활
EV017939,1540019104,91.2,60.0,1.0,원활
EV017941,1520001601,226.9,23.0,2.0,지체
EV017942,1520001601,226.9,23.0,2.0,지체
EV017943,1520001601,226.9,23.0,2.0,지체
EV017944,1520001601,226.9,23.0,2.0,지체
EV017945,1520001601,226.9,23.0,2.0,지체
EV017946,1520001601,226.9,23.0,2.0,지체
EV017947,1520001601,226.9,23.0,2.0,지체
EV017948,1520001601,226.9,23.0,2.0,지체
EV017949,1520001601,226.9,23.0,2.0,지체
EV017950,1520001601,226.9,23.0,2.0,지체
EV017951,1520001601,226.9,23.0,2.0,지체
EV017952,1520001601,226.9,23.0,2.0,지체
EV017953,1520001601,226.9,23.0,2.0,지체
EV017954,1520001601,226.9,23.0,2.0,지체
EV018212,,,,,
EV018291,,,,,
EV018293,1520000103,174.1,26.0,1.0,원활
EV018307,1550007406,219.6,27.0,1.0,원활
EV018366,1540095201,261.4,60.0,1.0,원활
EV018367,1540095201,261.4,60.0,1.0,원활
EV018527,,,,,
EV018528,,,,,
EV018806,1540081804,125.2,41.0,1.0,원활
EV018874,1540064904,118.9,42.0,1.0,원활
EV018927,,,,,
EV018928,,,,,
EV018929,,,,,
EV018930,,,,,
EV018947,,,,,
EV018948,,,,,
EV018949,,,,,
EV019037,1560093000,76.6,26.0,1.0,원활
EV019058,1560097800,85.0,37.0,1.0,원활
EV019061,1500044600,234.8,53.0,1.0,원활
EV019067,1530010800,90.3,21.0,2.0,지체
EV019285,1560106703,292.0,72.0,1.0,원활
EV019457,1550038000,78.6,19.0,2.0,지체
EV019458,1550038000,78.6,19.0,2.0,지체
EV019702,,,,,
EV020019,1510008203,250.2,23.0,2.0,지체
EV020020,1510008203,250.2,23.0,2.0,지체
EV020021,1510008203,250.2,23.0,2.0,지체
EV020022,1510008203,250.2,23.0,2.0,지체
EV020023,1510008203,250.2,23.0,2.0,지체
EV020024,1510008203,250.2,23.0,2.0,지체
EV020025,1510008203,250.2,23.0,2.0,지체
EV020026,1510008203,250.2,23.0,2.0,지체
EV020027,1510008203,250.2,23.0,2.0,지체
EV020028,1510008203,250.2,23.0,2.0,지체
EV020029,1510008203,250.2,23.0,2.0,지체
EV020030,1510008203,250.2,23.0,2.0,지체
EV020031,1510008203,250.2,23.0,2.0,지체
EV020032,1510008203,250.2,23.0,2.0,지체
EV020033,1510008203,250.2,23.0,2.0,지체
EV020034,1510008203,250.2,23.0,2.0,지체
EV020152,,,,,
EV020153,,,,,
EV020154,1560022900,290.7,27.0,1.0,원활
EV020275,,,,,
EV020276,,,,,
EV020323,,,,,
EV020848,1540099300,174.2,29.0,1.0,원활
EV020849,1540099300,160.2,29.0,1.0,원활
EV021015,1500000504,154.9,22.0,2.0,지체
EV021016,1500000504,159.8,22.0,2.0,지체
EZ000035,,,,,
EZ000080,1540057000,268.0,37.0,1.0,원활
EZ000139,1540095201,176.7,60.0,1.0,원활
EZ000426,,,,,
EZ000527,1560057804,63.9,36.0,1.0,원활
EZ000558,,,,,
EZ000575,1530021703,77.2,30.0,1.0,원활
EZ000580,1560057804,63.9,36.0,1.0,원활
EZ000867,1510056608,135.0,47.0,1.0,원활
EZ001212,,,,,
EZ001381,,,,,
EZ001382,1510008400,345.8,33.0,1.0,원활
EZ001383,1510000200,216.6,37.0,1.0,원활
EZ001385,1510056202,153.4,48.0,1.0,원활
EZ001386,1510056605,59.0,47.0,1.0,원활
EZ001388,,,,,
EZ001391,1520016802,150.4,40.0,1.0,원활
EZ001392,1520001402,297.0,28.0,1.0,원활
EZ001393,1520000601,231.5,28.0,1.0,원활
EZ001394,1520000601,138.8,28.0,1.0,원활
EZ001396,1550019500,76.3,32.0,1.0,원활
EZ001397,1550018500,215.6,25.0,2.0,지체
EZ001447,,,,,
EZ001765,,,,,
EZ001766,1560106704,85.6,72.0,1.0,원활
EZ001767,,,,,
EZ001787,,,,,
EZ001789,1510050103,280.9,26.0,1.0,원활
EZ001790,1510001500,64.0,22.0,2.0,지체
EZ001793,,,,,
EZ001796,,,,,
EZ001798,,,,,
EZ001799,1510008104,330.5,36.0,1.0,원활
EZ001800,1540005601,174.1,25.0,2.0,지체
EZ001809,,,,,
EZ001810,,,,,
EZ001811,,,,,
EZ001812,1540065006,161.9,39.0,1.0,원활
EZ001813,1540073900,168.4,42.0,1.0,원활
EZ001816,1540089902,233.6,16.0,2.0,지체
EZ001818,1560035100,141.2,60.0,1.0,원활
EZ001900,1560034400,246.2,49.0,1.0,원활
EZ001901,1510034300,234.7,27.0,1.0,원활
EZ001948,,,,,
EZ001950,,,,,
EZ001951,1560094702,333.4,26.0,1.0,원활
EZ001952,1520000602,91.7,28.0,1.0,원활
EZ001955,1540026900,44.8,44.0,1.0,원활
EZ002089,1540081804,307.6,41.0,1.0,원활
EZ002091,1560092900,249.6,24.0,2.0,지체
EZ002092,1560092900,223.2,24.0,2.0,지체
EZ002116,1550017500,380.3,29.0,1.0,원활
EZ002118,1510025200,109.1,39.0,1.0,원활
EZ002156,,,,,
EZ002157,1530001200,154.5,60.0,1.0,원활
EZ002158,,,,,
EZ002159,1510000802,274.8,29.0,1.0,원활
EZ002160,1560094702,278.8,26.0,1.0,원활
EZ002161,,,,,
EZ002162,1560006702,302.7,31.0,1.0,원활
EZ002163,,,,,
EZ002164,1550041602,100.4,24.0,2.0,지체
EZ002165,1530021804,347.5,30.0,1.0,원활
EZ002299,,,,,
EZ002308,1510017100,69.1,37.0,1.0,원활
EZ002316,1510050103,280.9,26.0,1.0,원활
EZ100008,,,,,
EZ100010,1560026700,166.7,42.0,1.0,원활
EZ100015,,,,,
EZ100115,1540057000,292.5,37.0,1.0,원활
EZ100174,1530014900,40.7,34.0,1.0,원활
EZ100304,1510000702,181.0,34.0,1.0,원활
EZ100310,1540065001,350.2,39.0,1.0,원활
EZ100674,,,,,
EZ100683,1550400900,95.3,17.0,2.0,지체
EZ100687,,,,,
EZ100688,1550019500,73.9,32.0,1.0,원활
EZ100702,1540032101,101.4,28.0,1.0,원활
EZ100733,,,,,
EZ100749,1540056500,376.6,17.0,2.0,지체
EZ100900,1550024800,87.2,42.0,1.0,원활
EZ200002,1550018500,134.9,25.0,2.0,지체
EZ200042,1540008200,326.6,58.0,1.0,원활
EZ200046,1540031300,20.7,28.0,1.0,원활
EZ200104,1540088201,202.4,29.0,1.0,원활
EZ250001,1500013200,132.3,22.0,2.0,지체
EZ300474,1500013200,126.3,22.0,2.0,지체
EZ500005,,,,,
EZ600010,,,,,
GS000031,1510053602,260.2,46.0,1.0,원활
GS000055,1540083500,59.0,44.0,1.0,원활
GS000058,1550027002,39.2,31.0,1.0,원활
GS000144,1510038701,24.1,29.0,1.0,원활
GS000145,,,,,
HD000070,1560005001,222.1,29.0,1.0,원활
HE000428,1560025900,346.2,45.0,1.0,원활
HE000883,,,,,
HE001033,1540000101,58.7,32.0,1.0,원활
HE001131,,,,,
HE192131,1550009004,159.7,42.0,1.0,원활
HE192214,,,,,
HE192562,1560099800,187.5,44.0,1.0,원활
HE212797,1550030303,381.4,24.0,2.0,지체
HE230023,,,,,
HE230028,1520017400,60.5,27.0,1.0,원활
HE230047,,,,,
HE240058,,,,,
HE240187,1540000101,68.4,32.0,1.0,원활
HE240281,,,,,
HE240328,1510595900,353.7,40.0,1.0,원활
HE240346,1560025900,349.4,45.0,1.0,원활
HE240381,,,,,
HE240382,,,,,
HE240383,,,,,
HE240384,1570431700,373.6,59.0,1.0,원활
HE240385,,,,,
HE240386,,,,,
HE240426,,,,,
HE240427,1540076501,268.8,44.0,1.0,원활
HE240485,1510051200,223.3,37.0,1.0,원활
HE240512,,,,,
HJ000248,,,,,
HM000060,1510004800,38.6,37.0,1.0,원활
HM000121,1510038202,183.8,35.0,1.0,원활
HM000123,1560077803,378.1,28.0,1.0,원활
HM000125,1560077803,233.3,28.0,1.0,원활
HM000127,,,,,
HM000128,1540035800,100.0,14.0,3.0,정체
HM000140,1510053406,193.1,52.0,1.0,원활
HM000142,,,,,
HM000143,,,,,
HM000149,,,,,
HM000153,1540073705,290.5,26.0,1.0,원활
HM000155,1540087000,295.8,29.0,1.0,원활
HM000158,,,,,
HM000159,1540064902,323.8,42.0,1.0,원활
HM000167,1510057900,125.1,37.0,1.0,원활
HM000169,1510053406,110.2,52.0,1.0,원활
HM000177,1540099200,182.5,29.0,1.0,원활
HM000183,1530012000,391.6,25.0,2.0,지체
HM000195,1560099800,215.2,44.0,1.0,원활
HM000196,,,,,
HM000197,,,,,
HM000202,1510022200,111.3,19.0,2.0,지체
HM000203,1540009500,384.4,49.0,1.0,원활
HM000204,1540101308,240.9,44.0,1.0,원활
HM000205,1510053404,139.1,52.0,1.0,원활
HM000206,1550041700,31.0,42.0,1.0,원활
HM000208,1570422000,322.9,28.0,1.0,원활
HM000209,,,,,
HM000210,1540110002,383.6,27.0,1.0,원활
HM000211,1550038000,107.8,19.0,2.0,지체
HM000212,,,,,
HM000244,1540081803,277.4,41.0,1.0,원활
HM000267,1550041503,66.3,35.0,1.0,원활
HM000300,,,,,
HM000302,,,,,
HM000303,1510596300,269.9,40.0,1.0,원활
HM000304,1540116500,92.1,18.0,2.0,지체
HM000311,1560099800,215.2,44.0,1.0,원활
HM000341,1560107004,300.4,59.0,1.0,원활
HM000343,1560103800,330.1,26.0,1.0,원활
HM000345,,,,,
HM000355,1500023302,25.4,40.0,1.0,원활
HM000360,1540038401,115.9,14.0,3.0,정체
HM000362,,,,,
HM000379,1560075702,231.0,27.0,1.0,원활
HM000382,1560015600,238.5,53.0,1.0,원활
