statId,nearest_link_id,nearest_link_m,link_speed_kph,link_cong_grade,link_cong_grade_nm
HM000388,1540021401,238.7,27.0,1.0,원활
HM000392,1560107004,274.9,59.0,1.0,원활
HM000399,1500000504,311.6,22.0,2.0,지체
HM000402,1530017200,127.4,30.0,1.0,원활
HM000419,1540048600,248.1,26.0,1.0,원활
HM000443,1560017000,319.1,53.0,1.0,원활
HM000446,1510053302,332.6,49.0,1.0,원활
HM000485,1500000505,123.0,22.0,2.0,지체
HM000486,1540008600,327.2,58.0,1.0,원활
HM000492,,,,,
HM000504,1570428300,346.9,26.0,1.0,원활
HM000514,,,,,
HM000515,1560077803,386.8,28.0,1.0,원활
HM000516,,,,,
HM000519,1510026401,92.5,24.0,2.0,지체
HM000520,,,,,
HM000521,,,,,
HM000522,,,,,
HM000579,1510050201,127.3,19.0,2.0,지체
HM000582,1530008800,294.8,33.0,2.0,지체
HM000585,1560074802,298.7,27.0,1.0,원활
HM000587,1560000402,284.5,22.0,2.0,지체
HM000590,1540021302,305.2,27.0,1.0,원활
HM000632,1560077305,128.8,25.0,2.0,지체
HM000635,1560004800,361.3,44.0,1.0,원활
HM000636,,,,,
HM000658,1560074802,164.5,27.0,1.0,원활
HM000665,,,,,
HM000674,1560077206,362.9,24.0,2.0,지체
HM000676,1510016704,229.2,35.0,1.0,원활
HM000684,1520013500,177.5,25.0,2.0,지체
HM000688,,,,,
HM000698,,,,,
HM000720,1540095202,155.4,60.0,1.0,원활
HM000721,1540078300,358.5,42.0,1.0,원활
HM000722,1560246600,283.5,72.0,1.0,원활
HM000736,1540066300,255.6,38.0,1.0,원활
HM000738,,,,,
HM000741,,,,,
HM000743,1550057802,136.6,17.0,2.0,지체
HM000746,,,,,
HM000755,1550017500,204.5,29.0,1.0,원활
HM000756,1560000200,372.1,22.0,2.0,지체
HM000762,1560077804,81.4,28.0,1.0,원활
HM000763,,,,,
HM000769,1520012000,245.9,25.0,2.0,지체
HM000771,1560075702,199.0,27.0,1.0,원활
HM000773,,,,,
HM000774,1560000100,371.7,18.0,2.0,지체
HM000775,1540073705,283.5,26.0,1.0,원활
HM000788,1510056202,200.8,48.0,1.0,원활
HM000789,,,,,
HM000790,1540073705,220.8,26.0,1.0,원활
HM000791,,,,,
HM000806,1510028102,325.9,20.0,2.0,지체
HM000830,1540076501,354.6,44.0,1.0,원활
HM000835,,,,,
HM000843,1530013601,32.7,52.0,1.0,원활
HM000845,1550032100,331.0,60.0,1.0,원활
HM000847,1540038401,62.7,14.0,3.0,정체
HM000848,1500000800,218.9,34.0,1.0,원활
HM000849,1550012605,65.9,19.0,2.0,지체
HM000850,1550009301,88.1,24.0,2.0,지체
HM000853,1550043403,270.1,42.0,1.0,원활
HM000864,1540048600,309.5,26.0,1.0,원활
HM001013,,,,,
HM001028,1540064904,115.1,42.0,1.0,원활
HM001029,1500022700,313.9,56.0,1.0,원활
HM001033,1500044500,173.6,60.0,1.0,원활
HM001046,1540112200,232.7,26.0,1.0,원활
HM001048,,,,,
HM001049,,,,,
HM001076,,,,,
HM001316,1510022802,349.1,16.0,2.0,지체
HM001407,,,,,
HM001418,,,,,
HM001426,1560004800,373.2,44.0,1.0,원활
HM001428,1550035604,87.0,28.0,1.0,원활
HM001486,1540109901,186.2,37.0,1.0,원활
HM001533,1560087100,75.8,24.0,2.0,지체
HM001534,,,,,
HM001574,1550051000,31.4,22.0,2.0,지체
HM001631,,,,,
HM001632,,,,,
HM001646,1560020600,350.1,24.0,2.0,지체
HM001647,1560087100,75.8,24.0,2.0,지체
HM001648,1560020500,293.2,33.0,1.0,원활
HM001663,,,,,
HM001665,1560012202,123.3,42.0,1.0,원활
HM001671,1560077305,375.0,25.0,2.0,지체
HM001672,1540021401,175.0,27.0,1.0,원활
HM001674,1510022200,354.1,19.0,2.0,지체
HM001697,1560075200,109.4,27.0,1.0,원활
HM001720,1560054600,171.8,24.0,2.0,지체
HM001722,1530020002,163.5,52.0,1.0,원활
HM001741,1540049001,369.1,26.0,1.0,원활
HM001803,1510000600,219.1,34.0,1.0,원활
HM001804,,,,,
HM001809,1510017703,321.5,24.0,2.0,지체
HM001814,1560077306,34.8,25.0,2.0,지체
HM001815,1540081804,365.3,41.0,1.0,원활
HM001818,1560092900,69.6,24.0,2.0,지체
HM700008,1550001102,169.0,48.0,1.0,원활
HM710014,1530011401,97.4,29.0,1.0,원활
HM710033,1560075100,115.7,27.0,1.0,원활
HM710036,1540087300,57.5,29.0,1.0,원활
HM710043,1510000500,274.7,29.0,1.0,원활
HM710044,1510000600,172.2,34.0,1.0,원활
HM710046,1500000503,146.2,22.0,2.0,지체
HM710054,1530004000,90.0,28.0,1.0,원활
HM710055,1510000600,113.7,34.0,1.0,원활
HM710062,1550047108,95.2,30.0,1.0,원활
HM710064,1500035000,37.7,38.0,1.0,원활
HM710074,1540071200,198.8,57.0,1.0,원활
HM710076,1530006400,97.4,33.0,2.0,지체
HM710077,1550007308,272.8,15.0,3.0,정체
HM710078,,,,,
HM710079,1570013402,105.0,34.0,1.0,원활
HM710090,1560087200,325.0,24.0,2.0,지체
HM710096,,,,,
HM710098,,,,,
HM710101,,,,,
HM710103,1560004800,211.4,44.0,1.0,원활
HM710104,,,,,
HM710118,1540042900,230.3,23.0,3.0,정체
HM710121,,,,,
HU530001,1570424302,301.1,28.0,1.0,원활
HW000381,,,,,
HW000396,,,,,
HW000397,,,,,
HW000407,1540091308,121.9,16.0,2.0,지체
HW000466,,,,,
HW000467,1570432600,226.4,49.0,1.0,원활
HW000477,1500032601,149.9,22.0,2.0,지체
HW000488,1540009600,232.6,58.0,1.0,원활
HW000492,,,,,
HW000494,,,,,
HW000497,1500003808,58.7,32.0,1.0,원활
HW000499,1540073705,53.1,26.0,1.0,원활
HW000501,1550030206,245.3,35.0,1.0,원활
HW000508,1520000204,288.2,29.0,1.0,원활
HW000553,1540116500,276.1,18.0,2.0,지체
HW000610,1520010800,377.7,28.0,1.0,원활
HW000642,,,,,
HW000643,,,,,
HW000646,1530023400,189.5,20.0,2.0,지체
HW000648,1540089902,304.3,16.0,2.0,지체
HW000653,,,,,
HW000659,1560037600,235.6,24.0,2.0,지체
HW000691,,,,,
HW000692,,,,,
HW000695,,,,,
HW000702,,,,,
HY000130,,,,,
HY000232,,,,,
HY000233,1520011800,309.0,22.0,2.0,지체
HY000436,1560022900,159.8,27.0,1.0,원활
HY000437,1560023000,125.7,16.0,2.0,지체
HY000438,1560023000,173.9,16.0,2.0,지체
HY000439,1560023000,175.0,16.0,2.0,지체
HY000440,1560023000,65.0,16.0,2.0,지체
HY000441,1560023000,98.7,16.0,2.0,지체
HY000442,1560023000,115.6,16.0,2.0,지체
HY000443,1560022900,85.2,27.0,1.0,원활
HY000506,1540101310,290.3,44.0,1.0,원활
HY000507,1540101610,291.0,31.0,1.0,원활
HY000508,1540101610,270.4,31.0,1.0,원활
HY000509,1540090200,265.3,29.0,1.0,원활
HY000510,1500011000,110.2,25.0,2.0,지체
HY000639,1510053306,334.8,49.0,1.0,원활
HY000648,1570037300,324.5,34.0,1.0,원활
HY000649,1570037300,259.4,34.0,1.0,원활
HY000650,1570037300,315.3,34.0,1.0,원활
HY000656,1500036203,78.9,33.0,1.0,원활
HY000657,1500036204,71.6,33.0,1.0,원활
HY000662,1540071800,311.7,57.0,1.0,원활
HY000663,1540071800,300.3,57.0,1.0,원활
HY000664,1540071800,259.5,57.0,1.0,원활
HY000675,,,,,
HY000690,,,,,
HY000725,1560013900,129.1,32.0,1.0,원활
HY000726,1560013900,65.9,32.0,1.0,원활
HY000736,1560001900,265.3,37.0,1.0,원활
HY000737,1560017800,297.7,53.0,1.0,원활
HY000738,1560017800,225.1,53.0,1.0,원활
HY000739,1560017800,92.4,53.0,1.0,원활
HY000740,1550013900,298.1,29.0,1.0,원활
HY000741,1550013100,238.0,29.0,1.0,원활
HY000742,1550013900,186.6,29.0,1.0,원활
HY000743,1550013900,244.0,29.0,1.0,원활
HY000753,,,,,
HY000791,1510061700,185.9,31.0,1.0,원활
HY000792,1510061700,191.1,31.0,1.0,원활
HY000793,1510061700,191.1,31.0,1.0,원활
HY000813,1540101308,255.3,44.0,1.0,원활
HY000820,1550041503,64.3,35.0,1.0,원활
HY000846,1540071800,358.3,57.0,1.0,원활
HY000854,1500036203,69.8,33.0,1.0,원활
HY000858,,,,,
HY000862,1510007001,57.4,34.0,1.0,원활
HY000868,1550029400,110.0,33.0,1.0,원활
HY000896,1540014002,120.3,27.0,1.0,원활
HY000912,1550012507,52.4,17.0,2.0,지체
HY000914,1500036203,90.2,33.0,1.0,원활
HY000935,1540030006,44.5,32.0,1.0,원활
HY000937,1570037300,236.0,34.0,1.0,원활
HY000938,1570037300,327.8,34.0,1.0,원활
HY000971,1510015800,172.5,47.0,1.0,원활
HY000975,,,,,
HY000978,1510049000,228.7,52.0,1.0,원활
HY000979,1510049000,295.5,52.0,1.0,원활
HY001080,1570431400,228.2,44.0,1.0,원활
HY001084,,,,,
HY001085,,,,,
HY001086,1560000200,371.0,22.0,2.0,지체
HY001087,,,,,
HY001088,,,,,
HY001089,,,,,
HY001103,1550012605,87.0,19.0,2.0,지체
HY001166,1540073705,252.6,26.0,1.0,원활
HY001169,1500004000,337.8,65.0,1.0,원활
HY001208,1560075100,270.4,27.0,1.0,원활
HY001218,,,,,
HY001249,1550030303,51.3,24.0,2.0,지체
HY001271,1530018700,179.5,19.0,2.0,지체
HY001294,,,,,
HY001305,1570432000,118.6,49.0,1.0,원활
HY001356,,,,,
HY001393,1560001900,391.9,37.0,1.0,원활
HY001418,1560099800,187.2,44.0,1.0,원활
HY001434,1540000202,102.0,43.0,1.0,원활
HY001518,1500000603,195.2,22.0,2.0,지체
HY001560,,,,,
HY001570,,,,,
HY001611,,,,,
HY001612,,,,,
HY001652,1520000103,335.1,26.0,1.0,원활
HY001691,1510054400,197.9,27.0,1.0,원활
HY001738,1500000603,30.4,22.0,2.0,지체
HY001739,,,,,
HY001742,1550043403,202.3,42.0,1.0,원활
HY001772,1540028700,28.6,35.0,1.0,원활
HY001776,1560087000,111.2,25.0,2.0,지체
HY001782,,,,,
HY001797,1530004000,89.4,28.0,1.0,원활
HY001807,1510056306,184.8,47.0,1.0,원활
HY001817,1560098900,368.7,24.0,2.0,지체
HY001826,1560006702,229.1,31.0,1.0,원활
HY001836,1560103800,334.2,26.0,1.0,원활
HY001851,1550047701,275.5,22.0,2.0,지체
HY001862,,,,,
HY001863,,,,,
HY001864,,,,,
HY001903,1550042201,247.0,32.0,1.0,원활
HY001904,,,,,
IN053001,,,,,
IN053002,1510015302,194.4,35.0,1.0,원활
IN053003,,,,,
IN053004,,,,,
IN053005,,,,,
IN053006,,,,,
IN053007,1520000602,37.9,28.0,1.0,원활
IN053008,,,,,
IN053009,,,,,
IN053010,1540003000,21.2,23.0,2.0,지체
IN053012,1560020500,234.0,33.0,1.0,원활
IN053013,1540081803,368.5,41.0,1.0,원활
IN053014,,,,,
IN053015,1550008702,179.6,48.0,1.0,원활
IN053016,1550045700,59.6,21.0,2.0,지체
IN053017,1540099200,153.7,29.0,1.0,원활
IN053018,1500001200,31.4,59.0,1.0,원활
IN053019,1570015000,319.0,34.0,1.0,원활
IN053020,1510031900,175.1,19.0,2.0,지체
IN053021,1540071800,134.9,57.0,1.0,원활
IN053022,1510030101,124.2,27.0,1.0,원활
IN053023,1510050500,140.6,26.0,1.0,원활
IN053024,1560099900,262.9,44.0,1.0,원활
IN053025,1540026000,83.3,22.0,2.0,지체
IN053026,1560103800,316.7,26.0,1.0,원활
IN053027,1550401900,59.1,20.0,2.0,지체
IN053028,1540000101,107.0,32.0,1.0,원활
IN053029,,,,,
IN053030,,,,,
IN053031,,,,,
IN053032,1550057600,181.8,29.0,1.0,원활
IN053033,1550041800,57.3,32.0,1.0,원활
IN053034,1540070600,137.7,57.0,1.0,원활
IN053035,1500024201,106.9,46.0,1.0,원활
IN053036,1560000100,394.6,18.0,2.0,지체
IN053038,1510000702,298.4,34.0,1.0,원활
IN053039,1550035603,178.3,28.0,1.0,원활
IN053040,,,,,
IN053041,1510026402,161.9,24.0,2.0,지체
IN053042,1530004000,150.3,28.0,1.0,원활
IN053043,,,,,
IN053044,,,,,
IN053045,1540042900,190.3,23.0,3.0,정체
IN053046,1510003100,199.4,53.0,1.0,원활
IN053047,,,,,
IN053048,1560023000,281.8,16.0,2.0,지체
IN053049,1510050201,297.5,19.0,2.0,지체
IN053050,1540071100,136.1,24.0,2.0,지체
IN053051,1550012506,73.6,17.0,2.0,지체
IN053052,1500044600,90.4,53.0,1.0,원활
IN053053,,,,,
IN053054,,,,,
IN053055,,,,,
IN053056,,,,,
IN053057,1540021302,67.2,27.0,1.0,원활
IN053058,,,,,
IN053059,1540030004,233.3,32.0,1.0,원활
IN053060,1550401900,44.1,20.0,2.0,지체
IN053061,,,,,
IN053062,1540078802,120.2,41.0,1.0,원활
IN053063,1510036600,150.9,27.0,1.0,원활
IN053067,1540110500,64.7,37.0,1.0,원활
IN053068,,,,,
IN053069,1500003805,185.9,32.0,1.0,원활
IN053070,1560077803,121.6,28.0,1.0,원활
IN053071,1520000602,119.4,28.0,1.0,원활
IN053072,,,,,
IN053073,1500008300,188.1,22.0,2.0,지체
IN053074,1500007204,78.1,25.0,2.0,지체
IN053076,,,,,
IN053077,1560048400,364.0,24.0,2.0,지체
IN053078,1540075900,366.8,42.0,1.0,원활
IN053079,,,,,
IN053080,,,,,
IN053081,1540050902,172.3,26.0,1.0,원활
IN053082,1560301200,268.6,31.0,1.0,원활
IN053083,1530020002,156.4,52.0,1.0,원활
IN053084,1510002023,71.5,22.0,2.0,지체
IN053085,,,,,
IN053086,,,,,
IN053087,1510051500,138.0,22.0,2.0,지체
JA270001,1570013402,364.8,34.0,1.0,원활
JA270003,1540002900,135.9,29.0,1.0,원활
JA270004,1560098900,68.0,24.0,2.0,지체
JA270005,1510002022,109.7,22.0,2.0,지체
JA270006,1500022800,106.6,32.0,1.0,원활
JA270007,1500022800,101.4,32.0,1.0,원활
JA270008,1510056608,185.1,47.0,1.0,원활
JA270009,1550032900,398.9,21.0,2.0,지체
JA270010,,,,,
JA270011,1530019200,282.4,30.0,1.0,원활
JA270012,,,,,
JA270013,,,,,
JE080003,1500037700,74.1,38.0,1.0,원활
KE000070,1550043404,138.6,42.0,1.0,원활
KE000075,,,,,
KE000211,1540057000,63.8,37.0,1.0,원활
KE000230,1540101609,88.5,31.0,1.0,원활
KE000244,,,,,
KE000245,,,,,
KE000246,,,,,
KE000354,1540034800,51.0,18.0,2.0,지체
KE000359,,,,,
KE000360,,,,,
KE000375,1540088102,93.5,29.0,1.0,원활
KE000385,,,,,
KE000386,,,,,
KE000387,,,,,
KE000419,1550042700,41.2,60.0,1.0,원활
KE000420,1550042700,82.0,60.0,1.0,원활
KE000540,1500044600,130.2,53.0,1.0,원활
KE000548,1510005800,121.6,38.0,1.0,원활
KE000602,1540070600,177.5,57.0,1.0,원활
KE000692,1540070600,163.3,57.0,1.0,원활
KE000693,1540070600,119.2,57.0,1.0,원활
KE000709,1540101610,117.6,31.0,1.0,원활
KE000830,1540095301,97.0,44.0,1.0,원활
KE000836,1510025904,31.2,24.0,2.0,지체
KE000883,,,,,
KE000884,,,,,
KE000885,,,,,
KE000886,,,,,
KE000887,,,,,
KE000897,1560004503,102.3,38.0,1.0,원활
KE000898,1560004503,68.8,38.0,1.0,원활
KE000899,1560004503,74.5,38.0,1.0,원활
KE000987,1510005800,94.3,38.0,1.0,원활
KE001011,1550024700,64.8,32.0,1.0,원활
KE001046,1540006400,46.9,35.0,1.0,원활
KE001051,1550032800,192.2,36.0,1.0,원활
KE001052,1550041503,214.2,35.0,1.0,원활
KE001062,1540012102,81.6,32.0,1.0,원활
KE001089,1540101609,88.5,31.0,1.0,원활
KE001090,1540101609,88.5,31.0,1.0,원활
KE001196,1560099900,312.7,44.0,1.0,원활
KE001252,1510006100,33.1,38.0,1.0,원활
KE001333,,,,,
KE001402,1500034800,76.1,38.0,1.0,원활
KE001516,1510022801,66.4,16.0,2.0,지체
KE001517,1520025600,49.4,22.0,2.0,지체
KE001518,,,,,
KL001131,1560075100,142.5,27.0,1.0,원활
KL001282,,,,,
KL001438,1540067700,269.7,24.0,2.0,지체
KL001439,1540067700,269.7,24.0,2.0,지체
KL001440,1540067700,269.7,24.0,2.0,지체
KL001494,1550030000,347.1,42.0,1.0,원활
KL001616,1550013100,126.5,29.0,1.0,원활
KL001617,1550013100,126.5,29.0,1.0,원활
KL001618,1550013100,126.5,29.0,1.0,원활
KL001672,1500036000,72.8,33.0,1.0,원활
KL001677,,,,,
KL001678,,,,,
KL001679,,,,,
KL001745,,,,,
KL001763,1570433800,239.5,72.0,1.0,원활
KL001809,,,,,
KL001825,1510056608,311.1,47.0,1.0,원활
KL001847,1540007500,379.3,21.0,2.0,지체
KL001924,1540064906,182.8,42.0,1.0,원활
KL001990,1550041101,312.7,41.0,1.0,원활
KL002459,1550050100,230.2,36.0,1.0,원활
KL002465,,,,,
KL002550,,,,,
KL002650,1560007200,88.2,19.0,2.0,지체
KL002700,1500034900,60.2,25.0,2.0,지체
KL002703,1540089400,323.8,16.0,2.0,지체
KP000060,1570015000,260.0,34.0,1.0,원활
KP000061,1540026900,259.9,44.0,1.0,원활
KP000062,1510025300,77.5,44.0,1.0,원활
KP000156,1520010200,185.8,31.0,1.0,원활
KP000230,1500022800,161.1,32.0,1.0,원활
KP000231,,,,,
KP000232,,,,,
KP000233,,,,,
KP000234,,,,,
KP000235,1510006903,100.6,33.0,1.0,원활
KP000236,,,,,
KP000237,,,,,
KP000238,,,,,
KP000239,1560246700,176.4,59.0,1.0,원활
KP000240,,,,,
KP000241,1570435200,329.3,72.0,1.0,원활
KP000334,1550008702,227.1,48.0,1.0,원활
KP000401,,,,,
KP000402,1560012800,213.1,42.0,1.0,원활
KP000470,,,,,
KP000471,,,,,
KP000472,1560001900,311.0,37.0,1.0,원활
KP000473,1560017800,296.8,53.0,1.0,원활
KP000474,,,,,
KP000475,1570432600,200.6,49.0,1.0,원활
KP000476,,,,,
KP000477,1550041700,77.5,42.0,1.0,원활
KP000478,1550030303,100.5,24.0,2.0,지체
KP000479,1550046700,125.2,60.0,1.0,원활
KP000480,,,,,
KP000481,,,,,
KP000483,1530011900,152.8,34.0,1.0,원활
KP000484,1500000603,170.2,22.0,2.0,지체
KP000639,1500000504,41.3,22.0,2.0,지체
KP000640,1510030101,201.7,27.0,1.0,원활
KP000641,1540019104,91.2,60.0,1.0,원활
KP000642,,,,,
KP000643,,,,,
KP000644,1560094702,224.7,26.0,1.0,원활
KP000645,1560087100,75.6,24.0,2.0,지체
KP000656,,,,,
KP000657,1560103700,204.8,26.0,1.0,원활
KP000658,1560018200,349.8,24.0,2.0,지체
KP000659,1560018200,153.2,24.0,2.0,지체
KP000660,1560077105,177.3,25.0,2.0,지체
KP000661,1560077205,160.4,24.0,2.0,지체
KP000662,1560103600,337.9,28.0,1.0,원활
KP000663,1560017600,163.2,53.0,1.0,원활
KP000664,,,,,
KP000665,,,,,
KP000666,,,,,
KP000667,1510015800,177.4,47.0,1.0,원활
KP000668,1550010100,99.0,35.0,1.0,원활
KP000669,1550010100,310.0,35.0,1.0,원활
KP000670,1550050100,230.3,36.0,1.0,원활
KP000671,1550051500,161.5,33.0,1.0,원활
KP000672,1550043401,190.1,42.0,1.0,원활
KP000673,,,,,
KP000674,,,,,
KP000675,,,,,
KP000676,,,,,
KP000677,1550057900,194.8,28.0,1.0,원활
KP001101,1500007101,49.2,19.0,2.0,지체
KP001102,1560003801,146.6,28.0,1.0,원활
KP001107,1560013100,199.2,42.0,1.0,원활
KP001109,1560301200,202.3,31.0,1.0,원활
KP001111,,,,,
KP001112,,,,,
KP001114,1510002023,255.1,22.0,2.0,지체
KP001115,,,,,
KP001594,1540101609,121.0,31.0,1.0,원활
KP001595,,,,,
KP001596,1500007206,92.9,25.0,2.0,지체
KP001597,1510008203,255.3,23.0,2.0,지체
KP001598,1540049002,166.3,26.0,1.0,원활
KP001599,,,,,
KP001600,1500006200,186.2,15.0,3.0,정체
KP001602,1540038401,228.4,14.0,3.0,정체
KP001603,1540030006,191.4,32.0,1.0,원활
KP001604,1500000606,150.2,22.0,2.0,지체
KP001613,1530021400,280.0,30.0,1.0,원활
KP001614,1560005001,249.9,29.0,1.0,원활
KP001615,1560094702,190.7,26.0,1.0,원활
KP001616,1560004503,51.9,38.0,1.0,원활
KP001617,,,,,
KP001618,1530018700,173.2,19.0,2.0,지체
KP001620,1560074802,60.7,27.0,1.0,원활
KP001637,1560014000,308.2,42.0,1.0,원활
KP001639,,,,,
KP001640,,,,,
KP001641,1560099000,185.9,24.0,2.0,지체
KP001642,1560023400,316.4,60.0,1.0,원활
KP001643,,,,,
KP001644,,,,,
KP001645,1560020500,293.4,33.0,1.0,원활
KP001647,,,,,
KP001650,1560013900,129.7,32.0,1.0,원활
KP001651,1560004800,373.2,44.0,1.0,원활
KP001652,1560076800,368.9,24.0,2.0,지체
KP001653,1560077305,375.0,25.0,2.0,지체
KP001654,1560007301,234.0,23.0,2.0,지체
KP001655,,,,,
KP001656,,,,,
KP001657,,,,,
KP001658,1560012900,164.6,15.0,3.0,정체
KP001659,1560107004,142.4,59.0,1.0,원활
KP001660,1570432200,125.2,26.0,1.0,원활
KP001661,1570422000,351.9,28.0,1.0,원활
KP001662,1570432500,386.1,29.0,1.0,원활
KP001663,1570432500,145.8,29.0,1.0,원활
KP001664,1570015000,270.3,34.0,1.0,원활
KP001666,1550051000,87.3,22.0,2.0,지체
KP001667,1510022802,349.0,16.0,2.0,지체
KP001668,1510022200,361.3,19.0,2.0,지체
KP001669,,,,,
KP001670,1550041101,300.8,41.0,1.0,원활
KP001671,1550041201,173.6,51.0,1.0,원활
KP001672,,,,,
KP001673,1550009003,42.7,42.0,1.0,원활
KP001674,,,,,
KP001675,,,,,
KP001676,,,,,
KP001677,,,,,
KP001678,1510035100,60.9,34.0,1.0,원활
KP001679,,,,,
KP001681,,,,,
KP001682,,,,,
KP001683,,,,,
KP001684,1510004800,203.2,37.0,1.0,원활
KP001687,1500036202,48.5,33.0,1.0,원활
KP001953,1530013601,47.3,52.0,1.0,원활
KP001959,1560000100,385.7,18.0,2.0,지체
KP001960,1560008002,48.3,31.0,1.0,원활
KP001961,,,,,
KP001962,,,,,
KP001963,1570430200,242.2,28.0,1.0,원활
KP001964,1560103500,157.8,28.0,1.0,원활
KP001965,,,,,
KP001966,,,,,
KP001967,1510025804,221.2,39.0,1.0,원활
KP001968,1550043503,60.6,32.0,1.0,원활
KP002172,1560054600,92.0,24.0,2.0,지체
KP002173,1530011302,98.7,21.0,2.0,지체
KP002174,,,,,
KP002180,1560103700,216.1,26.0,1.0,원활
KP002181,,,,,
KP002182,1510038400,78.7,35.0,1.0,원활
KP002183,1510053602,302.8,46.0,1.0,원활
KP002184,1510050500,113.6,26.0,1.0,원활
KP002186,1510006904,70.0,33.0,1.0,원활
KP002187,,,,,
KP002188,1540004000,55.1,23.0,2.0,지체
KP002189,1500002000,47.2,65.0,1.0,원활
KP002190,1540026000,100.6,22.0,2.0,지체
KP002192,1540088201,76.0,29.0,1.0,원활
KP002319,1560020500,205.9,33.0,1.0,원활
KP002320,1510057600,190.4,22.0,2.0,지체
KP002321,1550017500,209.8,29.0,1.0,원활
KP002322,1510056202,125.0,48.0,1.0,원활
KP002323,1540116800,244.4,18.0,2.0,지체
KP002324,,,,,
KP002325,1540075900,262.7,42.0,1.0,원활
KP002416,,,,,
KP002417,1560000402,289.7,22.0,2.0,지체
KP002418,1570013402,252.5,34.0,1.0,원활
KP002419,1500014600,265.2,22.0,2.0,지체
KP002514,1570013402,376.8,34.0,1.0,원활
KP002633,1510007303,202.4,20.0,2.0,지체
KP002663,1540050801,291.8,21.0,2.0,지체
KP002736,1520000102,259.5,26.0,1.0,원활
KP002737,1540042100,160.8,21.0,2.0,지체
KP002757,,,,,
KP002769,,,,,
KP002797,1500000505,88.1,22.0,2.0,지체
KP002861,1560006702,330.8,31.0,1.0,원활
KP002898,,,,,
KP002973,1560077105,29.4,25.0,2.0,지체
KP003004,1560001900,219.9,37.0,1.0,원활
KP003010,,,,,
KP003014,1540067700,354.3,24.0,2.0,지체
KP003157,1540081803,119.5,41.0,1.0,원활
KP003158,1540078801,321.7,41.0,1.0,원활
KP003173,1560022900,286.9,27.0,1.0,원활
KP003174,1570037300,272.0,34.0,1.0,원활
KP003196,1510000500,212.4,29.0,1.0,원활
KP003197,1540087300,63.4,29.0,1.0,원활
KP003222,1510008400,219.6,33.0,1.0,원활
KP003223,1540112700,135.3,60.0,1.0,원활
KP003224,1540021302,107.9,27.0,1.0,원활
KP003239,,,,,
KP003268,1540022900,38.9,19.0,2.0,지체
KP003278,,,,,
KP003291,,,,,
KP003311,1510026800,306.0,60.0,1.0,원활
KP003343,1560103600,243.9,28.0,1.0,원활
KP003423,1540057000,203.9,37.0,1.0,원활
KP003424,1510015700,31.7,35.0,1.0,원활
KP003444,1560064702,280.7,26.0,1.0,원활
KP003475,,,,,
KP003631,1550007101,154.5,43.0,1.0,원활
KP003696,,,,,
KP003697,1540013002,172.5,32.0,1.0,원활
KP003698,1520011900,223.4,23.0,2.0,지체
KP003772,,,,,
KP003774,1560077305,314.1,25.0,2.0,지체
KP003775,,,,,
KP003776,1530021900,235.4,32.0,1.0,원활
KP003777,1540046100,132.8,60.0,1.0,원활
KP003779,,,,,
KP003780,,,,,
KP003782,,,,,
KP003783,1560098000,400.0,15.0,3.0,정체
KP003784,1540073706,336.7,26.0,1.0,원활
KP003786,,,,,
KP003788,1510056608,374.3,47.0,1.0,원활
KP003789,,,,,
KP003790,1540088201,70.8,29.0,1.0,원활
KP003870,1560001900,357.6,37.0,1.0,원활
KP003871,1510057500,125.2,37.0,1.0,원활
KP004005,1520025600,84.3,22.0,2.0,지체
KP004007,,,,,
KP004009,1540088202,53.1,29.0,1.0,원활
KP004010,,,,,
KP004011,1540091208,40.6,25.0,2.0,지체
KP004014,,,,,
KP004018,1550041605,335.4,24.0,2.0,지체
KP004022,,,,,
KP004024,,,,,
KP004025,,,,,
KP004028,,,,,
KP004412,1540007500,120.7,21.0,2.0,지체
KP004413,1570432600,121.9,49.0,1.0,원활
KP004416,1560093000,379.7,26.0,1.0,원활
KP004433,,,,,
KP004512,,,,,
KP004798,1510007402,220.0,22.0,2.0,지체
KP004799,1550050100,73.9,36.0,1.0,원활
KP004800,,,,,
KP004804,1540083600,128.1,41.0,1.0,원활
KP004805,1540025802,129.8,25.0,2.0,지체
KP004806,1540109901,229.3,37.0,1.0,원활
KP004851,1560006703,286.9,31.0,1.0,원활
KP004852,1560073000,129.6,46.0,1.0,원활
KP004856,,,,,
KP004857,1500003502,239.2,27.0,1.0,원활
KP004863,1500024201,83.3,46.0,1.0,원활
KP004864,1540034700,99.9,18.0,2.0,지체
KP005260,,,,,
KP005266,1500002100,212.5,35.0,1.0,원활
KP005267,1500002100,198.4,35.0,1.0,원활
KP005271,1500020000,84.4,45.0,1.0,원활
KP005311,,,,,
KP005312,,,,,
KP005376,,,,,
KP005545,1560033000,87.9,29.0,1.0,원활
KP005644,1550401300,224.3,20.0,2.0,지체
KP005723,,,,,
KP005769,1560076201,295.9,27.0,1.0,원활
KP005822,,,,,
KP005831,,,,,
KP005832,,,,,
KP005833,,,,,
KP005834,,,,,
KP005872,,,,,
KP005873,,,,,
KP006964,,,,,
KP008088,1570015000,214.6,34.0,1.0,원활
KP010445,1510038301,112.8,28.0,1.0,원활
KP010627,1540020800,145.1,19.0,2.0,지체
KRC10088,,,,,
KRC10171,1530010800,79.5,21.0,2.0,지체
KRC10237,1540086900,93.7,29.0,1.0,원활
