statId,as_of_ts,statNm,addr,lat,lng,coord_ok,total_chargers,available_count,observed_count,unobserved_count,availability_ratio_observed,unobserved_rate,has_confirmed_available,status_age_minutes,reliability_grade,observation_age_minutes,observation_grade,reliability_grade_effective,observation_state,is_operating_now,limitYn,access_restricted,name_suggests_residential,recommend_public_default,usage_level,sessions_per_charger,usage_weekday_avg,usage_weekend_avg,usage_charger_type,history_observed,eta_minutes,poi_count_1km,nearest_parking_m,parking_remaining_spaces,parking_total_spaces,parking_occupancy_rate,parking_congestion_status,parking_matched_id,parking_has_realtime,parking_remaining_std_1h,parking_remaining_delta_1h,parking_realtime_ticks_1h,parking_is_mock,parking_source,nearest_incident_m,nearest_link_id,nearest_link_m,link_speed_kph,link_cong_grade,link_cong_grade_nm,traffic_is_mock,traffic_source,source_status,schema_version
CV000799,2026-07-31T08:12:11+09:00,아우디_서대구 전시장(코오롱아우토),대구광역시 달서구 와룡로 170,35.847781,128.537639,True,1,1,1,0,1.0,0.0,True,841.7666666666667,CHECK_REQUIRED,835.0,CHECK_REQUIRED,CHECK_REQUIRED,STALE,N,N,False,False,True,,,,,,False,,0,509.5,,,,,156-1-000045,False,,,,False,team5_pis,,1560087000.0,99.9,25.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
CV001529,2026-07-31T08:12:11+09:00,빌리브스카이아파트,대구광역시 달서구 와룡로 186,35.849141,128.53825,True,1,1,1,0,1.0,0.0,True,746.8,CHECK_REQUIRED,744.5666666666667,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,Y,True,True,False,,,,,,False,,0,558.3,,,,,156-2-000001,False,,,,False,team5_pis,,1560087000.0,98.9,25.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
EZ001798,2026-07-31T08:12:11+09:00,대구광역시교육연수원 본원,대구광역시 달서구 당산로 121,35.8481763,128.544184,True,3,0,0,3,,1.0,False,,CHECK_REQUIRED,,CHECK_REQUIRED,CHECK_REQUIRED,UNOBSERVED,Y,N,False,False,True,,,,,,False,,0,160.9,,,,,156-2-000001,False,,,,False,team5_pis,,,,,,,False,utic,sandbox_series,station_feature_v1
HD000070,2026-07-31T08:12:11+09:00,대구 서부 오토스퀘어 E-pit,대구광역시 달서구 달구벌대로 1599,35.8520778,128.5413128,True,2,2,2,0,1.0,0.0,True,520.1666666666666,CHECK_REQUIRED,513.9833333333333,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,N,False,False,True,,,,,,False,,0,356.8,,,,,156-2-000003,False,,,,False,team5_pis,,1560005001.0,222.1,29.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
HM001533,2026-07-31T08:12:11+09:00,월드마크웨스트엔드,대구광역시 달서구 와룡로 169,35.848732309,128.53638907,True,8,7,8,0,0.875,0.0,True,209.91666666666663,CHECK_REQUIRED,200.83333333333331,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,Y,True,False,False,,,,,,False,,1,578.0,125.0,185.0,32.43,여유(점유 50%미만),156-2-000071,True,2.294625486315576,-6.0,7.0,False,team5_pis,,1560087100.0,75.8,24.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
HM001647,2026-07-31T08:12:11+09:00,월드마크웨스트엔드상가,대구광역시 달서구 와룡로 169,35.8487323,128.5363891,True,6,5,5,1,1.0,0.1666666666666666,True,1175.9333333333334,CHECK_REQUIRED,1166.8,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,Y,True,False,False,,,,,,False,,1,578.0,125.0,185.0,32.43,여유(점유 50%미만),156-2-000071,True,2.294625486315576,-6.0,7.0,False,team5_pis,,1560087100.0,75.8,24.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
HY001776,2026-07-31T08:12:11+09:00,대구 동화로즈빌,대구광역시 달서구 죽전1길 82,35.84964,128.5372,True,3,2,3,0,0.6666666666666666,0.0,True,6.1,NORMAL,0.0,HIGH,HIGH,FRESH,Y,Y,True,False,False,,,,,,False,,1,660.8,125.0,185.0,32.43,여유(점유 50%미만),156-2-000071,True,2.294625486315576,-6.0,7.0,False,team5_pis,,1560087000.0,111.2,25.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
KP000645,2026-07-31T08:12:11+09:00,월드마크웨스트엔드 아파트,대구광역시 달서구 감삼동 와룡로 169,35.8487328275,128.5363908546,True,4,0,0,4,,1.0,False,,CHECK_REQUIRED,,CHECK_REQUIRED,CHECK_REQUIRED,UNOBSERVED,UNKNOWN,Y,True,True,False,,,,,,False,,1,578.1,125.0,185.0,32.43,여유(점유 50%미만),156-2-000071,True,2.294625486315576,-6.0,7.0,False,team5_pis,,1560087100.0,75.6,24.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
LU100103,2026-07-31T08:12:11+09:00,대구구병원,대구광역시 달서구 감삼북길 141,35.850682,128.541383,True,2,2,2,0,1.0,0.0,True,656.1333333333333,CHECK_REQUIRED,654.2833333333333,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,N,False,False,True,,,,,,False,,0,454.1,,,,,156-2-000003,False,,,,False,team5_pis,,1560004901.0,198.5,26.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
PI794362,2026-07-31T08:12:11+09:00,대구 달서구 빌리브죽전,대구광역시 달서구 달구벌대로 1581,35.8514336,128.5396172,True,6,2,6,0,0.3333333333333333,0.0,True,568.8333333333334,CHECK_REQUIRED,564.0666666666667,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,Y,True,False,False,,,,,,False,,0,524.8,,,,,156-2-000003,False,,,,False,team5_pis,,1560005001.0,56.6,29.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
PI802108,2026-07-31T08:12:11+09:00,성당코오롱하늘채아파트,대구광역시 달서구 장기로 160,35.844377,128.5419372,True,21,8,20,1,0.4,0.0476190476190476,True,4.2,HIGH,0.0,HIGH,HIGH,FRESH,Y,Y,True,True,False,,,,,,False,,0,37.0,,,,,156-1-000045,False,,,,False,team5_pis,,,,,,,False,utic,sandbox_series,station_feature_v1
PL031985,2026-07-31T08:12:11+09:00,대구 달서구 죽전역인터불고라비다,대구 달서구 와룡로 148,35.8458545,128.5377,True,4,1,4,0,0.25,0.0,True,48.53333333333333,CHECK_REQUIRED,40.13333333333333,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,Y,True,False,False,,,,,,False,,1,379.2,,,,,156-1-000045,False,,,,False,team5_pis,,1560086900.0,99.7,25.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
PL033046,2026-07-31T08:12:11+09:00,빌리브 스카이 주상복합,대구광역시 달서구 와룡로 186,35.8497392,128.5380927,True,16,8,16,0,0.5,0.0,True,19.466666666666665,CHECK_REQUIRED,10.016666666666667,NORMAL,NORMAL,NORMAL,Y,Y,True,False,False,,,,,,False,,0,604.4,,,,,156-2-000001,False,,,,False,team5_pis,,1560064701.0,129.5,26.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
PW014759,2026-07-31T08:12:11+09:00,월드마크웨스트엔드입주자대표회의,대구광역시 달서구 와룡로 169,35.848732309,128.53638907,True,15,11,15,0,0.7333333333333333,0.0,True,46.583333333333336,CHECK_REQUIRED,40.13333333333333,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,Y,True,False,False,,,,,,False,,1,578.0,125.0,185.0,32.43,여유(점유 50%미만),156-2-000071,True,2.294625486315576,-6.0,7.0,False,team5_pis,,1560087100.0,75.8,24.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
PW100764,2026-07-31T08:12:11+09:00,월드마크웨스트엔드,대구광역시 달서구 와룡로 169,35.848732309,128.53638907,True,30,20,24,6,0.8333333333333334,0.2,True,48.06666666666667,CHECK_REQUIRED,40.13333333333333,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,Y,True,False,False,,,,,,False,,1,578.0,125.0,185.0,32.43,여유(점유 50%미만),156-2-000071,True,2.294625486315576,-6.0,7.0,False,team5_pis,,1560087100.0,75.8,24.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
PW801097,2026-07-31T08:12:11+09:00,월드마크웨스트엔드입주자대표회의25(T),대구광역시 달서구 와룡로 169,35.8487323,128.5363891,True,30,15,30,0,0.5,0.0,True,7.783333333333333,NORMAL,0.0,HIGH,HIGH,FRESH,Y,Y,True,False,False,,,,,,False,,1,578.0,125.0,185.0,32.43,여유(점유 50%미만),156-2-000071,True,2.294625486315576,-6.0,7.0,False,team5_pis,,1560087100.0,75.8,24.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
