statId,statNm,addr,lat,lng,chgerId,chgerType,output,useTime,busiNm,parkingFree,delYn,fetchedAt,lat_f,lng_f,dist_m,radius_m
NT101674,대구 현대해상사옥,대구광역시 달서구 달구벌대로 1790,35.85855,128.56079,04,02,7,24시간 이용가능,한국전자금융,N,N,2026-07-25T20:38:50+09:00,35.85855,128.56079,60.08083117970405,250
LU000587,아이작큐브,대구광역시 달서구 달구벌대로 1770,35.8579359,128.5588907,02,02,7,24시간 이용가능,엘지유플러스,N,N,2026-07-25T20:38:50+09:00,35.8579359,128.5588907,167.02216291261527,250
CV000902,국민건강보험공단 대구경북지역본부,대구광역시 달서구 두류공원로 264,35.857057,128.558359,01,02,7,24시간 이용가능,채비,Y,N,2026-07-25T20:38:50+09:00,35.857057,128.558359,239.50922456068744,250
