statId,statNm,addr,lat,lng,busiNm,delYn,chgerId,charger_count,first_baseline,compare_to
HM710135,두류역공영주차장,대구광역시 서구 달구벌대로 지하1760,35.8580807,128.5571196,휴맥스이브이,N,01,3,20260717,20260725
