spec,train_pr_auc,valid_pr_auc,test_pr_auc,gap_train_valid_pr,gap_train_test_pr,gap_valid_test_pr,train_neg_recall,valid_neg_recall,test_neg_recall,gap_train_test_neg,train_brier,valid_brier,test_brier,gap_train_test_brier,n_features,n_iter,features,max_depth,max_iter
depth3_iter50,0.9669213013241519,0.9769490134337349,0.9782500593471534,-0.010027712109582976,-0.011328758023001484,-0.0013010459134185082,0.8114946779007421,0.8298791976061177,0.7980132450331126,0.013481432867629595,0.18887233314290472,0.172081620811543,0.1687272928783801,-0.020145040264524627,9,50,"available_count,total_chargers,known_charger_count,observation_coverage,hour,weekday,avail_rate_lag_15m,avail_rate_lag_60m,tmap_eta_min",3,50
depth3_iter200,0.97079182127112,0.9798388325468517,0.979971773775054,-0.009047011275731709,-0.009179952503933997,-0.00013294122820228793,0.805816011198859,0.8159148841848609,0.8197523754678951,-0.013936364269036106,0.18081169220478807,0.16205107016106898,0.17003339311861507,-0.010778299086173004,9,200,"available_count,total_chargers,known_charger_count,observation_coverage,hour,weekday,avail_rate_lag_15m,avail_rate_lag_60m,tmap_eta_min",3,200
depth3_iter500,0.9732278540918851,0.9809417335094961,0.9808381818591855,-0.007713879417611036,-0.007610327767300418,0.00010355165031061819,0.8193127492670558,0.8263327053086557,0.8269507630290814,-0.007638013762025664,0.1751480233110382,0.15641191266232293,0.1666341333480009,-0.008513889963037313,9,500,"available_count,total_chargers,known_charger_count,observation_coverage,hour,weekday,avail_rate_lag_15m,avail_rate_lag_60m,tmap_eta_min",3,500
depth6_iter50,0.9711390903074035,0.9798990267679394,0.9796880695079776,-0.008759936460535855,-0.00854897920057407,0.00021095725996178594,0.8254932516309659,0.8337581735564668,0.8191765044630003,0.006316747167965597,0.1816491327377825,0.16497133365333708,0.16772347456872733,-0.013925658169055166,9,50,"available_count,total_chargers,known_charger_count,observation_coverage,hour,weekday,avail_rate_lag_15m,avail_rate_lag_60m,tmap_eta_min",6,50
depth6_iter200,0.9765138355939823,0.9821403470410882,0.9812916256968585,-0.0056265114471059086,-0.004777790102876156,0.0008487213442297525,0.8528036766065344,0.8405186744985038,0.8337172473365966,0.019086429269937866,0.16842916435124544,0.1531939304810744,0.16031623550651145,-0.008112928844733996,9,200,"available_count,total_chargers,known_charger_count,observation_coverage,hour,weekday,avail_rate_lag_15m,avail_rate_lag_60m,tmap_eta_min",6,200
depth6_iter500,0.9808536450076328,0.9830153989537185,0.9821710491421303,-0.0021617539460856428,-0.0013174041344974352,0.0008443498115882075,0.879427379097224,0.8378588052754073,0.8305499568096746,0.04887742228754943,0.15528335499769091,0.14462072958576735,0.1513757337613057,-0.003907621236385217,9,500,"available_count,total_chargers,known_charger_count,observation_coverage,hour,weekday,avail_rate_lag_15m,avail_rate_lag_60m,tmap_eta_min",6,500
depth12_iter50,0.9720058002039833,0.9803510221362381,0.979850277072686,-0.008345221932254843,-0.00784447686870271,0.0005007450635521327,0.8350809540160059,0.8412944696885737,0.8279585372876476,0.007122416728358338,0.1794449956637932,0.16276227153916892,0.16600565825113237,-0.013439337412660846,9,50,"available_count,total_chargers,known_charger_count,observation_coverage,hour,weekday,avail_rate_lag_15m,avail_rate_lag_60m,tmap_eta_min",12,50
depth12_iter200,0.9775816963262609,0.9825113121431677,0.9815272741272154,-0.004929615816906763,-0.003945577800954503,0.00098403801595226,0.8632629882993054,0.844397650448853,0.841347538151454,0.021915450147851345,0.1653948335447055,0.15052515448025908,0.15809547907618038,-0.0072993544685251155,9,200,"available_count,total_chargers,known_charger_count,observation_coverage,hour,weekday,avail_rate_lag_15m,avail_rate_lag_60m,tmap_eta_min",12,200
depth12_iter500,0.9818496092828536,0.983046862589364,0.9822003781954536,-0.0011972533065104374,-0.0003507689125999969,0.0008464843939104405,0.8884075962071789,0.8339798293250582,0.8304059890584509,0.05800160714872804,0.15227007745851862,0.14262815715026922,0.15050149052928088,-0.001768586929237731,9,500,"available_count,total_chargers,known_charger_count,observation_coverage,hour,weekday,avail_rate_lag_15m,avail_rate_lag_60m,tmap_eta_min",12,500
