충전소ID,기준시각,사용가능_대수,전체_충전기수,관측_가용률,상태신뢰도_등급,관측신선도_등급,좌표_유효,확정가용_여부,위도,경도,미관측_비율,상태경과_분,관측경과_분
EZ100702,2026-08-09T07:23:21+09:00,0,2,,확인필요(15분초과),확인필요(15분초과),True,False,35.889462,128.5699595,1.0,,
EZ100733,2026-08-09T07:23:21+09:00,0,2,,확인필요(15분초과),확인필요(15분초과),True,False,35.906259,128.6096131,1.0,,
EZ100749,2026-08-09T07:23:21+09:00,0,2,,확인필요(15분초과),확인필요(15분초과),True,False,35.9070835,128.6062603,1.0,,
EZ100900,2026-08-09T07:23:21+09:00,0,1,,확인필요(15분초과),확인필요(15분초과),True,False,35.839067,128.6171352,1.0,,
EZ200002,2026-08-09T07:23:21+09:00,0,2,,확인필요(15분초과),확인필요(15분초과),True,False,35.8281099,128.6087667,1.0,,
EZ200042,2026-08-09T07:23:21+09:00,0,2,,확인필요(15분초과),확인필요(15분초과),True,False,35.899520504806,128.5463924077,1.0,,
EZ200046,2026-08-09T07:23:21+09:00,0,1,,확인필요(15분초과),확인필요(15분초과),True,False,35.888370128944,128.5723971271,1.0,,
EZ200104,2026-08-09T07:23:21+09:00,0,2,,확인필요(15분초과),확인필요(15분초과),True,False,35.943780136879,128.555489893,1.0,,
EZ250001,2026-08-09T07:23:21+09:00,0,1,,확인필요(15분초과),확인필요(15분초과),True,False,35.868649,128.598702,1.0,,
EZ300474,2026-08-09T07:23:21+09:00,0,1,,확인필요(15분초과),확인필요(15분초과),True,False,35.8687083,128.5987415,1.0,,
EZ500005,2026-08-09T07:23:21+09:00,0,2,,확인필요(15분초과),확인필요(15분초과),True,False,35.907191,128.6069935,1.0,,
EZ600010,2026-08-09T07:23:21+09:00,0,1,,확인필요(15분초과),확인필요(15분초과),True,False,35.877742767,128.47706604,1.0,,
GS000031,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.875501,128.676504,0.0,1450.9833333333333,1445.9
GS000055,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.940484,128.57027,0.0,2469.3333333333335,2461.0833333333335
GS000058,2026-08-09T07:23:21+09:00,0,2,,확인필요(15분초과),확인필요(15분초과),True,False,35.838843,128.626967,1.0,,
GS000144,2026-08-09T07:23:21+09:00,0,2,,확인필요(15분초과),확인필요(15분초과),True,False,35.9003374,128.6295996,1.0,,
GS000145,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.8730625,128.4719375,0.0,987.2166666666667,985.3
HD000070,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.8520778,128.5413128,0.0,601.3333333333334,594.7333333333333
HE000428,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.834649,128.487723,0.0,5404.35,5401.6
HE000883,2026-08-09T07:23:21+09:00,20,21,0.9523809523809523,확인필요(15분초과),확인필요(15분초과),True,True,35.876931,128.730692,0.0,583.35,574.7166666666667
HE001033,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.891082,128.555788,0.0,2278.35,2270.7166666666667
HE001131,2026-08-09T07:23:21+09:00,9,13,0.9,확인필요(15분초과),확인필요(15분초과),True,True,35.9063,128.6181,0.23076923076923078,585.35,584.7166666666667
HE192131,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.86091,128.613521,0.0,831.35,825.05
HE192214,2026-08-09T07:23:21+09:00,1,2,0.5,확인필요(15분초과),확인필요(15분초과),True,True,35.961988,128.715767,0.0,2759.35,2751.483333333333
HE192562,2026-08-09T07:23:21+09:00,5,5,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.851597,128.512313,0.0,66.35,60.083333333333336
HE212797,2026-08-09T07:23:21+09:00,3,4,0.75,확인필요(15분초과),확인필요(15분초과),True,True,35.854546,128.634695,0.0,601.35,594.7333333333333
HE230023,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.7290552,128.4458435,0.0,513.35,504.55
HE230028,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.8793917,128.5618302,0.0,457.35,454.51666666666665
HE230047,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,36.2256326,128.5656735,0.0,3778.35,3776.7166666666667
HE240058,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.8455083,128.4851233,0.0,2754.35,2751.483333333333
HE240161,2026-08-09T07:23:21+09:00,6,6,1.0,확인필요(15분초과),확인필요(15분초과),False,True,36.029612,129.3663521,0.0,1053.35,1045.4166666666667
HE240187,2026-08-09T07:23:21+09:00,4,4,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.8911642,128.55582931,0.0,2465.35,2461.0833333333335
HE240281,2026-08-09T07:23:21+09:00,13,15,0.8666666666666667,보통(5~15분),높음(5분이내),True,True,35.705637757,128.45501068,0.0,7.35,0.0
HE240328,2026-08-09T07:23:21+09:00,6,13,0.46153846153846156,보통(5~15분),보통(5~15분),True,True,35.8625431,128.6917829,0.0,14.35,10.016666666666667
HE240346,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.834632567,128.48790425,0.0,7233.35,7226.35
HE240381,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.705404362,128.455874,0.0,838.35,835.0666666666667
HE240382,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.704973174,128.45799305,0.0,2193.3333333333335,2190.55
HE240383,2026-08-09T07:23:21+09:00,6,6,1.0,보통(5~15분),높음(5분이내),True,True,35.703121301,128.46151694,0.0,8.35,0.0
HE240384,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.702682023,128.4622547,0.0,538.35,534.65
HE240385,2026-08-09T07:23:21+09:00,0,2,0.0,확인필요(15분초과),확인필요(15분초과),True,False,35.702469837,128.46154648,0.0,238.35,230.21666666666667
HE240386,2026-08-09T07:23:21+09:00,1,3,0.3333333333333333,확인필요(15분초과),확인필요(15분초과),True,True,35.703031962,128.46108166,0.0,93.35,90.1
HE240426,2026-08-09T07:23:21+09:00,2,5,0.5,확인필요(15분초과),확인필요(15분초과),True,True,35.8155626,128.5430079,0.2,719.35,714.85
HE240427,2026-08-09T07:23:21+09:00,2,2,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.9317529,128.5592518,0.0,2634.35,2631.266666666667
HE240485,2026-08-09T07:23:21+09:00,2,4,0.5,확인필요(15분초과),확인필요(15분초과),True,True,35.8651768,128.721814,0.0,118.35,110.11666666666666
HE240512,2026-08-09T07:23:21+09:00,4,4,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.877010997,128.73075382,0.0,513.35,504.55
HJ000248,2026-08-09T07:23:21+09:00,1,1,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.8435018,128.4865574,0.0,1394.9166666666667,1385.8166666666666
HM000060,2026-08-09T07:23:21+09:00,21,27,0.7777777777777778,확인필요(15분초과),확인필요(15분초과),True,True,35.880808744,128.6402679,0.0,199.35,190.18333333333334
HM000121,2026-08-09T07:23:21+09:00,3,6,0.75,확인필요(15분초과),확인필요(15분초과),True,True,35.894982,128.643791,0.3333333333333333,485.3333333333333,484.53333333333336
HM000123,2026-08-09T07:23:21+09:00,9,10,0.9,확인필요(15분초과),확인필요(15분초과),True,True,35.869570986,128.49090443,0.0,641.3333333333334,634.7666666666667
HM000125,2026-08-09T07:23:21+09:00,12,14,0.9230769230769231,확인필요(15분초과),확인필요(15분초과),True,True,35.8671887,128.4929461,0.07142857142857142,851.3333333333334,845.0666666666667
HM000127,2026-08-09T07:23:21+09:00,2,4,0.6666666666666666,확인필요(15분초과),확인필요(15분초과),True,True,35.808128094,128.48807977,0.25,73.33333333333333,70.08333333333333
HM000128,2026-08-09T07:23:21+09:00,3,5,0.75,확인필요(15분초과),보통(5~15분),True,True,35.890110163,128.58666978,0.2,15.333333333333334,10.016666666666667
HM000140,2026-08-09T07:23:21+09:00,2,3,1.0,확인필요(15분초과),확인필요(15분초과),True,True,35.874719312,128.66941052,0.3333333333333333,1389.3333333333333,1385.8166666666666
HM000142,2026-08-09T07:23:21+09:00,20,24,0.8333333333333334,확인필요(15분초과),확인필요(15분초과),True,True,35.8446941,128.7009536,0.0,23.283333333333335,20.016666666666666
HM000143,2026-08-09T07:23:21+09:00,15,23,0.8333333333333334,확인필요(15분초과),확인필요(15분초과),True,True,35.8741584,128.4975104,0.21739130434782608,139.33333333333334,130.15
HM000149,2026-08-09T07:23:21+09:00,3,7,0.42857142857142855,보통(5~15분),높음(5분이내),True,True,35.838434935,128.6930504,0.0,7.333333333333333,0.0
HM000153,2026-08-09T07:23:21+09:00,2,4,0.5,확인필요(15분초과),확인필요(15분초과),True,True,35.930351332,128.55784364,0.0,489.3333333333333,484.53333333333336
