statId,as_of_ts,statNm,addr,lat,lng,coord_ok,total_chargers,available_count,observed_count,unobserved_count,availability_ratio_observed,unobserved_rate,has_confirmed_available,status_age_minutes,reliability_grade,observation_age_minutes,observation_grade,reliability_grade_effective,observation_state,is_operating_now,limitYn,access_restricted,name_suggests_residential,recommend_public_default,usage_level,sessions_per_charger,usage_weekday_avg,usage_weekend_avg,usage_charger_type,history_observed,eta_minutes,poi_count_1km,nearest_parking_m,parking_remaining_spaces,parking_total_spaces,parking_occupancy_rate,parking_congestion_status,parking_matched_id,parking_has_realtime,parking_remaining_std_1h,parking_remaining_delta_1h,parking_realtime_ticks_1h,parking_is_mock,parking_source,nearest_incident_m,nearest_link_id,nearest_link_m,link_speed_kph,link_cong_grade,link_cong_grade_nm,traffic_is_mock,traffic_source,source_status,schema_version
CV000809,2026-07-31T08:12:11+09:00,대구시_칠성동,대구광역시 북구 칠성로19길 4,35.879194,128.599966,True,1,0,1,0,0.0,0.0,False,1.8833333333333333,HIGH,0.0,HIGH,HIGH,FRESH,N,N,False,False,True,많음,7.170454545454546,7.478835978835979,6.3933333333333335,급속,True,,0,108.4,,,,,154-1-000243,False,,,,False,team5_pis,947.0,1540023600.0,326.0,46.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
CV001592,2026-07-31T08:12:11+09:00,칠성공영주차장,대구광역시 북구 칠성남로 196,35.87611,128.60166099,True,3,3,3,0,1.0,0.0,True,141.78333333333333,CHECK_REQUIRED,140.56666666666666,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,N,False,False,True,,,,,,False,,2,5.9,60.0,150.0,60.0,보통(점유 70%미만),154-2-000047,True,3.226168511610349,-8.0,7.0,False,team5_pis,808.8,1500022700.0,253.3,56.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
CV004108,2026-07-31T08:12:11+09:00,농협경제지주 대구태평로공판장,대구광역시 중구 태평로 195,35.87467377,128.59964884,True,2,2,2,0,1.0,0.0,True,841.2166666666667,CHECK_REQUIRED,835.0,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,N,False,False,True,,,,,,False,,2,156.9,,,,,154-1-000040,False,,,,False,team5_pis,570.3,1500022700.0,107.2,56.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
EP220738,2026-07-31T08:12:11+09:00,대구 뉴그랜드호텔,대구광역시 북구 칠성남로38길 46,35.8761014,128.59781687,True,2,0,0,2,,1.0,False,,CHECK_REQUIRED,,CHECK_REQUIRED,CHECK_REQUIRED,UNOBSERVED,Y,N,False,False,True,,,,,,False,,2,122.9,,,,,154-1-000233,False,,,,False,team5_pis,553.9,1500023900.0,258.8,27.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
EV008877,2026-07-31T08:12:11+09:00,대구중구 라이프아파트,대구광역시 중구 태평로 177,35.87486539,128.59764777,True,2,2,2,0,1.0,0.0,True,982.6666666666666,CHECK_REQUIRED,975.5,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,Y,True,True,False,,,,,,False,,2,177.7,782.0,1160.0,32.59,여유(점유 50%미만),154-4-000012,True,7.079720967636511,-21.0,7.0,False,team5_pis,439.4,1500022800.0,212.0,32.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
EV017808,2026-07-31T08:12:11+09:00,대구북구 대현e-편한세상 1,대구광역시 북구 대현로10길 82,35.8808524,128.6038144,True,6,5,5,1,1.0,0.1666666666666666,True,1016.2833333333332,CHECK_REQUIRED,1015.5833333333334,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,Y,True,False,False,,,,,,False,,0,75.2,,,,,154-1-000122,False,,,,False,team5_pis,,1540019104.0,87.9,60.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
EV017809,2026-07-31T08:12:11+09:00,대구북구 대현e-편한세상 2,대구광역시 북구 대현로10길 82,35.8809524,128.60375,True,4,4,4,0,1.0,0.0,True,34.18333333333333,CHECK_REQUIRED,30.116666666666667,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,Y,True,False,False,,,,,,False,,0,82.1,,,,,154-1-000121,False,,,,False,team5_pis,,1540019104.0,77.4,60.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
HM001029,2026-07-31T08:12:11+09:00,대구역서원프레시빌,대구광역시 북구 칠성남로 176,35.8766044,128.5991137,True,4,3,4,0,0.75,0.0,True,601.9333333333333,CHECK_REQUIRED,594.15,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,Y,True,False,False,,,,,,False,,2,86.2,,,,,154-1-000241,False,,,,False,team5_pis,670.9,1500022700.0,313.9,56.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
HM001672,2026-07-31T08:12:11+09:00,우방플러스빌,대구광역시 북구 중앙대로105길 17,35.8803793,128.5944033,True,2,2,2,0,1.0,0.0,True,417.8666666666667,CHECK_REQUIRED,411.3666666666667,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,Y,True,False,False,,,,,,False,,2,17.0,,,,,154-1-000222,False,,,,False,team5_pis,923.1,1540021401.0,175.0,27.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
IN053057,2026-07-31T08:12:11+09:00,오페라코오롱하늘채,대구광역시 북구 중앙대로 540,35.881,128.597,True,16,0,0,16,,1.0,False,,CHECK_REQUIRED,,CHECK_REQUIRED,CHECK_REQUIRED,UNOBSERVED,Y,N,False,False,True,,,,,,False,,0,,,,,,,,,,,False,team5_pis,,1540021302.0,67.2,27.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
JA270006,2026-07-31T08:12:11+09:00,롯데백화점 대구점 지상 4층,대구광역시 중구 태평로 160,35.8754831,128.5962573,True,9,8,9,0,0.8888888888888888,0.0,True,736.05,CHECK_REQUIRED,734.5333333333333,CHECK_REQUIRED,CHECK_REQUIRED,STALE,N,N,False,False,True,,,,,,False,,2,46.2,782.0,1160.0,32.59,여유(점유 50%미만),154-4-000012,True,7.079720967636511,-21.0,7.0,False,team5_pis,421.8,1500022800.0,106.6,32.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
JA270007,2026-07-31T08:12:11+09:00,롯데백화점 대구점 지상 3층,대구광역시 중구 태평로 160,35.8754317,128.5962314,True,4,4,4,0,1.0,0.0,True,582.0166666666667,CHECK_REQUIRED,574.0833333333334,CHECK_REQUIRED,CHECK_REQUIRED,STALE,N,N,False,False,True,,,,,,False,,2,51.2,782.0,1160.0,32.59,여유(점유 50%미만),154-4-000012,True,7.079720967636511,-21.0,7.0,False,team5_pis,415.7,1500022800.0,101.4,32.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
KP000230,2026-07-31T08:12:11+09:00,롯데역사(주) 대구점,대구광역시 북구 태평로 161,35.87570569559,128.5968015716,True,2,2,2,0,1.0,0.0,True,1001.8166666666668,CHECK_REQUIRED,995.55,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,N,False,False,True,,,,,,False,,2,63.8,782.0,1160.0,32.59,여유(점유 50%미만),154-4-000012,True,7.079720967636511,-21.0,7.0,False,team5_pis,466.9,1500022800.0,161.1,32.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
KP003224,2026-07-31T08:12:11+09:00,오페라코오롱하늘채,대구광역시 북구 칠성동2가 중앙대로 540,35.880958,128.59745,True,2,0,0,2,,1.0,False,,CHECK_REQUIRED,,CHECK_REQUIRED,CHECK_REQUIRED,UNOBSERVED,UNKNOWN,Y,True,False,False,,,,,,False,,0,25.5,,,,,154-1-000246,False,,,,False,team5_pis,,1540021302.0,107.9,27.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
NT100021,2026-07-31T08:12:11+09:00,대구 오페라클레시아 오피스텔,대구광역시 북구 중앙대로 513,35.8790937,128.594754,True,6,5,6,0,0.8333333333333334,0.0,True,1.35,HIGH,0.0,HIGH,HIGH,FRESH,Y,Y,True,False,False,,,,,,False,,2,163.2,,,,,154-1-000222,False,,,,False,team5_pis,781.6,1540019800.0,77.6,27.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
PIS00580,2026-07-31T08:12:11+09:00,대구 북구 오페라코오롱하늘채,대구광역시 북구 중앙대로 540,35.881,128.597,True,16,8,16,0,0.5,0.0,True,7.95,NORMAL,0.0,HIGH,HIGH,FRESH,Y,N,False,False,True,,,,,,False,,0,64.4,,,,,154-1-000246,False,,,,False,team5_pis,,1540021302.0,67.2,27.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
PW015051,2026-07-31T08:12:11+09:00,대구역 SD아이프라임/(주)목성엔지니어링(SP),대구광역시 북구 칠성남로30길 40,35.8759762,128.5990953,True,3,2,3,0,0.6666666666666666,0.0,True,115.03333333333332,CHECK_REQUIRED,110.51666666666668,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,N,False,False,True,,,,,,False,,2,70.1,,,,,154-1-000241,False,,,,False,team5_pis,619.0,1500022700.0,252.5,56.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
