feature,rows,null_rate,distinct_values,positive_rate,point_biserial,p_value,spearman,directional_auc,blocked_auc,auc_ci_low,auc_ci_high,mutual_information,practical_auc,decision
lat,836651,0.0,1490,0.9248408237126352,-0.02855733886570877,1.8329438860499254e-150,-0.022507757083764367,0.5246441582162804,0.5200742410228922,0.5096702406857836,0.538288,0.08678323819115441,0.5200742410228922,DROP_LIKELY
lng,836651,0.0,1491,0.9248408237126352,0.02607596180734978,8.912289632666966e-126,0.024543013900710522,0.5268725931777919,0.5273247218265694,0.5133223572706819,0.5372802540861508,0.08475682704709309,0.5268725931777919,DROP_LIKELY
dist_from_daegu_center_km,836651,0.0,1497,0.9248408237126352,0.013905642061057556,4.584699310759282e-37,0.03893798547130399,0.542633918355065,0.512446787541707,0.5000590769230769,0.5265326575620809,0.08744250243572993,0.512446787541707,DROP_LIKELY
observation_age_minutes,836651,0.0,556,0.9248408237126352,-0.07416643549819352,0.0,-0.08425279083471247,0.567191455061616,0.5719204706569283,0.5503429447409579,0.6027601127785424,0.003452810340507151,0.567191455061616,BASELINE_REF
available_count,836651,0.0,20,0.9248408237126352,0.2402864811247465,0.0,0.32694300935999576,0.8219060634410397,0.819165047140909,0.7953356706615519,0.847283050941814,0.07350649279812771,0.819165047140909,BASELINE_REF
horizon_minutes,836651,0.0,4,0.9248408237126352,0.04107548239600675,3.50738702494131e-309,0.03919608307054728,0.5415192098211987,0.5526416479295192,0.5339864435847714,0.5691124372151539,0.004329223819458328,0.5415192098211987,BASELINE_REF
