statId,busiId,busiNm,bnm,match_name,fee_operator_nm,fee_match_level,fee_type_sample,capacity_class_sample,member_won_sample,nonmember_won_sample,fee_updated_at_sample
CV001594,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001595,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001600,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001601,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001604,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001605,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001606,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001619,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001623,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001626,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001627,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001631,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001632,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001634,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001635,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001636,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001637,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001638,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001646,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001678,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001687,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001701,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001706,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001707,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001710,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001719,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001732,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001735,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001743,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001767,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001768,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001779,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001788,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001793,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001795,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001802,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001836,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001851,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001885,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001891,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001894,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001895,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001904,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001906,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001925,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001941,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001967,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001969,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001970,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001971,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001972,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001973,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001974,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001976,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV001994,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002012,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002014,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002033,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002034,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002048,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002068,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002069,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002072,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002085,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002087,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002099,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002107,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002115,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002128,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002131,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002134,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002139,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002144,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002150,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002155,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002158,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002163,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002169,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002174,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002175,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002176,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002177,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002178,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002179,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002180,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002181,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002188,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002189,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002191,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002196,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002197,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002201,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002202,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002203,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002237,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002238,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002243,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002249,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002250,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002253,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002262,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002266,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002271,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002279,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002288,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002289,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002290,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002291,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002292,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002298,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002302,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002320,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002321,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002324,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002336,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002346,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002347,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002348,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002350,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002351,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002358,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002371,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002372,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002377,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002388,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002389,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002390,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002393,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002394,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002397,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002401,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002431,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002440,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002468,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002471,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002516,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002570,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002607,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002608,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002609,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002620,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002623,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002633,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002669,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002689,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002690,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002715,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002733,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002735,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002736,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002766,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002767,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002776,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002798,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002819,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002838,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002855,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002856,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002857,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002862,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002872,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002913,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002914,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002915,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002939,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002940,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002949,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002950,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002951,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002952,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002956,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002973,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV002995,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003039,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003040,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003041,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003042,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003062,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003063,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003064,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003065,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003066,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003067,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003068,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003069,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003070,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003071,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003072,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003073,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003074,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003075,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003076,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003077,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003078,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003079,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003080,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003081,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003082,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003083,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003084,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003085,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003086,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003087,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003088,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003089,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003090,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003091,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003092,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003093,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003096,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003097,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003098,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003099,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003100,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003102,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003103,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003104,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003105,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003106,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003107,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003109,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003110,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003111,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003115,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003116,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003117,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003118,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003119,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003120,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003121,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003122,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003123,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003124,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003125,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
CV003126,CV,채비,채비,채비,채비,OPERATOR_TYPE,대표,급속(100kW미만),410.0,590.0,2026-03-13
