matched_id,parking_name,parking_addr,parking_type,parking_spaces,best_grade,best_distance_m,ev_station_count,best_statId,best_charger_name,evidence
151-2-000008,평화시장 공영주차장,대구광역시 동구 신암동 604-1,공영,60,LIKELY,35.6,1,CV002189,평화시장공영주차장,좌표 거리 35.6m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
155-1-000071,만촌로 1,대구광역시 수성구 만촌동 427-6,공영,55,LIKELY,35.6,1,CV002358,화랑공원,좌표 거리 35.6m
156-2-000078,진천환승주차장(A구역),대구시 달서구 진천동 626-31,공영,45,LIKELY,35.6,5,CV003084,대구시_진천동행정복지센터,좌표 거리 35.6m
155-2-000045,무학산 주차장,대구광역시 수성구 지산동 880-1,공영,71,LIKELY,35.7,1,ME19C404,무학산공원,좌표 거리 35.7m
154-1-000104,대구시체육복지센터앞,대구광역시 북구 고성동2가 2,공영,31,LIKELY,35.8,1,KP010627,대구복합스포츠타운 P1주차장,좌표 거리 35.8m
151-1-000097,신천희망로 공영주차장,대구광역시 동구 신천동 194-18,공영,28,LIKELY,35.9,1,LU101282,동대구역센트럴시티자이,좌표 거리 35.9m
151-1-000007,현대아울렛앞 노상공영,대구광역시 동구 신천동 315-4,공영,30,LIKELY,36.0,2,PW000102,호텔 맥심,좌표 거리 36.0m
155-4-000002,메트로유료주차장,대구광역시 수성구 만촌동 413-3,민영,105,LIKELY,36.0,2,PW010450,메트로팔레스1단지,좌표 거리 36.0m
157-1-000133,한샘타운 인근,대구광역시 달성군 화원읍 천내리 346,공영,19,LIKELY,36.1,5,PIS00529,대구 달성군 화원한샘타운,좌표 거리 36.1m
154-1-000172,신천동로148길(1),대구광역시 북구 대현동 481-2,공영,5,LIKELY,36.4,1,PI530082,대구시 북구 호텔브르노,좌표 거리 36.4m
155-2-000051,지산공영주차장,대구광역시 수성구 용학로 267,공영,133,LIKELY,36.4,1,CV001594,지산공영주차장,좌표 거리 36.4m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
155-1-000160,유성푸르나임 서편,대구광역시 수성구 수성동1가 111-12,공영,6,LIKELY,36.5,2,PL031631,대구 유성푸르나임아파트,좌표 거리 36.5m
156-1-000035,삼점그린빌 아파트 남편,대구광역시 달서구 두류동 484-2,공영,9,LIKELY,36.7,1,CV000815,대구시_두류3동,좌표 거리 36.7m
154-1-000178,연암공원로(2),대구광역시 북구 산격동 1153-11,공영,23,LIKELY,36.8,1,EZ001388,한일식품,좌표 거리 36.8m
157-1-000144,화암로 D,대구광역시 달성군 화원읍 명곡리 138,공영,7,LIKELY,36.9,1,PWE02156,명곡미래빌4단지,좌표 거리 36.9m
154-1-000020,경대로27길(1),대구광역시 북구 복현동 623,공영,7,LIKELY,36.9,2,ME22D191,복현지구대,좌표 거리 36.9m
152-1-000074,삼익뉴타운2차 주변,대구광역시 서구 내당동 308-11,공영,74,LIKELY,36.9,3,EV013468,대구서구 삼익뉴타운 4,좌표 거리 36.9m
156-1-000045,성당코오롱하늘채 서편,대구광역시 달서구 감삼동 314-28,공영,7,LIKELY,37.0,1,PI802108,성당코오롱하늘채아파트,좌표 거리 37.0m
154-1-000227,칠곡중앙대로(1),대구광역시 북구 읍내동 944-3,공영,23,LIKELY,37.0,2,KP004806,강북실버타운,좌표 거리 37.0m
151-1-000018,동대구로2 공영주차장,대구광역시 동구 신천동 293-5,공영,47,LIKELY,37.2,1,PL031999,대구 북구 동대구유성푸르나임아파트,좌표 거리 37.2m
151-2-000027,신암근린공원 주차장,대구광역시 동구 신암4동 647,공영,29,LIKELY,37.2,1,CV003098,대구시_신암공원,좌표 거리 37.2m
155-1-000145,수성우방팔레스 동편,대구광역시 수성구 수성동4가 1022-22,공영,19,LIKELY,37.2,2,PI718146,대구우방사랑마을,좌표 거리 37.2m
151-1-000128,율하동로20길 (2),대구광역시 동구 신기동 576,공영,18,LIKELY,37.5,1,HM710044,모란2차아파트,좌표 거리 37.5m
156-2-000089,성서3주차장,대구광역시 달서구 장동 210-2,공영,78,LIKELY,37.5,2,CV004305,대구시_성서3공영주차장,좌표 거리 37.5m · 주소 번지 숫자 일치
155-2-000101,임시공영75,대구광역시 수성구  만촌2동 1027-24,공영,5,LIKELY,37.6,1,KP004018,MS카오디오,좌표 거리 37.6m
361-1-000009,삼국유사테마파크 주차장,대구 군위군 의흥면 일연테마로 100,공영,621,LIKELY,37.6,1,CV003256,삼국유사테마파크,좌표 거리 37.6m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
155-3-000004,동촌유원지(영남제일관),대구광역시 수성구 만촌동 산93,공영,92,LIKELY,37.6,2,HY000979,호텔인터불고 대구,좌표 거리 37.6m
157-1-000082,문양역길 B,대구광역시 달성군 다사읍 문양리 400,공영,21,LIKELY,37.8,2,EC270008,문양역,좌표 거리 37.8m
155-4-000003,성광유료주차장,대구광역시 수성구 동대구로 358-6,민영,128,LIKELY,38.1,3,VTE00004,브라운스톤 범어오피스텔,좌표 거리 38.1m
154-2-000039,엔씨아울렛서편 공영주차장,대구광역시 북구 산격동 1641,공영,111,LIKELY,38.3,1,CV003445,대구시_올브랜서편공영주차장,좌표 거리 38.3m
157-1-000135,현풍로A,대구광역시 달성군 현풍읍 원교리 1731-46,공영,24,LIKELY,38.4,2,CV001706,현풍백년도깨비시장 공영주차장,좌표 거리 38.4m
154-1-000006,3공단로1 공영주차장,대구광역시 북구 노원동3가 252-3,공영,30,LIKELY,38.5,2,ST601097,(의)강의료재단,좌표 거리 38.5m
156-1-000087,용산롯데캐슬 북편,대구광역시 달서구 용산동 230-10,공영,13,LIKELY,38.6,1,CV003104,대구시_서부법원 노상주차장,좌표 거리 38.6m
154-1-000167,성북로9길,대구광역시 북구 침산동 339-11,공영,17,LIKELY,38.7,3,EC000145,침산동쌍용예가2차아파트 B1,좌표 거리 38.7m
156-1-000108,달서대로 남편 공영주차장,대구 달서구 달서대로 407-1,공영,60,LIKELY,38.8,1,CV001242,시설공단대구_달서대로 공영주차장,좌표 거리 38.8m
156-2-000041,성당동 1공영주차장,대구시 달서구 성당동 638-2,공영,30,LIKELY,39.0,1,KP003782,성당동1공영주차장,좌표 거리 39.0m · 충전소명·주차장명 유사
154-1-000201,오봉로3길,대구광역시 북구 노원동2가 295-1,공영,4,LIKELY,39.0,2,SF002643,노원보성타운,좌표 거리 39.0m
155-1-000105,범어천로 1,대구광역시 수성구 수성동4가 1005,공영,78,LIKELY,39.1,3,NT102386,대구 범어화성파크드림아파트,좌표 거리 39.1m
150-3-000001,군위군보건소 주차장,대구 군위군 군위읍 군청로 70,공영,57,LIKELY,39.7,1,CV002951,군위보건소,좌표 거리 39.7m · 주소 번지 숫자 일치
154-3-000002,북구청 별관,대구 북구 옥산로 65,공영,32,LIKELY,39.7,1,EZ001955,대구광역시립북부도서관,좌표 거리 39.7m
155-2-000078,임시공영39,대구광역시 수성구 만촌1동 1330-40,공영,20,LIKELY,39.7,2,ST601269,SK에너지 중앙2주유소,좌표 거리 39.7m
154-1-000147,부광어린이집 남측,대구광역시 북구 태전동 881-98,공영,10,LIKELY,39.7,3,CV000811,대구시_태전2동,좌표 거리 39.7m
151-2-000003,동촌유원지 1 공영주차장,대구광역시 동구 효목동 1025,공영,154,LIKELY,39.8,1,CV003122,대구시_동촌유원지,좌표 거리 39.8m · 주소 번지 숫자 일치
150-2-000030,시청광장(부설) 공영주차장,대구광역시 중구 국채보상로131길 17,공영,146,LIKELY,39.8,2,ME184067,대구시청,좌표 거리 39.8m · 주소 번지 숫자 일치
150-1-000148,대봉로 노상유료5,대구광역시 중구 대봉동 60-18,공영,19,LIKELY,40.3,1,PC001255,경북대학교 사범대학 부속고등학교(대구),좌표 거리 40.3m
154-1-000302,"연경동973,974 소규모 임시 공영주차장",대구 북구 동화천로 215,공영,72,LIKELY,41.1,1,LU100148,오케이포인트마트연경점,좌표 거리 41.1m
154-1-000081,관음중앙로7길,대구광역시 북구 관음동 1322,공영,23,LIKELY,41.4,1,PL031889,대구 칠곡한라타운아파트,좌표 거리 41.4m
154-1-000009,KT대구고성빌딩동측,대구광역시 북구 고성동3가 103,공영,13,LIKELY,41.6,1,PI122225,케이티북대구빌딩,좌표 거리 41.6m
156-2-000079,진천 1공영주차장,대구시 달서구 진천동 734-11,공영,23,LIKELY,41.9,2,PI721003,진천태왕아너스2단지,좌표 거리 41.9m
154-1-000151,북구산격동1485도로(1),대구광역시 북구 산격동 1485,공영,6,LIKELY,42.1,2,PWE01953,산격대우아파트,좌표 거리 42.1m
157-1-000118,영남APT북편,대구광역시 달성군 화원읍 천내리 42-1,공영,40,LIKELY,42.4,1,TS277102,대구 천내우방타운,좌표 거리 42.4m
156-2-000071,용산환승공영주차장,대구시 달서구 장기동 810-4,공영,185,LIKELY,42.5,2,ME183063,용산역환승주차장,좌표 거리 42.5m · 주소 번지 숫자 일치
150-1-000130,청운맨션 주변 노상무료,대구광역시 중구 대봉동 44-10,공영,27,LIKELY,42.6,1,HY001169,대구 청운맨션,좌표 거리 42.6m
151-1-000124,율하3 공영주차장,대구광역시 동구 율하동 376-4,공영,38,LIKELY,42.7,3,CV003917,율하휴먼시아6단지 603동,좌표 거리 42.7m
150-2-000014,북성공영주차장,대구광역시 중구 종로 99,공영,123,LIKELY,43.0,1,NS850022,대구 중구청 관리공영주차장 급속충전소,좌표 거리 43.0m · 주소 번지 숫자 일치
151-1-000079,신기모란3차아파트 (2),대구광역시 동구 신기동 557,공영,22,LIKELY,43.4,1,HM710043,모란3차아파트,좌표 거리 43.4m · 충전소명·주차장명 유사
155-4-000008,노외주차장,대구광역시 수성구 국채보상로 872,민영,19,LIKELY,43.6,4,SF001849,기아 대구 드라이빙센터,좌표 거리 43.6m
152-1-000068,비산1동 주민센터 앞· 남측,대구광역시 서구 비산동 572-12,공영,6,LIKELY,43.9,1,CV003458,대구시_비산1동행정복지센터,좌표 거리 43.9m
153-1-000096,장천1길,대구광역시 남구 대명동 792-27,공영,5,LIKELY,43.9,1,LU004142,동신점보아파트,좌표 거리 43.9m
151-1-000017,동대구로1 공영주차장,대구광역시 동구 신천동 742,공영,36,LIKELY,44.0,1,LU100968,대구부띠끄시티오피스텔,좌표 거리 44.0m
151-1-000129,율하동로20길 (3),대구광역시 동구 신기동 573,공영,11,LIKELY,44.2,1,HM710055,모란1차아파트,좌표 거리 44.2m
153-2-000057,임시 공영주차장(공한지),대구광역시 남구 봉덕3동 1361-7번지,공영,6,LIKELY,44.4,1,PI740113,앞산태왕아너스105동,좌표 거리 44.4m
151-1-000127,율하동로20길 (1),대구광역시 동구 신기동 578,공영,15,LIKELY,44.6,1,KP003196,천일맨션,좌표 거리 44.6m
155-2-000016,대구어린이세상역앞 공영주차장,대구광역시 수성구 황금동 635-5,공영,204,LIKELY,44.7,2,CV003566,대구시_어린이회관,좌표 거리 44.7m
152-1-000017,내당동삼익맨션 남측,대구광역시 서구 내당동 350-1,공영,15,LIKELY,44.7,3,EZ001952,대구광역시서부교육지원청,좌표 거리 44.7m
150-2-000026,남산향수길 공영주차장,대구광역시 중구 명륜로12길 47,공영,35,LIKELY,44.9,1,NT101300,대구 가톨릭대학교 유스티노캠퍼스,좌표 거리 44.9m · 주소 번지 숫자 일치
156-2-000039,달비공원 주차장,대구시 달서구 상인동 1594,공영,47,LIKELY,45.0,1,ME183053,달서구 청소년수련관공영주차장,좌표 거리 45.0m
154-1-000121,대현E편한세상아파트동측,대구광역시 북구 대현동 451-35,공영,43,LIKELY,45.0,2,PL007331,대현한신휴플러스,좌표 거리 45.0m
154-1-000030,고성로31길,대구광역시 북구 고성동3가 6-9,공영,7,LIKELY,45.6,1,CV000547,대구시_고성동 행정복지센터,좌표 거리 45.6m
151-2-000071,효목동 401-7 공한지주차장,대구광역시 동구 효목동 401-7· 401-10,공영,5,LIKELY,45.7,3,CGP00015,대구 동대구푸르지오브리센트_109동,좌표 거리 45.7m
153-1-000023,대덕로40길 (2),대구광역시 남구 봉덕동 1091-8,공영,2,LIKELY,45.8,2,PL032235,대구 남구 앞산서한이다음,좌표 거리 45.8m
155-2-000090,임시공영61,대구광역시 수성구 대흥동 876-3,공영,20,LIKELY,46.0,1,CV002798,알파센트럴빌딩,좌표 거리 46.0m
153-1-000085,이천로19길 (1),대구광역시 남구 대명동 2014-38,공영,23,LIKELY,46.1,2,PI735180,교대역동서프라임365A,좌표 거리 46.1m
151-1-000002,강동로(2),대구광역시 동구 신천동 146-1,공영,4,LIKELY,46.2,1,SF002969,한국건강관리협회 대구지부 (완속충전기),좌표 거리 46.2m
154-4-000012,롯데백화점 대구점 주차장,대구 북구 태평로 161,민영,1215,LIKELY,46.2,3,JA270006,롯데백화점 대구점 지상 4층,좌표 거리 46.2m · 충전소명·주차장명 유사
153-2-000067,앞산빨래터 공원 공영주차장(올인),대구광역시 남구 대명동 1501-2번지,공영,91,LIKELY,46.3,1,CV002371,앞산빨래터 공영주차장,좌표 거리 46.3m
154-1-000251,침산2차동아무지개아파트동측,대구광역시 북구 침산동 242-2,공영,9,LIKELY,46.3,3,PW013163,침산한라스카이빌 입주자대표회의,좌표 거리 46.3m
154-1-000235,칠성남로16길(1),대구광역시 북구 칠성동2가 302-93,공영,17,LIKELY,46.4,1,PW800555,대구역노르웨이숲아파트 입주자대표회의24,좌표 거리 46.4m
150-1-000165,남산그린타운 부근(남산로17길) 노상무료,대구광역시 중구 남산동 2635-16,공영,5,LIKELY,46.4,4,EV017820,대구중구 남산그린타운 2,좌표 거리 46.4m
154-1-000155,산격대우아파트상가북측,대구광역시 북구 산격동 500-1,공영,24,LIKELY,46.5,2,CV003456,대구시_산격2동행정복지센터,좌표 거리 46.5m
155-1-000099,범어동일하이빌 남편,대구광역시 수성구 범어동 906-1,공영,7,LIKELY,46.5,2,CV003862,범어유림노르웨이숲 지하2층 103동,좌표 거리 46.5m
154-1-000257,침산로(2),대구광역시 북구 침산동 646-7,공영,42,LIKELY,46.6,1,HM710118,대구 수갤러리아,좌표 거리 46.6m
155-1-000001,e-편한세상 대구범어 APT 남편,대구광역시 수성구 범어동 966-1,공영,14,LIKELY,47.0,1,HM000676,e편한세상범어,좌표 거리 47.0m
155-1-000159,유림노르웨이숲APT 남편,대구광역시 수성구 범어동 906-1,공영,15,LIKELY,47.2,3,PW014098,범어유림노르웨이숲2차입주자대표회의(SP),좌표 거리 47.2m
155-1-000142,수성센트럴화성파크드림 동편,대구광역시 수성구 중동 179,공영,13,LIKELY,47.3,1,TS272605,수성센트럴화성파크드림,좌표 거리 47.3m · 충전소명·주차장명 유사
153-1-000069,안지랑로18길,대구광역시 남구 대명동 930-1,공영,17,LIKELY,47.6,2,NT102180,대구 앞산리슈빌앤리마크2단지,좌표 거리 47.6m
155-4-000010,대림유료주차장,대구광역시 수성구 범어동 41-15,민영,19,LIKELY,47.8,1,NT101785,대구 KB손해보험빌딩,좌표 거리 47.8m
155-1-000205,힐스테이트범어 북편,대구광역시 수성구 범어동 267-22,공영,21,LIKELY,48.2,1,PW100687,힐스테이트 범어 입주자대표회의,좌표 거리 48.2m
151-1-000157,해동로 (동),대구광역시 동구 지저동 771-10,공영,9,LIKELY,48.9,1,TS271403,프렌즈 스크린 제일공항점,좌표 거리 48.9m
150-1-000144,경대병원 노상유료1,대구광역시 중구 삼덕동3가 8-2,공영,17,LIKELY,49.0,3,LU101290,삼덕청아람리슈빌,좌표 거리 49.0m
155-1-000108,범어천로 4,대구광역시 수성구 범어동 804-72,공영,30,LIKELY,49.2,4,PI770691,대구코오롱하늘채수,좌표 거리 49.2m
153-1-000068,안지랑로17길,대구광역시 남구 대명동 955-8,공영,15,LIKELY,49.7,1,NT102179,대구 앞산리슈빌앤리마크1단지,좌표 거리 49.7m
154-1-000226,칠곡서한맨션주변,대구광역시 북구 관음동 1373,공영,37,LIKELY,49.7,1,PI773857,칠곡서한맨션,좌표 거리 49.7m · 충전소명·주차장명 유사
155-1-000170,지산근린공원 서편,대구광역시 수성구 지산동 1273,공영,12,LIKELY,49.7,1,CV003085,대구시_지산공영주차장,좌표 거리 49.7m
155-1-000149,수성하이츠 북편,대구광역시 수성구 수성동4가 1090-5,공영,10,LIKELY,49.7,6,LU000561,수성하이츠,좌표 거리 49.7m · 충전소명·주차장명 유사
151-1-000040,동촌로25길 (1),대구광역시 동구 검사동 908-5,공영,9,LIKELY,49.8,1,KP002186,홈플러스 동촌점,좌표 거리 49.8m
154-1-000122,대현남로,대구광역시 북구 대현동 521,공영,7,LIKELY,50.0,2,EV017811,대구북구 대현e-편한세상 4,좌표 거리 50.0m
153-2-000009,앞산공원 공영주차장,대구광역시 남구 봉덕동 1566-1번지,공영,74,LIKELY,50.4,1,CV003096,대구시_앞산공원 공영주차장,좌표 거리 50.4m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치 · 거리만 가까움: 현장/주소 검토 필요
151-1-000022,동대구반도유보라 아파트 (서),대구광역시 동구 신천동 1-10,공영,10,LIKELY,50.9,1,PWE02568,동대구반도유보라,좌표 거리 50.9m · 충전소명·주차장명 유사 · 거리만 가까움: 현장/주소 검토 필요
361-3-000002,군위군청 주차장,대구 군위군 군위읍 군청로 200,공영,386,LIKELY,51.4,1,CV003258,군위군청 주차장,좌표 거리 51.4m · 충전소명·주차장명 유사 · 거리만 가까움: 현장/주소 검토 필요
150-1-000129,대백프라자 주변 노상유료,대구광역시 중구 대봉동 214-372,공영,59,LIKELY,52.5,3,KP002189,대백프라자,좌표 거리 52.5m · 충전소명·주차장명 유사 · 거리만 가까움: 현장/주소 검토 필요
151-2-000042,갓바위 2공영주차장,대구광역시 동구 진인동 123-30,공영,95,LIKELY,53.1,1,CV002393,갓바위2공영주차장,좌표 거리 53.1m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치 · 거리만 가까움: 현장/주소 검토 필요
152-2-000026,서구국민체육센터,대구광역시 서구 이현동 315-15번지,공영,30,LIKELY,53.6,1,CV003106,대구시_서구국민체육센터,좌표 거리 53.6m · 충전소명·주차장명 유사 · 거리만 가까움: 현장/주소 검토 필요
150-2-000015,경상감영주차장,대구광역시 중구 경상감영길 99,공영,61,LIKELY,53.7,1,CV001976,경상감영공영주차장,좌표 거리 53.7m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치 · 거리만 가까움: 현장/주소 검토 필요
155-1-000112,삼환아파트 동편,대구광역시 수성구 수성동1가 655-3,공영,5,LIKELY,54.9,1,EV015650,대구수성 삼환아파트,좌표 거리 54.9m · 주소 번지 숫자 일치 · 거리만 가까움: 현장/주소 검토 필요
156-2-000067,와룡공원 지하공영주차장,대구시 달서구 이곡동 1191-2,공영,92,LIKELY,55.8,2,CV002014,와룡아랫공원지하공영주차장,좌표 거리 55.8m · 주소 번지 숫자 일치 · 거리만 가까움: 현장/주소 검토 필요
154-2-000051,코스트코서편공영주차장,대구광역시 북구 산격동 1739,공영,108,LIKELY,56.2,1,CV001967,종합유통단지 코스트코서편공영주차장,좌표 거리 56.2m · 충전소명·주차장명 유사 · 거리만 가까움: 현장/주소 검토 필요
156-2-000098,죽전동 3공영주차장,대구 달서구 와룡로51길 41,공영,119,LIKELY,58.5,1,ST600537,달서아이꿈센터,좌표 거리 58.5m · 주소 번지 숫자 일치 · 거리만 가까움: 현장/주소 검토 필요
152-2-000051,서대구역광장 2주차장,대구 서구 문화로13길 39,공영,152,LIKELY,59.8,1,CV004317,대구시_서대구역광장2주차장,좌표 거리 59.8m · 충전소명·주차장명 유사 · 거리만 가까움: 현장/주소 검토 필요
151-1-000081,신암그린타운 앞,대구광역시 동구 신암동 472-16,공영,12,LIKELY,62.8,1,CU530004,신암그린타운,좌표 거리 62.8m · 충전소명·주차장명 유사 · 거리만 가까움: 현장/주소 검토 필요
155-1-000076,만촌보성타운 동편,대구광역시 수성구 만촌동 644-34,공영,35,LIKELY,63.0,1,PI700992,만촌보성타운,좌표 거리 63.0m · 충전소명·주차장명 유사 · 거리만 가까움: 현장/주소 검토 필요
155-1-000102,범어에일린의뜰 남편,대구광역시 수성구 범어동 805-58,공영,7,LIKELY,65.1,1,LU003877,범어에일린의뜰,좌표 거리 65.1m · 충전소명·주차장명 유사 · 거리만 가까움: 현장/주소 검토 필요
154-1-000225,칠곡목련아파트서측,대구광역시 북구 읍내동 1339,공영,33,LIKELY,67.6,1,NT100233,칠곡목련아파트,좌표 거리 67.6m · 충전소명·주차장명 유사 · 거리만 가까움: 현장/주소 검토 필요
156-1-000084,앞산 청구제네스 동편,대구광역시 달서구 송현동 798-218,공영,7,LIKELY,69.3,1,LU100348,앞산청구제네스,좌표 거리 69.3m · 충전소명·주차장명 유사 · 거리만 가까움: 현장/주소 검토 필요
151-2-000089,동촌유원지 3 공영주차장,대구 동구 효목동 1202,공영,137,LIKELY,69.8,2,ME25C171,동촌유원지 3 공영주차장 2,좌표 거리 69.8m · 충전소명·주차장명 유사 · 거리만 가까움: 현장/주소 검토 필요
151-1-000020,동대구반도유보라 아파트 (남),대구광역시 동구 신천동 15-2,공영,9,LIKELY,72.5,1,HM000519,동대구반도유보라,좌표 거리 72.5m · 충전소명·주차장명 유사 · 거리만 가까움: 현장/주소 검토 필요
151-2-000023,안심 공영주차장,대구광역시 동구 괴전동 401-2,공영,254,LIKELY,77.0,1,CV002128,안심공영주차장,좌표 거리 77.0m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치 · 거리만 가까움: 현장/주소 검토 필요
152-1-000115,퀸스로드,대구광역시 서구 중리동 1134,공영,3,LIKELY,78.9,1,PL031246,대구 퀸스로드,좌표 거리 78.9m · 충전소명·주차장명 유사 · 거리만 가까움: 현장/주소 검토 필요
152-1-000132,평리청구타운아파트 서측,대구광역시 서구 평리동 1439-1,공영,34,LIKELY,78.9,3,CV001793,평리청구타운아파트,좌표 거리 78.9m · 충전소명·주차장명 유사 · 거리만 가까움: 현장/주소 검토 필요
156-1-000022,대구가정법원 동편,대구광역시 달서구 용산동 230-6,공영,16,LIKELY,80.2,2,JA270010,대구가정법원,좌표 거리 80.2m · 충전소명·주차장명 유사 · 거리만 가까움: 현장/주소 검토 필요
155-2-000064,대청초등학교주차장,대구광역시 수성구 만촌동 873,공영,31,LIKELY,80.3,1,AZ100013,대청초등학교,좌표 거리 80.3m · 충전소명·주차장명 유사 · 거리만 가까움: 현장/주소 검토 필요
155-2-000053,범물근린공영주차장,대구광역시 수성구 지범로 232,공영,127,LIKELY,81.4,1,CV001904,범물공원공영주차장,좌표 거리 81.4m · 주소 번지 숫자 일치 · 거리만 가까움: 현장/주소 검토 필요
156-1-000088,용산보성타운 서편,대구광역시 달서구 용산동 939-14,공영,39,LIKELY,81.6,2,PL007853,용산보성타운,좌표 거리 81.6m · 충전소명·주차장명 유사 · 거리만 가까움: 현장/주소 검토 필요
152-1-000043,대구과학기술고등학교 북측,대구광역시 서구 내당동 456-1,공영,8,LIKELY,84.0,1,HW000508,대구과학기술고등학교,좌표 거리 84.0m · 충전소명·주차장명 유사 · 거리만 가까움: 현장/주소 검토 필요
151-1-000008,대구228기념 학생도서관 앞,대구광역시 동구 신암동 70-2,공영,13,LIKELY,92.7,1,EZ001796,대구228기념학생도서관,좌표 거리 92.7m · 충전소명·주차장명 유사 · 거리만 가까움: 현장/주소 검토 필요
361-2-000036,제2 석굴암(2) 주차장,대구광역시 군위군 부게면 한티로 1943,공영,142,LIKELY,94.2,1,CV002940,제2석굴암 주차장2,좌표 거리 94.2m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치 · 거리만 가까움: 현장/주소 검토 필요
155-1-000175,지산타운아파트 남편,대구광역시 수성구 지산동 1288-7,공영,9,NEARBY_ONLY,50.2,1,PIS00574,대구 수성구 지산타운아파트,좌표 거리 50.2m · 거리만 가까움: 현장/주소 검토 필요
151-2-000065,용계동 공영주차장(공한지주차장),대구광역시 동구 용계동 422-7,공영,16,NEARBY_ONLY,50.3,2,PI700409,우방백자맨션,좌표 거리 50.3m · 거리만 가까움: 현장/주소 검토 필요
151-1-000109,아양로49길 (2),대구광역시 동구 신암동 1525,공영,7,NEARBY_ONLY,50.5,1,KP004798,대구보호관찰소,좌표 거리 50.5m · 거리만 가까움: 현장/주소 검토 필요
153-1-000012,대구광역시남구청 후문,대구 남구 봉덕로13길 17-1,공영,13,NEARBY_ONLY,50.8,1,PI530331,대구 남구 케이티봉덕빌딩,좌표 거리 50.8m · 거리만 가까움: 현장/주소 검토 필요
151-1-000016,동대구로 (2),대구광역시 동구 신천동 92,공영,2,NEARBY_ONLY,50.9,1,CV001396,대구테크노파크 대구벤처센터,좌표 거리 50.9m · 거리만 가까움: 현장/주소 검토 필요
156-2-000063,공한지6주차장,대구시 달서구 월암동 1-116,공영,22,NEARBY_ONLY,51.6,1,CV003728,대구은행 성서공단영업부,좌표 거리 51.6m · 거리만 가까움: 현장/주소 검토 필요
152-1-000050,동서제일아파트 북측,대구광역시 서구 내당동 359-1,공영,7,NEARBY_ONLY,51.9,1,PIS00545,대구 서구 코오롱맨션,좌표 거리 51.9m · 거리만 가까움: 현장/주소 검토 필요
151-1-000122,율하2 공영주차장,대구광역시 동구 율하동 1443,공영,32,NEARBY_ONLY,52.0,1,PC001839,하담프라자(대구),좌표 거리 52.0m · 거리만 가까움: 현장/주소 검토 필요
155-1-000146,수성우방팔레스 북편,대구광역시 수성구 수성동4가 1090-6,공영,27,NEARBY_ONLY,52.0,1,PI761312,대구우방사랑마을B,좌표 거리 52.0m · 거리만 가까움: 현장/주소 검토 필요
155-1-000200,황금우방신천지아파트 앞,대구광역시 수성구 황금동 272,공영,10,NEARBY_ONLY,52.1,1,CGP00013,대구 우방신천지타운_관리사무소 옆,좌표 거리 52.1m · 거리만 가까움: 현장/주소 검토 필요
154-1-000138,동암로7길(1),대구광역시 북구 읍내동 415-9,공영,33,NEARBY_ONLY,52.2,1,EV006886,대구북구 칠곡3차보성타운,좌표 거리 52.2m · 거리만 가까움: 현장/주소 검토 필요
154-1-000260,침산로41길,대구광역시 북구 침산동 550-3,공영,16,NEARBY_ONLY,52.3,1,KP001602,침산동2차쌍용예가,좌표 거리 52.3m · 거리만 가까움: 현장/주소 검토 필요
154-1-000223,중앙대로118길,대구광역시 북구 침산동 104-4,공영,7,NEARBY_ONLY,52.5,1,LU003965,침산삼주아파트,좌표 거리 52.5m · 거리만 가까움: 현장/주소 검토 필요
151-1-000156,한전동대구지점앞 주차장,대구광역시 동구 효목동 615-1,공영,37,NEARBY_ONLY,53.1,1,CV000806,대구시_효목2동,좌표 거리 53.1m · 거리만 가까움: 현장/주소 검토 필요
157-1-000092,비슬로495길 A,대구광역시 달성군 화원읍 성산리 505,공영,64,NEARBY_ONLY,53.2,1,PI740208,화원대백,좌표 거리 53.2m · 거리만 가까움: 현장/주소 검토 필요
151-1-000143,중앙고속 차고지 앞 주차장,대구광역시 동구 신천동 335-6,공영,0,NEARBY_ONLY,53.5,1,PIH01595,리더스모텔,좌표 거리 53.5m · 거리만 가까움: 현장/주소 검토 필요
156-1-000109,달서대로 북편 공영주차장,대구 달서구 호산동 721,공영,70,NEARBY_ONLY,53.9,1,PIH01164,빌리언웨스턴호텔,좌표 거리 53.9m · 거리만 가까움: 현장/주소 검토 필요
151-1-000180,화랑로9길 (2),대구광역시 동구 신천동 464-12,공영,17,NEARBY_ONLY,54.2,1,HM001809,동대구비스타동원,좌표 거리 54.2m · 거리만 가까움: 현장/주소 검토 필요
151-1-000131,율하동로23길 (2),대구광역시 동구 율하동 931-6,공영,16,NEARBY_ONLY,54.2,2,CV000540,대구시_안심1동 행정복지센터,좌표 거리 54.2m · 거리만 가까움: 현장/주소 검토 필요
157-1-000142,화암로 B,대구광역시 달성군 화원읍 명곡리 101,공영,24,NEARBY_ONLY,54.6,2,PW012607,명곡미래빌3단지입주자대표회의,좌표 거리 54.6m · 거리만 가까움: 현장/주소 검토 필요
