matched_id,parking_name,parking_addr,parking_type,parking_spaces,best_grade,best_distance_m,ev_station_count,best_statId,best_charger_name,evidence
154-2-000033,서변2 공영주차장,대구광역시 북구 서변동 1792,공영,85,STRONG,10.0,2,CV001581,서변2공영주차장,좌표 거리 10.0m · 충전소명·주차장명 유사
361-2-000046,효령면행정복지센터 주차장,대구광역시 군위군 효령면 치산효령로 2400,공영,38,STRONG,10.5,2,ME24B144,효령면행정복지센터,좌표 거리 10.5m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
151-1-000004,공항3차아파트 (북),대구광역시 동구 도동 20-5,공영,17,STRONG,10.6,1,HM001632,공항3차아파트,좌표 거리 10.6m · 충전소명·주차장명 유사
156-2-000028,달서시장 주차장,대구시 달서구 본리동 110-5,공영,103,STRONG,12.3,2,KP004416,달서시장 공영주차장,좌표 거리 12.3m · 충전소명·주차장명 유사
156-2-000034,상인1공영주차장,대구광역시 달서구 상인서로 20,공영,84,STRONG,12.4,2,CV002034,상인1공영주차장,좌표 거리 12.4m · 충전소명·주차장명 유사
151-2-000051,망우당공원 공영주차장(택시 쉼터),대구 동구 효동로2길 93,공영,40,STRONG,12.7,1,ME23B186,망우당공원 택시쉼터,좌표 거리 12.7m · 주소 번지 숫자 일치
156-2-000002,서남시장 주차장,대구시 달서구 감삼동 54-8,공영,30,STRONG,12.8,1,ME20C183,서남시장공영주차장,좌표 거리 12.8m · 충전소명·주차장명 유사
156-2-000060,용산1공영주차장,대구시 달서구 용산동 933-4,공영,73,STRONG,12.8,2,CV001710,용산1공영주차장,좌표 거리 12.8m · 충전소명·주차장명 유사
155-2-000054,외환들 공영주차장,대구광역시 수성구 삼덕동 360-4,공영,642,STRONG,13.2,1,CV002163,외환들공영주차장,좌표 거리 13.2m · 충전소명·주차장명 유사
152-2-000024,달서교하부공영주차장(화물차전용주차장),대구광역시 서구 이현동 423-4번지,공영,80,STRONG,13.5,1,CV001623,달서교하부공영주차장,좌표 거리 13.5m · 충전소명·주차장명 유사
152-2-000027,서구청소년수련관,대구광역시 서구 이현동 48-8번지,공영,35,STRONG,13.8,1,CV002915,대구시_대구서구청소년수련관,좌표 거리 13.8m · 충전소명·주차장명 유사
155-2-000062,신매2공영주차장,대구광역시 수성구 신매동 568,공영,55,STRONG,13.8,1,CV001121,시설공단대구_신매2 공영주차장,좌표 거리 13.8m · 충전소명·주차장명 유사
155-2-000057,노변공영주차장,대구광역시 수성구 시지동 490,공영,60,STRONG,14.0,1,KP003775,노변공영주차장,좌표 거리 14.0m · 충전소명·주차장명 유사
156-2-000014,월광 1주차장,대구시 달서구 도원동 928,공영,169,STRONG,14.0,2,CV003066,대구시_월광수변공원주차장,좌표 거리 14.0m · 주소 번지 숫자 일치
150-1-000172,동인동행정복지센터 앞 노상무료,대구광역시 중구 동인동4가 318-5,공영,1,STRONG,14.1,2,DG110009,동인동행정복지센터,좌표 거리 14.1m · 충전소명·주차장명 유사
153-2-000012,성당시장 공영주차장,대구광역시 남구 대명4동 3024-6번지,공영,59,STRONG,14.3,1,CV001970,성당시장 공영주차장,좌표 거리 14.3m · 충전소명·주차장명 유사
150-2-000033,측백향 커뮤니티센터 주차장,대구 동구 도평로 245,공영,23,STRONG,14.6,1,CV000979,대구시_도동 측백향커뮤니티센터,좌표 거리 14.6m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
153-2-000033,강당골 공영주차장,대구광역시 남구 봉덕3동 1272-18번지,공영,179,STRONG,14.6,2,DO000034,강당골 공영주차장,좌표 거리 14.6m · 충전소명·주차장명 유사
156-2-000012,도원동 마을공영주차장,대구시 달서구 도원동 668-10,공영,11,STRONG,14.8,2,ME18C176,도원동마을공영주차장,좌표 거리 14.8m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
156-2-000023,학산공원 삼거리 주차장,대구시 달서구 본동 1119,공영,73,STRONG,15.2,2,ME25C167,학산공원 삼거리 주차장,좌표 거리 15.2m · 충전소명·주차장명 유사
151-2-000041,갓바위 1공영주차장,대구광역시 동구 진인동 123-30,공영,60,STRONG,15.5,1,CV002394,갓바위1공영주차장,좌표 거리 15.5m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
156-2-000081,호림1공영주차장,대구시 달서구 호림동 13-10,공영,201,STRONG,16.1,2,CV001123,시설공단대구_호림1 공영주차장,좌표 거리 16.1m · 충전소명·주차장명 유사
156-2-000013,수밭근린공원주차장,대구시 달서구 도원동 885-2,공영,86,STRONG,16.8,1,ME25C277,수밭근린공원 주차장,좌표 거리 16.8m · 충전소명·주차장명 유사
361-3-000001,"군위군민회관, 군위노인복지회관 주차장",대구 군위군 군위읍 군청로 98-6,공영,11,STRONG,17.7,1,ME22C193,군위군노인복지관,좌표 거리 17.7m · 주소 번지 숫자 일치
151-2-000014,안심 2동 공영주차장,대구광역시 동구 용계동 923-3,공영,17,STRONG,18.1,1,ME18C178,안심2동 공영주차장,좌표 거리 18.1m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
156-2-000051,달서별빛캠프 주차장,대구시 달서구 송현동 산56,공영,405,STRONG,18.3,1,ME18C255,달서별빛캠프 캠핑장,좌표 거리 18.3m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
151-2-000007,방촌 공영주차장(방촌시장),대구광역시 동구 방촌동 1072-1,공영,47,STRONG,18.5,1,CV001971,방촌공영주차장,좌표 거리 18.5m · 충전소명·주차장명 유사
156-2-000072,장기공영주차장,대구시 달서구 장기동 817-1,공영,25,STRONG,18.5,2,CV000502,대구시_장기공영주차장,좌표 거리 18.5m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
156-2-000038,청소년수련관 공영주차장,대구시 달서구 상인동 1593,공영,195,STRONG,19.1,1,CV001493,대구달서구 청소년수련관 공영주차장,좌표 거리 19.1m · 충전소명·주차장명 유사
156-2-000011,월광 5주차장,대구시 달서구 도원동 1176-1,공영,54,STRONG,19.9,1,CV002324,월광5주차장,좌표 거리 19.9m · 주소 번지 숫자 일치
155-1-000143,수성알파시티 전기충전주차장 1,대구 수성구 대흥동 863,공영,3,STRONG,19.9,2,CV000048,대구시_수성의료지구(대구도시공사),좌표 거리 19.9m · 주소 번지 숫자 일치
156-2-000035,월촌공원 공영주차장,대구시 달서구 상인동 1559,공영,145,LIKELY,1.4,3,CV002012,월촌공영주차장,좌표 거리 1.4m
154-2-000034,유통단지공원 공영주차장,대구광역시 북구 산격동 1615,공영,58,LIKELY,2.8,3,CV001122,시설공단대구_신기 공영주차장,좌표 거리 2.8m
154-1-000207,옥산로3길,대구광역시 북구 노원동1가 208-1,공영,4,LIKELY,3.6,1,DC530020,북구청푸르지오에듀포레,좌표 거리 3.6m
151-2-000017,위남마을 공영주차장(공한지주차장),대구광역시 동구 봉무동 898,공영,46,LIKELY,8.0,1,CV002202,위남마을공용주차장,좌표 거리 8.0m
156-2-000105,월배공영주차장,대구 달서구 상원로 32,공영,100,LIKELY,8.0,2,CV004614,월배노인종합복지관,좌표 거리 8.0m
155-1-000144,수성알파시티 전기충전주차장 2,대구광역시 수성구 대흥동 911,공영,6,LIKELY,8.1,1,CV000569,대구시_수성의료지구,좌표 거리 8.1m
151-1-000177,화랑로73길,대구광역시 동구 방촌동 1084-13,공영,30,LIKELY,8.9,1,SF003055,방촌청구타운 (완속충전기),좌표 거리 8.9m
156-1-000028,대진고등학교 남편,대구광역시 달서구 대곡동 1037-2,공영,15,LIKELY,9.2,2,SF000324,대곡 수목원 풍경 그린 아파트,좌표 거리 9.2m
150-1-000159,삼덕동행정복지센터 앞 노상무료,대구광역시 중구 삼덕동3가 179-1,공영,2,LIKELY,10.1,1,CV000812,대구시_삼덕동,좌표 거리 10.1m
361-2-000004,사라온이야기마을 주차장,대구광역시 군위군 군위읍 서부리 39-3,공영,7,LIKELY,10.7,2,CV004551,군위 세대희망허브센터,좌표 거리 10.7m
154-1-000041,관음동 민원주차,대구광역시 북구 관음동 1285,공영,2,LIKELY,12.4,2,CV003468,대구시_관음동행정복지센터,좌표 거리 12.4m
152-1-000018,내당보성 홍실아파트 남측,대구광역시 서구 내당동 28-1,공영,10,LIKELY,13.0,1,LU002217,홍실1차아파트,좌표 거리 13.0m
156-1-000081,송현여중 동편,대구광역시 달서구 송현동 540,공영,17,LIKELY,13.3,1,HW000396,대구 송현여자고등학교,좌표 거리 13.3m
155-1-000158,욱수그린공원,대구광역시 수성구 욱수동 240-5,공영,23,LIKELY,13.7,2,CV000783,대구시_신매공원,좌표 거리 13.7m
156-2-000070,장기근린공원 주차장,대구시 달서구 장기동 733,공영,103,LIKELY,14.0,2,ME24B143,장기공원 주차장,좌표 거리 14.0m
155-2-000023,임시공영47,대구광역시 수성구 들안로71길 16,공영,5,LIKELY,15.5,1,PI530315,대구시 수성구 수성4가동행정복지센터,좌표 거리 15.5m
155-2-000041,구)황금2동행정복지센터 앞 공영주차장,대구광역시 수성구 황금동 953-4,공영,11,LIKELY,15.6,1,ME183069,황금2동주민센터 앞 공영주차장,좌표 거리 15.6m
153-1-000083,이천동행정복지센터 앞,대구광역시 남구 이천동 383-22,공영,5,LIKELY,15.8,1,CV003086,대구시_이천동행정복지센터,좌표 거리 15.8m
156-1-000097,장관빌라 남편,대구광역시 달서구 송현동 2015-13,공영,15,LIKELY,15.8,2,KP001642,동서장관빌라,좌표 거리 15.8m
154-1-000231,칠곡현대아파트남측서측,대구광역시 북구 태전동 997,공영,21,LIKELY,16.4,2,PI764308,칠곡현대1차,좌표 거리 16.4m
155-1-000176,지산타운아파트 북동편,대구광역시 수성구 지산동 1297-3,공영,21,LIKELY,16.8,1,HM000849,지산서한이다음,좌표 거리 16.8m
155-2-000046,울루루광장공영주차장,대구광역시 수성구 두산동 696-3,공영,67,LIKELY,17.0,1,CV001969,수성못동편공영주차장,좌표 거리 17.0m
154-1-000222,중앙대로105길,대구광역시 북구 칠성동2가 355-1,공영,15,LIKELY,17.0,2,HM001672,우방플러스빌,좌표 거리 17.0m
157-1-000128,천내보성타운인근,대구광역시 달성군 화원읍 천내리 125-4,공영,36,LIKELY,17.0,2,PW014647,천내보성타운관리소(SP),좌표 거리 17.0m
155-3-000005,고산노인복지관,대구광역시 수성구 욱수천로 99,공영,40,LIKELY,17.8,2,CV003120,대구시_고산1동행정복지센터,좌표 거리 17.8m
155-2-000052,수성구 무료공영주차장,대구광역시 수성구 용학로 50길 47-1,공영,43,LIKELY,18.7,1,ME19E217,수성생활체육공원,좌표 거리 18.7m
156-2-000024,본동 2공영주차장,대구시 달서구 본동 867-1,공영,10,LIKELY,19.0,2,CV003115,대구시_본동행정복지센터,좌표 거리 19.0m
155-1-000128,수성로14길,대구광역시 수성구 상동 400,공영,5,LIKELY,19.4,1,CV003455,대구시_상동행정복지센터,좌표 거리 19.4m
150-1-000105,명덕로35길 노상무료1,대구광역시 중구 남산동 597-43,공영,28,LIKELY,19.8,1,CV002197,남산공영주차장,좌표 거리 19.8m
157-1-000094,비슬로525길,대구광역시 달성군 화원읍 천내리 42-1,공영,34,LIKELY,19.9,1,NT100842,대구 동산맨션,좌표 거리 19.9m
157-1-000143,화암로 C,대구광역시 달성군 화원읍 명곡리 139,공영,31,LIKELY,19.9,2,PI793474,명곡미래빌1단지,좌표 거리 19.9m
153-2-000024,관문시장 제1공영유료주차장,대구광역시 남구 대명11동 1158-9번지,공영,95,LIKELY,20.4,1,CV001316,관문시장제1공영주차장,좌표 거리 20.4m · 충전소명·주차장명 유사
156-2-000080,호림2공영주차장,대구시 달서구 호림동 12-1,공영,332,LIKELY,20.4,3,CV001891,호림2공영주차장,좌표 거리 20.4m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
151-1-000072,상공회의소 뒤편2주차장,대구광역시 동구 신천동 92,공영,26,LIKELY,20.6,1,CV003131,대구시_대구테크노파크 동대구캠퍼스 2동,좌표 거리 20.6m
151-1-000091,신암청아람 (서),대구광역시 동구 신암동 480,공영,6,LIKELY,20.8,2,PW010597,신암청아람아파트,좌표 거리 20.8m
151-2-000046,공항1 공영주차장,대구광역시 동구 지저동 907,공영,79,LIKELY,21.2,1,CV002139,대구공항1공영주차장,좌표 거리 21.2m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
151-1-000102,아양로24길,대구광역시 동구 신암동 251-1,공영,10,LIKELY,21.2,3,PI530304,대구시 동구 큰고개웰그린아파트,좌표 거리 21.2m
154-3-000001,북구청 주차장,대구 북구 옥산로 65,공영,54,LIKELY,21.4,1,CV003459,대구시_북구청,좌표 거리 21.4m · 주소 번지 숫자 일치
156-2-000059,용산2공영주차장,대구시 달서구 용산동 931-4,공영,83,LIKELY,21.7,1,CV001631,용산2공영주차장,좌표 거리 21.7m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
155-1-000164,중동행정복지센터 서편,대구광역시 수성구 중동 45-1,공영,6,LIKELY,21.8,1,CV003569,대구시_중동행정복지센터,좌표 거리 21.8m
156-2-000018,두류1·2동 1공영주차장,대구시 달서구 두류동 1252-4,공영,40,LIKELY,21.8,1,ME20C182,두류1·2동1공영주차장,좌표 거리 21.8m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
152-2-000050,서대구역광장 1주차장,대구 서구 이현동 268-2,공영,124,LIKELY,21.9,1,CV004318,대구시_서대구역광장1주차장,좌표 거리 21.9m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
156-1-000029,동서송현 해맞이 아파트 서편,대구광역시 달서구 송현동 210-1,공영,7,LIKELY,22.1,1,EV019058,대구달서 해맞이타운 1,좌표 거리 22.1m
156-2-000086,성서4주차장,대구광역시 달서구 신당동 348-4,공영,71,LIKELY,22.1,1,CV003801,대구시_성서4공영주차장,좌표 거리 22.1m · 주소 번지 숫자 일치
152-2-000046,염색산업단지 제2공영주차장,대구광역시 서구 비산동 2024-61번지,공영,88,LIKELY,22.6,1,CV001605,대구시_염색공단제2공영주차장,좌표 거리 22.6m · 주소 번지 숫자 일치
153-1-000080,용두방천2길,대구광역시 남구 이천동 585-37,공영,15,LIKELY,22.8,1,NT100521,대구 상일빌딩,좌표 거리 22.8m
155-2-000065,두산레포츠센터 주차장,대구광역시 수성구 두산동 산 7-2,공영,95,LIKELY,23.0,3,CV002249,두산레포츠센터 부설주차장,좌표 거리 23.0m · 충전소명·주차장명 유사
151-2-000043,갓바위 3공영주차장,대구광역시 동구 진인동 123-30,공영,58,LIKELY,23.1,1,CV001129,시설공단대구_갓바위3 공영주차장,좌표 거리 23.1m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
152-1-000077,서구영어도서관 북측,대구광역시 서구 중리동 1083,공영,25,LIKELY,23.1,2,CV003105,대구시_서대구산업단지근로자복지회관,좌표 거리 23.1m
157-1-000009,논공로 A,대구광역시 달성군 논공읍 남리 1142-9,공영,49,LIKELY,23.5,1,KP005833,(전주거치형)논공로15길 노상주차장,좌표 거리 23.5m
150-1-000118,달구벌대로414길 노상무료,대구광역시 중구 남산동 556,공영,3,LIKELY,23.5,2,AM900047,대구 와이즈빌딩,좌표 거리 23.5m
152-2-000045,염색산업단지 제1공영주차장,대구광역시 서구 비산동 3184번지,공영,67,LIKELY,23.7,1,CV001606,대구시_염색공단제1공영주차장,좌표 거리 23.7m · 주소 번지 숫자 일치
152-2-000049,임시무료공영주차장,대구광역시 서구 평리동 934번지,공영,15,LIKELY,23.7,1,CV003446,대구시_평리3동행정복지센터,좌표 거리 23.7m
154-1-000105,대구시민운동장북측,대구광역시 북구 고성동3가 143,공영,47,LIKELY,23.8,1,KP004805,대구복합스포츠타운,좌표 거리 23.8m
155-1-000034,대구여고 북편,대구광역시 수성구 범어동 238-46,공영,69,LIKELY,23.8,1,EV018307,대구수성 우방3차범어타운 1,좌표 거리 23.8m
151-2-000005,혁신도시 공영주차장,대구광역시 동구 신서동 1152-2,공영,175,LIKELY,23.8,2,CV002069,나라키움 대구통합청사,좌표 거리 23.8m
155-1-000123,수성구립고산도서관 동편,대구광역시 수성구 신매동 222,공영,3,LIKELY,23.9,1,CV004464,신매시장공영주차장,좌표 거리 23.9m
156-2-000084,호산공영주차장,대구시 달서구 호산동 714-1,공영,171,LIKELY,23.9,2,ME183062,호산공영주차장,좌표 거리 23.9m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
156-2-000053,신당동 공영주차장,대구시 달서구 신당동 1749-8,공영,14,LIKELY,24.4,1,CV000818,대구시_신당동,좌표 거리 24.4m
156-2-000055,서촌공영주차장,대구시 달서구 용산동 429-1,공영,73,LIKELY,24.4,2,ME183064,서촌공영주차장,좌표 거리 24.4m · 충전소명·주차장명 유사
151-4-000048,현대시티아울렛 대구점,대구 동구 동대구로 454,민영,730,LIKELY,24.6,1,HY000753,현대아울렛 대구점,좌표 거리 24.6m · 주소 번지 숫자 일치
155-2-000060,신매3공영주차장,대구광역시 수성구 신매동 566-5,공영,70,LIKELY,24.9,5,CV003449,대구시_신매3공영주차장,좌표 거리 24.9m · 충전소명·주차장명 유사
153-2-000026,충혼탑 주차장,대구광역시 남구 대명동 산186-2번지,공영,57,LIKELY,25.0,1,CV003082,대구시_충혼탑,좌표 거리 25.0m
153-1-000008,경일여자중학교(2),대구광역시 남구 봉덕동 1322-1,공영,5,LIKELY,25.3,1,BNBN0584,대구 경일여자고등학교,좌표 거리 25.3m
154-1-000091,풍국면앞,대구광역시 북구 노원동3가 252-3,공영,12,LIKELY,25.3,1,ME183067,팔달신시장공영주차장,좌표 거리 25.3m
154-1-000246,칠성로17길(2),대구광역시 북구 칠성동2가 661,공영,3,LIKELY,25.5,2,KP003224,오페라코오롱하늘채,좌표 거리 25.5m · 주소 번지 숫자 일치
156-1-000106,성서1주차장,대구 달서구 성서공단남로 25,공영,427,LIKELY,25.6,1,CV004336,대구시_성서1공영주차장,좌표 거리 25.6m
156-2-000082,상호림 공원주차장,대구시 달서구 호림동 1-6,공영,38,LIKELY,25.7,1,CV000505,대구시_상호림공원,좌표 거리 25.7m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
153-1-000099,중앙대로32길 (2),대구광역시 남구 봉덕동 585-9,공영,12,LIKELY,25.8,1,PI530061,대구시 남구 테리컴퍼니,좌표 거리 25.8m
157-1-000007,금강로16길 A,대구광역시 달성군 논공읍 금포리 1323,공영,29,LIKELY,26.0,3,ME19E216,달성군청,좌표 거리 26.0m
154-1-000294,호암로,대구광역시 북구 칠성동2가 41-8,공영,14,LIKELY,26.4,3,PL033288,성광우방타운,좌표 거리 26.4m
152-2-000047,염색산업단지 제3공영주차장,대구광역시 서구 비산동 2037-37번지,공영,96,LIKELY,26.5,1,CV001604,대구시_염색공단제3공영주차장,좌표 거리 26.5m · 주소 번지 숫자 일치
156-2-000044,월촌역 시장 주차장,대구시 달서구 송현동 1949-21,공영,26,LIKELY,26.6,1,ME20C184,송현주공시장 공영주차장,좌표 거리 26.6m
155-1-000015,노변동서우방아파트 동편,대구광역시 수성구 시지동 509,공영,10,LIKELY,26.8,2,PI740688,노변동서우방타운101동,좌표 거리 26.8m
151-1-000149,팔공로24길,대구광역시 동구 도동 93-5,공영,7,LIKELY,26.9,1,CV000544,대구시_도평동 공영주차장,좌표 거리 26.9m
153-2-000064,대명4동 제2공영주차장,대구광역시 남구 대명4동 3010-40번지,공영,15,LIKELY,27.0,1,PW015100,히스토리(SP),좌표 거리 27.0m
153-1-000077,영선시장1길 (1),대구광역시 남구 대명동 2010-1,공영,5,LIKELY,27.1,1,EZ000575,우체국금융개발원,좌표 거리 27.1m
151-2-000037,불로다목적운동장 주차장,대구광역시 동구 불로동 882-2,공영,113,LIKELY,27.4,1,CV001566,불로다목적운동장 주차장,좌표 거리 27.4m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
151-1-000045,동촌로56길 (1),대구광역시 동구 방촌동 1113-8,공영,11,LIKELY,27.9,2,LU004185,방촌동강변아파트,좌표 거리 27.9m
156-2-000029,본리1공영주차장,대구시 달서구 본리동1196,공영,56,LIKELY,27.9,2,CV001126,시설공단대구_본리2 공영주차장,좌표 거리 27.9m
361-2-000024,우보면 행정복지센터 주차장,대구광역시 군위군 우보면 이화리 1195-6,공영,19,LIKELY,28.1,1,ME19E138,우보면사무소 주차장,좌표 거리 28.1m
156-2-000032,상인2공영주차장,대구시 달서구 상인동 1528-3,공영,65,LIKELY,28.3,4,CV002033,상인2공영주차장,좌표 거리 28.3m · 충전소명·주차장명 유사
151-2-000034,율하체육공원 주차장,대구광역시 동구 율하동 1626,공영,145,LIKELY,28.5,2,CV002201,율하체육공원,좌표 거리 28.5m · 충전소명·주차장명 유사
154-2-000055,한국패션센터공영주차장,대구광역시 북구 산격동 1671,공영,55,LIKELY,28.6,2,CV003081,대구시_펙스코 패션디자인개발지원센터,좌표 거리 28.6m · 주소 번지 숫자 일치
154-1-000216,원대로23길,대구광역시 북구 노원동1가 16-1,공영,5,LIKELY,28.7,1,CV001974,대구 북구청 노원공영주차장,좌표 거리 28.7m · 주소 번지 숫자 일치
157-1-000079,명천로,대구광역시 달성군 화원읍 명곡리 220,공영,10,LIKELY,29.6,3,EV018947,대구달성 명곡미래빌5단지 5,좌표 거리 29.6m
154-1-000281,팔달로41길(2),대구광역시 북구 노원동2가 293-3,공영,20,LIKELY,29.7,1,EC000411,노원보성타운 B1,좌표 거리 29.7m
155-2-000063,수성못공영주차장,대구광역시 수성구 상동 481-6,공영,103,LIKELY,29.8,1,CV002939,수성유원지주차장,좌표 거리 29.8m
154-1-000288,팔달북로3길(1),대구광역시 북구 노원동3가 252-3,공영,13,LIKELY,29.8,3,HE240187,기아자동차 대구서비스센터,좌표 거리 29.8m
361-2-000032,아미산 주차장,대구광역시 군위군 삼국유사면 양지리 61,공영,136,LIKELY,30.2,1,ME19F260,아미산 주차장,좌표 거리 30.2m
155-3-000006,수성구청 주차장,대구광역시 수성구 달구벌대로 2450,공영,142,LIKELY,30.6,2,CV003480,대구시_수성구청,좌표 거리 30.6m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
151-2-000097,각산동 1071-7 공한지주차장,대구광역시 동구 각산동 1071-7,공영,8,LIKELY,30.8,1,PW012390,로뎀,좌표 거리 30.8m
152-1-000006,광장타운2차 북측,대구광역시 서구 내당동 459-11,공영,17,LIKELY,31.2,1,CV002158,광장타운2차아파트,좌표 거리 31.2m
155-1-000172,지산우방타운아파트 동편,대구광역시 수성구 지산동 1271-1,공영,10,LIKELY,31.2,2,PI716765,대구지산우방타운,좌표 거리 31.2m
155-1-000152,신세계타운 북편,대구광역시 수성구 수성동1가 613,공영,25,LIKELY,31.4,3,EC000505,우방한가람타운 지하3층 A7기둥,좌표 거리 31.4m
152-1-000001,감삼공원 북측,대구광역시 서구 내당동 354-29,공영,12,LIKELY,31.5,1,CV000808,대구시_내당4동,좌표 거리 31.5m
151-1-000073,상공회의소 뒤편3주차장,대구광역시 동구 신천동 107-4,공영,23,LIKELY,31.5,6,CV002169,대구스케일업허브,좌표 거리 31.5m
153-1-000055,봉덕로1길,대구광역시 남구 봉덕동 737-24,공영,6,LIKELY,31.9,1,EP220609,하나은행 대구봉덕점 급속충전소,좌표 거리 31.9m
156-1-000082,송현제림 아파트 북편,대구광역시 달서구 송현동 115-4,공영,16,LIKELY,31.9,2,PW012977,송현제림입주자대표회의,좌표 거리 31.9m
155-1-000195,파동로25길,대구광역시 수성구 파동 581-36,공영,9,LIKELY,32.1,1,PW012465,송원맨션 관리사무소,좌표 거리 32.1m
155-1-000174,지산청구타운 북편,대구광역시 수성구 지산동 1270,공영,36,LIKELY,32.7,3,LU100498,서한청산맨션,좌표 거리 32.7m
151-2-000045,갓바위 5공영주차장,대구광역시 동구 진인동 123-12,공영,124,LIKELY,32.8,1,CV003149,대구시_갓바위공영5주차장,좌표 거리 32.8m
156-2-000047,송현1동 3공영주차장,대구시 달서구 송현동 1995-5,공영,22,LIKELY,32.8,2,CV003099,대구시_송현1동행정복지센터,좌표 거리 32.8m
154-1-000097,노원로10길(4),대구광역시 북구 노원동2가 1,공영,5,LIKELY,33.1,1,ME18C171,노원동행정복지센터,좌표 거리 33.1m · 주소 번지 숫자 일치
152-1-000069,비산2·3동 주민센터 동측,대구광역시 서구 비산동 125-1,공영,6,LIKELY,33.2,1,PI700593,비산23동 행정복지센터,좌표 거리 33.2m
155-1-000050,들안로 2,대구광역시 수성구 중동 17-2,공영,49,LIKELY,33.4,1,CV000657,포르쉐 데스티네이션 SG모터스,좌표 거리 33.4m
156-2-000058,용산2동 3공영주차장,대구시 달서구 용산동 499-13,공영,22,LIKELY,33.4,1,CV003092,대구시_용산2동행정복지센터,좌표 거리 33.4m
156-1-000085,앞산 청구제네스 서편,대구광역시 달서구 송현동 1943,공영,9,LIKELY,33.7,1,KP003004,앞산청구제네스,좌표 거리 33.7m · 충전소명·주차장명 유사
157-1-000048,논공중앙로 B,대구광역시 달성군 논공읍 북리 833-138,공영,16,LIKELY,33.8,1,KP005832,(전주거치형)논공중앙로 노상주차장,좌표 거리 33.8m
361-3-000003,"삼국유사교육문화회관, 국민체육센터 주차장",대구 군위군 군위읍 군청로 158,공영,162,LIKELY,34.1,1,CV002950,문화회관,좌표 거리 34.1m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
151-1-000011,대구동부경찰서 (2),대구광역시 동구 각산동 224-1,공영,29,LIKELY,34.2,1,ME22C251,대구동부경찰서,좌표 거리 34.2m · 충전소명·주차장명 유사
155-1-000100,범어동일하이빌 북편,대구광역시 수성구 범어동 374-6,공영,6,LIKELY,34.2,3,KP001670,범어동일하이빌,좌표 거리 34.2m · 충전소명·주차장명 유사
156-1-000092,월곡로20길 (2),대구광역시 달서구 상인동 1592,공영,84,LIKELY,34.4,2,DC530001,상인장미4단지아파트,좌표 거리 34.4m
157-1-000129,천내우방맨션 북편,대구광역시 달성군 화원읍 천내리 122,공영,19,LIKELY,34.4,3,HM000835,화원창신맨션,좌표 거리 34.4m
151-1-000033,동서식품 공영주차장,대구광역시 동구 신천동 323-3,공영,23,LIKELY,34.6,1,KP000666,동대구유성푸르나임 아파트,좌표 거리 34.6m
152-2-000006,비산5동 공영주차장,대구광역시 서구 비산동 1185-6번지,공영,39,LIKELY,34.6,1,PI713039,비산5동행정복지센터,좌표 거리 34.6m
157-1-000011,논공로 C,대구광역시 달성군 논공읍 북리 803-189,공영,15,LIKELY,34.6,1,HE230023,KT공중전화부스 조영빌딩 (홀마트 앞),좌표 거리 34.6m
151-1-000168,화랑로25길,대구광역시 동구 효목동 626,공영,22,LIKELY,34.7,1,KP000062,동대구지사,좌표 거리 34.7m
153-1-000020,대덕로 (2),대구광역시 남구 봉덕동 1630,공영,16,LIKELY,34.7,4,ST600300,앞산힐스테이트,좌표 거리 34.7m
152-1-000082,서대구로 41길,대구광역시 서구 평리동 612-38,공영,11,LIKELY,35.0,1,CV001343,서대구제일교회,좌표 거리 35.0m
154-1-000239,칠성남로24길,대구광역시 북구 칠성동2가 302-93,공영,5,LIKELY,35.0,3,PW012841,대구역유림노르웨이숲아파트 입주자대표회의,좌표 거리 35.0m
156-1-000043,성당동두산위브 아파트 북편,대구광역시 달서구 성당동 707-10,공영,23,LIKELY,35.1,2,PW000121,성당동두산위브,좌표 거리 35.1m · 충전소명·주차장명 유사
151-1-000025,동부로28길,대구광역시 동구 신천동 334-11,공영,20,LIKELY,35.2,3,PW000292,온수장,좌표 거리 35.2m
156-2-000008,큰골 주차장,대구시 달서구 대곡동 877,공영,90,LIKELY,35.3,1,CV002350,큰골주차장,좌표 거리 35.3m · 주소 번지 숫자 일치
361-2-000050,동부리 마을주차장,대구광역시 군위군 군위읍 동부리 643,공영,12,LIKELY,35.5,1,ST477201,군위군노인복지관,좌표 거리 35.5m
