statId,chgerId,statNm,addr,lat,lng,busiNm,parkingFree,limitYn,delYn,fetchedAt
HE240281,05,대구경북과학기술원,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.705637757,128.45501068,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240281,06,대구경북과학기술원,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.705637757,128.45501068,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240281,07,대구경북과학기술원,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.705637757,128.45501068,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240281,08,대구경북과학기술원,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.705637757,128.45501068,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240281,09,대구경북과학기술원,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.705637757,128.45501068,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240281,10,대구경북과학기술원,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.705637757,128.45501068,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240281,11,대구경북과학기술원,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.705637757,128.45501068,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240281,12,대구경북과학기술원,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.705637757,128.45501068,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240281,13,대구경북과학기술원,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.705637757,128.45501068,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240281,14,대구경북과학기술원,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.705637757,128.45501068,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240281,15,대구경북과학기술원,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.705637757,128.45501068,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240328,01,이편한세상 세계육상선수촌,대구광역시 동구 율하서로 85,35.8625431,128.6917829,한국전기차충전서비스,Y,Y,N,2026-08-03 12:40:22
HE240328,02,이편한세상 세계육상선수촌,대구광역시 동구 율하서로 85,35.8625431,128.6917829,한국전기차충전서비스,Y,Y,N,2026-08-03 12:40:22
HE240328,03,이편한세상 세계육상선수촌,대구광역시 동구 율하서로 85,35.8625431,128.6917829,한국전기차충전서비스,Y,Y,N,2026-08-03 12:40:22
HE240328,04,이편한세상 세계육상선수촌,대구광역시 동구 율하서로 85,35.8625431,128.6917829,한국전기차충전서비스,Y,Y,N,2026-08-03 12:40:22
HE240328,05,이편한세상 세계육상선수촌,대구광역시 동구 율하서로 85,35.8625431,128.6917829,한국전기차충전서비스,Y,Y,N,2026-08-03 12:40:22
HE240328,06,이편한세상 세계육상선수촌,대구광역시 동구 율하서로 85,35.8625431,128.6917829,한국전기차충전서비스,Y,Y,N,2026-08-03 12:40:22
HE240328,07,이편한세상 세계육상선수촌,대구광역시 동구 율하서로 85,35.8625431,128.6917829,한국전기차충전서비스,Y,Y,N,2026-08-03 12:40:22
HE240328,08,이편한세상 세계육상선수촌,대구광역시 동구 율하서로 85,35.8625431,128.6917829,한국전기차충전서비스,Y,Y,N,2026-08-03 12:40:22
HE240328,09,이편한세상 세계육상선수촌,대구광역시 동구 율하서로 85,35.8625431,128.6917829,한국전기차충전서비스,Y,Y,N,2026-08-03 12:40:22
HE240328,10,이편한세상 세계육상선수촌,대구광역시 동구 율하서로 85,35.8625431,128.6917829,한국전기차충전서비스,Y,Y,N,2026-08-03 12:40:22
HE240328,11,이편한세상 세계육상선수촌,대구광역시 동구 율하서로 85,35.8625431,128.6917829,한국전기차충전서비스,Y,Y,N,2026-08-03 12:40:22
HE240328,12,이편한세상 세계육상선수촌,대구광역시 동구 율하서로 85,35.8625431,128.6917829,한국전기차충전서비스,Y,Y,N,2026-08-03 12:40:22
HE240328,13,이편한세상 세계육상선수촌,대구광역시 동구 율하서로 85,35.8625431,128.6917829,한국전기차충전서비스,Y,Y,N,2026-08-03 12:40:22
HE240346,01,한국에너지공단 대구경북지역본부,대구광역시 달서구 성서공단로 52,35.834632567,128.48790425,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240381,01,대구경북과학기술원 R3동,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.705404362,128.45587400,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240381,02,대구경북과학기술원 R3동,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.705404362,128.45587400,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240382,01,대구경북과학기술원 R4동,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.704973174,128.45799305,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240382,02,대구경북과학기술원 R4동,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.704973174,128.45799305,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240383,01,대구경북과학기술원 H204동,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.703121301,128.46151694,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240383,02,대구경북과학기술원 H204동,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.703121301,128.46151694,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240383,03,대구경북과학기술원 H204동,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.703121301,128.46151694,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240383,04,대구경북과학기술원 H204동,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.703121301,128.46151694,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240383,05,대구경북과학기술원 H204동,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.703121301,128.46151694,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240383,06,대구경북과학기술원 H204동,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.703121301,128.46151694,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240384,01,대구경북과학기술원 H301동,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.702682023,128.46225470,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240384,03,대구경북과학기술원 H301동,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.702682023,128.46225470,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240385,01,대구경북과학기술원 H401동,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.702469837,128.46154648,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240385,02,대구경북과학기술원 H401동,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.702469837,128.46154648,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240386,01,대구경북과학기술원 H403동,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.703031962,128.46108166,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240386,02,대구경북과학기술원 H403동,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.703031962,128.46108166,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240386,03,대구경북과학기술원 H403동,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.703031962,128.46108166,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240426,01,상인우방타운,대구광역시 달서구 상인서로 65,35.8155626,128.5430079,한국전기차충전서비스,Y,Y,N,2026-08-03 12:40:22
HE240426,02,상인우방타운,대구광역시 달서구 상인서로 65,35.8155626,128.5430079,한국전기차충전서비스,Y,Y,N,2026-08-03 12:40:22
HE240426,03,상인우방타운,대구광역시 달서구 상인서로 65,35.8155626,128.5430079,한국전기차충전서비스,Y,Y,N,2026-08-03 12:40:22
HE240426,04,상인우방타운,대구광역시 달서구 상인서로 65,35.8155626,128.5430079,한국전기차충전서비스,Y,Y,N,2026-08-03 12:40:22
HE240426,05,상인우방타운,대구광역시 달서구 상인서로 65,35.8155626,128.5430079,한국전기차충전서비스,Y,Y,N,2026-08-03 12:40:22
HE240427,01,칠곡화성타운아파트,대구광역시 북구 동천로 6,35.9317529,128.5592518,한국전기차충전서비스,Y,Y,N,2026-08-03 12:40:22
HE240427,02,칠곡화성타운아파트,대구광역시 북구 동천로 6,35.9317529,128.5592518,한국전기차충전서비스,Y,Y,N,2026-08-03 12:40:22
HE240485,01,상록아파트/상록아이투빌아파트,대구광역시 동구 동호로 47,35.8651768,128.721814,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240485,02,상록아파트/상록아이투빌아파트,대구광역시 동구 동호로 47,35.8651768,128.721814,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240485,03,상록아파트/상록아이투빌아파트,대구광역시 동구 동호로 47,35.8651768,128.721814,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240485,04,상록아파트/상록아이투빌아파트,대구광역시 동구 동호로 47,35.8651768,128.721814,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240512,01,코스트코 대구혁신도시점,대구광역시 동구 첨단로 10,35.877010997,128.73075382,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240512,02,코스트코 대구혁신도시점,대구광역시 동구 첨단로 10,35.877010997,128.73075382,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240512,03,코스트코 대구혁신도시점,대구광역시 동구 첨단로 10,35.877010997,128.73075382,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HE240512,04,코스트코 대구혁신도시점,대구광역시 동구 첨단로 10,35.877010997,128.73075382,한국전기차충전서비스,Y,N,N,2026-08-03 12:40:22
HJ000248,01,한진택배 대구택배센터,대구광역시 달서구 호산동로 94,35.8435018,128.4865574,㈜한진,N,Y,N,2026-08-03 12:40:22
HM000060,01,태왕메트로시티,대구광역시 동구 동북로 500,35.880808744,128.64026790,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000060,02,태왕메트로시티,대구광역시 동구 동북로 500,35.880808744,128.64026790,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000060,03,태왕메트로시티,대구광역시 동구 동북로 500,35.880808744,128.64026790,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000060,04,태왕메트로시티,대구광역시 동구 동북로 500,35.880808744,128.64026790,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000060,05,태왕메트로시티,대구광역시 동구 동북로 500,35.880808744,128.64026790,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000060,06,태왕메트로시티,대구광역시 동구 동북로 500,35.880808744,128.64026790,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000060,07,태왕메트로시티,대구광역시 동구 동북로 500,35.880808744,128.64026790,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000060,08,태왕메트로시티,대구광역시 동구 동북로 500,35.880808744,128.64026790,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000060,09,태왕메트로시티,대구광역시 동구 동북로 500,35.880808744,128.64026790,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000060,10,태왕메트로시티,대구광역시 동구 동북로 500,35.880808744,128.64026790,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000060,11,태왕메트로시티,대구광역시 동구 동북로 500,35.880808744,128.64026790,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000060,12,태왕메트로시티,대구광역시 동구 동북로 500,35.880808744,128.64026790,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000060,13,태왕메트로시티,대구광역시 동구 동북로 500,35.880808744,128.64026790,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000060,14,태왕메트로시티,대구광역시 동구 동북로 500,35.880808744,128.64026790,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000060,15,태왕메트로시티,대구광역시 동구 동북로 500,35.880808744,128.64026790,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000060,16,태왕메트로시티,대구광역시 동구 동북로 500,35.880808744,128.64026790,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000060,17,태왕메트로시티,대구광역시 동구 동북로 500,35.880808744,128.64026790,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000060,18,태왕메트로시티,대구광역시 동구 동북로 500,35.880808744,128.64026790,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000060,19,태왕메트로시티,대구광역시 동구 동북로 500,35.880808744,128.64026790,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000060,20,태왕메트로시티,대구광역시 동구 동북로 500,35.880808744,128.64026790,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000060,21,태왕메트로시티,대구광역시 동구 동북로 500,35.880808744,128.64026790,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000060,22,태왕메트로시티,대구광역시 동구 동북로 500,35.880808744,128.64026790,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000060,23,태왕메트로시티,대구광역시 동구 동북로 500,35.880808744,128.64026790,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000060,24,태왕메트로시티,대구광역시 동구 동북로 500,35.880808744,128.64026790,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000060,25,태왕메트로시티,대구광역시 동구 동북로 500,35.880808744,128.64026790,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000060,26,태왕메트로시티,대구광역시 동구 동북로 500,35.880808744,128.64026790,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000060,27,태왕메트로시티,대구광역시 동구 동북로 500,35.880808744,128.64026790,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000121,01,아주운수_대구,대구광역시 동구 공항로53길 34-5,35.894982,128.643791,휴맥스이브이,N,N,N,2026-08-03 12:40:22
HM000121,02,아주운수_대구,대구광역시 동구 공항로53길 34-5,35.894982,128.643791,휴맥스이브이,N,N,N,2026-08-03 12:40:22
HM000121,03,아주운수_대구,대구광역시 동구 공항로53길 34-5,35.894982,128.643791,휴맥스이브이,N,N,N,2026-08-03 12:40:22
HM000121,04,아주운수_대구,대구광역시 동구 공항로53길 34-5,35.894982,128.643791,휴맥스이브이,N,N,N,2026-08-03 12:40:22
HM000121,05,아주운수_대구,대구광역시 동구 공항로53길 34-5,35.894982,128.643791,휴맥스이브이,N,N,N,2026-08-03 12:40:22
HM000121,06,아주운수_대구,대구광역시 동구 공항로53길 34-5,35.894982,128.643791,휴맥스이브이,N,N,N,2026-08-03 12:40:22
HM000123,01,에코폴리스동화아이위시3차,대구광역시 달성군 다사읍 서재로7길 25,35.869570986,128.49090443,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000123,02,에코폴리스동화아이위시3차,대구광역시 달성군 다사읍 서재로7길 25,35.869570986,128.49090443,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000123,03,에코폴리스동화아이위시3차,대구광역시 달성군 다사읍 서재로7길 25,35.869570986,128.49090443,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000123,04,에코폴리스동화아이위시3차,대구광역시 달성군 다사읍 서재로7길 25,35.869570986,128.49090443,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000123,05,에코폴리스동화아이위시3차,대구광역시 달성군 다사읍 서재로7길 25,35.869570986,128.49090443,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000123,06,에코폴리스동화아이위시3차,대구광역시 달성군 다사읍 서재로7길 25,35.869570986,128.49090443,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000123,07,에코폴리스동화아이위시3차,대구광역시 달성군 다사읍 서재로7길 25,35.869570986,128.49090443,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000123,08,에코폴리스동화아이위시3차,대구광역시 달성군 다사읍 서재로7길 25,35.869570986,128.49090443,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000123,09,에코폴리스동화아이위시3차,대구광역시 달성군 다사읍 서재로7길 25,35.869570986,128.49090443,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000123,10,에코폴리스동화아이위시3차,대구광역시 달성군 다사읍 서재로7길 25,35.869570986,128.49090443,HUMAX EV,Y,Y,N,2026-08-03 12:40:22
HM000125,01,에코폴리스동화아이위시1차,대구광역시 달성군 다사읍 서재로12길 38,35.8671887,128.4929461,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000125,02,에코폴리스동화아이위시1차,대구광역시 달성군 다사읍 서재로12길 38,35.8671887,128.4929461,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000125,03,에코폴리스동화아이위시1차,대구광역시 달성군 다사읍 서재로12길 38,35.8671887,128.4929461,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000125,04,에코폴리스동화아이위시1차,대구광역시 달성군 다사읍 서재로12길 38,35.8671887,128.4929461,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000125,05,에코폴리스동화아이위시1차,대구광역시 달성군 다사읍 서재로12길 38,35.8671887,128.4929461,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000125,06,에코폴리스동화아이위시1차,대구광역시 달성군 다사읍 서재로12길 38,35.8671887,128.4929461,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000125,07,에코폴리스동화아이위시1차,대구광역시 달성군 다사읍 서재로12길 38,35.8671887,128.4929461,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000125,08,에코폴리스동화아이위시1차,대구광역시 달성군 다사읍 서재로12길 38,35.8671887,128.4929461,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000125,09,에코폴리스동화아이위시1차,대구광역시 달성군 다사읍 서재로12길 38,35.8671887,128.4929461,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000125,10,에코폴리스동화아이위시1차,대구광역시 달성군 다사읍 서재로12길 38,35.8671887,128.4929461,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000125,11,에코폴리스동화아이위시1차,대구광역시 달성군 다사읍 서재로12길 38,35.8671887,128.4929461,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000125,12,에코폴리스동화아이위시1차,대구광역시 달성군 다사읍 서재로12길 38,35.8671887,128.4929461,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000125,13,에코폴리스동화아이위시1차,대구광역시 달성군 다사읍 서재로12길 38,35.8671887,128.4929461,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000125,14,에코폴리스동화아이위시1차,대구광역시 달성군 다사읍 서재로12길 38,35.8671887,128.4929461,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000127,01,화원삼주타운,대구광역시 달성군 화원읍 사문진로 349,35.808128094,128.48807977,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000127,02,화원삼주타운,대구광역시 달성군 화원읍 사문진로 349,35.808128094,128.48807977,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000127,03,화원삼주타운,대구광역시 달성군 화원읍 사문진로 349,35.808128094,128.48807977,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000127,04,화원삼주타운,대구광역시 달성군 화원읍 사문진로 349,35.808128094,128.48807977,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000128,01,침산청구타운,대구광역시 북구 침산남로19길 9,35.890110163,128.58666978,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000128,02,침산청구타운,대구광역시 북구 침산남로19길 9,35.890110163,128.58666978,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000128,03,침산청구타운,대구광역시 북구 침산남로19길 9,35.890110163,128.58666978,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000128,04,침산청구타운,대구광역시 북구 침산남로19길 9,35.890110163,128.58666978,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000128,05,침산청구타운,대구광역시 북구 침산남로19길 9,35.890110163,128.58666978,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000140,01,보성강남타운,대구광역시 동구 화랑로88길 30,35.874719312,128.66941052,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000140,02,보성강남타운,대구광역시 동구 화랑로88길 30,35.874719312,128.66941052,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000140,03,보성강남타운,대구광역시 동구 화랑로88길 30,35.874719312,128.66941052,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000142,01,시지태왕아너스,대구광역시 수성구 천을로 91,35.8446941,128.7009536,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000142,02,시지태왕아너스,대구광역시 수성구 천을로 91,35.8446941,128.7009536,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000142,03,시지태왕아너스,대구광역시 수성구 천을로 91,35.8446941,128.7009536,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000142,04,시지태왕아너스,대구광역시 수성구 천을로 91,35.8446941,128.7009536,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000142,05,시지태왕아너스,대구광역시 수성구 천을로 91,35.8446941,128.7009536,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000142,06,시지태왕아너스,대구광역시 수성구 천을로 91,35.8446941,128.7009536,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000142,07,시지태왕아너스,대구광역시 수성구 천을로 91,35.8446941,128.7009536,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000142,08,시지태왕아너스,대구광역시 수성구 천을로 91,35.8446941,128.7009536,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000142,09,시지태왕아너스,대구광역시 수성구 천을로 91,35.8446941,128.7009536,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000142,10,시지태왕아너스,대구광역시 수성구 천을로 91,35.8446941,128.7009536,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000142,11,시지태왕아너스,대구광역시 수성구 천을로 91,35.8446941,128.7009536,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000142,12,시지태왕아너스,대구광역시 수성구 천을로 91,35.8446941,128.7009536,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000142,13,시지태왕아너스,대구광역시 수성구 천을로 91,35.8446941,128.7009536,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000142,14,시지태왕아너스,대구광역시 수성구 천을로 91,35.8446941,128.7009536,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000142,15,시지태왕아너스,대구광역시 수성구 천을로 91,35.8446941,128.7009536,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000142,16,시지태왕아너스,대구광역시 수성구 천을로 91,35.8446941,128.7009536,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000142,17,시지태왕아너스,대구광역시 수성구 천을로 91,35.8446941,128.7009536,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000142,18,시지태왕아너스,대구광역시 수성구 천을로 91,35.8446941,128.7009536,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000142,19,시지태왕아너스,대구광역시 수성구 천을로 91,35.8446941,128.7009536,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000142,20,시지태왕아너스,대구광역시 수성구 천을로 91,35.8446941,128.7009536,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000142,21,시지태왕아너스,대구광역시 수성구 천을로 91,35.8446941,128.7009536,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000142,22,시지태왕아너스,대구광역시 수성구 천을로 91,35.8446941,128.7009536,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000142,23,시지태왕아너스,대구광역시 수성구 천을로 91,35.8446941,128.7009536,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000142,24,시지태왕아너스,대구광역시 수성구 천을로 91,35.8446941,128.7009536,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000143,01,화진금봉,대구광역시 달성군 다사읍 서재로 120,35.8741584,128.4975104,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000143,02,화진금봉,대구광역시 달성군 다사읍 서재로 120,35.8741584,128.4975104,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000143,03,화진금봉,대구광역시 달성군 다사읍 서재로 120,35.8741584,128.4975104,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000143,04,화진금봉,대구광역시 달성군 다사읍 서재로 120,35.8741584,128.4975104,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000143,05,화진금봉,대구광역시 달성군 다사읍 서재로 120,35.8741584,128.4975104,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000143,06,화진금봉,대구광역시 달성군 다사읍 서재로 120,35.8741584,128.4975104,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000143,07,화진금봉,대구광역시 달성군 다사읍 서재로 120,35.8741584,128.4975104,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000143,08,화진금봉,대구광역시 달성군 다사읍 서재로 120,35.8741584,128.4975104,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000143,09,화진금봉,대구광역시 달성군 다사읍 서재로 120,35.8741584,128.4975104,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000143,10,화진금봉,대구광역시 달성군 다사읍 서재로 120,35.8741584,128.4975104,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000143,11,화진금봉,대구광역시 달성군 다사읍 서재로 120,35.8741584,128.4975104,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000143,12,화진금봉,대구광역시 달성군 다사읍 서재로 120,35.8741584,128.4975104,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000143,13,화진금봉,대구광역시 달성군 다사읍 서재로 120,35.8741584,128.4975104,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000143,14,화진금봉,대구광역시 달성군 다사읍 서재로 120,35.8741584,128.4975104,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000143,15,화진금봉,대구광역시 달성군 다사읍 서재로 120,35.8741584,128.4975104,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000143,16,화진금봉,대구광역시 달성군 다사읍 서재로 120,35.8741584,128.4975104,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000143,17,화진금봉,대구광역시 달성군 다사읍 서재로 120,35.8741584,128.4975104,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000143,18,화진금봉,대구광역시 달성군 다사읍 서재로 120,35.8741584,128.4975104,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000143,19,화진금봉,대구광역시 달성군 다사읍 서재로 120,35.8741584,128.4975104,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000143,20,화진금봉,대구광역시 달성군 다사읍 서재로 120,35.8741584,128.4975104,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000143,21,화진금봉,대구광역시 달성군 다사읍 서재로 120,35.8741584,128.4975104,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000143,22,화진금봉,대구광역시 달성군 다사읍 서재로 120,35.8741584,128.4975104,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000143,23,화진금봉,대구광역시 달성군 다사읍 서재로 120,35.8741584,128.4975104,휴맥스이브이,N,Y,N,2026-08-03 12:40:22
HM000149,01,수성알파시티동화아이위시,대구광역시 수성구 알파시티2로 48,35.838434935,128.69305040,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000149,02,수성알파시티동화아이위시,대구광역시 수성구 알파시티2로 48,35.838434935,128.69305040,HUMAX EV,N,Y,N,2026-08-03 12:40:22
HM000149,03,수성알파시티동화아이위시,대구광역시 수성구 알파시티2로 48,35.838434935,128.69305040,HUMAX EV,N,Y,N,2026-08-03 12:40:22
