statId,chgerId,statNm,addr,lat,lng,busiNm,parkingFree,limitYn,delYn,fetchedAt
ME19W401,11,국가물산업클러스터 주차장,대구광역시 달성군 구지면 국가산단대로40길 20,35.647423,128.419848,기후에너지환경부,Y,N,N,2026-08-03 12:40:16
ME19W401,12,국가물산업클러스터 주차장,대구광역시 달성군 구지면 국가산단대로40길 20,35.647423,128.419848,기후에너지환경부,Y,N,N,2026-08-03 12:40:16
ME19W401,13,국가물산업클러스터 주차장,대구광역시 달성군 구지면 국가산단대로40길 20,35.647423,128.419848,기후에너지환경부,Y,N,N,2026-08-03 12:40:16
ME19W401,14,국가물산업클러스터 주차장,대구광역시 달성군 구지면 국가산단대로40길 20,35.647423,128.419848,기후에너지환경부,Y,N,N,2026-08-03 12:40:16
ME19W401,15,국가물산업클러스터 주차장,대구광역시 달성군 구지면 국가산단대로40길 20,35.647423,128.419848,기후에너지환경부,Y,N,N,2026-08-03 12:40:16
ME19W401,16,국가물산업클러스터 주차장,대구광역시 달성군 구지면 국가산단대로40길 20,35.647423,128.419848,기후에너지환경부,Y,N,N,2026-08-03 12:40:16
ME19W401,17,국가물산업클러스터 주차장,대구광역시 달성군 구지면 국가산단대로40길 20,35.647423,128.419848,기후에너지환경부,Y,N,N,2026-08-03 12:40:16
ME19W401,18,국가물산업클러스터 주차장,대구광역시 달성군 구지면 국가산단대로40길 20,35.647423,128.419848,기후에너지환경부,Y,N,N,2026-08-03 12:40:16
ME19X404,41,대구스타디움 주차장,대구광역시 수성구 유니버시아드로,35.831746657,128.69299415,기후에너지환경부,Y,N,N,2026-08-03 12:40:16
ME19X404,42,대구스타디움 주차장,대구광역시 수성구 유니버시아드로,35.831746657,128.69299415,기후에너지환경부,Y,N,N,2026-08-03 12:40:16
ME19X404,43,대구스타디움 주차장,대구광역시 수성구 유니버시아드로,35.831746657,128.69299415,기후에너지환경부,Y,N,N,2026-08-03 12:40:16
ME19X404,44,대구스타디움 주차장,대구광역시 수성구 유니버시아드로,35.831746657,128.69299415,기후에너지환경부,Y,N,N,2026-08-03 12:40:16
ME19X404,45,대구스타디움 주차장,대구광역시 수성구 유니버시아드로,35.831746657,128.69299415,기후에너지환경부,Y,N,N,2026-08-03 12:40:16
ME19X404,46,대구스타디움 주차장,대구광역시 수성구 유니버시아드로,35.831746657,128.69299415,기후에너지환경부,Y,N,N,2026-08-03 12:40:16
ME19X405,41,대구 동촌유원지 서편주차장,대구광역시 동구 효목동 1042,35.879460,128.649155,기후에너지환경부,Y,N,N,2026-08-03 12:40:16
