hour,public_pct,public_ticks,special_pct,special_ticks,apt_name_pct,apt_ticks
0,73.86254496363631,98,42.58773226047581,98,43.456494435371255,98
1,73.63618901172332,102,43.1012486187521,102,44.29605580669962,102
2,74.35959321408946,102,44.06554998308592,102,45.28484636925532,102
3,75.26830031743783,102,45.18225796674207,102,46.61557424738567,102
4,76.24282744158792,102,46.57714573016847,102,48.06772408443252,102
5,77.1288851398494,102,49.329904560403634,102,50.86471715204423,102
6,77.83311283443354,102,54.16429814670367,102,55.615500457918564,102
7,80.26178873135795,122,64.25977783385025,122,65.03567205317533,122
8,80.58610575133015,156,73.25668383866818,156,73.75328997868658,156
9,79.04570177391905,127,76.32343930188883,127,76.9015515638508,127
10,78.86613491507148,126,78.76065569495422,126,79.12144415906145,126
11,79.05749040321174,125,79.8463440243346,125,79.89523784682684,125
12,78.93912785816627,125,79.9023777536143,125,79.97204231663316,125
13,78.61747803271906,123,78.95458327801056,123,79.24256204165896,123
14,77.77956993103159,124,77.74742871847049,124,78.164345122105,124
15,77.40462295003518,128,76.27403569451049,128,76.91667299240936,128
16,76.48417549575984,119,72.63141889333369,119,73.24581162790618,119
17,76.61493004336647,109,70.3324825110602,109,71.03032174320875,109
18,76.73895191719804,96,66.8024883832093,96,67.85925825853703,96
19,74.53246558323356,96,60.85560474743042,96,62.17247069286591,96
20,72.78826272440229,111,51.7855274937037,111,53.23357387007886,111
21,71.14685917349229,114,47.149920721524,114,48.304106843447805,114
22,70.89211090679974,103,44.39385468494022,103,45.48438164246051,103
23,72.17111647043542,90,45.53267870701027,90,46.66332015755707,90
