horizon_minutes,feature,rows,null_rate,distinct_values,positive_rate,point_biserial,p_value,spearman,directional_auc,blocked_auc,auc_ci_low,auc_ci_high,mutual_information,q_value
5,horizon_minutes,129730,0.0,1,0.9133508055191552,,,,,,,,,
5,available_count,129730,0.0,12,0.9133508055191552,0.3360773383427794,0.0,0.473551413918699,0.927766038577462,0.9404203096810008,0.9290811364580579,0.9519027254302517,0.1599003264350467,0.0
5,usable_count,129730,0.0,14,0.9133508055191552,0.1758386542643244,0.0,0.22669449665045285,0.6983692368274389,0.7150010904260592,0.7028142076502732,0.7400448385240104,0.0406405046537055,0.0
5,known_charger_count,129730,0.0,13,0.9133508055191552,0.11741028535071824,0.0,0.13567405886768694,0.6184673492990046,0.6151541465929141,0.5815446630442407,0.6452296328533953,0.014728365754500539,0.0
5,direct_observed_count,129730,0.0,14,0.9133508055191552,0.12533187073715463,0.0,0.13863665777062328,0.6322491029739548,0.6422605523503637,0.6343826690361343,0.6509041645371487,0.01652040021548329,0.0
5,total_chargers,129730,0.0,33,0.9133508055191552,0.13382554137322306,0.0,0.2468848912522867,0.74021298357064,0.7362096790182201,0.7000711349192301,0.7686414245820187,0.03944049943331773,0.0
5,observation_coverage,129730,0.0,118,0.9133508055191552,-0.17485186890197046,0.0,-0.17920068120657187,0.6466611607517148,0.6455385713436033,0.6282378932911308,0.6616624334793488,0.029256146349286638,0.0
5,direct_observation_coverage,129730,0.0,90,0.9133508055191552,0.03791363203535342,1.747054277092747e-42,0.04697806021848051,0.5429150262439,0.5653121592418565,0.5371740470750371,0.5954316866088756,0.02181115510538123,2.284609439275131e-42
5,observation_age_minutes,129730,0.0,460,0.9133508055191552,-0.08265434198820024,2.0731213009155166e-195,-0.09589110980758529,0.5769105174903341,0.5910585063145581,0.5645120830764395,0.6207991156560276,0.00793268887985632,3.2039147377785257e-195
5,available_count_delta_1tick,119815,0.07642796577507127,17,0.9231565329883571,0.11705179603244881,0.0,0.12428193896755038,0.570022722712489,0.5589450810860266,0.5337301767581778,0.5819439006249244,0.0078641138550124,0.0
5,minutes_since_last_change,129730,0.0,6879,0.9133508055191552,0.16332058417118903,0.0,0.2068986880755423,0.711775755557245,0.706986657150221,0.6898402740083122,0.7293985032295266,0.03817528153905503,0.0
5,hour,129730,0.0,24,0.9133508055191552,-0.05344044300004386,1.1243633297817974e-82,-0.062225724433306234,0.5637560970521615,0.519912765915264,0.5026210007618913,0.5836159165367086,0.005256371832245588,1.592848050524213e-82
5,weekday,129730,0.0,4,0.9133508055191552,-0.00513330896954043,0.06447049042964731,-0.005060955467585801,0.5049248448637895,0.535290152461389,0.5094026227339077,0.5408079045695944,0.0030245882502355492,0.06447049042964731
5,is_weekend,129730,0.0,2,0.9133508055191552,-0.007440480811901564,0.007363811941993485,-0.007440480811901228,0.5058352294827597,0.523394595451932,0.5167887667887667,0.5422700587084149,0.000922938522631922,0.007824050188368077
5,sessions_per_charger,10935,0.915709550605103,187,0.6837677183356196,-0.10298862916809311,3.553786062328171e-27,-0.1346317708031908,0.5835704721005608,0.5783333433101173,0.5583909624176899,0.5920430233271212,0.1488453226186568,4.315311647112779e-27
5,usage_daytype_avg,10935,0.915709550605103,336,0.6837677183356196,0.03244370301877003,0.0006909096043895249,-0.0033830098776337393,0.5021000781807606,0.5001543283778648,0.5001543283778648,0.5207135055936951,0.14928395980956877,0.0007830308849747949
5,history_observed,129730,0.0,2,0.9133508055191552,-0.24759913967941968,0.0,-0.247599139679421,0.6222604864061185,0.6148575507048117,0.5777734763505432,0.645018073235895,0.018665973085690624,0.0
5,unobserved_rate,129730,0.0,118,0.9133508055191552,0.17485186890197046,0.0,0.17920068120657187,0.6466611607517148,0.645538571343603,0.6282378932911308,0.6616624334793488,0.024744102539752788,0.0
10,horizon_minutes,125074,0.0,1,0.9169291779266674,,,,,,,,,
10,available_count,125074,0.0,12,0.9169291779266674,0.30541886803905244,0.0,0.42513033885059076,0.8948498131149614,0.9130865512076498,0.8957311645122195,0.9269245649205939,0.13005575376930634,0.0
10,usable_count,125074,0.0,14,0.9169291779266674,0.16654729075252986,0.0,0.21278963183127583,0.6907345069780227,0.6919074914780183,0.6707472942821395,0.713453857046851,0.0339796373825072,0.0
10,known_charger_count,125074,0.0,13,0.9169291779266674,0.11719226993949156,0.0,0.13526002977652973,0.6208882580779611,0.6351552751832112,0.6213973529047953,0.6472779360466047,0.0118395779246383,0.0
