statId,statNm,lat,lng,origin_id,origin_label,origin_lat,origin_lng,haversine_km,haversine_eta_min_proxy,tmap_eta_min,tmap_eta_minutes_int,tmap_road_km,tmap_http,tmap_error,fetched_at_kst,eta_source
CV003075,대구시_구암동행정복지센터,35.938936,128.566052,dongdaegu,동대구역 인근,35.8797,128.6284,8.655,17.3,26.1,26.0,12.585,200,,2026-08-07T16:28:09+09:00,tmap_routes_trafficInfo_Y
CV003076,대구시_DGB대구은행 파동지점,35.825977,128.609883,dongdaegu,동대구역 인근,35.8797,128.6284,6.202,12.4,27.8,28.0,7.822,200,,2026-08-07T16:28:10+09:00,tmap_routes_trafficInfo_Y
CV003077,대구시_DGB대구은행 시지지점,35.840143,128.706152,dongdaegu,동대구역 인근,35.8797,128.6284,8.273,16.5,26.6,27.0,10.597,200,,2026-08-07T16:28:11+09:00,tmap_routes_trafficInfo_Y
CV003078,대구시_현풍읍행정복지센터,35.69724,128.447565,dongdaegu,동대구역 인근,35.8797,128.6284,26.032,52.1,54.9,55.0,39.423,200,,2026-08-07T16:28:11+09:00,tmap_routes_trafficInfo_Y
CV003079,대구시_해안동행복복지센터,35.882082,128.671682,dongdaegu,동대구역 인근,35.8797,128.6284,3.908,7.8,16.3,16.0,5.501,200,,2026-08-07T16:28:12+09:00,tmap_routes_trafficInfo_Y
CV003080,대구시_한국산업단지공단달성사무소,35.640941,128.419429,dongdaegu,동대구역 인근,35.8797,128.6284,32.563,65.1,56.0,56.0,46.698,200,,2026-08-07T16:28:12+09:00,tmap_routes_trafficInfo_Y
CV003081,대구시_펙스코 패션디자인개발지원센터,35.9054152,128.6119038,dongdaegu,동대구역 인근,35.8797,128.6284,3.222,6.4,16.7,17.0,5.437,200,,2026-08-07T16:28:13+09:00,tmap_routes_trafficInfo_Y
CV003082,대구시_충혼탑,35.83280548,128.58535035,dongdaegu,동대구역 인근,35.8797,128.6284,6.499,13.0,29.1,29.0,9.946,200,,2026-08-07T16:28:13+09:00,tmap_routes_trafficInfo_Y
CV003083,대구시_첨단의료산업진흥재단,35.878639,128.736121,dongdaegu,동대구역 인근,35.8797,128.6284,9.706,19.4,29.6,30.0,12.642,200,,2026-08-07T16:28:14+09:00,tmap_routes_trafficInfo_Y
CV003084,대구시_진천동행정복지센터,35.8122616,128.522469,dongdaegu,동대구역 인근,35.8797,128.6284,12.141,24.3,43.2,43.0,16.331,200,,2026-08-07T16:28:14+09:00,tmap_routes_trafficInfo_Y
CV003085,대구시_지산공영주차장,35.820922,128.637602,dongdaegu,동대구역 인근,35.8797,128.6284,6.588,13.2,24.5,24.0,9.466,200,,2026-08-07T16:28:15+09:00,tmap_routes_trafficInfo_Y
CV003086,대구시_이천동행정복지센터,35.853696,128.599411,dongdaegu,동대구역 인근,35.8797,128.6284,3.897,7.8,23.3,23.0,6.611,200,,2026-08-07T16:28:15+09:00,tmap_routes_trafficInfo_Y
CV003087,대구시_이곡1동행정복지센터,35.85164,128.510669,dongdaegu,동대구역 인근,35.8797,128.6284,11.058,22.1,31.3,31.0,16.387,200,,2026-08-07T16:28:16+09:00,tmap_routes_trafficInfo_Y
CV003088,대구시_유니버시아드 레포츠센터,35.927965,128.597938,dongdaegu,동대구역 인근,35.8797,128.6284,6.027,12.1,19.9,20.0,7.152,200,,2026-08-07T16:28:16+09:00,tmap_routes_trafficInfo_Y
CV003089,대구시_월성2동행정복지센터,35.830948,128.528279,dongdaegu,동대구역 인근,35.8797,128.6284,10.526,21.1,35.2,35.0,18.613,200,,2026-08-07T16:28:17+09:00,tmap_routes_trafficInfo_Y
CV003090,대구시_월성1동행정복지센터,35.819505,128.522835,dongdaegu,동대구역 인근,35.8797,128.6284,11.633,23.3,48.2,48.0,16.311,200,,2026-08-07T16:28:17+09:00,tmap_routes_trafficInfo_Y
CV003091,대구시_원대동행정복지센터,35.885192,128.573469,dongdaegu,동대구역 인근,35.8797,128.6284,4.986,10.0,22.5,22.0,6.807,200,,2026-08-07T16:28:18+09:00,tmap_routes_trafficInfo_Y
CV003092,대구시_용산2동행정복지센터,35.858445,128.523001,dongdaegu,동대구역 인근,35.8797,128.6284,9.787,19.6,31.8,32.0,15.018,200,,2026-08-07T16:28:18+09:00,tmap_routes_trafficInfo_Y
CV003093,대구시_용산1동행정복지센터,35.856667,128.531222,dongdaegu,동대구역 인근,35.8797,128.6284,9.123,18.2,37.6,38.0,12.168,200,,2026-08-07T16:28:19+09:00,tmap_routes_trafficInfo_Y
CV003096,대구시_앞산공원 공영주차장,35.8312708,128.5889103,dongdaegu,동대구역 인근,35.8797,128.6284,6.455,12.9,30.5,30.0,9.463,200,,2026-08-07T16:28:19+09:00,tmap_routes_trafficInfo_Y
CV003097,대구시_아양아트센터,35.879555,128.651934,dongdaegu,동대구역 인근,35.8797,128.6284,2.12,4.2,16.4,16.0,3.427,200,,2026-08-07T16:28:20+09:00,tmap_routes_trafficInfo_Y
CV003098,대구시_신암공원,35.88797,128.622964,dongdaegu,동대구역 인근,35.8797,128.6284,1.042,2.1,9.0,9.0,1.902,200,,2026-08-07T16:28:20+09:00,tmap_routes_trafficInfo_Y
CV003099,대구시_송현1동행정복지센터,35.829226,128.554748,dongdaegu,동대구역 인근,35.8797,128.6284,8.693,17.4,30.6,31.0,12.134,200,,2026-08-07T16:28:21+09:00,tmap_routes_trafficInfo_Y
CV003100,대구시_송현1동2공영주차장,35.8254128,128.5537839,dongdaegu,동대구역 인근,35.8797,128.6284,9.037,18.1,30.8,31.0,12.238,200,,2026-08-07T16:28:21+09:00,tmap_routes_trafficInfo_Y
CV003102,대구시_성서체육공원주차장,35.832448,128.495559,dongdaegu,동대구역 인근,35.8797,128.6284,13.074,26.1,40.8,41.0,20.798,200,,2026-08-07T16:28:21+09:00,tmap_routes_trafficInfo_Y
CV003103,대구시_성당동행정복지센터,35.840614,128.553137,dongdaegu,동대구역 인근,35.8797,128.6284,8.056,16.1,39.7,40.0,11.615,200,,2026-08-07T16:28:22+09:00,tmap_routes_trafficInfo_Y
CV003104,대구시_서부법원 노상주차장,35.8518456,128.526426,dongdaegu,동대구역 인근,35.8797,128.6284,9.697,19.4,40.1,40.0,13.031,200,,2026-08-07T16:28:22+09:00,tmap_routes_trafficInfo_Y
CV003105,대구시_서대구산업단지근로자복지회관,35.868472,128.544749,dongdaegu,동대구역 인근,35.8797,128.6284,7.64,15.3,31.8,32.0,9.799,200,,2026-08-07T16:28:24+09:00,tmap_routes_trafficInfo_Y
CV003106,대구시_서구국민체육센터,35.873416,128.540999,dongdaegu,동대구역 인근,35.8797,128.6284,7.906,15.8,31.8,32.0,9.635,200,,2026-08-07T16:28:25+09:00,tmap_routes_trafficInfo_Y
CV003107,대구시_상중이동행정복지센터,35.866972,128.54611,dongdaegu,동대구역 인근,35.8797,128.6284,7.548,15.1,29.6,30.0,9.626,200,,2026-08-07T16:28:25+09:00,tmap_routes_trafficInfo_Y
CV003109,대구시_상인2동행정복지센터,35.812561,128.53625,dongdaegu,동대구역 인근,35.8797,128.6284,11.168,22.3,39.0,39.0,15.066,200,,2026-08-07T16:28:26+09:00,tmap_routes_trafficInfo_Y
CV003110,대구시_상인1동행정복지센터,35.814256,128.544999,dongdaegu,동대구역 인근,35.8797,128.6284,10.462,20.9,34.0,34.0,13.602,200,,2026-08-07T16:28:26+09:00,tmap_routes_trafficInfo_Y
CV003111,대구시_비슬산자연휴양림공영주차장,35.69408303,128.50538688,dongdaegu,동대구역 인근,35.8797,128.6284,23.433,46.9,64.1,64.0,35.889,200,,2026-08-07T16:28:27+09:00,tmap_routes_trafficInfo_Y
CV003115,대구시_본동행정복지센터,35.834448,128.541055,dongdaegu,동대구역 인근,35.8797,128.6284,9.342,18.7,42.3,42.0,12.546,200,,2026-08-07T16:28:27+09:00,tmap_routes_trafficInfo_Y
CV003116,대구시_반야월공영주차장,35.8723513,128.7020741,dongdaegu,동대구역 인근,35.8797,128.6284,6.688,13.4,22.2,22.0,8.033,200,,2026-08-07T16:28:28+09:00,tmap_routes_trafficInfo_Y
CV003117,대구시_문양역공영주차장,35.863781,128.4379147,dongdaegu,동대구역 인근,35.8797,128.6284,17.255,34.5,48.7,49.0,25.555,200,,2026-08-07T16:28:28+09:00,tmap_routes_trafficInfo_Y
CV003118,대구시_매천경로당,35.906023,128.540166,dongdaegu,동대구역 인근,35.8797,128.6284,8.47,16.9,26.8,27.0,12.01,200,,2026-08-07T16:28:29+09:00,tmap_routes_trafficInfo_Y
CV003119,대구시_두류공원1공영주차장,35.8444324,128.5621563,dongdaegu,동대구역 인근,35.8797,128.6284,7.142,14.3,37.5,38.0,10.674,200,,2026-08-07T16:28:29+09:00,tmap_routes_trafficInfo_Y
CV003120,대구시_고산1동행정복지센터,35.837087,128.7124009,dongdaegu,동대구역 인근,35.8797,128.6284,8.931,17.9,28.6,29.0,11.303,200,,2026-08-07T16:28:30+09:00,tmap_routes_trafficInfo_Y
CV003121,대구시_두류 12동 행정복지센터,35.857779,128.567275,dongdaegu,동대구역 인근,35.8797,128.6284,6.023,12.0,34.3,34.0,9.985,200,,2026-08-07T16:28:30+09:00,tmap_routes_trafficInfo_Y
CV003122,대구시_동촌유원지,35.878625,128.6498291,dongdaegu,동대구역 인근,35.8797,128.6284,1.934,3.9,19.2,19.0,4.894,200,,2026-08-07T16:28:31+09:00,tmap_routes_trafficInfo_Y
CV003123,대구시_동대구복합환승센터,35.879142532,128.63201745,dongdaegu,동대구역 인근,35.8797,128.6284,0.332,0.7,8.5,8.0,2.39,200,,2026-08-07T16:28:31+09:00,tmap_routes_trafficInfo_Y
CV003124,대구시_동구청,35.886554,128.635463,dongdaegu,동대구역 인근,35.8797,128.6284,0.993,2.0,8.6,9.0,2.206,200,,2026-08-07T16:28:32+09:00,tmap_routes_trafficInfo_Y
CV003125,대구시_도원동 행정복지센터,35.807479,128.532195,dongdaegu,동대구역 인근,35.8797,128.6284,11.819,23.6,41.4,41.0,15.787,200,,2026-08-07T16:28:32+09:00,tmap_routes_trafficInfo_Y
CV003126,대구시_도시관리본부,35.829226,128.554748,dongdaegu,동대구역 인근,35.8797,128.6284,8.693,17.4,30.6,31.0,12.134,200,,2026-08-07T16:28:33+09:00,tmap_routes_trafficInfo_Y
CV003127,대구시_대명9동 행정복지센터,35.837225,128.579385,dongdaegu,동대구역 인근,35.8797,128.6284,6.467,12.9,29.6,30.0,9.971,200,,2026-08-07T16:28:33+09:00,tmap_routes_trafficInfo_Y
CV003128,대구시_대명5동행정복지센터,35.843225,128.587801,dongdaegu,동대구역 인근,35.8797,128.6284,5.462,10.9,28.9,29.0,8.07,200,,2026-08-07T16:28:34+09:00,tmap_routes_trafficInfo_Y
CV003129,대구시_대덕승마장,35.821699,128.554387,dongdaegu,동대구역 인근,35.8797,128.6284,9.279,18.6,33.1,33.0,13.258,200,,2026-08-07T16:28:34+09:00,tmap_routes_trafficInfo_Y
CV003130,(임시운영중지)대구시_대구환경공단 안심관리소,35.867862,128.680904,dongdaegu,동대구역 인근,35.8797,128.6284,4.91,9.8,19.6,20.0,6.646,200,,2026-08-07T16:28:35+09:00,tmap_routes_trafficInfo_Y
CV003131,대구시_대구테크노파크 동대구캠퍼스 2동,35.87325,128.624797,dongdaegu,동대구역 인근,35.8797,128.6284,0.787,1.6,12.0,12.0,2.116,200,,2026-08-07T16:28:35+09:00,tmap_routes_trafficInfo_Y
CV003132,대구시_대구차량등록사업소 서부분소,35.853307,128.507863,dongdaegu,동대구역 인근,35.8797,128.6284,11.251,22.5,32.7,33.0,16.909,200,,2026-08-07T16:28:36+09:00,tmap_routes_trafficInfo_Y
CV003133,대구시_대구의료원,35.859667,128.540583,dongdaegu,동대구역 인근,35.8797,128.6284,8.22,16.4,33.2,33.0,10.904,200,,2026-08-07T16:28:36+09:00,tmap_routes_trafficInfo_Y
CV003134,대구시_대구은행 제2본점영업부,35.884442,128.588217,dongdaegu,동대구역 인근,35.8797,128.6284,3.658,7.3,18.1,18.0,4.795,200,,2026-08-07T16:28:37+09:00,tmap_routes_trafficInfo_Y
CV003136,대구시_대구부광교회,35.921688,128.54947,dongdaegu,동대구역 인근,35.8797,128.6284,8.505,17.0,28.2,28.0,12.612,200,,2026-08-07T16:28:37+09:00,tmap_routes_trafficInfo_Y
CV003137,대구시_대구과학관,35.686631,128.46523,dongdaegu,동대구역 인근,35.8797,128.6284,26.029,52.1,60.1,60.0,33.723,200,,2026-08-07T16:28:38+09:00,tmap_routes_trafficInfo_Y
CV003138,대구시_대구공공시설관리공단서부사업소,35.8206181,128.495601,dongdaegu,동대구역 인근,35.8797,128.6284,13.654,27.3,41.0,41.0,21.153,200,,2026-08-07T16:28:38+09:00,tmap_routes_trafficInfo_Y
CV003139,대구시_대구공공시설관리공단 상리사업소,35.884553,128.531861,dongdaegu,동대구역 인근,35.8797,128.6284,8.714,17.4,26.4,26.0,12.193,200,,2026-08-07T16:28:39+09:00,tmap_routes_trafficInfo_Y
CV003140,대구시_달성문화센터,35.865472,128.460951,dongdaegu,동대구역 인근,35.8797,128.6284,15.17,30.3,44.4,44.0,21.841,200,,2026-08-07T16:28:39+09:00,tmap_routes_trafficInfo_Y
CV003141,대구시_달성군청,35.774676,128.431399,dongdaegu,동대구역 인근,35.8797,128.6284,21.256,42.5,46.7,47.0,29.523,200,,2026-08-07T16:28:40+09:00,tmap_routes_trafficInfo_Y
CV003142,대구시_달성군농업기술센터,35.782703,128.446786,dongdaegu,동대구역 인근,35.8797,128.6284,19.606,39.2,43.4,43.0,27.474,200,,2026-08-07T16:28:40+09:00,tmap_routes_trafficInfo_Y
CV003143,대구시_다사읍 행정복지센터 서재출장소,35.872221,128.494253,dongdaegu,동대구역 인근,35.8797,128.6284,12.115,24.2,33.0,33.0,16.516,200,,2026-08-07T16:28:41+09:00,tmap_routes_trafficInfo_Y
CV003144,대구시_농수산물도매시장,35.902746,128.541388,dongdaegu,동대구역 인근,35.8797,128.6284,8.247,16.5,24.9,25.0,11.564,200,,2026-08-07T16:28:41+09:00,tmap_routes_trafficInfo_Y
CV003145,대구시_논공읍공단출장소,35.730042,128.452786,dongdaegu,동대구역 인근,35.8797,128.6284,22.973,45.9,50.6,51.0,35.976,200,,2026-08-07T16:28:42+09:00,tmap_routes_trafficInfo_Y
CV003146,대구시_논공읍 행정복지센터,35.774259,128.420344,dongdaegu,동대구역 인근,35.8797,128.6284,22.12,44.2,44.9,45.0,29.972,200,,2026-08-07T16:28:42+09:00,tmap_routes_trafficInfo_Y
CV003148,대구시_관문동행정복지센터,35.896774,128.514557,dongdaegu,동대구역 인근,35.8797,128.6284,10.43,20.9,29.4,29.0,14.124,200,,2026-08-07T16:28:43+09:00,tmap_routes_trafficInfo_Y
CV003149,대구시_갓바위공영5주차장,35.9699064,128.7265019,dongdaegu,동대구역 인근,35.8797,128.6284,13.366,26.7,32.5,32.0,18.022,200,,2026-08-07T16:28:43+09:00,tmap_routes_trafficInfo_Y
CV003150,대구시_가창면행정복지센터,35.802702,128.622826,dongdaegu,동대구역 인근,35.8797,128.6284,8.577,17.2,28.1,28.0,11.332,200,,2026-08-07T16:28:44+09:00,tmap_routes_trafficInfo_Y
CV003158,대구시_다사읍사무소,35.862027,128.454201,dongdaegu,동대구역 인근,35.8797,128.6284,15.819,31.6,46.5,46.0,22.223,200,,2026-08-07T16:28:44+09:00,tmap_routes_trafficInfo_Y
CV003159,대구시_다사체육공원,35.890108,128.4779489,dongdaegu,동대구역 인근,35.8797,128.6284,13.603,27.2,34.7,35.0,17.466,200,,2026-08-07T16:28:45+09:00,tmap_routes_trafficInfo_Y
CV003162,영남이공대학교 행복기숙사,35.846733651,128.58227514,dongdaegu,동대구역 인근,35.8797,128.6284,5.542,11.1,31.5,32.0,8.928,200,,2026-08-07T16:28:45+09:00,tmap_routes_trafficInfo_Y
CV003163,영남이공대학교 사회관,35.848269087,128.58120058,dongdaegu,동대구역 인근,35.8797,128.6284,5.505,11.0,31.3,31.0,8.794,200,,2026-08-07T16:28:46+09:00,tmap_routes_trafficInfo_Y
CV003165,대구시_고산노인복지관,35.836754,128.712735,dongdaegu,동대구역 인근,35.8797,128.6284,8.976,18.0,28.6,29.0,11.341,200,,2026-08-07T16:28:46+09:00,tmap_routes_trafficInfo_Y
CV003181,대구시_대구공공시설관리공단 동부사업소,35.829366,128.620576,dongdaegu,동대구역 인근,35.8797,128.6284,5.641,11.3,24.5,24.0,7.309,200,,2026-08-07T16:28:47+09:00,tmap_routes_trafficInfo_Y
CV003185,근로복지공단대구병원,35.951126,128.5648782,dongdaegu,동대구역 인근,35.8797,128.6284,9.788,19.6,30.1,30.0,12.795,200,,2026-08-07T16:28:47+09:00,tmap_routes_trafficInfo_Y
CV003205,한국전자통신연구원 대경권연구센터,35.6897538,128.4708862,dongdaegu,동대구역 인근,35.8797,128.6284,25.455,50.9,56.8,57.0,31.941,200,,2026-08-07T16:28:48+09:00,tmap_routes_trafficInfo_Y
CV003237,대구 장애인 국민체육센터,35.8244071,128.6853189,dongdaegu,동대구역 인근,35.8797,128.6284,8.007,16.0,27.1,27.0,10.616,200,,2026-08-07T16:28:48+09:00,tmap_routes_trafficInfo_Y
CV003256,삼국유사테마파크,36.1637281,128.6975393,dongdaegu,동대구역 인근,35.8797,128.6284,32.189,64.4,63.8,64.0,41.167,200,,2026-08-07T16:28:49+09:00,tmap_routes_trafficInfo_Y
CV003258,군위군청 주차장,36.242096,128.573409,dongdaegu,동대구역 인근,35.8797,128.6284,40.599,81.2,53.9,54.0,47.88,200,,2026-08-07T16:28:49+09:00,tmap_routes_trafficInfo_Y
CV003276,서대구세무서,35.8539276,128.5505938,dongdaegu,동대구역 인근,35.8797,128.6284,7.574,15.1,36.8,37.0,9.562,200,,2026-08-07T16:28:50+09:00,tmap_routes_trafficInfo_Y
CV003282,대구의료원본관,35.858986799,128.54061116,dongdaegu,동대구역 인근,35.8797,128.6284,8.239,16.5,33.1,33.0,10.874,200,,2026-08-07T16:28:50+09:00,tmap_routes_trafficInfo_Y
CV003283,대구의료원라파엘관,35.859030275,128.53919495,dongdaegu,동대구역 인근,35.8797,128.6284,8.36,16.7,33.9,34.0,10.962,200,,2026-08-07T16:28:51+09:00,tmap_routes_trafficInfo_Y
CV003284,대구의료원국화원,35.85984931,128.5387943,dongdaegu,동대구역 인근,35.8797,128.6284,8.37,16.7,35.6,36.0,11.389,200,,2026-08-07T16:28:51+09:00,tmap_routes_trafficInfo_Y
CV003286,남대구세무서,35.8395101,128.5632615,dongdaegu,동대구역 인근,35.8797,128.6284,7.378,14.8,35.0,35.0,10.193,200,,2026-08-07T16:28:52+09:00,tmap_routes_trafficInfo_Y
CV003428,대구시_검단동행정복지센터,35.913467,128.627214,dongdaegu,동대구역 인근,35.8797,128.6284,3.756,7.5,18.9,19.0,5.217,200,,2026-08-07T16:28:52+09:00,tmap_routes_trafficInfo_Y
CV003444,대구시_고산3동행정복지센터,35.844142,128.706568,dongdaegu,동대구역 인근,35.8797,128.6284,8.078,16.2,28.1,28.0,10.865,200,,2026-08-07T16:28:53+09:00,tmap_routes_trafficInfo_Y
CV003445,대구시_올브랜서편공영주차장,35.9044678,128.6094499,dongdaegu,동대구역 인근,35.8797,128.6284,3.24,6.5,16.4,16.0,5.117,200,,2026-08-07T16:28:53+09:00,tmap_routes_trafficInfo_Y
CV003446,대구시_평리3동행정복지센터,35.875943,128.561303,dongdaegu,동대구역 인근,35.8797,128.6284,6.06,12.1,25.6,26.0,7.479,200,,2026-08-07T16:28:54+09:00,tmap_routes_trafficInfo_Y
CV003447,대구시_평리1동행정복지센터,35.87561,128.563275,dongdaegu,동대구역 인근,35.8797,128.6284,5.885,11.8,25.9,26.0,7.355,200,,2026-08-07T16:28:55+09:00,tmap_routes_trafficInfo_Y
CV003449,대구시_신매3공영주차장,35.8385104,128.7038126,dongdaegu,동대구역 인근,35.8797,128.6284,8.195,16.4,22.1,22.0,10.119,200,,2026-08-07T16:28:56+09:00,tmap_routes_trafficInfo_Y
CV003450,대구시_시청별관,35.890596385,128.60051703,dongdaegu,동대구역 인근,35.8797,128.6284,2.789,5.6,14.7,15.0,3.865,200,,2026-08-07T16:28:56+09:00,tmap_routes_trafficInfo_Y
CV003451,대구시_시지근린공원,35.841365,128.706041,dongdaegu,동대구역 인근,35.8797,128.6284,8.193,16.4,24.7,25.0,10.685,200,,2026-08-07T16:28:57+09:00,tmap_routes_trafficInfo_Y
CV003452,대구시_수성아트피아,35.829282,128.62827,dongdaegu,동대구역 인근,35.8797,128.6284,5.606,11.2,27.4,27.0,7.393,200,,2026-08-07T16:28:57+09:00,tmap_routes_trafficInfo_Y
CV003453,대구시_수성대학교 입구(좌),35.855252,128.649601,dongdaegu,동대구역 인근,35.8797,128.6284,3.323,6.6,16.1,16.0,5.172,200,,2026-08-07T16:28:58+09:00,tmap_routes_trafficInfo_Y
CV003454,대구시_수성대학교 입구(우),35.855252,128.649601,dongdaegu,동대구역 인근,35.8797,128.6284,3.323,6.6,16.1,16.0,5.172,200,,2026-08-07T16:28:58+09:00,tmap_routes_trafficInfo_Y
CV003455,대구시_상동행정복지센터,35.832115,128.615465,dongdaegu,동대구역 인근,35.8797,128.6284,5.418,10.8,24.9,25.0,6.823,200,,2026-08-07T16:28:59+09:00,tmap_routes_trafficInfo_Y
CV003456,대구시_산격2동행정복지센터,35.899163,128.611882,dongdaegu,동대구역 인근,35.8797,128.6284,2.626,5.3,12.2,12.0,3.359,200,,2026-08-07T16:28:59+09:00,tmap_routes_trafficInfo_Y
CV003457,대구시_비산4동행정복지센터,35.86975,128.574302,dongdaegu,동대구역 인근,35.8797,128.6284,4.998,10.0,27.5,28.0,7.293,200,,2026-08-07T16:29:00+09:00,tmap_routes_trafficInfo_Y
CV003458,대구시_비산1동행정복지센터,35.881165,128.568969,dongdaegu,동대구역 인근,35.8797,128.6284,5.357,10.7,23.1,23.0,6.583,200,,2026-08-07T16:29:00+09:00,tmap_routes_trafficInfo_Y
CV003459,대구시_북구청,35.8852353,128.5832902,dongdaegu,동대구역 인근,35.8797,128.6284,4.11,8.2,21.4,21.0,5.299,200,,2026-08-07T16:29:01+09:00,tmap_routes_trafficInfo_Y
CV003460,대구시_복현2동행정복지센터,35.895358,128.625492,dongdaegu,동대구역 인근,35.8797,128.6284,1.761,3.5,12.0,12.0,2.676,200,,2026-08-07T16:29:01+09:00,tmap_routes_trafficInfo_Y
CV003461,대구시_매천역환승공영주차장,35.9133243,128.5428342,dongdaegu,동대구역 인근,35.8797,128.6284,8.566,17.1,28.9,29.0,12.756,200,,2026-08-07T16:29:02+09:00,tmap_routes_trafficInfo_Y
CV003462,대구시_만촌3동행정복지센터,35.855502,128.650573,dongdaegu,동대구역 인근,35.8797,128.6284,3.351,6.7,15.9,16.0,5.14,200,,2026-08-07T16:29:02+09:00,tmap_routes_trafficInfo_Y
CV003463,대구시_만촌2동행정복지센터,35.859862,128.647212,dongdaegu,동대구역 인근,35.8797,128.6284,2.782,5.6,13.8,14.0,4.542,200,,2026-08-07T16:29:03+09:00,tmap_routes_trafficInfo_Y
CV003464,대구시_두산오거리,35.8270051,128.6252448,dongdaegu,동대구역 인근,35.8797,128.6284,5.866,11.7,27.0,27.0,7.278,200,,2026-08-07T16:29:03+09:00,tmap_routes_trafficInfo_Y
CV003465,대구시_동천동행정복지센터,35.937325,128.558192,dongdaegu,동대구역 인근,35.8797,128.6284,9.002,18.0,30.4,30.0,12.93,200,,2026-08-07T16:29:03+09:00,tmap_routes_trafficInfo_Y
CV003466,대구시_동림플라자,35.895469,128.517557,dongdaegu,동대구역 인근,35.8797,128.6284,10.138,20.3,31.4,31.0,14.24,200,,2026-08-07T16:29:04+09:00,tmap_routes_trafficInfo_Y
CV003468,대구시_관음동행정복지센터,35.944241,128.547331,dongdaegu,동대구역 인근,35.8797,128.6284,10.238,20.5,36.5,36.0,13.861,200,,2026-08-07T16:29:04+09:00,tmap_routes_trafficInfo_Y
CV003479,대구시_율하체육공원3주차장,35.8595823,128.6995293,dongdaegu,동대구역 인근,35.8797,128.6284,6.788,13.6,22.6,23.0,8.825,200,,2026-08-07T16:29:05+09:00,tmap_routes_trafficInfo_Y
CV003480,대구시_수성구청,35.857973,128.63088,dongdaegu,동대구역 인근,35.8797,128.6284,2.426,4.9,22.2,22.0,5.499,200,,2026-08-07T16:29:05+09:00,tmap_routes_trafficInfo_Y
CV003482,대구시_서문주차빌딩,35.868916,128.580774,dongdaegu,동대구역 인근,35.8797,128.6284,4.456,8.9,25.5,26.0,6.364,200,,2026-08-07T16:29:06+09:00,tmap_routes_trafficInfo_Y
CV003483,대구시_서구청,35.871749,128.559164,dongdaegu,동대구역 인근,35.8797,128.6284,6.301,12.6,28.1,28.0,8.102,200,,2026-08-07T16:29:06+09:00,tmap_routes_trafficInfo_Y
CV003484,대구시_달서구청,35.82992,128.532834,dongdaegu,동대구역 인근,35.8797,128.6284,10.238,20.5,46.3,46.0,13.942,200,,2026-08-07T16:29:07+09:00,tmap_routes_trafficInfo_Y
CV003485,대구시_갓바위공영3주차장,35.9852562,128.7496678,dongdaegu,동대구역 인근,35.8797,128.6284,16.03,32.1,48.2,48.0,29.282,200,,2026-08-07T16:29:07+09:00,tmap_routes_trafficInfo_Y
CV003535,대구은행 제2본점영업부,35.884422713,128.58852277,dongdaegu,동대구역 인근,35.8797,128.6284,3.631,7.3,20.0,20.0,4.817,200,,2026-08-07T16:29:08+09:00,tmap_routes_trafficInfo_Y
CV003559,대구은행 본점,35.859307,128.614937,dongdaegu,동대구역 인근,35.8797,128.6284,2.572,5.1,16.7,17.0,3.963,200,,2026-08-07T16:29:08+09:00,tmap_routes_trafficInfo_Y
CV003560,대구은행 국가산단지점,35.648412,128.417096,dongdaegu,동대구역 인근,35.8797,128.6284,32.014,64.0,55.9,56.0,45.869,200,,2026-08-07T16:29:09+09:00,tmap_routes_trafficInfo_Y
CV003565,대구시_외환들공영주차장,35.827033,128.674349,dongdaegu,동대구역 인근,35.8797,128.6284,7.173,14.3,26.6,27.0,10.328,200,,2026-08-07T16:29:09+09:00,tmap_routes_trafficInfo_Y
CV003566,대구시_어린이회관,35.846511,128.6258022,dongdaegu,동대구역 인근,35.8797,128.6284,3.698,7.4,24.4,24.0,5.949,200,,2026-08-07T16:29:10+09:00,tmap_routes_trafficInfo_Y
CV003567,대구시_오리1리마을회관,35.790064,128.59294,dongdaegu,동대구역 인근,35.8797,128.6284,10.467,20.9,36.2,36.0,15.517,200,,2026-08-07T16:29:10+09:00,tmap_routes_trafficInfo_Y
CV003568,대구시_지산1동행정복지센터,35.824922,128.637019,dongdaegu,동대구역 인근,35.8797,128.6284,6.14,12.3,25.1,25.0,9.445,200,,2026-08-07T16:29:11+09:00,tmap_routes_trafficInfo_Y
CV003569,대구시_중동행정복지센터,35.847336,128.615076,dongdaegu,동대구역 인근,35.8797,128.6284,3.794,7.6,22.3,22.0,5.293,200,,2026-08-07T16:29:11+09:00,tmap_routes_trafficInfo_Y
CV003570,대구시_동인동 행정복지센터,35.867917,128.609132,dongdaegu,동대구역 인근,35.8797,128.6284,2.175,4.4,17.3,17.0,3.572,200,,2026-08-07T16:29:12+09:00,tmap_routes_trafficInfo_Y
CV003571,대구시_대구시청 지상1층,35.870639,128.6018,dongdaegu,동대구역 인근,35.8797,128.6284,2.6,5.2,17.4,17.0,4.006,200,,2026-08-07T16:29:12+09:00,tmap_routes_trafficInfo_Y
CV003572,대구시_남산4동 행정복지센터,35.858223,128.580579,dongdaegu,동대구역 인근,35.8797,128.6284,4.927,9.9,29.8,30.0,7.754,200,,2026-08-07T16:29:13+09:00,tmap_routes_trafficInfo_Y
