train_frac,train_n,test_pr_auc,test_roc_auc,test_brier,test_neg_recall,test_n,test_pos_rate
0.2,59731,0.9769843327272513,0.8291486469822343,0.13543130547613952,0.7021307227181112,69878,0.9005981854088554
0.4,119463,0.9801470778072794,0.8479855502515533,0.14838466823342075,0.7935502447451771,69878,0.9005981854088554
0.6,179194,0.9810493905629887,0.8535199586722053,0.15798122987740837,0.8308378923121221,69878,0.9005981854088554
0.8,238926,0.9812049235913604,0.853300537791338,0.15627674837808836,0.8234955369997121,69878,0.9005981854088554
1.0,298658,0.9812954171154189,0.8540503496211953,0.16075683321229356,0.8430751511661387,69878,0.9005981854088554
