statId,as_of_ts,statNm,addr,lat,lng,coord_ok,total_chargers,available_count,observed_count,unobserved_count,availability_ratio_observed,unobserved_rate,has_confirmed_available,status_age_minutes,reliability_grade,observation_age_minutes,observation_grade,reliability_grade_effective,observation_state,is_operating_now,limitYn,access_restricted,name_suggests_residential,recommend_public_default,usage_level,sessions_per_charger,usage_weekday_avg,usage_weekend_avg,usage_charger_type,history_observed,eta_minutes,poi_count_1km,nearest_parking_m,parking_remaining_spaces,parking_total_spaces,parking_occupancy_rate,parking_congestion_status,parking_matched_id,parking_has_realtime,parking_remaining_std_1h,parking_remaining_delta_1h,parking_realtime_ticks_1h,parking_is_mock,parking_source,nearest_incident_m,nearest_link_id,nearest_link_m,link_speed_kph,link_cong_grade,link_cong_grade_nm,traffic_is_mock,traffic_source,source_status,schema_version
ME21B198,2026-07-31T08:12:11+09:00,대구수성경찰서,대구광역시 수성구 달구벌대로 2460,35.85836914,128.63194358,True,1,1,1,0,1.0,0.0,True,8.566666666666666,NORMAL,0.0,HIGH,HIGH,FRESH,Y,N,False,False,True,,,,,,False,,1,130.5,64.0,138.0,53.62,보통(점유 70%미만),155-3-000006,True,3.6421567954234217,-10.0,7.0,False,team5_pis,735.8,1550007407.0,220.3,27.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
CV001701,2026-07-31T08:12:11+09:00,범어공영주차장,대구광역시 수성구 범어 248-1,35.8569187,128.633352,True,1,1,1,0,1.0,0.0,True,131.71666666666667,CHECK_REQUIRED,130.55,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,N,False,False,True,,,,,,False,,1,0.8,52.0,62.0,16.13,여유(점유 50%미만),155-2-000010,True,0.9258200997725508,-2.0,7.0,False,team5_pis,854.9,1550007407.0,235.4,27.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
CV002107,2026-07-31T08:12:11+09:00,수성구청,대구광역시 수성구 달구벌대로 2450,35.8584503,128.6311087,True,1,1,1,0,1.0,0.0,True,591.75,CHECK_REQUIRED,584.1,CHECK_REQUIRED,CHECK_REQUIRED,STALE,N,N,False,False,True,,,,,,False,,1,67.6,64.0,138.0,53.62,보통(점유 70%미만),155-3-000006,True,3.6421567954234217,-10.0,7.0,False,team5_pis,759.9,1550007406.0,204.6,27.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
CV002819,2026-07-31T08:12:11+09:00,대구범어초등학교,대구광역시 수성구 달구벌대로489길 55,35.8598858,128.6325226,True,3,0,0,3,,1.0,False,,CHECK_REQUIRED,,CHECK_REQUIRED,CHECK_REQUIRED,UNOBSERVED,Y,Y,True,False,False,,,,,,False,,1,149.3,,,,,155-1-000125,False,,,,False,team5_pis,560.3,1550007407.0,194.8,27.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
CV003480,2026-07-31T08:12:11+09:00,대구시_수성구청,대구광역시 수성구 달구벌대로 2450,35.857973,128.63088,True,2,1,2,0,0.5,0.0,True,16.516666666666666,CHECK_REQUIRED,10.016666666666667,NORMAL,NORMAL,NORMAL,Y,N,False,False,True,적음,1.0154671717171715,6.347480106100796,5.456953642384106,급속,True,,1,30.6,64.0,138.0,53.62,보통(점유 70%미만),155-3-000006,True,3.6421567954234217,-10.0,7.0,False,team5_pis,816.5,1550007406.0,207.5,27.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
EV006878,2026-07-31T08:12:11+09:00,대구수성 범어롯데캐슬 1,대구광역시 수성구 동대구로 300,35.856786295,128.62734627,True,3,2,3,0,0.6666666666666666,0.0,True,751.2333333333333,CHECK_REQUIRED,744.5666666666667,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,N,True,False,False,,,,,,False,,1,105.2,,,,,155-1-000044,False,,,,False,team5_pis,,1550041201.0,173.6,51.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
EV018307,2026-07-31T08:12:11+09:00,대구수성 우방3차범어타운 1,대구광역시 수성구 달구벌대로492길 12,35.8575406,128.630619,True,3,2,2,1,1.0,0.3333333333333333,True,1464.9,CHECK_REQUIRED,1457.9166666666667,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,Y,True,False,False,,,,,,False,,1,23.8,54.0,71.0,23.94,여유(점유 50%미만),155-1-000034,True,4.746642207381759,-12.0,7.0,False,team5_pis,870.0,1550007406.0,219.6,27.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
HE212797,2026-07-31T08:12:11+09:00,범어풀비체아파트,대구광역시 수성구 범어로 61,35.854546,128.634695,True,4,4,4,0,1.0,0.0,True,245.1833333333333,CHECK_REQUIRED,240.88333333333333,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,Y,True,True,False,,,,,,False,,1,239.9,,,,,155-1-000004,False,,,,False,team5_pis,,1550030303.0,381.4,24.0,2.0,지체,False,utic,sandbox_series,station_feature_v1
HM710077,2026-07-31T08:12:11+09:00,범어 SK VIEW 아파트,대구광역시 수성구 범어로 75,35.8563549,128.6345011,True,4,4,4,0,1.0,0.0,True,19.716666666666665,CHECK_REQUIRED,10.016666666666667,NORMAL,NORMAL,NORMAL,Y,Y,True,True,False,,,,,,False,,1,121.5,52.0,62.0,16.13,여유(점유 50%미만),155-2-000010,True,0.9258200997725508,-2.0,7.0,False,team5_pis,904.7,1550007308.0,272.8,15.0,3.0,정체,False,utic,sandbox_series,station_feature_v1
KP001670,2026-07-31T08:12:11+09:00,범어동일하이빌,대구광역시 수성구 범어동 동대구로52길 55,35.8543127412,128.6283380968,True,2,0,0,2,,1.0,False,,CHECK_REQUIRED,,CHECK_REQUIRED,CHECK_REQUIRED,UNOBSERVED,UNKNOWN,Y,True,False,False,,,,,,False,,2,34.2,,,,,155-1-000100,False,,,,False,team5_pis,,1550041101.0,300.8,41.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
