horizon_minutes,feature,rows,null_rate,distinct_values,positive_rate,point_biserial,p_value,spearman,directional_auc,blocked_auc,auc_ci_low,auc_ci_high,mutual_information,q_value
5,horizon_minutes,262590,0.0,1,0.9147339959632887,,,,,,,,,
5,available_count,262590,0.0,21,0.9147339959632887,0.31893078116978985,0.0,0.44814641760551355,0.9086988095933157,0.9132686769273394,0.898781250223307,0.9345520031140008,0.14042258365696458,0.0
5,usable_count,262590,0.0,19,0.9147339959632887,0.1688827763727023,0.0,0.2164155450837336,0.6911274801146432,0.6782315851792973,0.6636926920166273,0.6976904002398401,0.03701382858627578,0.0
5,known_charger_count,262590,0.0,20,0.9147339959632887,0.11594387846793719,0.0,0.13450654698294748,0.6184555276067025,0.6062170910842722,0.5969671689631089,0.6149573170998333,0.013627689098437257,0.0
5,direct_observed_count,262590,0.0,20,0.9147339959632887,0.12216308482532623,0.0,0.13459648077872305,0.6289203029409391,0.6271111024990523,0.6048303162985065,0.6507085182431092,0.012865281653201999,0.0
5,total_chargers,262590,0.0,34,0.9147339959632887,0.1296122486719072,0.0,0.24085091559460534,0.7358240747902876,0.7238030961771597,0.7106057833745918,0.7359653265761321,0.03639004782664634,0.0
5,observation_coverage,262590,0.0,133,0.9147339959632887,-0.1700339323013814,0.0,-0.17486133232206583,0.6439607248165609,0.6413375251155464,0.6288158982228824,0.6551228457101231,0.02903013417298106,0.0
5,direct_observation_coverage,262590,0.0,104,0.9147339959632887,0.029220008566928832,1.0459402489036203e-50,0.03650449431157011,0.533514930984638,0.5406286931216746,0.5055312454510784,0.5776776332994009,0.018694850470796665,1.2700703022401103e-50
5,observation_age_minutes,262590,0.0,471,0.9147339959632887,-0.08009610027191495,0.0,-0.09060328752940376,0.5716718177014167,0.5785466491063123,0.5498463469842123,0.6122543142036924,0.004670114740698006,0.0
5,available_count_delta_1tick,238225,0.09278723485281237,21,0.9262378003987827,0.13982005793646465,0.0,0.14583834480160504,0.5918914359487054,0.5867025588356247,0.5693543374457231,0.6062511435029103,0.01366777599772262,0.0
5,minutes_since_last_change,262590,0.0,23115,0.9147339959632887,0.11697186941350185,0.0,0.2128339695975399,0.7189886055018168,0.7130847590814333,0.6875547689872423,0.7350541417858092,0.0338565104566424,0.0
5,hour,262590,0.0,24,0.9147339959632887,-0.04783092781182303,8.158458830954429e-133,-0.051663969829881494,0.5533469462510585,0.5320003034376476,0.5030612905722993,0.5816615829872205,0.005236858653134835,1.155781667718544e-132
5,weekday,262590,0.0,7,0.9147339959632887,0.005994509101598709,0.002127640999956418,0.00576302267343562,0.5058922724809867,0.5057719117746795,0.5003077724994086,0.5198759506471247,0.0008135782265468183,0.002260618562453694
