horizon_minutes,feature,rows,null_rate,distinct_values,positive_rate,point_biserial,p_value,spearman,directional_auc,blocked_auc,auc_ci_low,auc_ci_high,mutual_information,q_value
5,horizon_minutes,129756,0.0,1,0.9131677918554826,,,,,,,,,
5,available_count,129756,0.0,12,0.9131677918554826,0.33646153237342186,0.0,0.4740869116674653,0.9278759857423475,0.9337709174391946,0.9121813805288731,0.9489110308420137,0.16245608882696372,0.0
5,usable_count,129756,0.0,14,0.9131677918554826,0.17596243175967202,0.0,0.22686328631852637,0.6983165933324779,0.7115176746909888,0.6923276411274821,0.7399738648160981,0.04196577365841914,0.0
5,known_charger_count,129756,0.0,13,0.9131677918554826,0.11763790265940446,0.0,0.13600340908224942,0.6186352065020833,0.613845460152512,0.5859705579497962,0.6355543675918192,0.01447876547451421,0.0
5,direct_observed_count,129756,0.0,14,0.9131677918554826,0.1255911464787849,0.0,0.13897407831495598,0.6324443069432593,0.6445670728668261,0.6247387393734442,0.666249231008295,0.014515006762986893,0.0
5,total_chargers,129756,0.0,32,0.9131677918554826,0.13446118980680827,0.0,0.24715276088318558,0.7402267867794138,0.7377400132077352,0.7025227458889295,0.7657217342443455,0.03737600968573229,0.0
5,observation_coverage,129756,0.0,122,0.9131677918554826,-0.1749554283219028,0.0,-0.17929689744209606,0.6465469695052537,0.6450685930023924,0.6279055691321412,0.6615450437012228,0.029735616443693047,0.0
5,direct_observation_coverage,129756,0.0,91,0.9131677918554826,0.038202976178591204,4.068507131310773e-43,0.04726440062153521,0.5431333780638481,0.5666554525518341,0.5246298514754196,0.6143703720854434,0.018714735684513872,5.320355479406395e-43
5,observation_age_minutes,129756,0.0,460,0.9131677918554826,-0.0829149066988539,1.1287121156833511e-196,-0.09620878565123593,0.5770978660119185,0.5884061627791068,0.5561867469399836,0.6277545465244132,0.006351126618586056,1.7443732696924517e-196
5,available_count_delta_1tick,119834,0.07646659884706675,17,0.9230101640602834,0.11699609935624347,0.0,0.1242268427999291,0.5699256983507731,0.5596086058735191,0.5312976496838228,0.5892268264106818,0.009209624734467292,0.0
5,minutes_since_last_change,129756,0.0,6879,0.9131677918554826,0.1635245574319078,0.0,0.20713232929476416,0.7118123730816763,0.7080475291566984,0.6949042964922659,0.7209138321390005,0.038081583363567484,0.0
5,hour,129756,0.0,24,0.9131677918554826,-0.05311407516620027,1.0471041545928878e-81,-0.061899563831279196,0.5633614122893937,0.5251235110147527,0.5020097195215381,0.5970090277713214,0.006154374360331172,1.4833975523399243e-81
5,weekday,129756,0.0,4,0.9131677918554826,-0.0048659712477452845,0.07963683840419788,-0.0047788775048635485,0.5046458862891923,0.5303715610047847,0.5039959199211086,0.5409138155268713,0.0032854195551055287,0.07963683840419788
5,is_weekend,129756,0.0,2,0.9131677918554826,-0.007042316999538429,0.011188154663757378,-0.007042316999538538,0.5055173435457546,0.5202477073365231,0.5120706304634507,0.5422700587084149,0.001403094626927226,0.011887414330242214
5,sessions_per_charger,10935,0.9157264403958199,187,0.6837677183356196,-0.10298862916809311,3.553786062328171e-27,-0.1346317708031908,0.5835704721005608,0.5783333433101173,0.5583909624176899,0.5920430233271212,0.1488453226186568,4.315311647112779e-27
5,usage_daytype_avg,10935,0.9157264403958199,336,0.6837677183356196,0.03244370301877003,0.0006909096043895249,-0.0033830098776337393,0.5021000781807606,0.5001543283778648,0.5001543283778648,0.5207135055936951,0.14928395980956877,0.0007830308849747949
5,history_observed,129756,0.0,2,0.9131677918554826,-0.24713862704436584,0.0,-0.24713862704437034,0.6219055462801373,0.6373729066985646,0.6194877990414909,0.6544915546172341,0.02124505261169185,0.0
5,unobserved_rate,129756,0.0,122,0.9131677918554826,0.17495542832190272,0.0,0.17929689744209606,0.6465469695052536,0.6450685930023923,0.6279055691321412,0.6615450437012227,0.024395752295149453,0.0
10,horizon_minutes,125095,0.0,1,0.9167752508093848,,,,,,,,,
10,available_count,125095,0.0,12,0.9167752508093848,0.30576582227248333,0.0,0.4256175557656587,0.8949942930301787,0.9129931626109483,0.8970490625667618,0.9269245649205939,0.12555624112874808,0.0
10,usable_count,125095,0.0,14,0.9167752508093848,0.16666003310622712,0.0,0.21294419499975697,0.6907038295213259,0.6984129123095871,0.6863805037973668,0.7172797852896384,0.03332912439191582,0.0
10,known_charger_count,125095,0.0,13,0.9167752508093848,0.11738819854609553,0.0,0.1355445850967437,0.6210352796261439,0.6296645661214396,0.6108793408192971,0.6484755817161777,0.012883287263069088,0.0
10,direct_observed_count,125095,0.0,14,0.9167752508093848,0.12377221089068113,0.0,0.13694082266974986,0.6325404309679739,0.6388642518563526,0.6249195254299641,0.6565009703627902,0.013694289887403288,0.0
10,total_chargers,125095,0.0,32,0.9167752508093848,0.12982045517272506,0.0,0.23737822533814748,0.734998050930917,0.7299410997971325,0.7047530047139503,0.7539810395821508,0.03514870105324586,0.0
10,observation_coverage,125095,0.0,121,0.9167752508093848,-0.1639674806065926,0.0,-0.16757566837594565,0.6382535118880752,0.6240652900418475,0.5992884032567493,0.646555537910518,0.026491455879238623,0.0
10,direct_observation_coverage,125095,0.0,91,0.9167752508093848,0.030662045316351822,2.0555937879385832e-27,0.03837975203462795,0.5354544509756469,0.5455080019992747,0.5141947287514288,0.5783100090999044,0.017974312548703297,2.688084184227378e-27
10,observation_age_minutes,125095,0.0,425,0.9167752508093848,-0.07912789458776635,6.95648078551901e-173,-0.09194496700630901,0.5729427680270498,0.5735129577179521,0.5413524326312886,0.6058464597629445,0.003363598775758758,1.075092485034756e-172
10,available_count_delta_1tick,115303,0.07827650985251211,17,0.9266888112191357,0.11496356120891643,0.0,0.12234427718450577,0.5711963727314694,0.586117706260436,0.5483930790270442,0.6173053808184408,0.00788416104637224,0.0
10,minutes_since_last_change,125095,0.0,6837,0.9167752508093848,0.15830544887084205,0.0,0.20461172166997438,0.7132616818237831,0.7174101061379695,0.6912188381496317,0.7427078192522225,0.03375146278914065,0.0
