hour,public_pct,public_ticks,special_pct,special_ticks,apt_name_pct,apt_ticks
0,72.52288955891714,59,36.97942148774521,59,37.60664405545115,59
1,71.86049093824285,60,37.71583622968136,60,38.8089888764027,60
2,72.80227031211535,60,39.292511115235406,60,40.37405065601563,60
3,73.93103401700346,60,40.901960967211416,60,42.345560491770165,60
4,75.11021556983174,60,42.71489586321814,60,44.220203681223296,60
5,76.12945665908563,60,46.23732851170305,60,47.818961907971065,60
6,76.906335863783,60,52.2453764650006,60,53.71298017842003,60
7,80.1822718458962,80,65.33679817277822,80,65.83797162117071,80
8,80.1448772821988,115,74.67170561140638,115,74.97552928065114,115
9,77.41672241426559,85,77.22041241933232,85,77.72708095926691,85
10,76.941161730121,84,79.13679750211614,84,79.41950809503186,84
11,77.15375904780383,83,79.7899957095772,83,79.72053528186001,83
12,77.00537280409243,83,79.46946231773863,83,79.44746282017486,83
13,76.93835981764093,85,78.13888237564352,85,78.44825011896897,85
14,76.1122923581517,88,76.57760183997416,88,77.05342686057128,88
15,75.31773093459346,85,74.45205551044585,85,75.18283444163534,85
16,73.98390014477967,77,69.47734496580057,77,70.12870386531425,77
17,73.99345208703222,67,66.92897299773404,67,67.62933781024327,67
18,74.26895038627687,54,63.514551990091476,54,64.766757344487,54
19,71.85941984390145,54,57.34808942673053,54,58.85249463594747,54
20,70.31929368962709,69,46.236654781624054,69,47.785847451596915,69
21,68.15604662496372,72,41.30658501851519,72,42.3520798157714,72
22,67.63899549712148,61,37.83098172088294,61,38.775123843144684,61
23,69.2022269521502,48,39.87253112754372,48,40.88820832064056,48
