hour,mean_pct,median_pct,ticks,days
0,47.815928153904196,50.852891544571776,54,7
1,45.73381916131942,45.99420396676494,54,7
2,46.767770073969984,46.53595649582724,54,7
3,48.335728566445596,49.54467053943475,54,7
4,50.050771296206534,52.12438415585662,54,7
5,53.00963673639172,55.26762328016684,54,7
6,57.82456207872274,59.24602100914157,54,7
7,69.67577125335474,68.14444304592622,74,10
8,76.40742508705074,78.38056680161944,109,13
9,76.92794110698898,77.8154972226217,74,13
10,78.05878194038067,78.88285004634426,72,12
11,78.50222644900687,80.1308615049073,71,12
12,78.16518133177732,81.43097328600784,71,12
13,77.2827241925039,76.71282798833819,73,13
14,75.72955500720047,75.5031488148418,76,13
15,74.1743772548324,73.7121212121212,79,13
16,70.35243978365592,70.04669779853235,71,13
17,67.89275784368202,66.98414905450501,61,12
18,65.19883449109537,65.62063275122182,48,9
19,60.023262660942315,60.40958806984233,48,9
20,53.21443731816861,53.80428208539978,63,12
21,47.38944024706007,50.16202272244403,66,12
22,43.92943184761117,48.15276048152761,55,9
23,45.63857321759082,50.6181596186425,42,6
