hour,public_pct,public_ticks,special_pct,special_ticks,apt_name_pct,apt_ticks
0,72.38159787718199,54,35.93048901518597,54,36.59968767199467,54
1,71.54746376442442,54,36.560120853681475,54,37.73238711347166,54
2,72.55295382665575,54,38.3159523474484,54,39.475412731302335,54
3,73.75598371390436,54,40.06663148906103,54,41.636705547575744,54
4,75.01759909644792,54,41.97623161731716,54,43.59730981869343,54
5,76.06180563288075,54,45.69021040012415,54,47.36772267571058,54
6,76.84049349744811,54,51.949319121319085,54,53.50714264313002,54
7,80.25385468619245,74,65.6242397066001,74,66.0947475688999,74
8,80.12219642560217,109,74.93766822667483,109,75.21885958357592,109
9,76.75419353507928,74,77.31868721960655,74,77.72526676878401,74
10,76.0523903657754,72,79.00102685551605,72,79.23948540307056,72
11,76.18413308401611,71,79.44471954552975,71,79.32205831603477,71
12,76.04928374290961,71,78.9626928171937,71,78.90943364019866,71
13,76.04949276799714,73,77.40189392747475,73,77.71282054454632,73
14,75.20561504750371,76,75.66435476331438,76,76.13067579032499,76
15,74.82717909485922,79,73.8416268315203,79,74.59054864367948,79
16,73.36907196454658,71,68.51245955771411,71,69.17262955980067,71
17,73.33148619992907,61,65.91451168294599,61,66.61974571558444,61
18,73.53543957014743,48,62.5049300187651,48,63.80305485656644,48
19,71.25639751707766,48,56.49708489770149,48,58.084887011049496,48
20,69.84911711162374,63,45.03869680796476,63,46.68079400525021,63
21,67.61092603712787,66,40.06927301271267,66,41.15584385743768,66
22,66.9736216443117,55,36.35622543950907,55,37.33089878279831,55
23,68.56708162306903,42,38.55007022199322,42,39.69144454300978,42
