statId,statNm,lat,lng,origin_id,origin_label,origin_lat,origin_lng,haversine_km,haversine_eta_min_proxy,tmap_eta_min,tmap_eta_minutes_int,tmap_road_km,tmap_http,tmap_error,fetched_at_kst,eta_source,eta_is_proxy,calibration_ratio
ME178137,군위영천휴게소(하행),36.070161,128.7097063,dongdaegu,동대구역 인근,35.8797,128.6284,22.407,44.8,54.3,54,37.07,200.0,,2026-08-06T14:41:40+09:00,tmap_routes_trafficInfo_Y,False,
ME181302,대구지방합동청사,35.8041984,128.5166757,dongdaegu,동대구역 인근,35.8797,128.6284,13.111,26.2,38.2,38,17.035,200.0,,2026-08-06T14:41:40+09:00,tmap_routes_trafficInfo_Y,False,
ME181303,㈜정방,35.767460831,128.6487953,dongdaegu,동대구역 인근,35.8797,128.6284,12.615,25.2,28.9,29,15.988,200.0,,2026-08-06T14:41:41+09:00,tmap_routes_trafficInfo_Y,False,
ME183050,대구보건환경연구원,35.8296797,128.6320054,dongdaegu,동대구역 인근,35.8797,128.6284,5.571,11.1,17.8,18,9.487,200.0,,2026-08-06T14:41:41+09:00,tmap_routes_trafficInfo_Y,False,
ME183053,달서구 청소년수련관공영주차장,35.80795,128.5587594,dongdaegu,동대구역 인근,35.8797,128.6284,10.152,20.3,27.6,28,14.649,200.0,,2026-08-06T14:41:41+09:00,tmap_routes_trafficInfo_Y,False,
ME183054,구지면사무소,35.658658456,128.4134391,dongdaegu,동대구역 인근,35.8797,128.6284,31.309,62.6,49.6,50,45.584,200.0,,2026-08-06T14:41:42+09:00,tmap_routes_trafficInfo_Y,False,
ME183055,수태골 공영주차장,35.9923765,128.6810109,dongdaegu,동대구역 인근,35.8797,128.6284,13.395,26.8,36.7,37,20.486,200.0,,2026-08-06T14:41:42+09:00,tmap_routes_trafficInfo_Y,False,
ME183056,낙동강승전기념관,35.827560977,128.58872119,dongdaegu,동대구역 인근,35.8797,128.6284,6.812,13.6,23.1,23,9.076,200.0,,2026-08-06T14:41:43+09:00,tmap_routes_trafficInfo_Y,False,
ME183057,이곡2동주민센터,35.855634776,128.50107098,dongdaegu,동대구역 인근,35.8797,128.6284,11.781,23.6,29.7,30,17.947,200.0,,2026-08-06T14:41:43+09:00,tmap_routes_trafficInfo_Y,False,
ME183058,신암5동주민센터,35.8897037,128.6326875,dongdaegu,동대구역 인근,35.8797,128.6284,1.178,2.4,6.9,7,2.133,200.0,,2026-08-06T14:41:44+09:00,tmap_routes_trafficInfo_Y,False,
ME183059,복현2동주민센터,35.895183356,128.62554729,dongdaegu,동대구역 인근,35.8797,128.6284,1.741,3.5,11.6,12,2.697,200.0,,2026-08-06T14:41:44+09:00,tmap_routes_trafficInfo_Y,False,
ME183060,대구환경공단 신천사업소,35.910053,128.5980954,dongdaegu,동대구역 인근,35.8797,128.6284,4.341,8.7,18.4,18,6.214,200.0,,2026-08-06T14:41:44+09:00,tmap_routes_trafficInfo_Y,False,
ME183061,만촌1동주민센터,35.8662711,128.6395689,dongdaegu,동대구역 인근,35.8797,128.6284,1.801,3.6,8.6,9,4.476,200.0,,2026-08-06T14:41:45+09:00,tmap_routes_trafficInfo_Y,False,
ME183062,호산공영주차장,35.842778498,128.49013162,dongdaegu,동대구역 인근,35.8797,128.6284,13.119,26.2,35.0,35,20.335,200.0,,2026-08-06T14:41:45+09:00,tmap_routes_trafficInfo_Y,False,
ME183063,용산역환승주차장,35.848530792,128.52951891,dongdaegu,동대구역 인근,35.8797,128.6284,9.561,19.1,37.5,38,11.728,200.0,,2026-08-06T14:41:46+09:00,tmap_routes_trafficInfo_Y,False,
ME183064,서촌공영주차장,35.862405614,128.52212472,dongdaegu,동대구역 인근,35.8797,128.6284,9.767,19.5,24.5,24,15.414,200.0,,2026-08-06T14:41:46+09:00,tmap_routes_trafficInfo_Y,False,
ME183065,웃는얼굴 아트센터,35.843759305,128.52223591,dongdaegu,동대구역 인근,35.8797,128.6284,10.368,20.7,29.8,30,18.288,200.0,,2026-08-06T14:41:47+09:00,tmap_routes_trafficInfo_Y,False,
ME183066,서변2공영주차장,35.9210768,128.5983464,dongdaegu,동대구역 인근,35.8797,128.6284,5.338,10.7,20.4,20,6.769,200.0,,2026-08-06T14:41:47+09:00,tmap_routes_trafficInfo_Y,False,
ME183067,팔달신시장공영주차장,35.8918583,128.5662294,dongdaegu,동대구역 인근,35.8797,128.6284,5.762,11.5,22.7,23,7.078,200.0,,2026-08-06T14:41:47+09:00,tmap_routes_trafficInfo_Y,False,
ME183068,범물공영주차장,35.8177986,128.6426182,dongdaegu,동대구역 인근,35.8797,128.6284,7.001,14.0,19.9,20,10.123,200.0,,2026-08-06T14:41:48+09:00,tmap_routes_trafficInfo_Y,False,
ME183069,황금2동주민센터 앞 공영주차장,35.841675784,128.6253953,dongdaegu,동대구역 인근,35.8797,128.6284,4.237,8.5,20.3,20,6.094,200.0,,2026-08-06T14:41:48+09:00,tmap_routes_trafficInfo_Y,False,
ME183070,블루핸즈 현풍현대서비스,35.6654537,128.4301409,dongdaegu,동대구역 인근,35.8797,128.6284,29.79,59.6,45.3,45,43.719,200.0,,2026-08-06T14:41:49+09:00,tmap_routes_trafficInfo_Y,False,
ME183071,계명문화대학교,35.8599026,128.4911241,dongdaegu,동대구역 인근,35.8797,128.6284,12.564,25.1,32.3,32,18.479,200.0,,2026-08-06T14:41:49+09:00,tmap_routes_trafficInfo_Y,False,
ME183072,SW융합기술지원센터,35.8355921,128.6818292,dongdaegu,동대구역 인근,35.8797,128.6284,6.873,13.7,19.4,19,9.503,200.0,,2026-08-06T14:41:50+09:00,tmap_routes_trafficInfo_Y,False,
ME183077,호텔아젤리아,35.6927724,128.505986,dongdaegu,동대구역 인근,35.8797,128.6284,23.536,47.1,57.0,57,36.292,200.0,,2026-08-06T14:41:50+09:00,tmap_routes_trafficInfo_Y,False,
ME183144,대구환경공단 달성사업소,35.69241506,128.42241654,dongdaegu,동대구역 인근,35.8797,128.6284,27.909,55.8,51.2,51,41.676,200.0,,2026-08-06T14:41:51+09:00,tmap_routes_trafficInfo_Y,False,
ME184067,대구시청,35.8706135,128.6016338,dongdaegu,동대구역 인근,35.8797,128.6284,2.615,5.2,15.8,16,4.129,200.0,,2026-08-06T14:41:51+09:00,tmap_routes_trafficInfo_Y,False,
ME184068,두류공원관리소,35.844707,128.561796,dongdaegu,동대구역 인근,35.8797,128.6284,7.153,14.3,30.0,30,10.558,200.0,,2026-08-06T14:41:51+09:00,tmap_routes_trafficInfo_Y,False,
ME184069,북구유통단지(EXCO),35.907199,128.613253,dongdaegu,동대구역 인근,35.8797,128.6284,3.348,6.7,18.4,18,5.25,200.0,,2026-08-06T14:41:52+09:00,tmap_routes_trafficInfo_Y,False,
ME184070,시지근린공원 공영주차장,35.841515,128.706201,dongdaegu,동대구역 인근,35.8797,128.6284,8.197,16.4,21.8,22,10.776,200.0,,2026-08-06T14:41:52+09:00,tmap_routes_trafficInfo_Y,False,
ME18C147,삼국유사 가온누리,36.158508,128.69693,dongdaegu,동대구역 인근,35.8797,128.6284,31.609,63.2,64.9,65,42.114,200.0,,2026-08-06T14:41:53+09:00,tmap_routes_trafficInfo_Y,False,
ME18C170,북대구세무서,35.888337,128.583212,dongdaegu,동대구역 인근,35.8797,128.6284,4.183,8.4,19.4,19,5.719,200.0,,2026-08-06T14:41:53+09:00,tmap_routes_trafficInfo_Y,False,
ME18C171,노원동행정복지센터,35.890297126,128.5760202,dongdaegu,동대구역 인근,35.8797,128.6284,4.864,9.7,20.9,21,6.373,200.0,,2026-08-06T14:41:54+09:00,tmap_routes_trafficInfo_Y,False,
ME18C172,침산3동행정복지센터,35.892053,128.589389,dongdaegu,동대구역 인근,35.8797,128.6284,3.773,7.5,15.2,15,5.294,200.0,,2026-08-06T14:41:54+09:00,tmap_routes_trafficInfo_Y,False,
ME18C173,침산공원,35.895815731,128.58413411,dongdaegu,동대구역 인근,35.8797,128.6284,4.372,8.7,18.0,18,7.169,200.0,,2026-08-06T14:41:55+09:00,tmap_routes_trafficInfo_Y,False,
ME18C174,서구 문화회관,35.872177843,128.54599709,dongdaegu,동대구역 인근,35.8797,128.6284,7.471,14.9,29.5,30,9.271,200.0,,2026-08-06T14:41:55+09:00,tmap_routes_trafficInfo_Y,False,
ME18C175,대명1동 행정복지센터,35.841448784,128.57357283,dongdaegu,동대구역 인근,35.8797,128.6284,6.519,13.0,25.9,26,9.278,200.0,,2026-08-06T14:41:55+09:00,tmap_routes_trafficInfo_Y,False,
ME18C176,도원동마을공영주차장,35.805873,128.547724,dongdaegu,동대구역 인근,35.8797,128.6284,10.967,21.9,32.0,32,14.952,200.0,,2026-08-06T14:41:56+09:00,tmap_routes_trafficInfo_Y,False,
ME18C177,낙동강 레포츠밸리,35.671921189,128.37141736,dongdaegu,동대구역 인근,35.8797,128.6284,32.73,65.5,55.0,55,49.193,200.0,,2026-08-06T14:41:56+09:00,tmap_routes_trafficInfo_Y,False,
ME18C178,안심2동 공영주차장,35.875507,128.686917,dongdaegu,동대구역 인근,35.8797,128.6284,5.293,10.6,15.2,15,6.73,200.0,,2026-08-06T14:41:57+09:00,tmap_routes_trafficInfo_Y,False,
ME18C229,군위(춘천) 휴게소,36.264836,128.576084,dongdaegu,동대구역 인근,35.8797,128.6284,43.083,86.2,51.3,51,50.465,200.0,,2026-08-06T14:41:57+09:00,tmap_routes_trafficInfo_Y,False,
ME18C230,군위국민체육센터 주차장,36.237,128.573,dongdaegu,동대구역 인근,35.8797,128.6284,40.041,80.1,52.1,52,47.649,200.0,,2026-08-06T14:41:58+09:00,tmap_routes_trafficInfo_Y,False,
ME18C251,삼국유사 군위(서울) 휴게소,36.07904,128.697565,dongdaegu,동대구역 인근,35.8797,128.6284,23.023,46.0,54.4,54,50.852,200.0,,2026-08-06T14:41:58+09:00,tmap_routes_trafficInfo_Y,False,
ME18C254,대구 문화예술회관,35.84432655,128.56020707,dongdaegu,동대구역 인근,35.8797,128.6284,7.296,14.6,30.4,30,10.547,200.0,,2026-08-06T14:41:59+09:00,tmap_routes_trafficInfo_Y,False,
ME18C255,달서별빛캠프 캠핑장,35.824056,128.55675,dongdaegu,동대구역 인근,35.8797,128.6284,8.943,17.9,25.3,25,12.265,200.0,,2026-08-06T14:41:59+09:00,tmap_routes_trafficInfo_Y,False,
ME18C257,논공(대구) 휴게소,35.764417,128.402159,dongdaegu,동대구역 인근,35.8797,128.6284,24.092,48.2,53.4,53,42.153,200.0,,2026-08-06T14:42:00+09:00,tmap_routes_trafficInfo_Y,False,
ME18C258,해안동 공영주차장,35.895994,128.584206,dongdaegu,동대구역 인근,35.8797,128.6284,4.374,8.7,18.0,18,7.149,200.0,,2026-08-06T14:42:00+09:00,tmap_routes_trafficInfo_Y,False,
ME18C259,율암동 공영주차장,35.880036,128.701384,dongdaegu,동대구역 인근,35.8797,128.6284,6.576,13.2,18.5,18,8.489,200.0,,2026-08-06T14:42:00+09:00,tmap_routes_trafficInfo_Y,False,
ME18C260,연암공원,35.899973,128.604496,dongdaegu,동대구역 인근,35.8797,128.6284,3.117,6.2,15.6,16,4.222,200.0,,2026-08-06T14:42:01+09:00,tmap_routes_trafficInfo_Y,False,
ME18C261,중앙119 구조본부,35.665818708,128.39136796,dongdaegu,동대구역 인근,35.8797,128.6284,31.983,64.0,50.0,50,47.152,200.0,,2026-08-06T14:42:01+09:00,tmap_routes_trafficInfo_Y,False,
ME18C262,비슬산 숲속 캠핑장,35.691775371,128.50952414,dongdaegu,동대구역 인근,35.8797,128.6284,23.487,47.0,58.0,58,35.286,200.0,,2026-08-06T14:42:02+09:00,tmap_routes_trafficInfo_Y,False,
ME18C263,달성문화원,35.698719064,128.45146032,dongdaegu,동대구역 인근,35.8797,128.6284,25.684,51.4,50.2,50,40.491,200.0,,2026-08-06T14:42:02+09:00,tmap_routes_trafficInfo_Y,False,
ME18C264,북구구민 운동장,35.94571,128.573823,dongdaegu,동대구역 인근,35.8797,128.6284,8.834,17.7,25.3,25,13.315,200.0,,2026-08-06T14:42:03+09:00,tmap_routes_trafficInfo_Y,False,
ME18C265,서재문화체육센터,35.884605,128.504816,dongdaegu,동대구역 인근,35.8797,128.6284,11.147,22.3,25.5,26,15.73,200.0,,2026-08-06T14:42:03+09:00,tmap_routes_trafficInfo_Y,False,
ME18C405,대구광역시청 별관,35.891,128.601,dongdaegu,동대구역 인근,35.8797,128.6284,2.77,5.5,13.2,13,3.906,200.0,,2026-08-06T14:42:04+09:00,tmap_routes_trafficInfo_Y,False,
ME19C130,소보면사무소 주차장,36.255139,128.475417,dongdaegu,동대구역 인근,35.8797,128.6284,43.953,87.9,64.2,64,54.905,200.0,,2026-08-06T14:42:04+09:00,tmap_routes_trafficInfo_Y,False,
ME19C143,달성군 보건소,35.691944,128.446389,dongdaegu,동대구역 인근,35.8797,128.6284,26.56,53.1,50.0,50,40.546,200.0,,2026-08-06T14:42:05+09:00,tmap_routes_trafficInfo_Y,False,
ME19C227,현풍백년도깨비시장 공영주차장,35.6949127,128.4407276,dongdaegu,동대구역 인근,35.8797,128.6284,26.623,53.2,49.2,49,40.265,200.0,,2026-08-06T14:42:05+09:00,tmap_routes_trafficInfo_Y,False,
ME19C289,군위군 종합운동장,36.2465,128.55675,dongdaegu,동대구역 인근,35.8797,128.6284,41.292,82.6,53.4,53,48.827,200.0,,2026-08-06T14:42:06+09:00,tmap_routes_trafficInfo_Y,False,
ME19C403,칠곡3지구 공영주차장,35.942111,128.566139,dongdaegu,동대구역 인근,35.8797,128.6284,8.922,17.8,25.3,25,11.932,200.0,,2026-08-06T14:42:06+09:00,tmap_routes_trafficInfo_Y,False,
ME19C404,무학산공원,35.834083,128.62975,dongdaegu,동대구역 인근,35.8797,128.6284,5.074,10.1,21.3,21,10.152,200.0,,2026-08-06T14:42:07+09:00,tmap_routes_trafficInfo_Y,False,
ME19D114,장군졸음쉼터,36.1361114,128.580242,dongdaegu,동대구역 인근,35.8797,128.6284,28.839,57.7,47.0,47,38.96,200.0,,2026-08-06T14:42:07+09:00,tmap_routes_trafficInfo_Y,False,
ME19D216,관사정문 주차장,35.90203809,128.67347406,dongdaegu,동대구역 인근,35.8797,128.6284,4.76,9.5,22.2,22,8.288,200.0,,2026-08-06T14:42:08+09:00,tmap_routes_trafficInfo_Y,False,
ME19E138,우보면사무소 주차장,36.194544,128.661596,dongdaegu,동대구역 인근,35.8797,128.6284,35.136,70.3,58.3,58,54.313,200.0,,2026-08-06T14:42:08+09:00,tmap_routes_trafficInfo_Y,False,
ME19E139,장곡휴양림 주차장,36.1298268,128.8352604,dongdaegu,동대구역 인근,35.8797,128.6284,33.463,66.9,67.3,67,57.085,200.0,,2026-08-06T14:42:08+09:00,tmap_routes_trafficInfo_Y,False,
ME19E161,범어2동 행정복지센터,35.862038,128.631209,dongdaegu,동대구역 인근,35.8797,128.6284,1.98,4.0,17.4,17,6.253,200.0,,2026-08-06T14:42:09+09:00,tmap_routes_trafficInfo_Y,False,
ME19E215,월광수변공원,35.805949368,128.54760518,dongdaegu,동대구역 인근,35.8797,128.6284,10.968,21.9,32.0,32,14.953,200.0,,2026-08-06T14:42:09+09:00,tmap_routes_trafficInfo_Y,False,
ME19E216,달성군청,35.77556,128.432063,dongdaegu,동대구역 인근,35.8797,128.6284,21.152,42.3,41.3,41,30.292,200.0,,2026-08-06T14:42:10+09:00,tmap_routes_trafficInfo_Y,False,
ME19E217,수성생활체육공원,35.8186,128.6354,dongdaegu,동대구역 인근,35.8797,128.6284,6.823,13.6,21.0,21,9.803,200.0,,2026-08-06T14:42:10+09:00,tmap_routes_trafficInfo_Y,False,
ME19F260,아미산 주차장,36.1687232,128.8379913,dongdaegu,동대구역 인근,35.8797,128.6284,37.257,74.5,66.1,66,58.631,200.0,,2026-08-06T14:42:11+09:00,tmap_routes_trafficInfo_Y,False,
ME19F410,위천수변 테마공원,36.1765379,128.5843985,dongdaegu,동대구역 인근,35.8797,128.6284,33.243,66.5,50.9,51,46.979,200.0,,2026-08-06T14:42:11+09:00,tmap_routes_trafficInfo_Y,False,
ME19F412,물산업클러스터,35.645238359,128.41948475,dongdaegu,동대구역 인근,35.8797,128.6284,32.172,64.3,52.4,52,47.354,200.0,,2026-08-06T14:42:12+09:00,tmap_routes_trafficInfo_Y,False,
ME19W401,국가물산업클러스터 주차장,35.647423,128.419848,dongdaegu,동대구역 인근,35.8797,128.6284,31.956,63.9,52.4,52,46.935,200.0,,2026-08-06T14:42:12+09:00,tmap_routes_trafficInfo_Y,False,
ME19X404,대구스타디움 주차장,35.831746657,128.69299415,dongdaegu,동대구역 인근,35.8797,128.6284,7.894,15.8,19.7,20,9.987,200.0,,2026-08-06T14:42:12+09:00,tmap_routes_trafficInfo_Y,False,
ME19X405,대구 동촌유원지 서편주차장,35.87946,128.649155,dongdaegu,동대구역 인근,35.8797,128.6284,1.87,3.7,9.8,10,3.6,200.0,,2026-08-06T14:42:13+09:00,tmap_routes_trafficInfo_Y,False,
ME19X413,도림사 주차장,35.9495931,128.729803,dongdaegu,동대구역 인근,35.8797,128.6284,11.991,24.0,31.6,32,17.927,200.0,,2026-08-06T14:42:13+09:00,tmap_routes_trafficInfo_Y,False,
ME19X430,대구봉무공원 주차장,35.920415,128.647217,dongdaegu,동대구역 인근,35.8797,128.6284,4.834,9.7,17.3,17,6.727,200.0,,2026-08-06T14:42:14+09:00,tmap_routes_trafficInfo_Y,False,
ME19Y406,롯데렌탈 대구지점,35.881162,128.629337,dongdaegu,동대구역 인근,35.8797,128.6284,0.183,0.4,2.2,2,0.433,200.0,,2026-08-06T14:42:14+09:00,tmap_routes_trafficInfo_Y,False,
ME19Z223,이마트 성서점,35.853237,128.510256,dongdaegu,동대구역 인근,35.8797,128.6284,11.045,22.1,28.2,28,17.896,200.0,,2026-08-06T14:42:14+09:00,tmap_routes_trafficInfo_Y,False,
ME20C182,두류1·2동1공영주차장,35.855857,128.569531,dongdaegu,동대구역 인근,35.8797,128.6284,5.93,11.9,27.1,27,9.023,200.0,,2026-08-06T14:42:15+09:00,tmap_routes_trafficInfo_Y,False,
ME20C183,서남시장공영주차장,35.854062,128.544736,dongdaegu,동대구역 인근,35.8797,128.6284,8.06,16.1,32.7,33,10.038,200.0,,2026-08-06T14:42:15+09:00,tmap_routes_trafficInfo_Y,False,
ME20C184,송현주공시장 공영주차장,35.8223214,128.5489175,dongdaegu,동대구역 인근,35.8797,128.6284,9.593,19.2,27.3,27,13.138,200.0,,2026-08-06T14:42:16+09:00,tmap_routes_trafficInfo_Y,False,
ME20C185,한국산업인력공단 대구지역본부,35.8358783,128.5056659,dongdaegu,동대구역 인근,35.8797,128.6284,12.087,24.2,29.6,30,19.952,200.0,,2026-08-06T14:42:16+09:00,tmap_routes_trafficInfo_Y,False,
ME20C186,논공읍행정복지센터,35.774244,128.420596,dongdaegu,동대구역 인근,35.8797,128.6284,22.102,44.2,40.3,40,30.9,200.0,,2026-08-06T14:42:17+09:00,tmap_routes_trafficInfo_Y,False,
ME20C187,달성군보건소,35.6918817,128.4462723,dongdaegu,동대구역 인근,35.8797,128.6284,26.572,53.1,50.5,50,40.979,200.0,,2026-08-06T14:42:17+09:00,tmap_routes_trafficInfo_Y,False,
ME20C188,신암3동행정복지센터,35.879398,128.623172,dongdaegu,동대구역 인근,35.8797,128.6284,0.472,0.9,4.3,4,0.86,200.0,,2026-08-06T14:42:18+09:00,tmap_routes_trafficInfo_Y,False,
ME20C189,한국사학진흥재단,35.87656412,128.7349966,dongdaegu,동대구역 인근,35.8797,128.6284,9.61,19.2,25.4,25,12.432,200.0,,2026-08-06T14:42:18+09:00,tmap_routes_trafficInfo_Y,False,
ME20C285,달성습지생태학습관,35.8159,128.4861019,dongdaegu,동대구역 인근,35.8797,128.6284,14.657,29.3,39.9,40,24.43,200.0,,2026-08-06T14:42:19+09:00,tmap_routes_trafficInfo_Y,False,
ME20C286,읍내동 행정복지센터,35.946211,128.550539,dongdaegu,동대구역 인근,35.8797,128.6284,10.191,20.4,30.1,30,13.365,200.0,,2026-08-06T14:42:19+09:00,tmap_routes_trafficInfo_Y,False,
ME20C287,한국도로공사 북대구영업소,35.911213,128.584818,dongdaegu,동대구역 인근,35.8797,128.6284,5.262,10.5,18.0,18,9.249,200.0,,2026-08-06T14:42:19+09:00,tmap_routes_trafficInfo_Y,False,
ME20C288,한국도로공사 서대구영업소,35.8833794,128.5250358,dongdaegu,동대구역 인근,35.8797,128.6284,9.321,18.6,24.8,25,14.609,200.0,,2026-08-06T14:42:20+09:00,tmap_routes_trafficInfo_Y,False,
ME20C304,대구경북첨단의료산업진흥재단,35.88159471,128.73661614,dongdaegu,동대구역 인근,35.8797,128.6284,9.752,19.5,26.6,27,12.835,200.0,,2026-08-06T14:42:20+09:00,tmap_routes_trafficInfo_Y,False,
ME20C414,낙동강물환경연구소,35.654018106,128.42198098,dongdaegu,동대구역 인근,35.8797,128.6284,31.25,62.5,51.0,51,45.507,200.0,,2026-08-06T14:42:21+09:00,tmap_routes_trafficInfo_Y,False,
ME20D206,한국산업기술평가관리원,35.878648,128.733636,dongdaegu,동대구역 인근,35.8797,128.6284,9.482,19.0,25.4,25,12.259,200.0,,2026-08-06T14:42:21+09:00,tmap_routes_trafficInfo_Y,False,
ME21A140,한국국토정보공사 군위지사,36.2371534,128.5676506,dongdaegu,동대구역 인근,35.8797,128.6284,40.12,80.2,52.0,52,47.386,200.0,,2026-08-06T14:42:22+09:00,tmap_routes_trafficInfo_Y,False,
ME21A903,논공(대구) 휴게소,35.7649622,128.40266,dongdaegu,동대구역 인근,35.8797,128.6284,24.021,48.0,53.8,54,42.224,200.0,,2026-08-06T14:42:22+09:00,tmap_routes_trafficInfo_Y,False,
ME21A910,논공(광주) 휴게소,35.7672171,128.4034658,dongdaegu,동대구역 인근,35.8797,128.6284,23.827,47.7,36.8,37,32.551,200.0,,2026-08-06T14:42:23+09:00,tmap_routes_trafficInfo_Y,False,
ME21B130,대구강북경찰서,35.9435074,128.5660828,dongdaegu,동대구역 인근,35.8797,128.6284,9.046,18.1,26.0,26,12.122,200.0,,2026-08-06T14:42:23+09:00,tmap_routes_trafficInfo_Y,False,
ME21B198,대구수성경찰서,35.85836914,128.63194358,dongdaegu,동대구역 인근,35.8797,128.6284,2.393,4.8,17.4,17,5.552,200.0,,2026-08-06T14:42:24+09:00,tmap_routes_trafficInfo_Y,False,
ME21B1D2,소방장비관리센터,36.154101,128.5832387,dongdaegu,동대구역 인근,35.8797,128.6284,30.781,61.6,52.1,52,42.727,200.0,,2026-08-06T14:42:24+09:00,tmap_routes_trafficInfo_Y,False,
ME21B262,군위(춘천) 휴게소,36.2658005,128.5768088,dongdaegu,동대구역 인근,35.8797,128.6284,43.182,86.4,51.4,51,50.599,200.0,,2026-08-06T14:42:24+09:00,tmap_routes_trafficInfo_Y,False,
ME21B301,한국산업단지공단 대구지역본부,35.8359798,128.5063884,dongdaegu,동대구역 인근,35.8797,128.6284,12.022,24.0,33.1,33,19.481,200.0,,2026-08-06T14:42:25+09:00,tmap_routes_trafficInfo_Y,False,
ME21C219,근로복지공단 대구병원,35.951406,128.564869,dongdaegu,동대구역 인근,35.8797,128.6284,9.814,19.6,26.2,26,12.824,200.0,,2026-08-06T14:42:25+09:00,tmap_routes_trafficInfo_Y,False,
ME21C228,대구성서경찰서,35.853128,128.509392,dongdaegu,동대구역 인근,35.8797,128.6284,11.123,22.2,27.9,28,17.662,200.0,,2026-08-06T14:42:26+09:00,tmap_routes_trafficInfo_Y,False,
ME21E401,낙동강 물환경연구소,35.6539132,128.4221178,dongdaegu,동대구역 인근,35.8797,128.6284,31.252,62.5,51.1,51,45.56,200.0,,2026-08-06T14:42:26+09:00,tmap_routes_trafficInfo_Y,False,
ME22C189,군위경찰서,36.2347847,128.5666862,dongdaegu,동대구역 인근,35.8797,128.6284,39.871,79.7,51.4,51,47.09,200.0,,2026-08-06T14:42:27+09:00,tmap_routes_trafficInfo_Y,False,
ME22C193,군위군노인복지관,36.2320257,128.5706331,dongdaegu,동대구역 인근,35.8797,128.6284,39.519,79.0,49.7,50,46.743,200.0,,2026-08-06T14:42:27+09:00,tmap_routes_trafficInfo_Y,False,
ME22C1A1,대구달서경찰서,35.8300093,128.5338376,dongdaegu,동대구역 인근,35.8797,128.6284,10.157,20.3,33.0,33,14.393,200.0,,2026-08-06T14:42:28+09:00,tmap_routes_trafficInfo_Y,False,
ME22C1A2,대구재활센터,35.8442461,128.4860036,dongdaegu,동대구역 인근,35.8797,128.6284,13.424,26.8,36.5,36,20.638,200.0,,2026-08-06T14:42:28+09:00,tmap_routes_trafficInfo_Y,False,
ME22C1A3,비원노인복지관,35.8819033,128.5557923,dongdaegu,동대구역 인근,35.8797,128.6284,6.546,13.1,23.9,24,8.324,200.0,,2026-08-06T14:42:28+09:00,tmap_routes_trafficInfo_Y,False,
ME22C1A4,달성군종합사회복지관,35.7302262,128.4517363,dongdaegu,동대구역 인근,35.8797,128.6284,23.023,46.0,44.2,44,36.795,200.0,,2026-08-06T14:42:29+09:00,tmap_routes_trafficInfo_Y,False,
ME22C250,논공(대구)휴게소(5번국도),35.7642989,128.4020386,dongdaegu,동대구역 인근,35.8797,128.6284,24.108,48.2,53.4,53,42.143,200.0,,2026-08-06T14:42:29+09:00,tmap_routes_trafficInfo_Y,False,
ME22C251,대구동부경찰서,35.8739669,128.7202251,dongdaegu,동대구역 인근,35.8797,128.6284,8.298,16.6,21.6,22,9.816,200.0,,2026-08-06T14:42:30+09:00,tmap_routes_trafficInfo_Y,False,
ME22C252,대구남부경찰서,35.8425421,128.5840598,dongdaegu,동대구역 인근,35.8797,128.6284,5.748,11.5,23.2,23,8.17,200.0,,2026-08-06T14:42:30+09:00,tmap_routes_trafficInfo_Y,False,
ME22C253,한국산업인력공단 대구지역본부,35.83590547,128.50580664,dongdaegu,동대구역 인근,35.8797,128.6284,12.074,24.1,29.6,30,19.956,200.0,,2026-08-06T14:42:31+09:00,tmap_routes_trafficInfo_Y,False,
ME22D191,복현지구대,35.8941604,128.617994,dongdaegu,동대구역 인근,35.8797,128.6284,1.861,3.7,11.5,12,2.77,200.0,,2026-08-06T14:42:31+09:00,tmap_routes_trafficInfo_Y,False,
ME22D192,대곡파출소,35.8030751,128.5287758,dongdaegu,동대구역 인근,35.8797,128.6284,12.379,24.8,36.9,37,16.373,200.0,,2026-08-06T14:42:31+09:00,tmap_routes_trafficInfo_Y,False,
ME22D1C0,강북지구대,35.9436296,128.5696827,dongdaegu,동대구역 인근,35.8797,128.6284,8.86,17.7,23.5,24,11.51,200.0,,2026-08-06T14:42:32+09:00,tmap_routes_trafficInfo_Y,False,
ME22D245,군위전통시장 주차타워,36.2405333,128.5678494,dongdaegu,동대구역 인근,35.8797,128.6284,40.49,81.0,51.8,52,48.677,200.0,,2026-08-06T14:42:32+09:00,tmap_routes_trafficInfo_Y,False,
ME22D254,화원파출소,35.8025315,128.5070956,dongdaegu,동대구역 인근,35.8797,128.6284,13.899,27.8,39.1,39,17.847,200.0,,2026-08-06T14:42:33+09:00,tmap_routes_trafficInfo_Y,False,
ME23A218,대구지방기상청,35.8784641,128.6530046,dongdaegu,동대구역 인근,35.8797,128.6284,2.221,4.4,10.8,11,4.17,200.0,,2026-08-06T14:42:33+09:00,tmap_routes_trafficInfo_Y,False,
ME23B113,군위군청,36.2427968,128.5716618,dongdaegu,동대구역 인근,35.8797,128.6284,40.695,81.4,52.3,52,47.933,200.0,,2026-08-06T14:42:34+09:00,tmap_routes_trafficInfo_Y,False,
ME23B114,대구광역시교통연수원,35.8302171,128.630496,dongdaegu,동대구역 인근,35.8797,128.6284,5.505,11.0,19.1,19,9.646,200.0,,2026-08-06T14:42:34+09:00,tmap_routes_trafficInfo_Y,False,
