statId,statNm,addr,lat,lng,chgerId,chgerType,output,useTime,busiNm,parkingFree,delYn,fetchedAt,lat_f,lng_f,dist_m
IN053035,경남센트로팰리스,대구광역시 중구 태평로 47,35.8778,128.5837,04,02,7,24시간 이용가능,신세계아이앤씨,N,N,2026-07-25T20:38:50+09:00,35.8778,128.5837,147.84648415766966
TS272303,대구역오페라W아파트,대구광역시 북구 칠성남로 50,35.878831,128.585665,23,02,7,24시간 이용가능,주식회사 태성콘텍,Y,N,2026-07-25T20:38:50+09:00,35.878831,128.585665,169.28272183486231
TS272304,대구역오페라W오피스텔,대구광역시 북구 칠성남로 50,35.878866,128.585665,01,02,7,24시간 이용가능,주식회사 태성콘텍,Y,N,2026-07-25T20:38:50+09:00,35.878866,128.585665,173.07731655177486
KP004863,중구보건소,대구광역시 중구 태평로 45,35.877879698,128.58331865,01,04,100,09:00~18:00,한국전력,Y,N,2026-07-25T20:38:50+09:00,35.877879698,128.58331865,183.20111739179936
PC001286,대구역센트럴자이,대구광역시 중구 서성로 99,35.875656009,128.58627088,18,02,7,24시간 이용가능,아이파킹,Y,N,2026-07-25T20:38:50+09:00,35.875656009,128.58627088,209.64943920931472
LU101555,대구오페라스위첸,대구광역시 북구 칠성남로 70,35.8788421,128.5874605,06,02,7,24시간 이용가능,LG유플러스볼트업,Y,N,2026-07-25T20:38:50+09:00,35.8788421,128.5874605,259.87734548851853
UN000145,대구역제일풍경채위너스카이 아파트,대구광역시 중구 달성로26길 70,35.8750648,128.5861724,28,02,3,평일 09:00~18:00,유니이브이,N,N,2026-07-25T20:38:50+09:00,35.8750648,128.5861724,267.2809454454148
UN000154,대구역제일풍경채위너스카이 오피스텔,대구광역시 중구 달성로26길 70,35.8750648,128.5861724,01,02,3,평일 09:00~18:00,유니이브이,N,N,2026-07-25T20:38:50+09:00,35.8750648,128.5861724,267.2809454454148
HM000355,대구역센트럴자이,대구광역시 중구 서성로 99,35.875784681,128.58772767,03,02,7,24시간 이용가능,HUMAX EV,N,N,2026-07-25T20:38:50+09:00,35.875784681,128.58772767,283.3989204984026
PW010042,(급속)대구역센트럴자이,대구광역시 중구 서성로 99,35.87543911229,128.5874092084,02,06,50,24시간 이용가능,파워큐브,Y,N,2026-07-25T20:38:50+09:00,35.87543911229,128.5874092084,288.31064427317233
ER000384,대구역센트럴자이,대구광역시 중구 서성로 99,35.8754432,128.5875323,07,02,7,24시간 이용가능,위브이,Y,N,2026-07-25T20:38:50+09:00,35.8754432,128.5875323,295.605260791568
PW015099,대구역센트럴자이(SP),대구광역시 중구 서성로 99,35.8754432,128.5875323,01,02,7,24시간 이용가능,파워큐브(SP),Y,N,2026-07-25T20:38:50+09:00,35.8754432,128.5875323,295.605260791568
PIH00945,대구역센트럴자이아파트,대구광역시 중구 서성로 99,35.875443162,128.5875323,03,02,3,24시간 이용가능,GS차지비,Y,N,2026-07-25T20:38:50+09:00,35.875443162,128.5875323,295.6082875918641
PW801539,대구역센트럴자이 입주자대표회의(SPB),대구광역시 중구 서성로 99,35.875443162,128.5875323,02,02,7,24시간 이용가능,파워큐브(SP),Y,N,2026-07-25T20:38:50+09:00,35.875443162,128.5875323,295.6082875918641
SF002932,대구역센트럴자이 (완속충전기),대구광역시 중구 서성로 99,35.875443162,128.5875323,00,02,11,09:00~18:00,(주)스타코프,N,N,2026-07-25T20:38:50+09:00,35.875443162,128.5875323,295.6082875918641
CV004674,기아 대구지점,대구광역시 북구 칠성남로 71,35.879276,128.588495,01,02,7,08:00~20:00,채비,Y,N,2026-07-25T20:38:50+09:00,35.879276,128.588495,363.08534162426326
KP010627,대구복합스포츠타운 P1주차장,대구광역시 북구 고성로 191,35.8803174,128.5876054,02,04,100,"주중 08:00~19:00, 주말 09:00~18:00",한국전력,Y,N,2026-07-25T20:38:50+09:00,35.8803174,128.5876054,392.8863355405053
LU100059,오페라센텀파크 서한이다음,대구광역시 북구 고성로37길 1,35.88099,128.584656,08,02,7,24시간 이용가능,LG유플러스볼트업,Y,N,2026-07-25T20:38:50+09:00,35.88099,128.584656,408.4657539072973
ST271101,허니문모텔,대구광역시 중구 달성로21길 21,35.874925,128.58139,01,02,7,24시간 이용가능,SK일렉링크,Y,N,2026-07-25T20:38:50+09:00,35.874925,128.58139,439.40409502076295
LU101324,고성아파트,대구광역시 북구 고성북로 3,35.8806791,128.5815704,01,02,7,24시간 이용가능,LG유플러스볼트업,Y,N,2026-07-25T20:38:50+09:00,35.8806791,128.5815704,496.714494704771
