incidentId,incidenteTypeCd,incidenteSubTypeCd,addressJibun,addressJibunCd,addressNew,linkId,locationDataX,locationDataY,locationTypeCd,locationData,incidenteTrafficCd,incidenteGradeCd,incidentTitle,incTrafficCode,incidentRegionCd,startDate,endDate,lane,roadName,sourceCode,controlType,important,updateDate,traffic_source,fetchedAt,type_nm
L91171025467,1,8,대구 북구 사수동 21,2723013000,,1540430300,128.510073,35.895007,C0101,POINT(128.510073 35.895007),A0502,A0402,[사고] 경부고속도로 북구칠곡군 에서 금호JC 방향 기점방향 고장  북구칠곡군 → 금호JC 경부선 기점,A0502,29,2026년 07월 22일  08시 14분,2026년 07월 22일  08시 44분,기점방향,경부고속도로,H000,0,0,,utic,2026-07-22T08:18:48.212998+09:00,사고·기타(1)
L93171006550,5,10,대구 중구 삼덕동2가 120-4,2711010600,대구 중구 공평로8길 32,1500045501,128.6016018,35.8665337,C0101,,A0502,A0402,[통제] 공평로8길 히로미찌찜닭 에서 이디야커피 방향 1차로 공사 주의운전,A0502,29,2026년 07월 22일  00시 13분,2026년 07월 22일  08시 43분,1차로,공평로8길,P000,0,0,2026년 07월 22일  07시 02분,utic,2026-07-22T08:40:25.226955+09:00,기타(5)
L91171027560,2,255,대구 군위군 군위읍 수서리 산 80-1,2772025025,,3610484200,128.560238,36.2019,C0101,POINT(128.560238 36.2019),A0502,A0402,[공사] 중앙고속도로 군위IC 에서 구미시군위군 방향 기점방향 작업 2차로 군위IC → 구미시군위군 중앙선 기점,A0502,37,2026년 07월 22일  08시 57분,2026년 07월 22일  09시 27분,기점방향,중앙고속도로,H000,0,0,,utic,2026-07-22T09:10:32.254628+09:00,공사·작업(2)
L93171028041,1,255,대구 중구 대신동 325-2,2711015400,대구 중구 달구벌대로 1975,1500000606,128.5802518,35.8644452,C0101,,A0502,A0402,[사고] 달구벌대로 신남네거리 에서 대신동1960 방향 4차로 교통사고 주의운전,A0502,29,2026년 07월 22일  09시 12분,2026년 07월 22일  09시 42분,4차로,달구벌대로,P000,0,0,2026년 07월 22일  09시 12분,utic,2026-07-22T09:40:41.471216+09:00,사고·기타(1)
L93171029199,1,255,대구 중구 동인동4가 557,2711010400,,1500044300,128.6131133281437,35.86899724570337,C0101,,A0502,A0402,[사고] 신천대로 신천교지하차도 에서 동신교 방향 2차로 교통사고 주의운전,A0502,29,2026년 07월 22일  09시 39분,2026년 07월 22일  10시 09분,2차로,신천대로,W013,0,0,,utic,2026-07-22T09:55:44.365614+09:00,사고·기타(1)
L93171029877,1,255,대구 남구 봉덕동 1617-1,2720010200,대구 남구 신천서쪽자전거길 85,1530010100,128.60631636393066,35.841880569802576,C0101,,A0502,A0402,[사고] 신천대로 중동교지하차도 에서 희망교 방향 1차로 교통사고 주의운전,A0502,29,2026년 07월 22일  09시 53분,2026년 07월 22일  10시 23분,1차로,신천대로,P000,0,0,2026년 07월 22일  09시 55분,utic,2026-07-22T10:10:49.673208+09:00,사고·기타(1)
L93171030563,1,255,대구 중구 동인동4가 463,2711010400,대구 중구 동덕로36길 148,1500044300,128.61309867972437,35.86916675758574,C0101,,A0502,A0402,[사고] 신천대로 신천교지하차도 에서 동인지하차도 방향 2차로 교통사고 주의운전,A0502,29,2026년 07월 22일  10시 05분,2026년 07월 22일  10시 35분,2차로,신천대로,P000,0,0,2026년 07월 22일  10시 08분,utic,2026-07-22T10:25:52.633523+09:00,사고·기타(1)
L93171031576,1,255,대구 서구 평리동 530-15,2717010300,대구 서구 북비산로 164,1520016902,128.5509511,35.8787467,C0101,,A0502,A0402,[사고] 북비산로 평리동57431 에서 평리네거리 방향 1차로 교통사고 주의운전,A0502,29,2026년 07월 22일  10시 42분,2026년 07월 22일  11시 12분,1차로,북비산로,P000,0,0,2026년 07월 22일  10시 43분,utic,2026-07-22T11:11:03.473382+09:00,사고·기타(1)
L93171033739,1,8,대구 남구 봉덕동 1635,2720010200,대구광역시 남구 봉덕로 135,1530016000,128.60574426833426,35.845069259741194,C0101,,A0502,A0402,[사고] 신천대로 희망교 에서 중동교 방향 1차로 고장 차량 주의운전,A0502,29,2026년 07월 22일  11시 10분,2026년 07월 22일  11시 40분,1차로,신천대로,W013,0,0,,utic,2026-07-22T11:26:06.485403+09:00,사고·기타(1)
L93171031168,2,255,대구 북구 매천동 370,2723012700,대구 북구 매천로 63,1540053700,128.54107567871415,35.90246333919653,C0101,,A0502,A0402,[공사] 매천로 매천시장지하차도 에서 매천시장지하차도 방향 1차로 도로공사 주의운전 추가내용,A0502,29,2026년 07월 22일  10시 20분,2026년 07월 22일  11시 50분,1차로,매천로,P000,0,0,2026년 07월 22일  10시 26분,utic,2026-07-22T11:41:09.942445+09:00,공사·작업(2)
L93171033872,2,255,대구 동구 입석동 976-12,2714010900,대구 동구 아양로 317,1510038001,128.64391851961304,35.89254297845598,C0101,,A0502,A0402,[공사] 아양로 입석네거리 에서 입석동97016 방향 3차로 도로공사 주의운전,A0502,29,2026년 07월 22일  11시 15분,2026년 07월 22일  11시 45분,3차로,아양로,P000,0,0,2026년 07월 22일  11시 16분,utic,2026-07-22T11:41:09.942445+09:00,공사·작업(2)
L93171029122,2,8,대구 서구 평리동 573-9,2717010300,대구 서구 북비산로 155,1520016902,128.5499382,35.8787402,C0101,,A0502,A0402,[공사] 북비산로 평리동57431 에서 평리네거리 방향 4차로 가로수 벌목 주의운전,A0502,29,2026년 07월 22일  09시 38분,2026년 07월 22일  12시 00분,4차로,북비산로,P000,0,0,2026년 07월 22일  09시 39분,utic,2026-07-22T11:56:13.422073+09:00,공사·작업(2)
L91171036474,2,255,대구 북구 금호동 472-3,2723012900,,,128.5251,35.8927,C0101,POINT(128.5251 35.8927),A0502,A0402,[공사] 경부고속도로 금호JC 에서 금호JC 방향 기점방향 작업 2차로 금호JC → 금호JC 중부내륙지선 기점,A0502,29,2026년 07월 22일  12시 07분,2026년 07월 22일  12시 37분,기점방향,경부고속도로,H000,0,0,,utic,2026-07-22T12:11:16.552979+09:00,공사·작업(2)
L93171021926,2,255,대구 동구 용계동 437-5,2714011900,대구 동구 화랑로 473,1510045522,128.6754973,35.8753604,C0101,,A0502,A0402,[공사] 화랑로 동대구IC고가교 에서 현대은하맨션 방향 3차로 도로공사 주의운전,A0502,29,2026년 07월 22일  06시 53분,2026년 07월 22일  12시 59분,3차로,화랑로,P000,0,0,2026년 07월 22일  07시 00분,utic,2026-07-22T12:56:25.755293+09:00,공사·작업(2)
L91171039463,1,8,대구 달서구 월성동 725-1,2729012000,,1560303002,128.523137,35.831779,C0101,POINT(128.523137 35.831779),A0502,A0402,[사고] 중부내륙고속도로지선 남대구TG 에서 유천IC북측 방향 기점방향 고장  남대구TG → 유천IC북측 중부내륙지선 기점,A0502,29,2026년 07월 22일  13시 02분,2026년 07월 22일  13시 32분,기점방향,중부내륙고속도로지선,H000,0,0,,utic,2026-07-22T13:11:28.897278+09:00,사고·기타(1)
L93171033242,2,255,대구 북구 태전동 1127,2723012600,대구 북구 매전로 70,1540244503.0,128.5468836,35.91145,C0101,,A0502,A0402,[공사] 매전로 매천교북측 에서 매천고등학교 방향 2차로 도로공사 주의운전,A0502,29,2026년 07월 22일  10시 58분,2026년 07월 22일  13시 28분,2차로,매전로,P000,0,0,2026년 07월 22일  11시 01분,utic,2026-07-22T13:26:32.189563+09:00,공사·작업(2)
L93171033363,2,255,대구 북구 동천동 890-2,2723012400,대구 북구 동천로 155,1540104901.0,128.5587784,35.9457118,C0101,,A0502,A0402,[공사] 팔거천동로 거동네거리 에서 동천동959 방향 4차로 도로공사 주의운전,A0502,29,2026년 07월 22일  11시 01분,2026년 07월 22일  14시 31분,4차로,팔거천동로,P000,0,0,2026년 07월 22일  11시 05분,utic,2026-07-22T14:26:46.275402+09:00,공사·작업(2)
