statId,statNm,addr,lat,lng,chargers,parkingFree_Y,parkingFree_N,parkingFree_mode
AH000019,대구 KC타운,대구광역시 수성구 알파시티1로 232,35.838835032,128.6838783,1,1,0,Y
AH000052,대구 산격보성아파트 (대성),대구광역시 북구 동북로37길 13-10,35.9002074,128.6127503,2,2,0,Y
AH000082,대구 CTR모빌리티,대구광역시 달성군 구지면 국가산단대로39길 100,35.6507195,128.4088781,4,4,0,Y
ALAL0013,대영빌딩,대구광역시 동구 효신로 74,35.878151,128.631592,9,0,9,N
AM900026,대구 동천동 세븐밸리 충전소,대구광역시 북구 동암로 90,35.94413786,128.5603226,7,0,7,N
AM900047,대구 와이즈빌딩,대구광역시 중구 달구벌대로 2068,35.86570133,128.5899312,1,0,1,N
AM900048,대구 와이즈빌딩 급속충전소,대구광역시 중구 달구벌대로 2068,35.86570133,128.5899312,1,0,1,N
AMAM0035,엔플레이스 빌딩,대구광역시 수성구 청수로26길 46,35.837808,128.622098,1,0,1,N
AZ100007,이고,대구광역시 북구 팔달로35길 20,35.8894247,128.5701017,1,0,1,N
AZ100013,대청초등학교,대구광역시 수성구 교학로12길 42,35.8511286,128.6505789,1,1,0,Y
AZ100014,밴앤포스,대구광역시 동구 국채보상로163길 15,35.8685037,128.6175043,1,1,0,Y
AZ100017,대구세강병원,대구광역시 달서구 구마로 220,35.8367639,128.551692,8,8,0,Y
AZ100019,지피에스,대구광역시 서구 염색공단로 20,35.8886601,128.5536739,3,3,0,Y
AZ100020,올인워크,대구광역시 동구 동부로30길 102-3,35.867861,128.6295635,4,4,0,Y
AZ100021,KB차차차 동대구,대구광역시 동구 안심로59길 36,35.8694393,128.7188097,2,2,0,Y
AZ100022,모빌리티기술혁신센터,대구광역시 달성군 유가읍 테크노순환로 356,35.6947229,128.4708567,2,2,0,Y
AZ100023,비에스타워,대구광역시 북구 팔달로35길 20,35.8894247,128.5701017,1,1,0,Y
BE241230,워터 군위휴게소 부산방향,대구광역시 군위군 군위읍 경북대로 4084,36.2661344,128.5749656,2,2,0,Y
BE241250,워터 현풍휴게소 대구방향,대구광역시 달성군 현풍읍 비슬로 741,35.702207,128.437991,2,2,0,Y
BE241251,워터 현풍휴게소 창원방향,대구광역시 달성군 현풍읍 성하길 48,35.70169,128.435728,2,2,0,Y
BE482306,워터 대구 반월당,대구광역시 중구 달구벌대로 2095,35.866269,128.592819,10,0,10,N
BNBN0053,대구 달성군 한국기계연구원,"대구 달성군 유가읍 테크노순환로 330 (용리, 한국기계연구원 대구융합기술센터)",35.6915232,128.4724887,3,0,3,N
BNBN0494,달성군 테크노스포츠센터,대구광역시 달성군 유가읍 테크노순환로7길 38,35.684819,128.463713,3,0,3,N
BNBN0583,대구 군위고등학교,"대구 군위군 군위읍 군청로 254-6 (정리, 군위고등학교)",36.2457615,128.5710997,2,0,2,N
BNBN0584,대구 경일여자고등학교,"대구 남구 효성로 37 (봉덕동, 경일여자중고등학교, 우봉아트홀)",35.8367177,128.5970294,4,0,4,N
BNBN0585,대구 새본리중학교,"대구 달서구 대명천로 167 (본리동, 새본리중학교)",35.8392164,128.5409790,1,0,1,N
BNBN0586,대구 상원고등학교,대구광역시 달서구 월배로 241,35.822462,128.538382,2,2,0,Y
BNBN0588,대구 외국어고등학교,대구광역시 달서구 선원로11길 21,35.860672,128.497998,1,1,0,Y
BNBN0590,대구 현풍고등학교,"대구 달성군 현풍읍 비슬로 675 (성하리, 현풍중.고등학교)",35.6971210,128.4391070,1,0,1,N
BNBN0591,대구 선명학교,대구 동구 팔공산로 225 (덕곡동),35.9923253,128.6129288,1,0,1,N
BNBN0594,대구 소선여자중학교,"대구 수성구 교학로8길 37 (만촌동, 소선여자중학교)",35.8528145,128.6498054,1,0,1,N
BNBN0721,대구 서대구중학교,"대구 서구 북비산로45길 7 (평리동, 서대구중학교)",35.8801040,128.5567360,1,0,1,N
BNBN1092,대구 달성 대구달성경찰서,"대구 달성군 현풍읍 현풍중앙로 16 (중리, 달성경찰서)",35.6912060,128.4470250,9,0,9,N
BNBN1180,대구 달서 일신테크노밸리,"대구광역시 달서구 달서대로 555 (신당동, 일신테크노밸리)",35.8487612,128.4912785,6,0,6,N
BNMI4428,대구공업고등학교,대구광역시 동구 대현로 135,35.883103,128.613925,2,2,0,Y
BNMI4433,대구 평리중학교,대구광역시 서구 국채보상로55길 21,35.873465,128.561089,1,1,0,Y
BNMI4438,대구 경북기계공업고등학교,대구광역시 달서구 월배로 275,35.822959,128.541597,3,3,0,Y
CCP00001,송해공원골프클럽,대구광역시 달성군 옥포읍 옥포로 607,35.746194992,128.48771228,3,3,0,Y
CG000066,대구 태원모터스,대구광역시 달성군 논공읍 논공중앙로34길 10,35.728482194,128.45386358,2,2,0,Y
CGP00005,르노코리아서비스코너현풍점,대구광역시 달성군 현풍읍 논공로 20,35.7088936,128.4392295,2,2,0,Y
CGP00009,대구 태전미진타운아파트_B1,대구광역시 북구 칠곡중앙대로52길 46,35.922580023,128.54927410,6,6,0,Y
CGP00011,대구 우방신천지타운_203동 앞,대구광역시 수성구 청호로46길 16,35.8383059,128.6428476,2,2,0,Y
CGP00013,대구 우방신천지타운_관리사무소 옆,대구광역시 수성구 청호로46길 17,35.8384000,128.6421000,3,3,0,Y
CGP00014,대구 동대구푸르지오브리센트_105동,대구광역시 동구 효목로5길 55,35.87489710,128.63546013,4,4,0,Y
CGP00015,대구 동대구푸르지오브리센트_109동,대구광역시 동구 효목로5길 55,35.8755831,128.6353745,4,4,0,Y
CGP00016,대구 동대구푸르지오브리센트_110동,대구광역시 동구 효목로5길 55,35.8759002,128.6359125,4,4,0,Y
CGP00017,대구 동대구푸르지오브리센트_102동,대구광역시 동구 효목로5길 55,35.8747077,128.6361316,4,4,0,Y
CGP00018,대구 동대구푸르지오브리센트_109동,대구광역시 동구 효목로5길 55,35.875574,128.6353854,4,4,0,Y
CGP00019,대구 동대구푸르지오브리센트_110동,대구광역시 동구 효목로5길 55,35.8758556,128.6358784,4,4,0,Y
CI0F0001,제네스타워,대구광역시 중구 중앙대로 312,35.8607879,128.5930314,1,1,0,Y
CI0F0002,두류공원골프연습장,대구광역시 달서구 야외음악당로 94,35.8455901,128.5525457,1,1,0,Y
CI0F0003,사라골프,대구광역시 달서구 상화로7길 38,35.8090439,128.5201621,1,1,0,Y
CI0F0004,프라나 호텔,대구광역시 달성군 현풍읍 테크노공원로 15,35.6906398,128.4551533,2,2,0,Y
CI0F0005,군위 수서 골프앤 리조트,대구광역시 군위군 군위읍 장천로 871,36.1928458,128.5552382,14,14,0,Y
CPCP1044,롯데시네마부설주차장,대구광역시 달서구 월곡로47길 30,35.8154,128.5386,1,0,1,N
CPCT0011,남대구IC지식산업센터,대구광역시 달서구 월곡로 495,35.833994,128.522034,2,2,0,Y
CPCT3003,남대구IC지식산업센터(급속),대구광역시 달서구 월성동 1800,35.834,128.5219,2,2,0,Y
CSCS1024,삼성생명빌딩,대구광역시 중구 국채보상로 528,35.87,128.5844,1,1,0,Y
CSCS2017,서재골프랜드,대구광역시 달성군 다사읍 서재본길 73,35.872921,128.489601,2,2,0,Y
CU530001,모텔 뷰(박병선),대구광역시 달서구 이곡서로 12,35.854297,128.505911,1,1,0,Y
CU530002,학정역효성해링턴플레이스,대구광역시 북구 관음로 295,35.954591,128.552888,10,10,0,Y
CU530004,신암그린타운,대구광역시 동구 신성로 30,35.878399,128.61135,6,0,6,N
CU530005,만촌태왕리더스,대구광역시 수성구 무열로 47,35.8631795,128.647862,7,0,7,N
CU530006,만촌1차우방타운,대구광역시 수성구 교학로11길 46,35.8493971,128.654727,12,0,12,N
CU530007,보국웰리치시지아파트,대구광역시 수성구 욱수천로 55,35.833354,128.710322,10,0,10,N
CU530008,시지동화 아이위시,대구광역시 수성구 달구벌대로669길 20,35.8360388,128.722984,7,0,7,N
CU530009,수성2차e편한세상,대구광역시 수성구 달구벌대로522길 33,35.8557832,128.64772,6,0,6,N
CU530010,화성센트럴파크,대구광역시 북구 대천로 100,35.935156,128.560555,25,0,25,N
CU530011,침산코오롱하늘채2단지,대구광역시 북구 중앙대로 591,35.8859298,128.596021,28,0,28,N
CU530012,에코폴리스동화아이위시3차,대구광역시 달성군 다사읍 서재로7길 25,35.8708306,128.489697,28,0,28,N
CU530014,율하역엘크루아파트,대구광역시 동구 안심로7길 7,35.8723398,128.690987,5,0,5,N
CV000007,대영코어텍 주차장,대구광역시 달성군 유가읍 테크노순환로8길 8,35.680115,128.464516,3,3,0,Y
CV000039,대구 컨벤션센터,대구광역시 북구 엑스코로 10,35.90711,128.6130849,2,0,2,N
CV000048,대구시_수성의료지구(대구도시공사),대구광역시 수성구 대흥동 863,35.8370557,128.6812466,3,3,0,Y
CV000051,대구시_지능형자동차부품진흥원,대구광역시 달성군 구지면 국가산단서로 201,35.646025,128.4009769,2,0,2,N
CV000103,대구보건대학교(입구 주차장),대구광역시 북구 영송로 15,35.92675,128.543198,1,0,1,N
CV000112,한국장학재단,대구광역시 동구 신암로 125,35.881336,128.612773,2,0,2,N
CV000113,MH엘퍼스트오페라오피스텔,대구광역시 북구 침산로21길 41,35.886213,128.5859649,3,0,3,N
CV000146,(주)동원약품,대구광역시 북구 검단공단로 33,35.9086676,128.6168787,2,0,2,N
CV000149,동화사집단시설지구(씨네80),대구광역시 동구 팔공산로 1184,35.987814,128.694768,1,1,0,Y
CV000151,수성관광호텔(주차타워 A1B1 구역),대구광역시 수성구 용학로 106-7,35.824227,128.619263,2,0,2,N
CV000152,매일신문사,대구광역시 중구 서성로 20,35.86861,128.587297,2,0,2,N
CV000154,대구자동차경매장(후문),대구광역시 달서구 성서공단로54길 8,35.834996,128.511717,2,0,2,N
CV000163,주공그린빌1단지,대구광역시 북구 구리로 250,35.9491049,128.5786373,19,19,0,Y
CV000165,마크팰리스범어,대구광역시 수성구 동대구로 336,35.860514,128.627373,7,0,7,N
CV000194,문양역,대구광역시 달성군 다사읍 문양역길 71,35.863966,128.437968,1,0,1,N
CV000195,대구가창 광덕사,대구광역시 달성군 가창면 헐티로 1190,35.797858,128.612642,1,1,0,Y
CV000219,팔공CC(우경개발),대구광역시 동구 팔공산로237길 186,35.990454,128.721061,2,2,0,Y
CV000224,대구컨벤션센터(엑스코)신관,대구광역시 북구 엑스코로 10,35.906972,128.613345,5,0,5,N
CV000321,이시아폴리스 근생판매시설,대구광역시 동구 팔공로 250,35.9209487,128.6423688,2,2,0,Y
CV000375,트리팜,대구광역시 동구 서촌로 133-12,35.985664,128.6206159,2,2,0,Y
CV000390,청기와아파트,대구광역시 동구 아양로49길 20,35.887912,128.639203,3,3,0,Y
CV000394,하늘천따지식당,대구광역시 동구 서촌로 129,35.985502,128.6215679,2,2,0,Y
CV000406,대구광역시 상수도사업본부 수질연구소,대구광역시 달서구 당산로 176,35.852151,128.548691,1,1,0,Y
CV000446,태왕아너스아파트(황금동),대구광역시 수성구 청호로 345,35.847907,128.638141,11,11,0,Y
CV000478,D모텔,대구광역시 군위군 부계면 한티로 1751,36.035147,128.639269,2,2,0,Y
CV000500,대구시_한국도로공사(유천IC),대구광역시 달성군 화원읍 성천로 208,35.8108552,128.5015557,2,2,0,Y
CV000501,대구시_저소득층 밀집지구 지식산업센터,대구광역시 수성구 알파시티1로 160,35.835319,128.6824489,1,1,0,Y
CV000502,대구시_장기공영주차장,대구광역시 달서구 장기동 817-1,35.8434293,128.5295299,1,1,0,Y
CV000503,대구시_월촌공원주차장,대구광역시 달서구 상인로 68-4,35.812783,128.548951,2,2,0,Y
CV000504,대구시_운암지 공영주차장,대구광역시 북구 구암동 615-13,35.9314874,128.5650521,2,2,0,Y
CV000505,대구시_상호림공원,대구광역시 달서구 호림동 1-6,35.83737409,128.48017669,1,1,0,Y
CV000506,대구시_대현동 행정복지센터,대구광역시 북구 대현남로5길 18,35.8823276,128.6059834,1,1,0,Y
CV000507,대구시_대명11동 행정복지센터,대구광역시 남구 관문시장6길 26,35.836241,128.5606359,1,1,0,Y
CV000508,대구시_대구테크노파크 신기술산업지원센터,대구광역시 달서구 성서공단로 46-17,35.833493,128.4886929,1,1,0,Y
CV000509,대구시_대구은행 본점,대구광역시 수성구 달구벌대로 2310,35.859196,128.614918,1,1,0,Y
CV000510,대구시_대구유통단지 전자관,대구광역시 북구 유통단지로 45,35.9081632,128.606681,5,5,0,Y
CV000512,대구시_대구지식산업센터,대구광역시 북구 오봉로 164,35.902404,128.579434,1,1,0,Y
CV000513,대구시_남산2동 행정복지센터,대구광역시 중구 명륜로 27-1,35.864089,128.5895639,1,1,0,Y
CV000515,대구시_KS택시주식회사,대구광역시 수성구 희망로 226,35.84612,128.623417,1,1,0,Y
CV000519,대구시_봉덕3동 행정복지센터,대구광역시 남구 중앙대로22길 100,35.842419,128.59594,1,1,0,Y
CV000534,대구시_대신동 행정복지센터,대구광역시 중구 달구벌대로389길 50,35.865581,128.5763479,1,1,0,Y
CV000535,대구시_중구청,대구광역시 중구 국채보상로139길 1,35.869326,128.6061579,1,0,1,N
CV000536,대구시_대명2동 행정복지센터,대구광역시 남구 명덕로32길 30,35.85521069,128.58682165,1,1,0,Y
CV000537,대구시_대명3동 행정복지센터,대구광역시 남구 명덕로20길 115,35.85225707,128.57937874,1,1,0,Y
CV000538,대구시_대명4동 행정복지센터,대구광역시 남구 두류공원로20길 19,35.84597,128.5695079,1,1,0,Y
CV000539,대구시_안심4동 행정복지센터,대구광역시 동구 안심로49길 98,35.870306,128.710957,1,1,0,Y
CV000540,대구시_안심1동 행정복지센터,대구광역시 동구 율하동로25길 5,35.870334,128.701298,1,1,0,Y
CV000542,대구시_동촌동 행정복지센터,대구광역시 동구 동촌로11길 5,35.889864,128.649639,1,0,1,N
CV000543,대구시_효목1동 행정복지센터,대구광역시 동구 화랑로41길 46,35.881797,128.644956,1,1,0,Y
CV000544,대구시_도평동 공영주차장,대구광역시 동구 도동 978-301,35.910483,128.650014,1,1,0,Y
CV000547,대구시_고성동 행정복지센터,대구광역시 북구 고성로31길 21,35.881917,128.5836099,1,1,0,Y
CV000549,대구시_무태조야동 행정복지센터,대구광역시 북구 호국로43길 20,35.921353,128.5970459,1,1,0,Y
CV000550,대구시_태전1동 행정복지센터,대구광역시 북구 태전로7길 10-24,35.924071,128.5432349,1,1,0,Y
CV000551,대구시_본리동 행정복지센터,대구광역시 달서구 당산로 37-14,35.841014,128.543167,1,1,0,Y
CV000553,대구시_송현2동 행정복지센터,대구광역시 달서구 월배로83길 120-14,35.832788,128.5455819,1,1,0,Y
CV000554,대구시_하빈면사무소,대구광역시 달성군 하빈면 하빈로84길 1,35.900922,128.4455169,1,1,0,Y
CV000555,대구시_신암2동 행정복지센터,대구광역시 동구 신성로 56,35.87998,128.612701,1,1,0,Y
CV000556,대구시_대구은행 월배지점,대구광역시 달서구 월배로 109,35.81511750,128.52604320,1,1,0,Y
CV000557,대구시_대구은행 3공단영업부지점,대구광역시 북구 노원동로 2,35.894408,128.57153,1,1,0,Y
CV000558,대구시_대구은행 신암동지점,대구광역시 동구 아양로 2,35.880994,128.6146219,1,1,0,Y
CV000559,대구시_남구청,대구광역시 남구 이천로 51,35.846016,128.597695,2,0,2,N
CV000560,대구시_명성푸르지오,대구광역시 북구 침산로 153,35.888987,128.589744,3,0,3,N
CV000561,대구시_침산푸르지오,대구광역시 북구 옥산로 103,35.884521,128.58669,3,0,3,N
CV000562,대구시_차량등록사업소,대구광역시 수성구 동원로 84,35.866631,128.6397509,2,2,0,Y
CV000564,대구시_진천삼성래미안,대구광역시 달서구 상화로8길 23,35.807018,128.517471,1,0,1,N
CV000565,대구시_유가읍 행정복지센터,대구광역시 달성군 유가읍 테크노상업로 95,35.6938111,128.45981,5,5,0,Y
CV000566,대구시_옥포읍 행정복지센터,대구광역시 달성군 옥포읍 비슬로 2215,35.789587,128.463734,2,2,0,Y
CV000567,대구시_남산3동 행정복지센터,대구광역시 중구 남산로4길 70,35.85991,128.5855579,1,1,0,Y
CV000569,대구시_수성의료지구,대구광역시 수성구 알파시티1로 83,35.834329,128.693359,4,4,0,Y
CV000599,성일모터스,대구광역시 동구 안심로55길 53,35.87093,128.7155509,2,2,0,Y
CV000616,대구시_대봉2동 주민센터,대구광역시 중구 대봉로47길 31,35.858762,128.599367,1,1,0,Y
CV000618,한국농어촌공사 달성지사,대구광역시 남구 성당로 266,35.856447,128.5744999,2,2,0,Y
CV000620,한국부동산원,대구광역시 동구 이노밸리로 291,35.878629,128.7289889,4,0,4,N
CV000630,대구기상과학관(대구지방기상청),대구광역시 동구 효동로2길 10,35.878755,128.6527159,2,2,0,Y
CV000648,포르쉐 데스티네이션 투썸플레이스 대구가창점,대구광역시 달성군 가창면 가창로176길 30,35.790273,128.6348569,2,0,2,N
CV000657,포르쉐 데스티네이션 SG모터스,대구광역시 수성구 들안로 213,35.848979,128.61644,1,1,0,Y
CV000658,포르쉐 데스티네이션 메종듀미디/에이시언키친,대구광역시 동구 서촌로21길 11,35.983499,128.624065,2,2,0,Y
CV000665,포르쉐 데스티네이션 미성PGA GC,대구광역시 수성구 용학로 116-20,35.823424,128.6208829,3,0,3,N
CV000667,황토마을 참숯가마찜질방,대구광역시 달성군 옥포읍 옥포로 439,35.757735,128.4930559,1,1,0,Y
CV000670,JD모터스 대구성서,대구광역시 달서구 장기로65길 4,35.842839,128.52459,1,1,0,Y
CV000678,채비초급속충전소2,대구광역시 달성군 유가읍 테크노순환로8길 8,35.6800927,128.4660623,6,6,0,Y
CV000701,대구죽곡그린주차빌딩,대구광역시 달성군 다사읍 죽곡1길 7-8,35.857302,128.464331,4,0,4,N
CV000724,AFW(주),대구광역시 달성군 구지면 국가산단대로33길 270,35.658866,128.3986649,1,1,0,Y
CV000750,국립대구과학관,대구광역시 달성군 유가읍 테크노대로6길 20,35.6871593,128.4643652,5,0,5,N
CV000770,아우디_수성 전시장(아이언오토),대구광역시 수성구 들안로 185,35.846523,128.616247,1,1,0,Y
CV000783,대구시_신매공원,대구광역시 수성구 달구벌대로652길 65,35.8325262,128.7096089,2,2,0,Y
CV000799,아우디_서대구 전시장(코오롱아우토),대구광역시 달서구 와룡로 170,35.847781,128.537639,1,1,0,Y
CV000805,대구시_상리공원,대구광역시 서구 평리로17길 45,35.8635717,128.5301825,1,1,0,Y
CV000806,대구시_효목2동,대구광역시 동구 화랑로25길 45,35.878139,128.6412409,1,1,0,Y
CV000807,대구시_지저동,대구광역시 동구 해동로3길 80,35.893359,128.6382679,1,1,0,Y
CV000808,대구시_내당4동,대구광역시 서구 서대구로3길 46,35.859002,128.5518319,1,1,0,Y
CV000809,대구시_칠성동,대구광역시 북구 칠성로19길 4,35.879194,128.599966,1,1,0,Y
CV000810,대구시_산격1동,대구광역시 북구 연암로36길 6,35.900442,128.596994,1,1,0,Y
CV000811,대구시_태전2동,대구광역시 북구 칠곡중앙대로52길 32,35.921467,128.548776,1,1,0,Y
CV000812,대구시_삼덕동,대구광역시 중구 달구벌대로447길 72-11,35.865501,128.608938,1,1,0,Y
CV000813,대구시_범어1동,대구광역시 수성구 범어천로 97,35.855614,128.622048,1,1,0,Y
CV000814,대구시_지산2동,대구광역시 수성구 용학로33길 9,35.823117,128.62802,1,1,0,Y
CV000815,대구시_두류3동,대구광역시 달서구 야외음악당로39길 24,35.853669,128.5554709,1,1,0,Y
CV000816,대구시_상인3동행정복지센터,대구광역시 달서구 상인로 25,35.810034,128.550166,1,1,0,Y
CV000817,대구시_범물1동,대구광역시 수성구 범안로 76,35.817729,128.645963,1,1,0,Y
CV000818,대구시_신당동,대구광역시 달서구 선원로 60,35.858946,128.498837,1,1,0,Y
CV000831,대구 파티마병원 동관 입구 주차장,대구광역시 동구 아양로 81,35.884092196,128.62510650,2,0,2,N
CV000849,채비초급속충전소1,대구광역시 달성군 유가읍 테크노순환로8길 8,35.6800927,128.4660623,6,6,0,Y
CV000891,대구테크비즈센터,대구광역시 달성군 현풍읍 테크노공원로 17,35.6900516,128.4561431,3,3,0,Y
CV000896,홈플러스 성서점,대구광역시 달서구 달구벌대로 1467,35.849419,128.527418,21,0,21,N
CV000897,포르쉐 데스티네이션 홈플러스 대구성서점,대구광역시 달서구 달구벌대로 1467,35.8493886,128.5270479,3,0,3,N
CV000899,포르쉐 HPC 신세계백화점 대구점,대구광역시 동구 효신로 88,35.879379,128.632743,2,0,2,N
CV000902,국민건강보험공단 대구경북지역본부,대구광역시 달서구 두류공원로 264,35.857057,128.558359,1,1,0,Y
CV000906,대구시_신암1동 행정복지센터,대구광역시 동구 아양로7길 27,35.884277,128.616326,1,1,0,Y
CV000908,대구시_공산동 행정복지센터,대구광역시 동구 팔공로91길 9,35.940049,128.644129,1,1,0,Y
CV000934,커들포드 카페,대구광역시 동구 팔공로 1340,35.9595398,128.7227243,4,4,0,Y
CV000952,동대구벤처밸리 기업성장지원센터,대구광역시 동구 동대구로 465,35.872167,128.62477,1,1,0,Y
CV000976,홈플러스 칠곡점,대구광역시 북구 동암로12길 8,35.944825,128.55597,19,19,0,Y
CV000977,포르쉐 데스티네이션 홈플러스 칠곡점,대구광역시 북구 동암로12길 8,35.9447903,128.5555301,2,2,0,Y
CV000978,한국산업기술평가관리원,대구광역시 수성구 청호로 87,35.825251,128.6444477,5,5,0,Y
CV000979,대구시_도동 측백향커뮤니티센터,대구광역시 동구 도평로 245,35.919051,128.662238,1,1,0,Y
CV000980,대구시_태전공원,대구광역시 북구 태전동 938,35.931466,128.5446369,1,1,0,Y
CV000981,대구시_수성소방서,대구광역시 수성구 청호로 87,35.825251,128.6444477,1,1,0,Y
CV000982,대구시_고산2동 행정복지센터,대구광역시 수성구 달구벌대로 3091,35.843449,128.695181,1,1,0,Y
CV000985,행정안전부 정부청사관리본부 대구청사관리소,대구광역시 달서구 화암로 301,35.804619,128.516308,3,3,0,Y
CV000991,대구테크노파크,대구광역시 수성구 알파시티1로 184,35.8363769,128.6818209,2,2,0,Y
CV001002,(주)인터불고 엑스코,대구광역시 북구 유통단지로 80,35.906969,128.611271,3,0,3,N
CV001048,대구시_유천동 행정복지센터,대구광역시 달서구 조암로 175,35.817079,128.513943,1,1,0,Y
CV001076,서재 하이빌딩 전기차충전소,대구광역시 달성군 다사읍 서재로7길 36,35.8705,128.490615,2,2,0,Y
CV001113,동구 각산종합상가 전기차 충전소,대구광역시 동구 동호로5길 5,35.866807,128.725344,2,0,2,N
CV001121,시설공단대구_신매2 공영주차장,대구광역시 수성구 신매로19길 60,35.8393277,128.7063018,1,0,1,N
CV001122,시설공단대구_신기 공영주차장,대구광역시 북구 유통단지로13길 13-11,35.9077067,128.6079916,1,0,1,N
CV001123,시설공단대구_호림1 공영주차장,대구광역시 달서구 달서대로85길 13,35.8365616,128.4899849,1,0,1,N
CV001124,시설공단대구_호림2 공영주차장,대구광역시 달서구 호림동 12-1,35.8379449,128.4894144,1,0,1,N
CV001126,시설공단대구_본리2 공영주차장,대구광역시 달서구 대명천로 282,35.8418698,128.5295647,1,0,1,N
CV001127,시설공단대구_서변1 공영주차장,대구광역시 북구 호국로43길 20,35.921302,128.5978278,2,0,2,N
CV001129,시설공단대구_갓바위3 공영주차장,대구광역시 동구 진인동 123-30,35.9702392,128.7257587,2,0,2,N
CV001130,제봉뜰 두류봉제 지식산업센터,대구광역시 달서구 두류남9길 17,35.85663283,128.56848005,2,0,2,N
CV001171,대구시_서대구역(남측) 주차장,대구광역시 서구 와룡로 527,35.880536,128.538969,3,0,3,N
CV001208,대구상수도사업본부 달서사업소,대구광역시 달서구 당산로 176,35.848505,128.551293,1,1,0,Y
CV001219,(주)금오모빌리티,대구광역시 동구 공항로 133,35.900942,128.629491,3,3,0,Y
CV001221,엑스코 제2전시장,대구광역시 북구 유통단지로 110,35.908024,128.614576,10,0,10,N
CV001223,JB관광호텔,대구광역시 동구 율암로 162,35.888637999,128.70581799,2,0,2,N
CV001234,내당1동 행정복지센터,대구광역시 서구 통학로 35,35.86339,128.56397,2,2,0,Y
CV001241,시설공단대구_어린이회관 공영주차장,대구광역시 수성구 황금동 637-1,35.846403,128.625815,2,0,2,N
CV001242,시설공단대구_달서대로 공영주차장,대구광역시 달서구 달서대로 441,35.8387433,128.4916839,7,0,7,N
CV001264,케이스식자재마트,대구광역시 달성군 유가읍 테크노순환로4길 8,35.675659,128.455925,3,3,0,Y
CV001297,(주)젠텍스,대구광역시 동구 팔공로45길 23,35.918356,128.63824,1,1,0,Y
CV001308,카페스톤 팔공산점,대구광역시 군위군 부계면 한티로 1525-6,36.029843,128.630712,4,4,0,Y
CV001314,노사평화의전당,대구광역시 달성군 구지면 국가산단대로52길 6,35.652662,128.420012,2,2,0,Y
CV001316,관문시장제1공영주차장,대구광역시 남구 관문시장1길 36,35.836142000,128.55910900,2,0,2,N
CV001318,강당골공영주차장,대구광역시 남구 앞산순환로 672,35.832532,128.59821699,4,0,4,N
CV001323,롯데렌탈 동대구점,대구광역시 동구 신암남로 127,35.881222,128.629075,4,0,4,N
CV001343,서대구제일교회,대구광역시 서구 서대구로41길 21,35.876526,128.552387,1,1,0,Y
CV001354,다사문양리마을공동주차장,대구광역시 달성군 다사읍 문양리 산18-2,35.8678117,128.4376305,4,4,0,Y
CV001396,대구테크노파크 대구벤처센터,대구광역시 동구 동대구로 475,35.872833,128.624825,1,1,0,Y
CV001397,대구테크노파크 신기술산업지원센터,대구광역시 달서구 성서공단로 46-17,35.833503,128.488699,3,3,0,Y
CV001398,대구테크노파크 벤처공장,대구광역시 달서구 성서공단로11길 62,35.840363,128.489143,6,0,6,N
CV001426,경운대학교 대구교육관,대구광역시 북구 칠곡중앙대로 180,35.912161,128.548915,2,2,0,Y
CV001441,호텔인터불고대구 파크빌리지주차장,대구광역시 수성구 팔현길 212,35.8728616,128.6595248,3,3,0,Y
CV001462,아이빌,대구광역시 북구 3공단로 240,35.9018974,128.5768421,2,2,0,Y
CV001464,시민생활스포츠센터,대구광역시 수성구 미술관로 100,35.8265572,128.6798572,2,2,0,Y
CV001488,대덕문화전당 주차장,대구광역시 남구 앞산순환로 478,35.8318219,128.5769583,2,2,0,Y
CV001489,대구출판산업지원센터,대구광역시 달서구 문화회관길 165,35.843863,128.524445,2,2,0,Y
CV001490,대구오페라하우스,대구광역시 북구 호암로 15,35.88347,128.592245,3,0,3,N
CV001491,대구스마트시티센터,대구광역시 수성구 유니버시아드로 119,35.8340423,128.6846337,4,4,0,Y
CV001492,대구소프트웨어고등학교,대구광역시 달성군 구지면 창리로11길 93,35.6623774,128.4132972,2,0,2,N
CV001493,대구달서구 청소년수련관 공영주차장,대구광역시 달서구 상화로 406,35.807644999,128.55855399,4,0,4,N
CV001494,대구 월광주차장,대구광역시 달서구 도원동 1083,35.7969503,128.5471731,2,0,2,N
CV001495,달성군민체육관,대구광역시 달성군 현풍읍 현풍중앙로 130,35.7007893,128.4404326,2,2,0,Y
CV001496,달서아트센터,대구광역시 달서구 문화회관길 160,35.8428228,128.5216828,2,2,0,Y
CV001525,옥녀공원,대구광역시 달성군 유가읍 금리 1158,35.6796784,128.4623783,2,2,0,Y
CV001529,빌리브스카이아파트,대구광역시 달서구 와룡로 186,35.849141,128.53825,1,0,1,N
CV001534,비슬산자연휴양림 공영주차장,대구광역시 달성군 유가읍 휴양림길 236,35.6939798,128.504681,10,10,0,Y
CV001544,대구육상진흥센터,대구광역시 수성구 미술관로 88,35.8285216,128.678218,2,2,0,Y
CV001545,달성1차산업단지관리공단 주차장,대구광역시 달성군 논공읍 논공중앙로34길 1,35.7294077,128.454,2,2,0,Y
CV001555,화원명곡체육공원주차장,대구광역시 달성군 화원읍 명곡리 5,35.7981521,128.5048679,4,4,0,Y
CV001562,한국도로교통공단 대구교통방송,대구광역시 남구 현충로 120,35.843391,128.580302,2,2,0,Y
