pkltId,pkltNm,lat,lng,roadNmAddr,lotnoAddr,유료무료,요금수준,일반1시간요금,일반1일요금,결제수단,collected_at
152-1-000062,북비산로(북비산네거리~달성네거리),35.878764,128.575347,,대구광역시 서구 비산동 3-32,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000063,북비산로(북비산네거리~평리네거리),35.879424,128.563185,,대구광역시 서구 평리동 652-12,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000064,북비산로(평리네거리~북비산네거리),35.879078,128.559307,,대구광역시 서구 평리동 670-1,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000065,북비산로37길,35.879503,128.553662,,대구광역시 서구 평리동 290-24,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000066,북비산초등학교 동측,35.881174,128.565601,,대구광역시 서구 비산동 785-14,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000067,북비산초등학교 서측,35.879669,128.56317,,대구광역시 서구 평리동 652-11,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000068,비산1동 주민센터 앞· 남측,35.880819,128.569203,,대구광역시 서구 비산동 572-12,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000069,비산2·3동 주민센터 동측,35.875753,128.574934,,대구광역시 서구 비산동 125-1,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000070,비산2.3동 복개도로 노상 공영주차장,35.876808,128.577988,,대구광역시 서구 비산동 2770,유료,일반주차장,,10000.0,현금+신용카드,2026-08-03 12:10:21
152-1-000071,비산5동 주민센터 동측,35.88585,128.570675,,대구광역시 서구 비산동 1187-5,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000072,비산초등학교 동편,35.879324,128.56662,,대구광역시 서구 평리동 658-12,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000073,삼익뉴타운1차 주변,35.859161,128.548362,,대구광역시 서구 내당동 318,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000074,삼익뉴타운2차 주변,35.860898,128.549467,,대구광역시 서구 내당동 308-11,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000075,삼익뉴타운3차 주변,35.859953,128.549887,,대구광역시 서구 내당동 308-11,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000076,새방로 25길,35.867645,128.527742,,대구광역시 서구 상리동 567-1,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000077,서구영어도서관 북측,35.86848,128.545005,,대구광역시 서구 중리동 1083,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000078,서남중학교 주변,35.857601,128.541772,,대구광역시 서구 중리동 715-9,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000079,서대구로 21길,35.867922,128.554761,,대구광역시 서구 평리동 1405-1,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000080,서대구로 25길,35.868939,128.550185,,대구광역시 서구 중리동 35-3,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000081,서대구로 29길,35.871058,128.553465,,대구광역시 서구 평리동 1519-9,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000082,서대구로 41길,35.876772,128.552145,,대구광역시 서구 평리동 612-38,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000083,서대구로 44길,35.878255,128.555593,,대구광역시 서구 평리동 719-30,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000084,서대구로 62길,35.88892,128.565442,,대구광역시 서구 비산동 1210-24,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000086,서대구로 63안길,35.885869,128.554777,,대구광역시 서구 비산동 1868-2,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000087,서대구로4길,35.860318,128.559326,,대구광역시 서구 내당동 224-54,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000088,서대구역반도유보라셈텀 남측,35.873398,128.557522,,대구광역시 서구 평리동 1084-11,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000089,서대구역반도유보라셈텀 서측,35.875255,128.555855,,대구광역시 서구 평리동 1031-5,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000090,서대구우체국 남측,35.866677,128.554996,,대구광역시 서구 평리동 1405-6,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000091,서대구중학교(동·서·북측),35.879349,128.555895,,대구광역시 서구 평리동 524-4,무료,일반주차장,,,,2026-08-03 12:10:21
152-1-000092,서부고등학교 북측,35.874913,128.560699,,대구광역시 서구 평리동 1038-31,무료,일반주차장,,,,2026-08-03 12:10:21
