pkltId,pkltNm,lat,lng,roadNmAddr,유료무료
152-1-000023,달서로 16안길,35.8698,128.572931,,무료
152-1-000024,달서로 43길,35.881807,128.570464,,무료
152-1-000025,달서천로 41길-1,35.883979,128.557516,,무료
152-1-000026,달서천로 41길-3,35.888089,128.561071,,무료
152-1-000027,달서천로 53길,35.884188,128.562692,,무료
152-1-000028,달서천로 57길,35.884827,128.565693,,무료
152-1-000029,달서천로 아랫길1,35.883391,128.559413,,무료
152-1-000030,달서천로 아랫길2,35.884452,128.565041,,무료
152-1-000031,달서천로 아랫길3,35.883591,128.558611,,무료
152-1-000032,달서천로(달서교~평리교)-1,35.883146,128.538663,,무료
152-1-000033,달서천로(달서교~평리교)-2,35.882839,128.543151,,무료
152-1-000034,달서천로(달서교~평리교)-3,35.882618,128.546175,,무료
152-1-000035,달서천로(달서교~평리교)-4,35.882178,128.553353,,무료
152-1-000036,달서천로1,35.882036,128.577168,,유료
152-1-000037,달서천로2,35.884539,128.57111,,유료
152-1-000038,달서천로3,35.884048,128.563302,,유료
152-1-000039,달성공원 남측,35.871933,128.577051,,무료
152-1-000040,당산로 41동길,35.85777,128.54616,,무료
152-1-000041,당산로 88길,35.876729,128.547968,,무료
152-1-000042,당산로53길,35.859687,128.54487,,무료
152-1-000043,대구과학기술고등학교 북측,35.858044,128.548072,,무료
152-1-000044,대구광역시립서부도서관 서측,35.872257,128.557212,,무료
152-1-000045,대구은행 북비산지점 남측,35.878596,128.570752,,무료
152-1-000046,대구의료원 북측,35.859996,128.539696,,무료
152-1-000047,대평아파트 동측,35.860991,128.555592,,무료
152-1-000048,동서1차아파트 서측,35.864408,128.55393,,무료
152-1-000049,동서맨션 서측,35.86606,128.5543,,무료
152-1-000050,동서제일아파트 북측,35.859305,128.547406,,무료
152-1-000051,만평네거리 서측,35.888999,128.560596,,무료
152-1-000052,문화로 47길,35.876163,128.5577,,무료
152-1-000053,문화로 63길,35.87633,128.567516,,무료
152-1-000054,문화로(와룡로~장산로),35.874502,128.534192,,무료
152-1-000055,문화로(장산로~와룡로),35.874363,128.535247,,무료
152-1-000056,대평리시장,35.875647,128.560669,,유료
152-1-000057,북비산네거리서편,35.879565,128.567215,,유료
152-1-000058,북비산로 27길,35.879739,128.548266,,무료
152-1-000059,북비산로 31길,35.87958,128.550523,,무료
152-1-000060,북비산로 50길,35.878063,128.560693,,무료
152-1-000061,북비산로 61길,35.880151,128.567144,,무료
152-1-000062,북비산로(북비산네거리~달성네거리),35.878764,128.575347,,무료
152-1-000063,북비산로(북비산네거리~평리네거리),35.879424,128.563185,,무료
152-1-000064,북비산로(평리네거리~북비산네거리),35.879078,128.559307,,무료
152-1-000065,북비산로37길,35.879503,128.553662,,무료
152-1-000066,북비산초등학교 동측,35.881174,128.565601,,무료
152-1-000067,북비산초등학교 서측,35.879669,128.56317,,무료
152-1-000068,비산1동 주민센터 앞· 남측,35.880819,128.569203,,무료
152-1-000069,비산2·3동 주민센터 동측,35.875753,128.574934,,무료
152-1-000070,비산2.3동 복개도로 노상 공영주차장,35.876808,128.577988,,유료
152-1-000071,비산5동 주민센터 동측,35.88585,128.570675,,무료
152-1-000072,비산초등학교 동편,35.879324,128.56662,,무료
152-1-000073,삼익뉴타운1차 주변,35.859161,128.548362,,무료
152-1-000074,삼익뉴타운2차 주변,35.860898,128.549467,,무료
152-1-000075,삼익뉴타운3차 주변,35.859953,128.549887,,무료
152-1-000076,새방로 25길,35.867645,128.527742,,무료
152-1-000077,서구영어도서관 북측,35.86848,128.545005,,무료
152-1-000078,서남중학교 주변,35.857601,128.541772,,무료
152-1-000079,서대구로 21길,35.867922,128.554761,,무료
152-1-000080,서대구로 25길,35.868939,128.550185,,무료
152-1-000081,서대구로 29길,35.871058,128.553465,,무료
152-1-000082,서대구로 41길,35.876772,128.552145,,무료
152-1-000083,서대구로 44길,35.878255,128.555593,,무료
152-1-000084,서대구로 62길,35.88892,128.565442,,무료
152-1-000086,서대구로 63안길,35.885869,128.554777,,무료
152-1-000087,서대구로4길,35.860318,128.559326,,무료
152-1-000088,서대구역반도유보라셈텀 남측,35.873398,128.557522,,무료
152-1-000089,서대구역반도유보라셈텀 서측,35.875255,128.555855,,무료
152-1-000090,서대구우체국 남측,35.866677,128.554996,,무료
152-1-000091,서대구중학교(동·서·북측),35.879349,128.555895,,무료
152-1-000092,서부고등학교 북측,35.874913,128.560699,,무료
152-1-000093,슈퍼섬유융합소재센터 남측,35.867179,128.545246,,무료
152-1-000094,염색공단로,35.88711817,128.55042084,,무료
152-1-000095,염색공단로 11길,35.884213,128.55325,,무료
152-1-000096,염색공단로 13길,35.882906,128.553967,,무료
152-1-000097,염색공단로 21길,35.883574,128.545074,,무료
152-1-000098,염색공단로 5길,35.888055,128.553772,,무료
152-1-000099,염색공단중앙로 12길,35.885588,128.552461,,무료
152-1-000100,염색공단중앙로 14길,35.886739,128.551805,,무료
152-1-000101,염색공단중앙로 21길,35.887254,128.54547,,무료
152-1-000102,염색공단중앙로 22길,35.889185,128.550507,,무료
152-1-000103,염색공단중앙로 23길,35.888139,128.544961,,무료
152-1-000104,염색공단천로 11길,35.887098,128.549383,,무료
152-1-000105,염색공단천로 19길,35.883629,128.546367,,무료
152-1-000106,염색공단천로 3길,35.89005,128.552611,,무료
152-1-000107,염색공단천로 7길,35.883135,128.554061,,무료
152-1-000108,와룡로 66길,35.862289,128.544954,,무료
152-1-000109,와룡로 70길,35.863715,128.538681,,무료
152-1-000110,장산로,35.869773,128.531916,,무료
152-1-000111,제일고등학교 서측,35.871151,128.572885,,무료
152-1-000112,중리중학교 동측,35.863178,128.551984,,무료
152-1-000113,진달래2차아파트 북측,35.86867,128.552021,,무료
152-1-000114,코오롱맨션아파트 주변,35.860129,128.547412,,무료
152-1-000115,퀸스로드,35.862368,128.54328,,무료
152-1-000116,통학로,35.87611,128.563535,,무료
152-1-000117,통학로 16길,35.86768,128.569184,,무료
152-1-000118,통학로 49길,35.881398,128.561421,,무료
152-1-000119,통학로 50길,35.883145,128.566491,,무료
152-1-000120,통학로 51길,35.882894,128.56339,,무료
152-1-000121,트리니티교회 남측,35.858294,128.549659,,무료
152-1-000122,평리 금오아파트 남측,35.86698,128.558275,,무료
152-1-000123,평리 금오아파트 서측,35.866918,128.556344,,무료
152-1-000124,대구학생예술창작터 남측,35.877424,128.553478,,무료
152-1-000125,평리광명맨션 주변,35.876827,128.55376,,무료
152-1-000126,평리동 롯데캐슬,35.871153,128.565387,,무료
152-1-000127,평리동서3차아파트 남측,35.865435,128.559136,,무료
152-1-000128,평리동서3차아파트 북측,35.865781,128.556878,,무료
152-1-000129,평리로 35길(1),35.867722,128.543378,,무료
152-1-000130,평리로 35길(2),35.864909,128.54333,,무료
152-1-000131,평리로55길,35.866262,128.55351,,무료
152-1-000132,평리청구타운아파트 서측,35.86448,128.554582,,무료
152-1-000133,평리푸르지오 2단지 아파트 주변,35.867779,128.559986,,무료
152-1-000134,평리푸르지오 3단지 아파트 주변,35.869071,128.557479,,무료
152-1-000135,평산교회 서측,35.878285,128.568181,,무료
152-1-000136,폴리텍6대학 주변,35.872382,128.553882,,무료
152-2-000001,내당4동 공영주차장,35.856872,128.54581,,유료
152-2-000002,감삼공원주차장,35.858119,128.551232,,무료
152-2-000003,반고개무침회골목 공영주차장,35.862461,128.570801,,유료
152-2-000004,공한지주차장(임시무료공영주차장),35.885145,128.570043,,무료
152-2-000005,공한지주차장(임시공영주차장),35.884947,128.571862,,무료
152-2-000006,비산5동 공영주차장,35.886492,128.569318,,유료
152-2-000007,달성토성공영주차장,35.875117,128.576191,,유료
152-2-000008,임시공영주차장,35.868691,128.575072,,무료
152-2-000009,비산4동임시공영주차장,35.868893,128.573525,,무료
152-2-000010,공한지주차장(임시무료공영주차장),35.886582,128.552447,,무료
152-2-000011,비산4동 공영주차장,35.8701,128.573501,,무료
152-2-000012,임시무료공영주차장,35.868348,128.5733,,무료
152-2-000013,서부시장 공영주차장,35.875521,128.573151,,유료
152-2-000014,공한지주차장(임시공영주차장),35.877395,128.570345,,무료
152-2-000015,공한지주차장(임시무료공영주차장),35.881234,128.571731,,무료
152-2-000016,비산6동 공영주차장,35.878117,128.569998,,유료
152-2-000017,인동촌 공영주차장,35.878736,128.573714,,유료
152-2-000018,비산1동 공한지주차장(비산1동 임시공영주차장),35.882718,128.566048,,무료
152-2-000019,달서복개천 공영주차장,35.883185,128.559284,,유료
152-2-000020,만평R남편 공영주차장,35.889304,128.562367,,유료
152-2-000021,원대신시장 공영주차장,35.885892,128.575013,,유료
152-2-000022,서구 구민 운동장주차장,35.873909,128.542783,,무료
152-2-000024,달서교하부공영주차장(화물차전용주차장),35.880836,128.533862,,유료
152-2-000026,서구국민체육센터,35.87383,128.540695,,무료
152-2-000027,서구청소년수련관,35.873778,128.54585,,무료
152-2-000028,상리공원 주차장,35.863067,128.533857,,무료
152-2-000029,공한지주차장(임시무료공영주차장),35.869224,128.567616,,무료
152-2-000030,신평리시장 공영주차장,35.868003,128.561085,,유료
152-2-000031,평리4동 공영주차장,35.868363,128.561237,,유료
152-2-000032,평리도서관,35.868876,128.56231,,무료
152-2-000033,공한지주차장,35.877151,128.554155,,무료
152-2-000034,공한지주차장(임시무료공영주차장),35.87858,128.567059,,무료
152-2-000035,공한지주차장,35.878623,128.560752,,무료
152-2-000036,공한지주차장,35.87782,128.56544,,무료
152-2-000037,원고개시장 공영주차장,35.879948,128.567863,,유료
152-2-000038,평리1동 공영주차장(들마을 사랑방주차장),35.876017,128.566146,,무료
152-2-000044,서대구역남편 공영주차장,35.880369,128.53964,,유료
152-2-000045,염색산업단지 제1공영주차장,35.886272,128.544358,,유료
152-2-000046,염색산업단지 제2공영주차장,35.888034,128.549264,,유료
152-2-000047,염색산업단지 제3공영주차장,35.88357,128.551065,,유료
152-2-000048,임시무료공영주차장,35.882369,128.563907,,무료
152-2-000049,임시무료공영주차장,35.876125,128.561439,,무료
152-2-000050,서대구역광장 1주차장,35.87903625,128.54051094,,유료
152-2-000051,서대구역광장 2주차장,35.87798161,128.54065318,대구 서구 문화로13길 39,유료
153-1-000001,개나리맨션 앞 (1),35.840848,128.570525,,무료
153-1-000002,개나리맨션 앞 (2),35.840772,128.570427,,무료
153-1-000003,경상공업고등학교앞 (1),35.845116,128.57493,,무료
153-1-000004,경상공업고등학교앞 (2),35.845015,128.575517,,무료
153-1-000005,경상길 (2),35.846329,128.575164,,무료
153-1-000006,경일여자고등학교,35.837632,128.596779,,무료
153-1-000007,경일여자중학교(1),35.836547,128.59673,,무료
153-1-000008,경일여자중학교(2),35.836812,128.596774,,무료
153-1-000010,대경길,35.846722,128.576895,,무료
153-1-000011,대구가톨릭대학교병원 앞,35.844133,128.568419,,무료
153-1-000012,대구광역시남구청 후문,35.845622,128.597158,대구 남구 봉덕로13길 17-1,무료
153-1-000018,대구중학교 앞,35.84904,128.604411,,무료
153-1-000019,대덕로 (1),35.840964,128.601563,,무료
153-1-000020,대덕로 (2),35.840744,128.601625,,무료
153-1-000021,대덕로36길,35.839285,128.60308,,무료
153-1-000022,대덕로40길 (1),35.837777,128.604864,,무료
153-1-000023,대덕로40길 (2),35.837961,128.604405,,무료
153-1-000024,대덕성당건너,35.834827,128.572279,,무료
153-1-000025,대륙3길,35.837222,128.566732,,무료
153-1-000026,대명남로 (4),35.83554,128.576548,,무료
153-1-000027,대명남로 (5),35.835628,128.576759,,무료
153-1-000028,대명남로(1),35.834291,128.561562,,무료
153-1-000029,대명남로(2),35.834836,128.567606,,무료
153-1-000030,대명남로(3),35.834928,128.568422,,무료
153-1-000031,대명로14길 (1),35.838146,128.564528,,무료
153-1-000032,대명로14길 (2),35.836718,128.564756,,무료
153-1-000033,대명로30길,35.837961,128.57393,,무료
153-1-000034,대명복개로 (1),35.840622,128.563784,,무료
153-1-000035,대명복개로 (2),35.84085,128.564128,,무료
153-1-000036,대명복개로 (3),35.841969,128.569515,,무료
153-1-000037,대명복개로 (4),35.842057,128.568885,,무료
153-1-000038,대명역센트럴엘리프아파트 (서),35.836179,128.562321,,무료
153-1-000039,대봉로 (1),35.852979,128.602848,,무료
153-1-000040,대봉로 (2),35.852908,128.60297,,무료
153-1-000041,대봉로18길,35.845778,128.605021,,무료
153-1-000042,대봉로30길,35.851897,128.603627,,무료
153-1-000043,대명1동행정복지센터앞1,35.840457,128.57441,,유료
153-1-000044,대명1동행정복지센터앞2,35.84061,128.574613,,유료
153-1-000045,두류공원로 (3),35.845854,128.568185,,무료
153-1-000046,두류공원로9길,35.84088,128.572307,,무료
153-1-000047,명덕로36길,35.855792,128.587872,,무료
153-1-000048,명덕로64길,35.85349592,128.60482943,대구 남구 명덕로64길 26,무료
153-1-000049,명덕로68길 (1),35.853538,128.606159,,무료
153-1-000050,명덕로68길 (2),35.853032,128.606614,,무료
153-1-000051,봉덕남로 (1),35.841555,128.595293,,무료
153-1-000052,봉덕남로 (2),35.8416,128.595666,,무료
153-1-000053,봉덕남로 (3),35.84362,128.593885,,무료
153-1-000054,봉덕로17길,35.845491,128.599634,,무료
153-1-000055,봉덕로1길,35.846153,128.59123,,무료
153-1-000056,봉덕로20길,35.843413,128.600851,,무료
153-1-000057,봉덕로21길 (1),35.845903,128.600993,,유료
153-1-000058,봉덕로21길 (2),35.845968,128.601124,,유료
153-1-000059,봉덕로2길,35.844384,128.591257,,무료
153-1-000060,봉덕로5길,35.846055,128.593061,,무료
153-1-000061,봉덕로6길 (1),35.843849,128.590944,,무료
153-1-000062,봉덕로6길 (2),35.843603,128.592107,,무료
153-1-000063,봉덕로6길 (3),35.84426,128.592378,,무료
153-1-000064,봉덕로6길 (4),35.84461,128.592421,대구 남구 봉덕로6길 10-10,무료
153-1-000066,안지랑로 (1),35.836105,128.571292,,무료
153-1-000067,안지랑로 (2),35.836081,128.57142,,무료
153-1-000068,안지랑로17길,35.837174,128.570443,,무료
153-1-000069,안지랑로18길,35.83802,128.5721,,무료
153-1-000070,안지랑로20길 (1),35.838321,128.574265,,무료
153-1-000071,안지랑로20길 (2),35.837488,128.574592,,무료
153-1-000072,안지랑로5길,35.832931,128.565885,,무료
153-1-000073,안지랑로6길,35.832945,128.572512,,무료
153-1-000074,안지시장 1길,35.837488,128.575954,,무료
153-1-000075,영대병원정문 (1),35.846154,128.589488,,유료
153-1-000076,영대병원정문 (2),35.846074,128.589052,,유료
153-1-000077,영선시장1길 (1),35.850918,128.59097,,무료
153-1-000078,영선시장1길 (2),35.85187,128.591223,,무료
153-1-000079,용두방천1길,35.853712,128.60703,,무료
153-1-000080,용두방천2길,35.845749,128.60567,,무료
153-1-000081,용두방천4길 (1),35.840056,128.605738,,무료
153-1-000082,용두방천4길 (2),35.838624,128.605354,,무료
153-1-000083,이천동행정복지센터 앞,35.853838,128.599413,,무료
153-1-000084,이천로,35.846757,128.598375,,무료
153-1-000085,이천로19길 (1),35.850698,128.59419,,무료
153-1-000086,이천로19길 (2),35.849825,128.596191,,무료
153-1-000087,이천로1길 (1),35.842169,128.593956,,무료
153-1-000088,이천로1길 (2),35.842086,128.594731,,무료
153-1-000089,이천로28길 (1),35.854626,128.601411,,유료
153-1-000090,이천로28길 (2),35.854717,128.601096,,유료
153-1-000091,이천로5길,35.843233,128.595293,,무료
153-1-000092,자유3길,35.838648,128.581307,,무료
153-1-000093,자유6길,35.836853,128.584092,,무료
153-1-000094,자유길(1),35.840343,128.584256,,무료
153-1-000095,자유길(2),35.838861,128.585017,,무료
153-1-000096,장천1길,35.839768,128.577204,,무료
153-1-000097,중앙대로22길,35.843027,128.594504,,무료
153-1-000098,중앙대로32길 (1),35.847467,128.594722,,무료
153-1-000099,중앙대로32길 (2),35.847551,128.594801,,무료
153-1-000100,중앙대로51길 (1),35.856273,128.589187,,무료
153-1-000101,큰골5길,35.838814,128.582094,,무료
153-1-000102,큰골9길,35.834493,128.583643,,무료
153-1-000103,큰골길 (1),35.83746,128.577981,,무료
153-1-000104,큰골길 (2),35.838188,128.577406,대구 남구 큰골길 13,무료
153-1-000105,현충로15길,35.838658,128.579062,,무료
153-1-000106,현충로16길,35.839187,128.581321,,무료
153-1-000107,현충로26길,35.843835,128.58479,,무료
153-1-000109,희망로3길,35.849701,128.599174,,무료
153-1-000110,희망로7길 (1),35.848482,128.60259,,무료
153-1-000111,희망로7길 (2),35.848315,128.602679,,무료
153-2-000001,청소년 블루존 제2공영주차장,35.85577,128.587552,,유료
153-2-000002,청소년 블루존 제1공영주차장,35.855766,128.589556,,유료
153-2-000003,양지로 공영주차장,35.850983,128.578903,,유료
153-2-000004,앞산 행복마을 공영주차장,35.833687,128.571152,,무료
153-2-000005,앞산 카페거리 공영주차장,35.836391,128.579387,,유료
153-2-000006,앞산 맛둘레길 제3주차장,35.832257,128.567849,,무료
153-2-000007,앞산 맛둘레길 제2주차장,35.83016,128.573853,,무료
153-2-000008,앞산 맛둘레길 제1주차장,35.831478,128.574427,,무료
153-2-000009,앞산공원 공영주차장,35.831673,128.588653,,유료
153-2-000010,안지랑곱창 제2공영주차장,35.836032,128.57426,,유료
153-2-000011,안지랑곱창 제1공영주차장,35.838481,128.576195,,무료
153-2-000012,성당시장 공영주차장,35.849624,128.57364,,유료
153-2-000013,삼정골 2공영주차장,35.836041,128.594956,,무료
153-2-000014,삼정골 1공영주차장,35.837941,128.594764,,무료
153-2-000015,봉삼 공영주차장,35.842791,128.597165,,유료
153-2-000016,봉명 공영주차장,35.845521,128.59577,,유료
153-2-000017,봉덕시장 공영주차장,35.845073,128.602484,,유료
153-2-000018,무료주차장,35.847222,128.596874,,무료
153-2-000019,무료주차장,35.846368,128.597159,,무료
153-2-000020,바다맛길 공영주차장,35.840405,128.560426,,무료
153-2-000021,대명시장 공영주차장,35.858242,128.576501,,유료
153-2-000022,대명2동 공영주차장,35.855122,128.589157,,유료
153-2-000023,관문시장 제2공영유료주차장,35.833863,128.558586,,유료
153-2-000024,관문시장 제1공영유료주차장,35.836017,128.558943,,유료
153-2-000025,고산골 공영주차장,35.829817,128.603536,,유료
153-2-000026,충혼탑 주차장,35.832888,128.585092,,무료
153-2-000027,영선신시장 공영유료주차장,35.852584,128.593764,,유료
153-2-000028,마을단위 무료주차장(봉덕2동),35.843828,128.601842,,무료
153-2-000029,마을단위 무료주자창(남구청 북청),35.846555,128.597272,,무료
153-2-000030,대명중앙시장 공영주차장,35.836926,128.568405,,유료
153-2-000031,마을단위 무료주차장(대명4동),35.845368,128.574002,,무료
153-2-000032,마을단위 무료주차장(대명1동),35.84093,128.577631,,무료
153-2-000033,강당골 공영주차장,35.832482,128.598511,,유료
153-2-000034,무료주차장(2000배 행복마을3),35.854176,128.603894,,무료
153-2-000035,무료주차장(2000배 행복마을2),35.853294,128.604329,,무료
153-2-000036,공영 주차장(2000배 행복마을1),35.853048,128.598981,,무료
153-2-000037,공한지 무료주차장,35.831,128.563147,,무료
153-2-000038,공한지 무료주차장,35.831928,128.603251,,무료
153-2-000039,대구 남구 대명10동 1609-28번지 주차장,35.840694,128.566157,,무료
153-2-000040,공한지 무료주차장,35.844885,128.574348,,무료
153-2-000041,임시 공영주차장(공한지),35.842185,128.572953,,무료
153-2-000042,임시 공영주차장(공한지),35.843831,128.579339,,무료
153-2-000044,공한지 무료주차장,35.84686,128.578303,,무료
153-2-000045,임시 공영주차장(공한지),35.849303,128.57769,,무료
153-2-000046,임시 공영주차장(공한지),35.849728,128.577575,,무료
153-2-000047,임시 공영주차장(공한지),35.845493,128.576278,,무료
153-2-000048,임시 공영주차장(공한지),35.847194,128.575557,,무료
153-2-000049,임시 공영주차장(공한지),35.844481,128.589953,,무료
153-2-000050,공한지 무료주차장,35.841889,128.590212,,무료
153-2-000051,임시 공영주차장(공한지),35.836789,128.58405,,무료
153-2-000052,공한지 무료주차장,35.837217,128.576701,,무료
153-2-000053,공한지 무료주차장,35.846663,128.602386,,무료
153-2-000054,공한지 무료주차장,35.840507,128.603825,,무료
153-2-000055,공한지 무료주차장,35.832995,128.603673,,무료
153-2-000056,공한지 무료주차장,35.842763,128.602951,,무료
153-2-000057,임시 공영주차장(공한지),35.837369,128.596862,,무료
153-2-000058,임시 공영주차장(공한지),35.84788,128.6037,,무료
153-2-000059,임시 공영주차장(공한지),35.831702,128.56159,,무료
153-2-000060,무료주차장(공한지),35.837761,128.56764,,무료
153-2-000061,무료주차장(공한지),35.852161,128.59667,,무료
153-2-000062,무료 주차장(공한지),35.8376,128.580698,,무료
153-2-000063,임시 공영주차장,35.832363,128.60458,,무료
153-2-000064,대명4동 제2공영주차장,35.849004,128.576735,,무료
153-2-000065,대명1동 제2공영주차장,35.842555,128.578759,,무료
153-2-000066,대명4동 제3공영주차장,35.847097,128.571537,,무료
153-2-000067,앞산빨래터 공원 공영주차장(올인),35.832743,128.565441,,유료
153-2-000101,고산골타워 공영주차장,35.830403,128.603088,,유료
154-1-000001,3공단로(1),35.893612,128.556943,,무료
154-1-000002,3공단로(2),35.8969,128.564269,,무료
154-1-000003,3공단로(3),35.899449,128.569858,,무료
154-1-000004,3공단로(4),35.901982,128.575519,,무료
154-1-000005,3공단로(5),35.900412,128.570334,,무료
154-1-000006,3공단로1 공영주차장,35.894061,128.569807,,유료
154-1-000007,3공단로2 공영주차장,35.897103,128.575444,,유료
154-1-000008,3공단로44길,35.900917,128.575637,,무료
154-1-000009,KT대구고성빌딩동측,35.881634,128.582325,,무료
154-1-000010,가산어린이공원북측,35.93741,128.545548,,무료
154-1-000011,검단공단로,35.910635,128.613922,,무료
154-1-000012,검단동로,35.914184,128.624917,,무료
154-1-000013,검단로,35.916316,128.630181,,무료
154-1-000014,검단로(2),35.905233,128.616433,,무료
154-1-000015,검단로27길,35.909272,128.621532,,무료
154-1-000016,경대로17길,35.892496,128.614842,,무료
154-1-000017,경대로19길,35.889468,128.617398,,무료
154-1-000018,경대로23길(1),35.893354,128.616189,,무료
154-1-000019,경대로23길(2),35.890881,128.6183,,무료
154-1-000020,경대로27길(1),35.894023,128.617621,,무료
154-1-000021,경대로27길(2),35.891627,128.620652,,무료
154-1-000022,경대로5길,35.884674,128.61034,,무료
154-1-000023,경대로7길(1),35.886118,128.606121,,무료
154-1-000024,경대로7길(2),35.88561,128.612719,,무료
154-1-000025,경북대기숙사G동남측,35.886253,128.611491,,무료
154-1-000026,경북대정문서측(1),35.885717,128.613569,,무료
154-1-000027,경진로(1),35.894552,128.615341,,무료
154-1-000028,경진로(2),35.891593,128.619767,,무료
154-1-000029,경진로1길,35.896073,128.6159,,무료
154-1-000030,고성로31길,35.881512,128.583686,,무료
154-1-000031,고성북로(1),35.883397,128.583452,,무료
154-1-000032,고성북로(2),35.882335,128.581395,,무료
154-1-000033,고성북로(3),35.882493,128.582372,,무료
154-1-000034,고성북로(4),35.883173,128.582461,,무료
154-1-000035,고성북로(5),35.883514,128.582544,,무료
154-1-000036,고성북로(6),35.883871,128.582597,,무료
154-1-000037,고성북로(7),35.883371,128.582132,,무료
154-1-000038,칠성시장서편,35.877056,128.601448,,유료
154-1-000040,공평로(3),35.87531,128.601203,,무료
154-1-000041,관음동 민원주차,35.944183,128.547448,,무료
154-1-000042,관음동 신락공원,35.944514,128.54489,,무료
154-1-000056,관음동로(1),35.934111,128.547924,,무료
154-1-000057,관음동로(2),35.938146,128.547197,,무료
154-1-000058,관음동로(3),35.9395,128.547305,,무료
154-1-000059,관음동로(4),35.946036,128.546773,,무료
154-1-000060,관음동로31길,35.945653,128.545796,,무료
154-1-000061,관음동로32길,35.946953,128.547876,,무료
154-1-000062,관음동로9길(1),35.938259,128.545104,,무료
154-1-000063,관음동로9길(2),35.936926,128.546288,,무료
154-1-000064,관음동로9길(3),35.937208,128.544753,,무료
154-1-000065,관음동일성빌동측,35.938027,128.545964,,무료
154-1-000066,관음중앙로(1),35.944923,128.546559,,무료
154-1-000067,관음중앙로(3),35.937912,128.544377,,무료
154-1-000068,관음중앙로17길(1),35.944264,128.543477,,무료
154-1-000069,관음중앙로17길(2),35.9428,128.543543,,무료
154-1-000070,관음중앙로17길(3),35.942743,128.543997,,무료
154-1-000071,관음중앙로17길(4),35.942669,128.544399,,무료
154-1-000072,관음중앙로21길(1),35.94439,128.544059,,무료
154-1-000073,관음중앙로21길(2),35.944054,128.544346,,무료
154-1-000074,관음중앙로21길(3),35.943894,128.544753,,무료
154-1-000075,관음중앙로25길,35.945159,128.545032,,무료
154-1-000076,관음중앙로29길(1),35.947162,128.547691,,무료
154-1-000077,관음중앙로29길(3),35.945933,128.548971,,무료
154-1-000078,관음중앙로32길,35.942222,128.548264,,무료
154-1-000079,관음중앙로33길(1),35.946264,128.549824,,무료
154-1-000080,관음중앙로33길(2),35.946169,128.549361,,무료
154-1-000081,관음중앙로7길,35.938231,128.542923,,무료
154-1-000082,관음초등학교남측,35.939688,128.546496,,무료
154-1-000083,한국농어촌공사앞,35.931737,128.556684,,유료
154-1-000084,구암로(2),35.931545,128.563764,,유료
154-1-000085,노곡로,35.9064,128.563109,,무료
154-1-000086,노곡로3길,35.905415,128.562706,,무료
154-1-000087,노원동로,35.893949,128.574587,,유료
154-1-000088,노원동로7길,35.895452,128.575538,,무료
154-1-000091,풍국면앞,35.891895,128.565952,,유료
154-1-000092,노원로(4),35.900408,128.58397,,무료
154-1-000093,노원로(5),35.899832,128.577496,,무료
154-1-000094,노원로10길(1),35.891856,128.569401,,유료
154-1-000095,노원로10길(2),35.891288,128.572121,,유료
154-1-000096,노원로10길(3),35.890711,128.574643,,유료
154-1-000097,노원로10길(4),35.890433,128.575693,,무료
154-1-000098,노원로17길(1),35.896155,128.570102,,무료
154-1-000099,노원로17길(2),35.896526,128.570796,,무료
154-1-000100,노원로25길,35.901463,128.571338,,무료
154-1-000101,노원로26길,35.895686,128.576791,,무료
154-1-000102,노원로42길,35.898389,128.582663,,무료
154-1-000103,노원로9길,35.894138,128.566617,,무료
154-1-000104,대구시체육복지센터앞,35.880013,128.587734,,유료
154-1-000105,대구시민운동장북측,35.883134,128.587865,,무료
154-1-000106,대구시민운동장서측,35.882385,128.585611,,무료
154-1-000107,대구시티병원남측,35.893292,128.619395,,무료
154-1-000108,대구오토월드동측,35.897909,128.573804,,무료
154-1-000109,대구체육관로10길,35.891719,128.603934,,무료
154-1-000110,대동로6길,35.896194,128.60949,,무료
154-1-000111,대동로8길,35.896577,128.608731,,무료
154-1-000112,대동로9길,35.896852,128.612205,,무료
154-1-000113,대불로5길,35.902246,128.611672,,무료
154-1-000115,대천어린이공원주변,35.939357,128.555211,,무료
154-1-000116,대학로(1),35.891645,128.607543,,무료
154-1-000117,경대북문건너,35.894594,128.611482,,유료
154-1-000118,대학로25길(1),35.895508,128.606148,,무료
154-1-000119,대학로25길(2),35.895519,128.608594,,무료
154-1-000120,대학로25길(3),35.895475,128.610019,,무료
154-1-000121,대현E편한세상아파트동측,35.881617,128.604148,,무료
154-1-000122,대현남로,35.880275,128.604249,,무료
154-1-000123,대현남로8길,35.881711,128.608232,,무료
154-1-000124,대현남로9길,35.882714,128.607062,,무료
154-1-000125,대현뜨란채102동서측,35.879917,128.605098,,무료
154-1-000126,대현로10길,35.88383,128.603679,,무료
154-1-000127,대현로13길,35.885352,128.607242,,무료
154-1-000128,대현로15길(1),35.88465,128.606289,,무료
154-1-000129,대현로16길,35.883423,128.6062,,무료
154-1-000130,대현로21길(1),35.885264,128.606465,,무료
154-1-000131,대현로21길(2),35.884118,128.609449,,무료
154-1-000132,대현로21길(3),35.883612,128.611081,,무료
154-1-000133,대현로3길,35.887579,128.602904,,무료
154-1-000134,대현로9길(1),35.887929,128.604154,,무료
154-1-000135,대현로9길(2),35.886641,128.605152,,무료
154-1-000136,동북로57길,35.895117,128.623991,,무료
154-1-000137,동서리치모아동측,35.92379,128.598426,,무료
