statId,statNm,addr,lat,lng,chgerId,chgerType,output,useTime,busiNm,parkingFree,delYn,fetchedAt,lat_f,lng_f,dist_m,complex_id,complex_name,cohort
KP003224,오페라코오롱하늘채,대구광역시 북구 칠성동2가 중앙대로 540,35.880958,128.59745,02,02,7,,한국전기차충전서비스,Y,N,2026-07-25T20:38:50+09:00,35.880958,128.59745,323.2633157983169,APT2025-07,대구역자이더스타,2025
CV001592,칠성공영주차장,대구광역시 북구 칠성남로 196,35.87611,128.60166099,03,04,100,24시간 이용가능,채비,N,N,2026-07-25T20:38:50+09:00,35.87611,128.60166099,338.29244421989705,APT2025-07,대구역자이더스타,2025
IN053057,오페라코오롱하늘채,대구광역시 북구 중앙대로 540,35.881,128.597,02,02,7,24시간 이용가능,신세계아이앤씨,N,Y,2026-07-25T20:38:50+09:00,35.881,128.597,349.22081782386596,APT2025-07,대구역자이더스타,2025
PIS00580,대구 북구 오페라코오롱하늘채,대구광역시 북구 중앙대로 540,35.881,128.597,01,02,7,24시간 이용가능,GS차지비,Y,N,2026-07-25T20:38:50+09:00,35.881,128.597,349.22081782386596,APT2025-07,대구역자이더스타,2025
KP000230,롯데역사(주) 대구점,대구광역시 북구 태평로 161,35.87570569559,128.5968015716,01,06,50,주중/주말 : 24시간,한국전력,Y,N,2026-07-25T20:38:50+09:00,35.87570569559,128.5968015716,376.3208792065825,APT2025-07,대구역자이더스타,2025
NT100021,대구 오페라클레시아 오피스텔,대구광역시 북구 중앙대로 513,35.8790937,128.594754,05,02,7,24시간 이용가능,NICE인프라,N,N,2026-07-25T20:38:50+09:00,35.8790937,128.594754,411.8174631319307,APT2025-07,대구역자이더스타,2025
CV004108,농협경제지주 대구태평로공판장,대구광역시 중구 태평로 195,35.87467377,128.59964884,01,02,7,24시간 이용가능,채비,N,N,2026-07-25T20:38:50+09:00,35.87467377,128.59964884,420.85748371989337,APT2025-07,대구역자이더스타,2025
EV008877,대구중구 라이프아파트,대구광역시 중구 태평로 177,35.87486539,128.59764777,02,02,7,24시간 이용가능,에버온,N,N,2026-07-25T20:38:50+09:00,35.87486539,128.59764777,423.5437894998515,APT2025-07,대구역자이더스타,2025
JA270006,롯데백화점 대구점 지상 4층,대구광역시 중구 태평로 160,35.8754831,128.5962573,09,04,30,10:00 ~ 21:00,이브이시스,N,N,2026-07-25T20:38:50+09:00,35.8754831,128.5962573,425.89518743890125,APT2025-07,대구역자이더스타,2025
JA270007,롯데백화점 대구점 지상 3층,대구광역시 중구 태평로 160,35.8754317,128.5962314,01,04,30,10:00 ~ 21:00,이브이시스,N,N,2026-07-25T20:38:50+09:00,35.8754317,128.5962314,431.79847577188815,APT2025-07,대구역자이더스타,2025
HM001672,우방플러스빌,대구광역시 북구 중앙대로105길 17,35.8803793,128.5944033,01,02,7,24시간 이용가능,휴맥스이브이,Y,N,2026-07-25T20:38:50+09:00,35.8803793,128.5944033,487.0996403610938,APT2025-07,대구역자이더스타,2025
EV017808,대구북구 대현e-편한세상 1,대구광역시 북구 대현로10길 82,35.8808524,128.6038144,02,02,7,24시간 이용가능,에버온,N,N,2026-07-25T20:38:50+09:00,35.8808524,128.6038144,490.360674695008,APT2025-07,대구역자이더스타,2025
EV017809,대구북구 대현e-편한세상 2,대구광역시 북구 대현로10길 82,35.8809524,128.60375,01,02,7,24시간 이용가능,에버온,N,N,2026-07-25T20:38:50+09:00,35.8809524,128.60375,491.727493613819,APT2025-07,대구역자이더스타,2025
IN053035,경남센트로팰리스,대구광역시 중구 태평로 47,35.8778,128.5837,04,02,7,24시간 이용가능,신세계아이앤씨,N,N,2026-07-25T20:38:50+09:00,35.8778,128.5837,147.84648415766966,APT2025-08,힐스테이트대구역퍼스트,2025
TS272303,대구역오페라W아파트,대구광역시 북구 칠성남로 50,35.878831,128.585665,23,02,7,24시간 이용가능,주식회사 태성콘텍,Y,N,2026-07-25T20:38:50+09:00,35.878831,128.585665,169.28272183486231,APT2025-08,힐스테이트대구역퍼스트,2025
TS272304,대구역오페라W오피스텔,대구광역시 북구 칠성남로 50,35.878866,128.585665,01,02,7,24시간 이용가능,주식회사 태성콘텍,Y,N,2026-07-25T20:38:50+09:00,35.878866,128.585665,173.07731655177486,APT2025-08,힐스테이트대구역퍼스트,2025
KP004863,중구보건소,대구광역시 중구 태평로 45,35.877879698,128.58331865,01,04,100,09:00~18:00,한국전력,Y,N,2026-07-25T20:38:50+09:00,35.877879698,128.58331865,183.20111739179936,APT2025-08,힐스테이트대구역퍼스트,2025
PC001286,대구역센트럴자이,대구광역시 중구 서성로 99,35.875656009,128.58627088,18,02,7,24시간 이용가능,아이파킹,Y,N,2026-07-25T20:38:50+09:00,35.875656009,128.58627088,209.64943920931472,APT2025-08,힐스테이트대구역퍼스트,2025
LU101555,대구오페라스위첸,대구광역시 북구 칠성남로 70,35.8788421,128.5874605,06,02,7,24시간 이용가능,LG유플러스볼트업,Y,N,2026-07-25T20:38:50+09:00,35.8788421,128.5874605,259.87734548851853,APT2025-08,힐스테이트대구역퍼스트,2025
UN000145,대구역제일풍경채위너스카이 아파트,대구광역시 중구 달성로26길 70,35.8750648,128.5861724,28,02,3,평일 09:00~18:00,유니이브이,N,N,2026-07-25T20:38:50+09:00,35.8750648,128.5861724,267.2809454454148,APT2025-08,힐스테이트대구역퍼스트,2025
UN000154,대구역제일풍경채위너스카이 오피스텔,대구광역시 중구 달성로26길 70,35.8750648,128.5861724,01,02,3,평일 09:00~18:00,유니이브이,N,N,2026-07-25T20:38:50+09:00,35.8750648,128.5861724,267.2809454454148,APT2025-08,힐스테이트대구역퍼스트,2025
HM000355,대구역센트럴자이,대구광역시 중구 서성로 99,35.875784681,128.58772767,03,02,7,24시간 이용가능,HUMAX EV,N,N,2026-07-25T20:38:50+09:00,35.875784681,128.58772767,283.3989204984026,APT2025-08,힐스테이트대구역퍼스트,2025
PW010042,(급속)대구역센트럴자이,대구광역시 중구 서성로 99,35.87543911229,128.5874092084,02,06,50,24시간 이용가능,파워큐브,Y,N,2026-07-25T20:38:50+09:00,35.87543911229,128.5874092084,288.31064427317233,APT2025-08,힐스테이트대구역퍼스트,2025
ER000384,대구역센트럴자이,대구광역시 중구 서성로 99,35.8754432,128.5875323,07,02,7,24시간 이용가능,위브이,Y,N,2026-07-25T20:38:50+09:00,35.8754432,128.5875323,295.605260791568,APT2025-08,힐스테이트대구역퍼스트,2025
PW015099,대구역센트럴자이(SP),대구광역시 중구 서성로 99,35.8754432,128.5875323,01,02,7,24시간 이용가능,파워큐브(SP),Y,N,2026-07-25T20:38:50+09:00,35.8754432,128.5875323,295.605260791568,APT2025-08,힐스테이트대구역퍼스트,2025
PIH00945,대구역센트럴자이아파트,대구광역시 중구 서성로 99,35.875443162,128.5875323,03,02,3,24시간 이용가능,GS차지비,Y,N,2026-07-25T20:38:50+09:00,35.875443162,128.5875323,295.6082875918641,APT2025-08,힐스테이트대구역퍼스트,2025
PW801539,대구역센트럴자이 입주자대표회의(SPB),대구광역시 중구 서성로 99,35.875443162,128.5875323,02,02,7,24시간 이용가능,파워큐브(SP),Y,N,2026-07-25T20:38:50+09:00,35.875443162,128.5875323,295.6082875918641,APT2025-08,힐스테이트대구역퍼스트,2025
SF002932,대구역센트럴자이 (완속충전기),대구광역시 중구 서성로 99,35.875443162,128.5875323,00,02,11,09:00~18:00,(주)스타코프,N,N,2026-07-25T20:38:50+09:00,35.875443162,128.5875323,295.6082875918641,APT2025-08,힐스테이트대구역퍼스트,2025
CV004674,기아 대구지점,대구광역시 북구 칠성남로 71,35.879276,128.588495,01,02,7,08:00~20:00,채비,Y,N,2026-07-25T20:38:50+09:00,35.879276,128.588495,363.08534162426326,APT2025-08,힐스테이트대구역퍼스트,2025
KP010627,대구복합스포츠타운 P1주차장,대구광역시 북구 고성로 191,35.8803174,128.5876054,02,04,100,"주중 08:00~19:00, 주말 09:00~18:00",한국전력,Y,N,2026-07-25T20:38:50+09:00,35.8803174,128.5876054,392.8863355405053,APT2025-08,힐스테이트대구역퍼스트,2025
LU100059,오페라센텀파크 서한이다음,대구광역시 북구 고성로37길 1,35.88099,128.584656,08,02,7,24시간 이용가능,LG유플러스볼트업,Y,N,2026-07-25T20:38:50+09:00,35.88099,128.584656,408.4657539072973,APT2025-08,힐스테이트대구역퍼스트,2025
ST271101,허니문모텔,대구광역시 중구 달성로21길 21,35.874925,128.58139,01,02,7,24시간 이용가능,SK일렉링크,Y,N,2026-07-25T20:38:50+09:00,35.874925,128.58139,439.40409502076295,APT2025-08,힐스테이트대구역퍼스트,2025
LU101324,고성아파트,대구광역시 북구 고성북로 3,35.8806791,128.5815704,01,02,7,24시간 이용가능,LG유플러스볼트업,Y,N,2026-07-25T20:38:50+09:00,35.8806791,128.5815704,496.714494704771,APT2025-08,힐스테이트대구역퍼스트,2025
IN053035,경남센트로팰리스,대구광역시 중구 태평로 47,35.8778,128.5837,04,02,7,24시간 이용가능,신세계아이앤씨,N,N,2026-07-25T20:38:50+09:00,35.8778,128.5837,147.84648415766966,APT2025-09,힐스테이트대구역퍼스트2차,2025
TS272303,대구역오페라W아파트,대구광역시 북구 칠성남로 50,35.878831,128.585665,23,02,7,24시간 이용가능,주식회사 태성콘텍,Y,N,2026-07-25T20:38:50+09:00,35.878831,128.585665,169.28272183486231,APT2025-09,힐스테이트대구역퍼스트2차,2025
TS272304,대구역오페라W오피스텔,대구광역시 북구 칠성남로 50,35.878866,128.585665,01,02,7,24시간 이용가능,주식회사 태성콘텍,Y,N,2026-07-25T20:38:50+09:00,35.878866,128.585665,173.07731655177486,APT2025-09,힐스테이트대구역퍼스트2차,2025
KP004863,중구보건소,대구광역시 중구 태평로 45,35.877879698,128.58331865,01,04,100,09:00~18:00,한국전력,Y,N,2026-07-25T20:38:50+09:00,35.877879698,128.58331865,183.20111739179936,APT2025-09,힐스테이트대구역퍼스트2차,2025
PC001286,대구역센트럴자이,대구광역시 중구 서성로 99,35.875656009,128.58627088,18,02,7,24시간 이용가능,아이파킹,Y,N,2026-07-25T20:38:50+09:00,35.875656009,128.58627088,209.64943920931472,APT2025-09,힐스테이트대구역퍼스트2차,2025
LU101555,대구오페라스위첸,대구광역시 북구 칠성남로 70,35.8788421,128.5874605,06,02,7,24시간 이용가능,LG유플러스볼트업,Y,N,2026-07-25T20:38:50+09:00,35.8788421,128.5874605,259.87734548851853,APT2025-09,힐스테이트대구역퍼스트2차,2025
UN000145,대구역제일풍경채위너스카이 아파트,대구광역시 중구 달성로26길 70,35.8750648,128.5861724,28,02,3,평일 09:00~18:00,유니이브이,N,N,2026-07-25T20:38:50+09:00,35.8750648,128.5861724,267.2809454454148,APT2025-09,힐스테이트대구역퍼스트2차,2025
UN000154,대구역제일풍경채위너스카이 오피스텔,대구광역시 중구 달성로26길 70,35.8750648,128.5861724,01,02,3,평일 09:00~18:00,유니이브이,N,N,2026-07-25T20:38:50+09:00,35.8750648,128.5861724,267.2809454454148,APT2025-09,힐스테이트대구역퍼스트2차,2025
HM000355,대구역센트럴자이,대구광역시 중구 서성로 99,35.875784681,128.58772767,03,02,7,24시간 이용가능,HUMAX EV,N,N,2026-07-25T20:38:50+09:00,35.875784681,128.58772767,283.3989204984026,APT2025-09,힐스테이트대구역퍼스트2차,2025
PW010042,(급속)대구역센트럴자이,대구광역시 중구 서성로 99,35.87543911229,128.5874092084,02,06,50,24시간 이용가능,파워큐브,Y,N,2026-07-25T20:38:50+09:00,35.87543911229,128.5874092084,288.31064427317233,APT2025-09,힐스테이트대구역퍼스트2차,2025
ER000384,대구역센트럴자이,대구광역시 중구 서성로 99,35.8754432,128.5875323,07,02,7,24시간 이용가능,위브이,Y,N,2026-07-25T20:38:50+09:00,35.8754432,128.5875323,295.605260791568,APT2025-09,힐스테이트대구역퍼스트2차,2025
PW015099,대구역센트럴자이(SP),대구광역시 중구 서성로 99,35.8754432,128.5875323,01,02,7,24시간 이용가능,파워큐브(SP),Y,N,2026-07-25T20:38:50+09:00,35.8754432,128.5875323,295.605260791568,APT2025-09,힐스테이트대구역퍼스트2차,2025
PIH00945,대구역센트럴자이아파트,대구광역시 중구 서성로 99,35.875443162,128.5875323,03,02,3,24시간 이용가능,GS차지비,Y,N,2026-07-25T20:38:50+09:00,35.875443162,128.5875323,295.6082875918641,APT2025-09,힐스테이트대구역퍼스트2차,2025
PW801539,대구역센트럴자이 입주자대표회의(SPB),대구광역시 중구 서성로 99,35.875443162,128.5875323,02,02,7,24시간 이용가능,파워큐브(SP),Y,N,2026-07-25T20:38:50+09:00,35.875443162,128.5875323,295.6082875918641,APT2025-09,힐스테이트대구역퍼스트2차,2025
SF002932,대구역센트럴자이 (완속충전기),대구광역시 중구 서성로 99,35.875443162,128.5875323,00,02,11,09:00~18:00,(주)스타코프,N,N,2026-07-25T20:38:50+09:00,35.875443162,128.5875323,295.6082875918641,APT2025-09,힐스테이트대구역퍼스트2차,2025
CV004674,기아 대구지점,대구광역시 북구 칠성남로 71,35.879276,128.588495,01,02,7,08:00~20:00,채비,Y,N,2026-07-25T20:38:50+09:00,35.879276,128.588495,363.08534162426326,APT2025-09,힐스테이트대구역퍼스트2차,2025
KP010627,대구복합스포츠타운 P1주차장,대구광역시 북구 고성로 191,35.8803174,128.5876054,02,04,100,"주중 08:00~19:00, 주말 09:00~18:00",한국전력,Y,N,2026-07-25T20:38:50+09:00,35.8803174,128.5876054,392.8863355405053,APT2025-09,힐스테이트대구역퍼스트2차,2025
LU100059,오페라센텀파크 서한이다음,대구광역시 북구 고성로37길 1,35.88099,128.584656,08,02,7,24시간 이용가능,LG유플러스볼트업,Y,N,2026-07-25T20:38:50+09:00,35.88099,128.584656,408.4657539072973,APT2025-09,힐스테이트대구역퍼스트2차,2025
ST271101,허니문모텔,대구광역시 중구 달성로21길 21,35.874925,128.58139,01,02,7,24시간 이용가능,SK일렉링크,Y,N,2026-07-25T20:38:50+09:00,35.874925,128.58139,439.40409502076295,APT2025-09,힐스테이트대구역퍼스트2차,2025
LU101324,고성아파트,대구광역시 북구 고성북로 3,35.8806791,128.5815704,01,02,7,24시간 이용가능,LG유플러스볼트업,Y,N,2026-07-25T20:38:50+09:00,35.8806791,128.5815704,496.714494704771,APT2025-09,힐스테이트대구역퍼스트2차,2025
CV000535,대구시_중구청,대구광역시 중구 국채보상로139길 1,35.869326,128.6061579,01,06,50,24시간 이용가능,채비,N,N,2026-07-25T20:38:50+09:00,35.869326,128.6061579,172.41114335343448,APT2025-10,힐스테이트동인,2025
CV001941,대구 중구청 주차장,대구광역시 중구 국채보상로139길 1,35.8699221,128.6057341,01,04,100,24시간 이용가능,채비,N,N,2026-07-25T20:38:50+09:00,35.8699221,128.6057341,178.35155842786583,APT2025-10,힐스테이트동인,2025
CV003570,대구시_동인동 행정복지센터,대구광역시 중구 국채보상로142길 19-5,35.867917,128.609132,01,02,7,24시간 이용가능,채비,N,N,2026-07-25T20:38:50+09:00,35.867917,128.609132,294.63374043947994,APT2025-10,힐스테이트동인,2025
DG110009,동인동행정복지센터,대구광역시 중구 국채보상로142길 19-5,35.867832,128.609096,01,02,,24시간 이용가능,대구환경공단,Y,N,2026-07-25T20:38:50+09:00,35.867832,128.609096,301.7036070929243,APT2025-10,힐스테이트동인,2025
PW801191,동인삼정그린코아 관리사무소(SP),대구광역시 중구 동덕로30길 53,35.86722285,128.60654157,06,02,7,24시간 이용가능,파워큐브(SP),Y,N,2026-07-25T20:38:50+09:00,35.86722285,128.60654157,355.0516325557936,APT2025-10,힐스테이트동인,2025
LU100941,동인태왕아너스라플란드아파트,대구광역시 중구 국채보상로151길 55,35.8709053,128.6115982,01,02,7,24시간 이용가능,LG유플러스볼트업,Y,N,2026-07-25T20:38:50+09:00,35.8709053,128.6115982,361.3055121393213,APT2025-10,힐스테이트동인,2025
PI202801,케이티대구타워,"대구광역시 중구 동덕로 167 (동인동2가, KT대구지사(동인동우체국))",35.8696115,128.603585,22,02,14,비개방,GS차지비,Y,N,2026-07-25T20:38:50+09:00,35.8696115,128.603585,374.9338569588192,APT2025-10,힐스테이트동인,2025
PC000552,경북대학교 의과대학(대구),대구광역시 중구 국채보상로 680,35.8677861,128.6046094,01,02,7,24시간 이용가능,파킹클라우드,Y,N,2026-07-25T20:38:50+09:00,35.8677861,128.6046094,390.93043831045003,APT2025-10,힐스테이트동인,2025
PI202733,케이티대구타워,대구광역시 중구 동덕로 167,35.8696592,128.6033867,02,02,7,비개방,GS차지비,Y,N,2026-07-25T20:38:50+09:00,35.8696592,128.6033867,391.48310721086165,APT2025-10,힐스테이트동인,2025
CV002471,국채보상운동기념공원주차장,대구광역시 중구 국채보상로 670,35.868889,128.60341,04,02,7,24시간 이용가능,채비,Y,N,2026-07-25T20:38:50+09:00,35.868889,128.60341,413.37835590125496,APT2025-10,힐스테이트동인,2025
ST271102,히로텔모텔(투숙객 전용),대구광역시 중구 국채보상로 657-12,35.870012,128.603037,01,02,7,24시간 이용가능,SK일렉링크,Y,N,2026-07-25T20:38:50+09:00,35.870012,128.603037,417.8744887560572,APT2025-10,힐스테이트동인,2025
KP002419,삼덕청아람리슈빌,대구광역시 중구 삼덕동3가 달구벌대로447길 77,35.8665057187,128.6064811551,03,02,7,,한국전기차충전서비스,Y,N,2026-07-25T20:38:50+09:00,35.8665057187,128.6064811551,433.39949769139764,APT2025-10,힐스테이트동인,2025
LU101290,삼덕청아람리슈빌,대구광역시 중구 달구벌대로447길 77,35.8663821,128.6064877,01,02,7,24시간 이용가능,LG유플러스볼트업,Y,N,2026-07-25T20:38:50+09:00,35.8663821,128.6064877,446.5969037980574,APT2025-10,힐스테이트동인,2025
PWE00145,삼덕청아람리슈빌아파트,대구광역시 중구 달구벌대로447길 77,35.866382084,128.60648773,04,02,3,24시간 이용가능,파워큐브,Y,N,2026-07-25T20:38:50+09:00,35.866382084,128.60648773,446.5979915211431,APT2025-10,힐스테이트동인,2025
PW014511,한국은행대구경북본부(SP),대구광역시 중구 동덕로 145,35.867939,128.6033679,01,02,7,09:00~18:00,파워큐브,Y,N,2026-07-25T20:38:50+09:00,35.867939,128.6033679,466.62123849881755,APT2025-10,힐스테이트동인,2025
CV003115,대구시_본동행정복지센터,대구광역시 달서구 구마로26길 62,35.834448,128.541055,01,02,7,24시간 이용가능,채비,Y,N,2026-07-25T20:38:50+09:00,35.834448,128.541055,159.6637533131386,APT2025-11,빌리브라디체,2025
EZ002091,대구공업대학교_위니텍,대구광역시 달서구 송현로 205,35.8351184,128.5419565,01,02,7,24시간 이용가능,(주)차지인,N,N,2026-07-25T20:38:50+09:00,35.8351184,128.5419565,203.20397192446939,APT2025-11,빌리브라디체,2025
PC001562,달서코아루더리브(대구),대구광역시 달서구 와룡로 42,35.8362882,128.5374954,04,02,7,24시간 이용가능,아이파킹,Y,N,2026-07-25T20:38:50+09:00,35.8362882,128.5374954,224.28126434586687,APT2025-11,빌리브라디체,2025
CV002144,올림픽기념국민생활관,대구광역시 달서구 학산로 130,35.8335919,128.5409839,02,04,100,24시간 이용가능,채비,Y,N,2026-07-25T20:38:50+09:00,35.8335919,128.5409839,230.69877022249887,APT2025-11,빌리브라디체,2025
EZ002092,대구공업대학교_평생교육원,대구광역시 달서구 송현로 205,35.835415,128.54285,01,02,7,24시간 이용가능,(주)차지인,Y,N,2026-07-25T20:38:50+09:00,35.835415,128.54285,281.32333769344984,APT2025-11,빌리브라디체,2025
KP003780,달서구노인종합복지관,대구광역시 달서구 학산로 140,35.833430625158,128.5417838845,01,06,50,24시간 이용가능,한국전력,Y,N,2026-07-25T20:38:50+09:00,35.833430625158,128.5417838845,286.82482385011104,APT2025-11,빌리브라디체,2025
PW101126,유림노르웨이아침아파트,대구광역시 달서구 구마로 97,35.837827286,128.5383658,05,02,7,24시간 이용가능,파워큐브,Y,N,2026-07-25T20:38:50+09:00,35.837827286,128.5383658,296.55087978751334,APT2025-11,빌리브라디체,2025
PW010451,유림노르웨이아침,대구광역시 달서구 구마로 97,35.8378288,128.5383673,03,02,7,24시간 이용가능,파워큐브(SP),Y,N,2026-07-25T20:38:50+09:00,35.8378288,128.5383673,296.6481064171088,APT2025-11,빌리브라디체,2025
PWE02950,유림노르웨이아침아파트,대구광역시 달서구 구마로 97,35.83783,128.53837,01,02,3,24시간 이용가능,파워큐브,Y,N,2026-07-25T20:38:50+09:00,35.83783,128.53837,296.66896959163205,APT2025-11,빌리브라디체,2025
LU101542,빌리브클라쎄아파트,대구광역시 달서구 와룡로 41,35.8364656,128.5363571,03,02,7,24시간 이용가능,LG유플러스볼트업,Y,N,2026-07-25T20:38:50+09:00,35.8364656,128.5363571,326.25647469556895,APT2025-11,빌리브라디체,2025
LU003218,주식회사청명건설,대구광역시 달서구 구마로 89,35.837841,128.537598,02,02,7,24시간 이용가능,LG유플러스볼트업,Y,N,2026-07-25T20:38:50+09:00,35.837841,128.537598,332.52447062486465,APT2025-11,빌리브라디체,2025
ME25C167,학산공원 삼거리 주차장,대구광역시 달서구 본동 1118,35.8324695,128.5386968,01,04,100,24시간 이용가능,기후부,Y,N,2026-07-25T20:38:50+09:00,35.8324695,128.5386968,338.91077581297185,APT2025-11,빌리브라디체,2025
LU004186,본리동한신아파트,대구광역시 달서구 와룡로14길 53,35.838306,128.540909,03,02,7,24시간 이용가능,LG유플러스볼트업,Y,N,2026-07-25T20:38:50+09:00,35.838306,128.540909,340.1604065062676,APT2025-11,빌리브라디체,2025
KP003772,학산근린공원삼거리주차장,대구광역시 달서구 학산로 104-11,35.832327247798,128.5385782094,01,06,50,24시간 이용가능,한국전력,Y,N,2026-07-25T20:38:50+09:00,35.832327247798,128.5385782094,357.1056842230155,APT2025-11,빌리브라디체,2025
HM001818,아카시아아파트,대구광역시 달서구 대명천로 153,35.8379774,128.5421457,01,02,7,24시간 이용가능,휴맥스이브이,Y,N,2026-07-25T20:38:50+09:00,35.8379774,128.5421457,359.9598310262577,APT2025-11,빌리브라디체,2025
BNBN0585,대구 새본리중학교,"대구 달서구 대명천로 167 (본리동, 새본리중학교)",35.8392164,128.540979,01,02,7,24시간 이용가능,블루네트웍스,N,N,2026-07-25T20:38:50+09:00,35.8392164,128.540979,439.0408123771695,APT2025-11,빌리브라디체,2025
IN053047,월성5단지아파트,대구광역시 달서구 구마로12길 89,35.8323,128.5364,01,02,7,24시간 이용가능,신세계아이앤씨,N,Y,2026-07-25T20:38:50+09:00,35.8323,128.5364,457.0707857959039,APT2025-11,빌리브라디체,2025
PIS00571,대구 달서구 월성5단지아파트,대구광역시 달서구 구마로12길 89,35.8323,128.5364,07,02,7,24시간 이용가능,GS차지비,Y,N,2026-07-25T20:38:50+09:00,35.8323,128.5364,457.0707857959039,APT2025-11,빌리브라디체,2025
EP190050,달서구 펠리체(한명화),대구광역시 달서구 와룡로16길 27-3,35.8394306,128.5385444,01,02,7,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,이카플러그,Y,N,2026-07-25T20:38:50+09:00,35.8394306,128.5385444,460.7125554875147,APT2025-11,빌리브라디체,2025
SF002583,달서유림 노르웨이숲 (완속충전기),대구광역시 달서구 와룡로 67,35.8387951,128.5362236,01,02,11,05:00~익일01:00,스타코프(주)스타코프,N,N,2026-07-25T20:38:50+09:00,35.8387951,128.5362236,492.31122337617825,APT2025-11,빌리브라디체,2025
SF001285,달서유림 노르웨이숲,대구광역시 달서구 와룡로 67,35.83879514,128.53622362,01,02,3,09:00~18:00,(주)스타코프,N,N,2026-07-25T20:38:50+09:00,35.83879514,128.53622362,492.3134765556704,APT2025-11,빌리브라디체,2025
LU100103,대구구병원,대구광역시 달서구 감삼북길 141,35.850682,128.541383,02,02,7,24시간 이용가능,LG유플러스볼트업,Y,N,2026-07-25T20:38:50+09:00,35.850682,128.541383,240.98795426600458,APT2025-12,해링턴플레이스감삼3차,2025
CV001529,빌리브스카이아파트,대구광역시 달서구 와룡로 186,35.849141,128.53825,01,02,7,24시간 이용가능(외부인출입불가),채비,N,N,2026-07-25T20:38:50+09:00,35.849141,128.53825,249.07869205881974,APT2025-12,해링턴플레이스감삼3차,2025
PL033046,빌리브 스카이 주상복합,대구광역시 달서구 와룡로 186,35.8497392,128.5380927,00,02,7,24시간 이용가능,플러그링크,N,N,2026-07-25T20:38:50+09:00,35.8497392,128.5380927,286.7841297266677,APT2025-12,해링턴플레이스감삼3차,2025
EZ001798,대구광역시교육연수원 본원,대구광역시 달서구 당산로 121,35.8481763,128.544184,02,02,7,24시간 이용가능,(주)차지인,Y,N,2026-07-25T20:38:50+09:00,35.8481763,128.544184,297.52692480039195,APT2025-12,해링턴플레이스감삼3차,2025
CV000799,아우디_서대구 전시장(코오롱아우토),대구광역시 달서구 와룡로 170,35.847781,128.537639,01,04,150,09:00~18:00,채비,Y,N,2026-07-25T20:38:50+09:00,35.847781,128.537639,307.34731091263416,APT2025-12,해링턴플레이스감삼3차,2025
PI794362,대구 달서구 빌리브죽전,대구광역시 달서구 달구벌대로 1581,35.8514336,128.5396172,02,02,7,24시간 이용가능,GS차지비,Y,N,2026-07-25T20:38:50+09:00,35.8514336,128.5396172,341.4988311786443,APT2025-12,해링턴플레이스감삼3차,2025
HY001776,대구 동화로즈빌,대구광역시 달서구 죽전1길 82,35.84964,128.5372,03,02,7,24시간 이용가능,현대엔지니어링,N,N,2026-07-25T20:38:50+09:00,35.84964,128.5372,356.1639143725594,APT2025-12,해링턴플레이스감삼3차,2025
HD000070,대구 서부 오토스퀘어 E-pit,대구광역시 달서구 달구벌대로 1599,35.8520778,128.5413128,01,04,200,24시간 이용가능,현대자동차,Y,N,2026-07-25T20:38:50+09:00,35.8520778,128.5413128,394.107850849729,APT2025-12,해링턴플레이스감삼3차,2025
KP000645,월드마크웨스트엔드 아파트,대구광역시 달서구 감삼동 와룡로 169,35.8487328275,128.5363908546,04,02,7,,한국전력,Y,N,2026-07-25T20:38:50+09:00,35.8487328275,128.5363908546,408.2819087397884,APT2025-12,해링턴플레이스감삼3차,2025
PWE02546,월드마크웨스트엔드아파트,대구광역시 달서구 와룡로 169,35.84873,128.53639,66,02,3,24시간 이용가능,파워큐브,Y,N,2026-07-25T20:38:50+09:00,35.84873,128.53639,408.34315902481535,APT2025-12,해링턴플레이스감삼3차,2025
PW801097,월드마크웨스트엔드입주자대표회의25(T),대구광역시 달서구 와룡로 169,35.8487323,128.5363891,21,02,7,24시간 이용가능,파워큐브코리아,Y,N,2026-07-25T20:38:50+09:00,35.8487323,128.5363891,408.4369098280813,APT2025-12,해링턴플레이스감삼3차,2025
HM001647,월드마크웨스트엔드상가,대구광역시 달서구 와룡로 169,35.8487323,128.5363891,04,02,7,24시간 이용가능,휴맥스이브이,Y,N,2026-07-25T20:38:50+09:00,35.8487323,128.5363891,408.4369098280813,APT2025-12,해링턴플레이스감삼3차,2025
HM001533,월드마크웨스트엔드,대구광역시 달서구 와룡로 169,35.848732309,128.53638907,01,02,7,24시간 이용가능,휴맥스이브이,Y,N,2026-07-25T20:38:50+09:00,35.848732309,128.53638907,408.4396604931675,APT2025-12,해링턴플레이스감삼3차,2025
PW014759,월드마크웨스트엔드입주자대표회의,대구광역시 달서구 와룡로 169,35.848732309,128.53638907,05,02,7,24시간 이용가능,파워큐브,Y,N,2026-07-25T20:38:50+09:00,35.848732309,128.53638907,408.4396604931675,APT2025-12,해링턴플레이스감삼3차,2025
PW100764,월드마크웨스트엔드,대구광역시 달서구 와룡로 169,35.848732309,128.53638907,01,02,7,24시간 이용가능,파워큐브코리아,Y,N,2026-07-25T20:38:50+09:00,35.848732309,128.53638907,408.4396604931675,APT2025-12,해링턴플레이스감삼3차,2025
