statId,as_of_ts,statNm,addr,lat,lng,coord_ok,total_chargers,available_count,observed_count,unobserved_count,availability_ratio_observed,unobserved_rate,has_confirmed_available,status_age_minutes,reliability_grade,observation_age_minutes,observation_grade,reliability_grade_effective,observation_state,is_operating_now,limitYn,access_restricted,name_suggests_residential,recommend_public_default,usage_level,sessions_per_charger,usage_weekday_avg,usage_weekend_avg,usage_charger_type,history_observed,eta_minutes,poi_count_1km,nearest_parking_m,parking_remaining_spaces,parking_total_spaces,parking_occupancy_rate,parking_congestion_status,parking_matched_id,parking_has_realtime,parking_remaining_std_1h,parking_remaining_delta_1h,parking_realtime_ticks_1h,parking_is_mock,parking_source,nearest_incident_m,nearest_link_id,nearest_link_m,link_speed_kph,link_cong_grade,link_cong_grade_nm,traffic_is_mock,traffic_source,source_status,schema_version
CV001710,2026-07-31T08:12:11+09:00,용산1공영주차장,대구광역시 달서구 용산로 212-7,35.8569574,128.5313916,True,1,0,0,1,,1.0,False,,CHECK_REQUIRED,,CHECK_REQUIRED,CHECK_REQUIRED,UNOBSERVED,Y,N,False,False,True,,,,,,False,,1,12.8,,,,,156-2-000060,False,,,,False,team5_pis,,1560074802.0,200.5,27.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
CV002620,2026-07-31T08:12:11+09:00,티스테이션 달서점,대구광역시 달서구 와룡로 287,35.858501,128.537055,True,1,1,1,0,1.0,0.0,True,41.61666666666667,CHECK_REQUIRED,40.13333333333333,CHECK_REQUIRED,CHECK_REQUIRED,STALE,N,N,False,False,True,,,,,,False,,1,120.5,,,,,156-2-000073,False,,,,False,team5_pis,,1520005100.0,69.1,27.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
CV003042,2026-07-31T08:12:11+09:00,대구소방안전본부,대구광역시 달서구 와룡로49길 30,35.8546135,128.5356894,True,2,0,2,0,0.0,0.0,False,16.583333333333332,CHECK_REQUIRED,10.016666666666667,NORMAL,NORMAL,NORMAL,Y,N,False,False,True,,,,,,False,,1,105.8,,,,,156-2-000098,False,,,,False,team5_pis,,1560064702.0,349.3,26.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
CV003093,2026-07-31T08:12:11+09:00,대구시_용산1동행정복지센터,대구광역시 달서구 용산로 212-7,35.856667,128.531222,True,1,1,1,0,1.0,0.0,True,436.55,CHECK_REQUIRED,431.4,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,N,False,False,True,많음,1.607235142118863,1.6133333333333333,1.5862068965517242,완속,True,,1,40.0,,,,,156-2-000060,False,,,,False,team5_pis,,1560074801.0,232.9,27.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
CV003283,2026-07-31T08:12:11+09:00,대구의료원라파엘관,대구광역시 서구 평리로 157,35.859030275,128.53919495,True,3,3,3,0,1.0,0.0,True,576.5166666666667,CHECK_REQUIRED,574.0833333333334,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,N,False,False,True,,,,,,False,,1,116.5,,,,,152-1-000046,False,,,,False,team5_pis,,1560064702.0,238.4,26.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
DC530006,2026-07-31T08:12:11+09:00,죽전역에일린의뜰 야외주차장,대구광역시 달서구 와룡로 254,35.853804283,128.53908445,True,15,14,15,0,0.9333333333333332,0.0,True,60.016666666666666,CHECK_REQUIRED,50.15,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,N,False,False,True,,,,,,False,,1,408.6,,,,,156-2-000098,False,,,,False,team5_pis,,1560005001.0,305.8,29.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
DC530007,2026-07-31T08:12:11+09:00,죽전역에일린의뜰 103동,대구광역시 달서구 와룡로 254,35.854692101,128.53854261,True,4,4,4,0,1.0,0.0,True,249.9833333333333,CHECK_REQUIRED,240.88333333333333,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,N,False,False,True,,,,,,False,,1,329.4,,,,,156-2-000098,False,,,,False,team5_pis,,1560064702.0,316.3,26.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
DC530008,2026-07-31T08:12:11+09:00,죽전역에일린의뜰 105동,대구광역시 달서구 와룡로 254,35.855524023,128.53849504,True,5,3,5,0,0.6,0.0,True,105.01666666666668,CHECK_REQUIRED,100.5,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,N,False,False,True,,,,,,False,,1,294.8,,,,,156-2-000073,False,,,,False,team5_pis,,1560064702.0,228.2,26.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
DC530009,2026-07-31T08:12:11+09:00,죽전역에일린의뜰 111동,대구광역시 달서구 와룡로 254,35.856250571,128.53893526,True,11,10,11,0,0.9090909090909092,0.0,True,70.01666666666667,CHECK_REQUIRED,60.18333333333333,CHECK_REQUIRED,CHECK_REQUIRED,STALE,Y,N,False,False,True,,,,,,False,,1,271.0,,,,,156-2-000073,False,,,,False,team5_pis,,1560064702.0,183.7,26.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
KP001614,2026-07-31T08:12:11+09:00,동화로즈빌,대구광역시 달서구 죽전동 죽전1길 81,35.8531437132,128.5381717655,True,1,0,0,1,,1.0,False,,CHECK_REQUIRED,,CHECK_REQUIRED,CHECK_REQUIRED,UNOBSERVED,UNKNOWN,Y,True,False,False,,,,,,False,,1,379.5,,,,,156-2-000098,False,,,,False,team5_pis,,1560005001.0,249.9,29.0,1.0,원활,False,utic,sandbox_series,station_feature_v1
