matched_id,parking_name,parking_addr,parking_type,parking_spaces,statId,charger_name,charger_addr,limitYn,distance_m,name_match,address_number_match,evidence_grade,evidence
156-2-000035,월촌공원 공영주차장,대구시 달서구 상인동 1559,공영,145,CV002012,월촌공영주차장,대구광역시 달서구 상인로 68-4,N,1.4,False,False,LIKELY,좌표 거리 1.4m
156-2-000035,월촌공원 공영주차장,대구시 달서구 상인동 1559,공영,145,CV000503,대구시_월촌공원주차장,대구광역시 달서구 상인로 68-4,N,1.5,False,False,LIKELY,좌표 거리 1.5m
154-2-000034,유통단지공원 공영주차장,대구광역시 북구 산격동 1615,공영,58,CV001122,시설공단대구_신기 공영주차장,대구광역시 북구 유통단지로13길 13-11,N,2.8,False,False,LIKELY,좌표 거리 2.8m
156-2-000012,도원동 마을공영주차장,대구시 달서구 도원동 668-10,공영,11,ME19E215,월광수변공원,대구광역시 달서구 도원동 928,N,3.4,False,False,LIKELY,좌표 거리 3.4m
154-1-000207,옥산로3길,대구광역시 북구 노원동1가 208-1,공영,4,DC530020,북구청푸르지오에듀포레,대구광역시 북구 침산남로 30,N,3.6,False,False,LIKELY,좌표 거리 3.6m
361-2-000046,효령면행정복지센터 주차장,대구광역시 군위군 효령면 치산효령로 2400,공영,38,KP006964,효령면행복복지센터,대구 군위군 효령면 중구리 204-1,N,6.1,False,False,LIKELY,좌표 거리 6.1m
151-2-000017,위남마을 공영주차장(공한지주차장),대구광역시 동구 봉무동 898,공영,46,CV002202,위남마을공용주차장,대구광역시 동구 위남로 60,N,8.0,False,False,LIKELY,좌표 거리 8.0m
156-2-000105,월배공영주차장,대구 달서구 상원로 32,공영,100,CV004614,월배노인종합복지관,대구광역시 달서구 상화로21길 77,N,8.0,False,False,LIKELY,좌표 거리 8.0m
155-1-000144,수성알파시티 전기충전주차장 2,대구광역시 수성구 대흥동 911,공영,6,CV000569,대구시_수성의료지구,대구광역시 수성구 알파시티1로 83,N,8.1,False,False,LIKELY,좌표 거리 8.1m
151-1-000177,화랑로73길,대구광역시 동구 방촌동 1084-13,공영,30,SF003055,방촌청구타운 (완속충전기),대구광역시 동구 화랑로73길 36,N,8.9,False,False,LIKELY,좌표 거리 8.9m
156-1-000028,대진고등학교 남편,대구광역시 달서구 대곡동 1037-2,공영,15,SF000324,대곡 수목원 풍경 그린 아파트,대구광역시 달서구 갈밭남로 64,N,9.2,False,False,LIKELY,좌표 거리 9.2m
156-1-000028,대진고등학교 남편,대구광역시 달서구 대곡동 1037-2,공영,15,SF000280,수목원제일풍경채,대구광역시 달서구 갈밭남로 12,N,9.3,False,False,LIKELY,좌표 거리 9.3m
150-1-000159,삼덕동행정복지센터 앞 노상무료,대구광역시 중구 삼덕동3가 179-1,공영,2,CV000812,대구시_삼덕동,대구광역시 중구 달구벌대로447길 72-11,N,10.1,False,False,LIKELY,좌표 거리 10.1m
361-2-000004,사라온이야기마을 주차장,대구광역시 군위군 군위읍 서부리 39-3,공영,7,CV004551,군위 세대희망허브센터,대구광역시 군위군 군위읍 동서1길 13-7,N,10.7,False,False,LIKELY,좌표 거리 10.7m
154-1-000041,관음동 민원주차,대구광역시 북구 관음동 1285,공영,2,CV003468,대구시_관음동행정복지센터,대구광역시 북구 관음동로 125,N,12.4,False,False,LIKELY,좌표 거리 12.4m
152-1-000018,내당보성 홍실아파트 남측,대구광역시 서구 내당동 28-1,공영,10,LU002217,홍실1차아파트,대구광역시 서구 서대구로8길 49,Y,13.0,False,False,LIKELY,좌표 거리 13.0m
156-1-000081,송현여중 동편,대구광역시 달서구 송현동 540,공영,17,HW000396,대구 송현여자고등학교,대구광역시 달서구 송현로 156,N,13.3,False,False,LIKELY,좌표 거리 13.3m
155-1-000158,욱수그린공원,대구광역시 수성구 욱수동 240-5,공영,23,CV000783,대구시_신매공원,대구광역시 수성구 달구벌대로652길 65,N,13.7,False,False,LIKELY,좌표 거리 13.7m
156-2-000070,장기근린공원 주차장,대구시 달서구 장기동 733,공영,103,ME24B143,장기공원 주차장,대구광역시 달서구 문화회관 4길22-7,N,14.0,False,False,LIKELY,좌표 거리 14.0m
155-2-000023,임시공영47,대구광역시 수성구 들안로71길 16,공영,5,PI530315,대구시 수성구 수성4가동행정복지센터,대구광역시 수성구 들안로67길 64,N,15.5,False,False,LIKELY,좌표 거리 15.5m
155-2-000041,구)황금2동행정복지센터 앞 공영주차장,대구광역시 수성구 황금동 953-4,공영,11,ME183069,황금2동주민센터 앞 공영주차장,대구광역시 수성구 청수로31길 45,N,15.6,False,False,LIKELY,좌표 거리 15.6m
153-1-000083,이천동행정복지센터 앞,대구광역시 남구 이천동 383-22,공영,5,CV003086,대구시_이천동행정복지센터,대구광역시 남구 이천로28길 8-14,N,15.8,False,False,LIKELY,좌표 거리 15.8m
156-1-000097,장관빌라 남편,대구광역시 달서구 송현동 2015-13,공영,15,KP001642,동서장관빌라,대구광역시 달서구 송현동 중흥로 68,Y,15.8,False,False,LIKELY,좌표 거리 15.8m
156-1-000097,장관빌라 남편,대구광역시 달서구 송현동 2015-13,공영,15,EV017838,대구달서 동서장관빌라,대구 달서구 중흥로 68,Y,16.0,False,False,LIKELY,좌표 거리 16.0m
156-2-000023,학산공원 삼거리 주차장,대구시 달서구 본동 1119,공영,73,KP003772,학산근린공원삼거리주차장,대구광역시 달서구 학산로 104-11,N,16.0,False,False,LIKELY,좌표 거리 16.0m
154-1-000231,칠곡현대아파트남측서측,대구광역시 북구 태전동 997,공영,21,PI764308,칠곡현대1차,대구광역시 북구 구암로16길 7,Y,16.4,False,False,LIKELY,좌표 거리 16.4m
155-1-000176,지산타운아파트 북동편,대구광역시 수성구 지산동 1297-3,공영,21,HM000849,지산서한이다음,대구광역시 수성구 용학로 313,Y,16.8,False,False,LIKELY,좌표 거리 16.8m
155-2-000046,울루루광장공영주차장,대구광역시 수성구 두산동 696-3,공영,67,CV001969,수성못동편공영주차장,대구광역시 수성구 수성못2길 27,N,17.0,False,False,LIKELY,좌표 거리 17.0m
154-1-000222,중앙대로105길,대구광역시 북구 칠성동2가 355-1,공영,15,HM001672,우방플러스빌,대구광역시 북구 중앙대로105길 17,Y,17.0,False,False,LIKELY,좌표 거리 17.0m
157-1-000128,천내보성타운인근,대구광역시 달성군 화원읍 천내리 125-4,공영,36,PW014647,천내보성타운관리소(SP),대구광역시 달성군 화원읍 화원로 37,Y,17.0,False,False,LIKELY,좌표 거리 17.0m
155-3-000005,고산노인복지관,대구광역시 수성구 욱수천로 99,공영,40,CV003120,대구시_고산1동행정복지센터,대구광역시 수성구 달구벌대로 3260-2,N,17.8,False,False,LIKELY,좌표 거리 17.8m
155-2-000052,수성구 무료공영주차장,대구광역시 수성구 용학로 50길 47-1,공영,43,ME19E217,수성생활체육공원,대구광역시 수성구 지산동 산 136,N,18.7,False,False,LIKELY,좌표 거리 18.7m
154-1-000041,관음동 민원주차,대구광역시 북구 관음동 1285,공영,2,TS272305,청암타운,대구광역시 북구 관음동로 128,Y,18.8,False,False,LIKELY,좌표 거리 18.8m
156-2-000024,본동 2공영주차장,대구시 달서구 본동 867-1,공영,10,CV003115,대구시_본동행정복지센터,대구광역시 달서구 구마로26길 62,N,19.0,False,False,LIKELY,좌표 거리 19.0m
155-1-000128,수성로14길,대구광역시 수성구 상동 400,공영,5,CV003455,대구시_상동행정복지센터,대구광역시 수성구 들안로9길 56,N,19.4,False,False,LIKELY,좌표 거리 19.4m
150-1-000105,명덕로35길 노상무료1,대구광역시 중구 남산동 597-43,공영,28,CV002197,남산공영주차장,대구광역시 중구 명덕로35길 44,N,19.8,False,False,LIKELY,좌표 거리 19.8m
157-1-000094,비슬로525길,대구광역시 달성군 화원읍 천내리 42-1,공영,34,NT100842,대구 동산맨션,대구광역시 달성군 화원읍 비슬로525길 21,Y,19.9,False,False,LIKELY,좌표 거리 19.9m
157-1-000143,화암로 C,대구광역시 달성군 화원읍 명곡리 139,공영,31,PI793474,명곡미래빌1단지,대구광역시 달성군 화원읍 명곡로 11,Y,19.9,False,False,LIKELY,좌표 거리 19.9m
153-2-000024,관문시장 제1공영유료주차장,대구광역시 남구 대명11동 1158-9번지,공영,95,CV001316,관문시장제1공영주차장,대구광역시 남구 관문시장1길 36,N,20.4,True,False,LIKELY,좌표 거리 20.4m · 충전소명·주차장명 유사
156-2-000080,호림2공영주차장,대구시 달서구 호림동 12-1,공영,332,CV001891,호림2공영주차장,대구광역시 달서구 호림동 12-1,N,20.4,True,True,LIKELY,좌표 거리 20.4m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
151-1-000072,상공회의소 뒤편2주차장,대구광역시 동구 신천동 92,공영,26,CV003131,대구시_대구테크노파크 동대구캠퍼스 2동,대구광역시 동구 동대구로 481,N,20.6,False,False,LIKELY,좌표 거리 20.6m
150-1-000172,동인동행정복지센터 앞 노상무료,대구광역시 중구 동인동4가 318-5,공영,1,CV003570,대구시_동인동 행정복지센터,대구광역시 중구 국채보상로142길 19-5,N,20.7,False,False,LIKELY,좌표 거리 20.7m
151-1-000091,신암청아람 (서),대구광역시 동구 신암동 480,공영,6,PW010597,신암청아람아파트,대구광역시 동구 신암로20길 39,Y,20.8,False,False,LIKELY,좌표 거리 20.8m
151-1-000091,신암청아람 (서),대구광역시 동구 신암동 480,공영,6,PW014472,신암청아람아파트 입주자대표회의,대구광역시 동구 신암로20길 39,Y,20.9,False,False,LIKELY,좌표 거리 20.9m
151-2-000046,공항1 공영주차장,대구광역시 동구 지저동 907,공영,79,CV002139,대구공항1공영주차장,대구광역시 동구 지저동 907,N,21.2,True,True,LIKELY,좌표 거리 21.2m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
151-1-000102,아양로24길,대구광역시 동구 신암동 251-1,공영,10,PI530304,대구시 동구 큰고개웰그린아파트,대구광역시 동구 아양로 124,N,21.2,False,False,LIKELY,좌표 거리 21.2m
154-3-000001,북구청 주차장,대구 북구 옥산로 65,공영,54,CV003459,대구시_북구청,대구광역시 북구 옥산로 65,N,21.4,False,True,LIKELY,좌표 거리 21.4m · 주소 번지 숫자 일치
156-2-000059,용산2공영주차장,대구시 달서구 용산동 931-4,공영,83,CV001631,용산2공영주차장,대구광역시 달서구 용산동 931-4,N,21.7,True,True,LIKELY,좌표 거리 21.7m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
155-1-000164,중동행정복지센터 서편,대구광역시 수성구 중동 45-1,공영,6,CV003569,대구시_중동행정복지센터,대구광역시 수성구 수성로50길 38,N,21.8,False,False,LIKELY,좌표 거리 21.8m
156-2-000018,두류1·2동 1공영주차장,대구시 달서구 두류동 1252-4,공영,40,ME20C182,두류1·2동1공영주차장,대구광역시 달서구 두류동 1252-4,N,21.8,True,True,LIKELY,좌표 거리 21.8m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
152-2-000050,서대구역광장 1주차장,대구 서구 이현동 268-2,공영,124,CV004318,대구시_서대구역광장1주차장,대구광역시 서구 이현동 268-2,N,21.9,True,True,LIKELY,좌표 거리 21.9m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
156-2-000086,성서4주차장,대구광역시 달서구 신당동 348-4,공영,71,CV003801,대구시_성서4공영주차장,대구광역시 달서구 신당동 348-4,N,22.1,False,True,LIKELY,좌표 거리 22.1m · 주소 번지 숫자 일치
156-1-000029,동서송현 해맞이 아파트 서편,대구광역시 달서구 송현동 210-1,공영,7,EV019058,대구달서 해맞이타운 1,대구광역시 달서구 월배로 420,Y,22.1,False,False,LIKELY,좌표 거리 22.1m
152-2-000046,염색산업단지 제2공영주차장,대구광역시 서구 비산동 2024-61번지,공영,88,CV001605,대구시_염색공단제2공영주차장,대구광역시 서구 비산동 2024-61,N,22.6,False,True,LIKELY,좌표 거리 22.6m · 주소 번지 숫자 일치
153-1-000080,용두방천2길,대구광역시 남구 이천동 585-37,공영,15,NT100521,대구 상일빌딩,대구광역시 남구 용두방천2길 34,N,22.8,False,False,LIKELY,좌표 거리 22.8m
155-2-000065,두산레포츠센터 주차장,대구광역시 수성구 두산동 산 7-2,공영,95,CV002249,두산레포츠센터 부설주차장,대구광역시 수성구 두산동 산7-25,N,23.0,True,False,LIKELY,좌표 거리 23.0m · 충전소명·주차장명 유사
155-2-000065,두산레포츠센터 주차장,대구광역시 수성구 두산동 산 7-2,공영,95,CV002250,두산레포츠센터 부설주차장 지하1층,"대구광역시 수성구 두산동 산7-25(두산동, 두산레포츠센터)",N,23.0,True,False,LIKELY,좌표 거리 23.0m · 충전소명·주차장명 유사
151-2-000043,갓바위 3공영주차장,대구광역시 동구 진인동 123-30,공영,58,CV001129,시설공단대구_갓바위3 공영주차장,대구광역시 동구 진인동 123-30,N,23.1,True,True,LIKELY,좌표 거리 23.1m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
152-1-000077,서구영어도서관 북측,대구광역시 서구 중리동 1083,공영,25,CV003105,대구시_서대구산업단지근로자복지회관,대구광역시 서구 국채보상로 124,N,23.1,False,False,LIKELY,좌표 거리 23.1m
150-1-000118,달구벌대로414길 노상무료,대구광역시 중구 남산동 556,공영,3,AM900047,대구 와이즈빌딩,대구광역시 중구 달구벌대로 2068,N,23.5,False,False,LIKELY,좌표 거리 23.5m
150-1-000118,달구벌대로414길 노상무료,대구광역시 중구 남산동 556,공영,3,AM900048,대구 와이즈빌딩 급속충전소,대구광역시 중구 달구벌대로 2068,N,23.5,False,False,LIKELY,좌표 거리 23.5m
157-1-000009,논공로 A,대구광역시 달성군 논공읍 남리 1142-9,공영,49,KP005833,(전주거치형)논공로15길 노상주차장,대구광역시 달성군 논공읍 논공로 796,N,23.5,False,False,LIKELY,좌표 거리 23.5m
152-2-000045,염색산업단지 제1공영주차장,대구광역시 서구 비산동 3184번지,공영,67,CV001606,대구시_염색공단제1공영주차장,대구광역시 서구 비산동 3184,N,23.7,False,True,LIKELY,좌표 거리 23.7m · 주소 번지 숫자 일치
152-2-000049,임시무료공영주차장,대구광역시 서구 평리동 934번지,공영,15,CV003446,대구시_평리3동행정복지센터,대구광역시 서구 문화로 261,N,23.7,False,False,LIKELY,좌표 거리 23.7m
151-2-000005,혁신도시 공영주차장,대구광역시 동구 신서동 1152-2,공영,175,CV002069,나라키움 대구통합청사,대구광역시 동구 이노밸리로 345,N,23.8,False,False,LIKELY,좌표 거리 23.8m
155-1-000034,대구여고 북편,대구광역시 수성구 범어동 238-46,공영,69,EV018307,대구수성 우방3차범어타운 1,대구광역시 수성구 달구벌대로492길 12,Y,23.8,False,False,LIKELY,좌표 거리 23.8m
154-1-000105,대구시민운동장북측,대구광역시 북구 고성동3가 143,공영,47,KP004805,대구복합스포츠타운,대구광역시 북구 고성로 191,N,23.8,False,False,LIKELY,좌표 거리 23.8m
155-1-000123,수성구립고산도서관 동편,대구광역시 수성구 신매동 222,공영,3,CV004464,신매시장공영주차장,대구광역시 수성구 달구벌대로 3246,N,23.9,False,False,LIKELY,좌표 거리 23.9m
156-2-000084,호산공영주차장,대구시 달서구 호산동 714-1,공영,171,ME183062,호산공영주차장,"대구광역시 달서구 호산동 714-1, 입구 우측",N,23.9,True,True,LIKELY,좌표 거리 23.9m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
155-2-000059,시지근린공원 공영주차장,대구광역시 수성구 달구벌대로 637길 5,공영,139,CV003451,대구시_시지근린공원,대구광역시 수성구 달구벌대로637길 5,N,24.1,False,True,LIKELY,좌표 거리 24.1m · 주소 번지 숫자 일치
156-2-000053,신당동 공영주차장,대구시 달서구 신당동 1749-8,공영,14,CV000818,대구시_신당동,대구광역시 달서구 선원로 60,N,24.4,False,False,LIKELY,좌표 거리 24.4m
156-2-000055,서촌공영주차장,대구시 달서구 용산동 429-1,공영,73,ME183064,서촌공영주차장,"대구광역시 달서구 용산동 507, 입구 우측",N,24.4,True,False,LIKELY,좌표 거리 24.4m · 충전소명·주차장명 유사
151-4-000048,현대시티아울렛 대구점,대구 동구 동대구로 454,민영,730,HY000753,현대아울렛 대구점,대구광역시 동구 동대구로 454,N,24.6,False,True,LIKELY,좌표 거리 24.6m · 주소 번지 숫자 일치
156-2-000081,호림1공영주차장,대구시 달서구 호림동 13-10,공영,201,CV001885,호림1공영주차장,대구광역시 달서구 호림동 13-10,N,24.7,True,True,LIKELY,좌표 거리 24.7m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
155-2-000060,신매3공영주차장,대구광역시 수성구 신매동 566-5,공영,70,CV003449,대구시_신매3공영주차장,대구광역시 수성구 신매동 566-4,N,24.9,True,False,LIKELY,좌표 거리 24.9m · 충전소명·주차장명 유사
151-1-000102,아양로24길,대구광역시 동구 신암동 251-1,공영,10,PC001278,큰고개웰그린아파트(대구),대구광역시 동구 아양로 124,Y,24.9,False,False,LIKELY,좌표 거리 24.9m
153-2-000026,충혼탑 주차장,대구광역시 남구 대명동 산186-2번지,공영,57,CV003082,대구시_충혼탑,대구광역시 남구 대명동 417-52,N,25.0,False,False,LIKELY,좌표 거리 25.0m
153-1-000008,경일여자중학교(2),대구광역시 남구 봉덕동 1322-1,공영,5,BNBN0584,대구 경일여자고등학교,"대구 남구 효성로 37 (봉덕동, 경일여자중고등학교, 우봉아트홀)",N,25.3,False,False,LIKELY,좌표 거리 25.3m
154-1-000091,풍국면앞,대구광역시 북구 노원동3가 252-3,공영,12,ME183067,팔달신시장공영주차장,"대구광역시 북구 노원로 32, 입구 좌측",N,25.3,False,False,LIKELY,좌표 거리 25.3m
154-1-000246,칠성로17길(2),대구광역시 북구 칠성동2가 661,공영,3,KP003224,오페라코오롱하늘채,대구광역시 북구 칠성동2가 중앙대로 540,Y,25.5,False,True,LIKELY,좌표 거리 25.5m · 주소 번지 숫자 일치
156-1-000106,성서1주차장,대구 달서구 성서공단남로 25,공영,427,CV004336,대구시_성서1공영주차장,대구광역시 달서구 월암동 1-229,N,25.6,False,False,LIKELY,좌표 거리 25.6m
156-2-000082,상호림 공원주차장,대구시 달서구 호림동 1-6,공영,38,CV000505,대구시_상호림공원,대구광역시 달서구 호림동 1-6,N,25.7,True,True,LIKELY,좌표 거리 25.7m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
153-1-000099,중앙대로32길 (2),대구광역시 남구 봉덕동 585-9,공영,12,PI530061,대구시 남구 테리컴퍼니,대구광역시 남구 중앙대로32길 80,N,25.8,False,False,LIKELY,좌표 거리 25.8m
157-1-000007,금강로16길 A,대구광역시 달성군 논공읍 금포리 1323,공영,29,ME19E216,달성군청,대구광역시 달성군 논공읍 금포리 1313,N,26.0,False,False,LIKELY,좌표 거리 26.0m
154-1-000294,호암로,대구광역시 북구 칠성동2가 41-8,공영,14,PL033288,성광우방타운,대구 북구 호암로 20,Y,26.4,False,False,LIKELY,좌표 거리 26.4m
152-2-000047,염색산업단지 제3공영주차장,대구광역시 서구 비산동 2037-37번지,공영,96,CV001604,대구시_염색공단제3공영주차장,대구광역시 서구 비산동 2037-37,N,26.5,False,True,LIKELY,좌표 거리 26.5m · 주소 번지 숫자 일치
156-2-000044,월촌역 시장 주차장,대구시 달서구 송현동 1949-21,공영,26,ME20C184,송현주공시장 공영주차장,대구광역시 달서구 송현로 8안길 6,N,26.6,False,False,LIKELY,좌표 거리 26.6m
155-1-000015,노변동서우방아파트 동편,대구광역시 수성구 시지동 509,공영,10,PI740688,노변동서우방타운101동,대구광역시 수성구 노변공원로 22,N,26.8,False,False,LIKELY,좌표 거리 26.8m
151-1-000149,팔공로24길,대구광역시 동구 도동 93-5,공영,7,CV000544,대구시_도평동 공영주차장,대구광역시 동구 도동 978-301,N,26.9,False,False,LIKELY,좌표 거리 26.9m
153-2-000064,대명4동 제2공영주차장,대구광역시 남구 대명4동 3010-40번지,공영,15,PW015100,히스토리(SP),대구광역시 남구 대경길 270,N,27.0,False,False,LIKELY,좌표 거리 27.0m
153-2-000033,강당골 공영주차장,대구광역시 남구 봉덕3동 1272-18번지,공영,179,CV001318,강당골공영주차장,대구광역시 남구 앞산순환로 672,N,27.1,True,False,LIKELY,좌표 거리 27.1m · 충전소명·주차장명 유사
153-1-000077,영선시장1길 (1),대구광역시 남구 대명동 2010-1,공영,5,EZ000575,우체국금융개발원,대구광역시 남구 중앙대로 200,N,27.1,False,False,LIKELY,좌표 거리 27.1m
151-2-000037,불로다목적운동장 주차장,대구광역시 동구 불로동 882-2,공영,113,CV001566,불로다목적운동장 주차장,대구광역시 동구 불로동 882-2,N,27.4,True,True,LIKELY,좌표 거리 27.4m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
156-2-000055,서촌공영주차장,대구시 달서구 용산동 429-1,공영,73,TS272902,비지니스 골프클럽,대구광역시 달서구 새방로7길 12,N,27.8,False,False,LIKELY,좌표 거리 27.8m
156-2-000029,본리1공영주차장,대구시 달서구 본리동1196,공영,56,CV001126,시설공단대구_본리2 공영주차장,대구광역시 달서구 대명천로 282,N,27.9,False,False,LIKELY,좌표 거리 27.9m
151-1-000045,동촌로56길 (1),대구광역시 동구 방촌동 1113-8,공영,11,LU004185,방촌동강변아파트,대구광역시 동구 동촌로56길 36,Y,27.9,False,False,LIKELY,좌표 거리 27.9m
361-2-000024,우보면 행정복지센터 주차장,대구광역시 군위군 우보면 이화리 1195-6,공영,19,ME19E138,우보면사무소 주차장,대구광역시 군위군 우보면 이화리 1196-7,N,28.1,False,False,LIKELY,좌표 거리 28.1m
156-2-000032,상인2공영주차장,대구시 달서구 상인동 1528-3,공영,65,CV002033,상인2공영주차장,대구광역시 달서구 상화북로 187,N,28.3,True,False,LIKELY,좌표 거리 28.3m · 충전소명·주차장명 유사
156-4-000014,이마트월배점,대구 달서구 진천로 92,민영,1124,PIS00554,대구 달서구 이마트월배점,대구광역시 달서구 진천로 92,N,28.4,True,True,LIKELY,좌표 거리 28.4m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
151-2-000034,율하체육공원 주차장,대구광역시 동구 율하동 1626,공영,145,CV002201,율하체육공원,대구광역시 동구 금호강변로 278,N,28.5,True,False,LIKELY,좌표 거리 28.5m · 충전소명·주차장명 유사
154-2-000055,한국패션센터공영주차장,대구광역시 북구 산격동 1671,공영,55,CV003081,대구시_펙스코 패션디자인개발지원센터,대구광역시 북구 산격동 1671,N,28.6,False,True,LIKELY,좌표 거리 28.6m · 주소 번지 숫자 일치
154-1-000216,원대로23길,대구광역시 북구 노원동1가 16-1,공영,5,CV001974,대구 북구청 노원공영주차장,대구광역시 북구 노원동1가 16-1,N,28.7,False,True,LIKELY,좌표 거리 28.7m · 주소 번지 숫자 일치
157-1-000079,명천로,대구광역시 달성군 화원읍 명곡리 220,공영,10,EV018947,대구달성 명곡미래빌5단지 5,대구광역시 달성군 화원읍 명천로 243 (명곡역미래빌5단지),Y,29.6,False,False,LIKELY,좌표 거리 29.6m
157-1-000079,명천로,대구광역시 달성군 화원읍 명곡리 220,공영,10,EV018948,대구달성 명곡미래빌5단지 6,대구광역시 달성군 화원읍 명천로 243 (명곡역미래빌5단지),Y,29.6,False,False,LIKELY,좌표 거리 29.6m
157-1-000079,명천로,대구광역시 달성군 화원읍 명곡리 220,공영,10,EV018949,대구달성 명곡미래빌5단지 7,대구광역시 달성군 화원읍 명천로 243 (명곡역미래빌5단지),Y,29.6,False,False,LIKELY,좌표 거리 29.6m
157-1-000007,금강로16길 A,대구광역시 달성군 논공읍 금포리 1323,공영,29,CV002253,달성군청사 주차장,대구광역시 달성군 논공읍 달성군청로 33,N,29.7,False,False,LIKELY,좌표 거리 29.7m
154-1-000281,팔달로41길(2),대구광역시 북구 노원동2가 293-3,공영,20,EC000411,노원보성타운 B1,대구광역시 북구 오봉로3길 47,N,29.7,False,False,LIKELY,좌표 거리 29.7m
155-2-000063,수성못공영주차장,대구광역시 수성구 상동 481-6,공영,103,CV002939,수성유원지주차장,대구광역시 수성구 수성로 132-1,N,29.8,False,False,LIKELY,좌표 거리 29.8m
154-1-000288,팔달북로3길(1),대구광역시 북구 노원동3가 252-3,공영,13,HE240187,기아자동차 대구서비스센터,대구광역시 북구 팔달로 53,N,29.8,False,False,LIKELY,좌표 거리 29.8m
155-3-000005,고산노인복지관,대구광역시 수성구 욱수천로 99,공영,40,CV003165,대구시_고산노인복지관,대구광역시 수성구 욱수천로 99,N,30.0,True,True,LIKELY,좌표 거리 30.0m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
361-2-000032,아미산 주차장,대구광역시 군위군 삼국유사면 양지리 61,공영,136,ME19F260,아미산 주차장,대구광역시 군위군 삼국유사면 삼국유사로 1122,N,30.2,False,False,LIKELY,좌표 거리 30.2m
157-1-000143,화암로 C,대구광역시 달성군 화원읍 명곡리 139,공영,31,PC001576,명곡미래빌1단지(대구),대구광역시 달성군 화원읍 명곡로 11,N,30.4,False,False,LIKELY,좌표 거리 30.4m
155-3-000006,수성구청 주차장,대구광역시 수성구 달구벌대로 2450,공영,142,CV003480,대구시_수성구청,대구광역시 수성구 달구벌대로 2450,N,30.6,True,True,LIKELY,좌표 거리 30.6m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
151-2-000097,각산동 1071-7 공한지주차장,대구광역시 동구 각산동 1071-7,공영,8,PW012390,로뎀,대구광역시 동구 과학로6길 21-1,N,30.8,False,False,LIKELY,좌표 거리 30.8m
152-1-000006,광장타운2차 북측,대구광역시 서구 내당동 459-11,공영,17,CV002158,광장타운2차아파트,대구광역시 서구 달구벌대로337길 8,Y,31.2,False,False,LIKELY,좌표 거리 31.2m
155-1-000172,지산우방타운아파트 동편,대구광역시 수성구 지산동 1271-1,공영,10,PI716765,대구지산우방타운,대구광역시 수성구 지산로 32,Y,31.2,False,False,LIKELY,좌표 거리 31.2m
155-1-000152,신세계타운 북편,대구광역시 수성구 수성동1가 613,공영,25,EC000505,우방한가람타운 지하3층 A7기둥,대구광역시 수성구 명덕로 368,N,31.4,False,False,LIKELY,좌표 거리 31.4m
155-1-000152,신세계타운 북편,대구광역시 수성구 수성동1가 613,공영,25,EC000506,우방한가람타운 지하3층 B7기둥,대구광역시 수성구 명덕로 368,N,31.4,False,False,LIKELY,좌표 거리 31.4m
152-1-000001,감삼공원 북측,대구광역시 서구 내당동 354-29,공영,12,CV000808,대구시_내당4동,대구광역시 서구 서대구로3길 46,N,31.5,False,False,LIKELY,좌표 거리 31.5m
151-1-000073,상공회의소 뒤편3주차장,대구광역시 동구 신천동 107-4,공영,23,CV002169,대구스케일업허브,대구광역시 동구 동대구로 465,N,31.5,False,False,LIKELY,좌표 거리 31.5m
155-1-000152,신세계타운 북편,대구광역시 수성구 수성동1가 613,공영,25,KP001968,우방한가람타운,대구광역시 수성구 수성동1가 명덕로 368,Y,31.6,False,True,LIKELY,좌표 거리 31.6m · 주소 번지 숫자 일치
156-2-000029,본리1공영주차장,대구시 달서구 본리동1196,공영,56,CV001634,본리1공영주차장,대구광역시 달서구 본리동 1196,N,31.7,True,True,LIKELY,좌표 거리 31.7m · 충전소명·주차장명 유사 · 주소 번지 숫자 일치
153-1-000055,봉덕로1길,대구광역시 남구 봉덕동 737-24,공영,6,EP220609,하나은행 대구봉덕점 급속충전소,대구광역시 남구 중앙대로 146,N,31.9,False,False,LIKELY,좌표 거리 31.9m
156-1-000082,송현제림 아파트 북편,대구광역시 달서구 송현동 115-4,공영,16,PW012977,송현제림입주자대표회의,대구광역시 달서구 구마로52안길 57,Y,31.9,False,False,LIKELY,좌표 거리 31.9m
156-1-000082,송현제림 아파트 북편,대구광역시 달서구 송현동 115-4,공영,16,PW801215,송현제림입주자대표회의25(T),대구광역시 달서구 구마로52안길 57,Y,31.9,False,False,LIKELY,좌표 거리 31.9m
155-1-000195,파동로25길,대구광역시 수성구 파동 581-36,공영,9,PW012465,송원맨션 관리사무소,대구광역시 수성구 파동로 223,Y,32.1,False,False,LIKELY,좌표 거리 32.1m
