hour,public_pct,public_ticks,special_pct,special_ticks,apt_name_pct,apt_ticks
0,72.11113280703813,30,27.65622984906239,30,27.745996385325768,30
1,70.18366439566067,30,28.90746000707155,30,29.81046045256363,30
2,71.35919588520832,30,31.78949026902044,30,32.63496421422511,30
3,72.87195859469986,30,34.41757899135516,30,35.89045700571955,30
4,74.35836053326585,30,37.07712905958121,30,38.562491476139726,30
5,75.45040910793682,30,42.14617248279821,30,43.73525898005472,30
6,76.16386905163,30,50.13775058789604,30,51.63656639949305,30
7,80.49252765733334,50,67.56538233677104,50,67.5059386099761,50
8,79.57225090714643,85,76.10625016550244,85,76.10024220691388,85
9,74.92013985638482,55,77.52245955863015,55,77.78483578333157,55
10,73.91821210416595,54,78.58967117897343,54,78.73349327369961,54
11,74.1484304817751,54,78.69259670074314,54,78.46523290315943,54
12,73.87704548097544,53,77.8038824888768,53,77.64415404895507,53
13,74.01856570480648,55,75.770670073527,55,76.08107027783123,55
14,73.13461488057682,58,73.61164799067878,58,74.07240800453991,58
15,72.71804866316373,60,71.42631997293876,60,72.25476564257214,60
16,70.73091661134156,53,64.64917517036167,53,65.34407738869668,53
17,70.27196997894902,43,61.48819905688095,43,62.19048031735431,43
18,70.12361627012388,30,57.7591606777904,30,59.209513918645115,30
19,68.13144086788537,30,52.70409766071957,30,54.341820680229915,30
20,67.97019976278342,44,39.85514528757108,44,41.5025349836985,44
21,64.40554640144671,42,32.97388211061581,42,33.829486279302046,42
22,62.82752240869097,32,27.093875709924074,32,27.79293481017337,32
23,63.381758183466836,18,27.079945457452794,18,27.974471323192276,18
